company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 09:39:34+00:00,2.59,2.59,1.36,2.57,1892000000.0,6027000000.0,6027000000.0,,5981000000.0,46000000.0,10406000000.0,28857000000.0,219000000.0,,11199000000.0,10406000000.0,18451000000.0,456000000.0,904000000.0,11199000000.0,7252000000.0,667000000.0,7919000000.0,28857000000.0,2309300000.0,2313000000.0,2331000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 11:29:34+00:00,2.51,2.51,1.52,2.49,1632000000.0,5874000000.0,5874000000.0,,5807000000.0,67000000.0,11374000000.0,31944000000.0,39000000.0,350000000.0,11774000000.0,11374000000.0,20570000000.0,438000000.0,-541000000.0,12124000000.0,8446000000.0,-940000000.0,7506000000.0,31944000000.0,2313500000.0,2315000000.0,2336000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q3,2008-06-28,2008-09-26,2009-10-29 17:25:18+00:00,0.82,0.82,0.38,0.81,555000000.0,1915000000.0,1915000000.0,,1890000000.0,25000000.0,3020000000.0,8393000000.0,17000000.0,,3186000000.0,3020000000.0,5373000000.0,111000000.0,377000000.0,3186000000.0,2187000000.0,283000000.0,2470000000.0,8393000000.0,2304900000.0,2311000000.0,2329000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q2,2008-03-29,2008-06-27,2009-07-30 10:33:15+00:00,0.61,0.61,0.38,0.61,474000000.0,1443000000.0,1443000000.0,,1422000000.0,21000000.0,3162000000.0,9046000000.0,101000000.0,,3205000000.0,3162000000.0,5884000000.0,89000000.0,-774000000.0,3205000000.0,2679000000.0,-762000000.0,1917000000.0,9046000000.0,2331100000.0,2316000000.0,2343000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q4,2009-10-03,2009-12-31,,0.67,0.67,0.41,0.67,382000000.0,1578000000.0,1578000000.0,,1543000000.0,35000000.0,2651000000.0,7510000000.0,27000000.0,193000000.0,2886000000.0,2651000000.0,4859000000.0,84000000.0,237000000.0,3079000000.0,1780000000.0,180000000.0,1960000000.0,7510000000.0,2313200000.0,2314000000.0,2329000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:07:28+00:00,2.95,2.95,1.64,2.93,2040000000.0,6906000000.0,6906000000.0,,6824000000.0,82000000.0,11088000000.0,30990000000.0,40000000.0,313000000.0,11358000000.0,11088000000.0,19902000000.0,355000000.0,1030000000.0,11671000000.0,8231000000.0,715000000.0,8946000000.0,30990000000.0,2313200000.0,2314000000.0,2329000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q3YTD,2009-01-01,2009-10-02,,2.28,2.28,1.23,2.28,1658000000.0,5328000000.0,5328000000.0,,5281000000.0,47000000.0,8437000000.0,23480000000.0,13000000.0,120000000.0,8472000000.0,8437000000.0,15043000000.0,271000000.0,793000000.0,8592000000.0,6451000000.0,535000000.0,6986000000.0,23480000000.0,2312200000.0,2316000000.0,2332000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q3,2009-07-04,2009-10-02,2010-10-29 11:03:33+00:00,0.82,0.82,0.41,0.81,523000000.0,1920000000.0,1920000000.0,,1896000000.0,24000000.0,2934000000.0,8044000000.0,33000000.0,48000000.0,2912000000.0,2934000000.0,5110000000.0,89000000.0,349000000.0,2960000000.0,2150000000.0,293000000.0,2443000000.0,8044000000.0,2312200000.0,2316000000.0,2332000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q2YTD,2009-01-01,2009-07-03,,1.46,1.46,0.82,1.46,1135000000.0,3408000000.0,3408000000.0,,3385000000.0,23000000.0,5503000000.0,15436000000.0,-20000000.0,72000000.0,5560000000.0,5503000000.0,9933000000.0,182000000.0,444000000.0,5632000000.0,4301000000.0,242000000.0,4543000000.0,15436000000.0,2314800000.0,2313000000.0,2323000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q2,2009-04-04,2009-07-03,2010-08-02 10:06:55+00:00,0.88,0.88,0.41,0.88,679000000.0,2049000000.0,2049000000.0,,2037000000.0,12000000.0,2913000000.0,8267000000.0,20000000.0,72000000.0,2844000000.0,2913000000.0,5354000000.0,97000000.0,367000000.0,2916000000.0,2438000000.0,290000000.0,2728000000.0,8267000000.0,2314800000.0,2313000000.0,2323000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q1,2009-01-01,2009-04-03,2010-04-29 15:12:46+00:00,0.58,0.58,0.41,0.58,456000000.0,1359000000.0,1359000000.0,,1348000000.0,11000000.0,2590000000.0,7169000000.0,-40000000.0,,2716000000.0,2590000000.0,4579000000.0,85000000.0,77000000.0,2716000000.0,1863000000.0,-48000000.0,1815000000.0,7169000000.0,2324100000.0,2313000000.0,2319000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q4,2010-10-02,2010-12-31,,1.25,1.25,0.22,1.25,443000000.0,5762000000.0,5762000000.0,,5749000000.0,13000000.0,4279000000.0,10494000000.0,5294000000.0,545000000.0,4547000000.0,4279000000.0,6215000000.0,487000000.0,275000000.0,5092000000.0,1123000000.0,5082000000.0,6205000000.0,10494000000.0,4622400000.0,4616000000.0,4667000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 12:22:03+00:00,2.55,2.55,0.88,2.53,2370000000.0,11837000000.0,11837000000.0,,11787000000.0,50000000.0,12693000000.0,35119000000.0,5185000000.0,819000000.0,13194000000.0,12693000000.0,22426000000.0,733000000.0,1342000000.0,14013000000.0,8413000000.0,5794000000.0,14207000000.0,35119000000.0,4622400000.0,4616000000.0,4667000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q3YTD,2010-01-01,2010-10-01,,2.61,2.61,1.31,2.61,1927000000.0,6075000000.0,6075000000.0,,6038000000.0,37000000.0,8414000000.0,24625000000.0,-109000000.0,274000000.0,8647000000.0,8414000000.0,16211000000.0,246000000.0,1067000000.0,8921000000.0,7290000000.0,712000000.0,8002000000.0,24625000000.0,2309000000.0,2310000000.0,2336000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q3TTM,2009-10-03,2010-10-01,,3.28,3.28,1.72,3.28,2309000000.0,7653000000.0,7653000000.0,,7581000000.0,72000000.0,11065000000.0,32135000000.0,-82000000.0,467000000.0,11533000000.0,11065000000.0,21070000000.0,330000000.0,1304000000.0,12000000000.0,9070000000.0,892000000.0,9962000000.0,32135000000.0,2309000000.0,2310000000.0,2336000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q3,2010-07-03,2010-10-01,2011-10-27 12:01:11+00:00,0.89,0.89,0.44,0.88,633000000.0,2067000000.0,2067000000.0,,2055000000.0,12000000.0,2918000000.0,8426000000.0,-12000000.0,100000000.0,3064000000.0,2918000000.0,5508000000.0,80000000.0,448000000.0,3164000000.0,2344000000.0,356000000.0,2700000000.0,8426000000.0,2309000000.0,2310000000.0,2336000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q2YTD,2010-01-01,2010-07-02,,1.73,1.73,0.88,1.73,1294000000.0,4008000000.0,4008000000.0,,3983000000.0,25000000.0,5496000000.0,16199000000.0,-97000000.0,174000000.0,5583000000.0,5496000000.0,10703000000.0,166000000.0,619000000.0,5757000000.0,4946000000.0,356000000.0,5302000000.0,16199000000.0,2300000000.0,2306000000.0,2325000000.0
