company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,FY,2011-10-29,2012-10-26,2014-12-19 16:08:55+00:00,7.2,7.2,0.7,7.13,0.0,337870000.0,762201000.0,767261000.0,-5060000.0,762021000.0,180000.0,3783802000.0,5660889000.0,,-32248000.0,,,736776000.0,3783802000.0,1877087000.0,73259000.0,5831000.0,704528000.0,1172559000.0,-67428000.0,1105131000.0,5660889000.0,105800000.0,105862000.0,106889000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q3TTM,2011-07-30,2012-07-27,,6.84,6.84,0.7,6.76,,332429000.0,721985000.0,749846000.0,-27861000.0,721805000.0,289000.0,3600394000.0,5401277000.0,,-37952000.0,695850000.0,,,3600394000.0,1800883000.0,67045000.0,6335000.0,657898000.0,1142985000.0,-60710000.0,1082275000.0,5401277000.0,106300000.0,106025000.0,106866000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q3YTD,2011-10-29,2012-07-27,,5.19,5.19,0.52,5.14,,241806000.0,549638000.0,554853000.0,-5215000.0,549458000.0,289000.0,2716404000.0,4065984000.0,,-29903000.0,532825000.0,,,2716404000.0,1349580000.0,54061000.0,4062000.0,502922000.0,846658000.0,-49999000.0,796659000.0,4065984000.0,106300000.0,106025000.0,106866000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q3,2012-04-28,2012-07-27,2013-08-30 11:56:07+00:00,1.82,1.82,0.175,1.81,,88291000.0,193556000.0,194382000.0,-826000.0,193518000.0,38000.0,912939000.0,1388723000.0,,-3127000.0,179436000.0,,,912939000.0,475784000.0,18335000.0,1533000.0,176309000.0,299475000.0,-16802000.0,282673000.0,1388723000.0,106300000.0,106025000.0,106866000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q2TTM,2011-04-30,2012-04-27,,6.66,6.66,0.7,6.57,,302293000.0,701534000.0,727269000.0,-25735000.0,701392000.0,251000.0,3427081000.0,5148906000.0,,-39416000.0,681739000.0,,,3427081000.0,1721825000.0,58180000.0,8240000.0,642323000.0,1079502000.0,-49940000.0,1029562000.0,5148906000.0,105700000.0,105951000.0,106983000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q2YTD,2011-10-29,2012-04-27,,3.37,3.37,0.35,3.33,,153515000.0,356082000.0,360471000.0,-4389000.0,355940000.0,251000.0,1803465000.0,2677261000.0,,-26776000.0,353389000.0,,,1803465000.0,873796000.0,35726000.0,2529000.0,326613000.0,547183000.0,-33197000.0,513986000.0,2677261000.0,105700000.0,105951000.0,106983000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q2,2012-01-28,2012-04-27,2013-05-31 17:15:17+00:00,2.02,2.02,0.175,2.0,,98365000.0,213621000.0,217952000.0,-4331000.0,213588000.0,33000.0,1030689000.0,1541060000.0,,-5099000.0,182033000.0,,,1030689000.0,510371000.0,18456000.0,1336000.0,176934000.0,333437000.0,-17120000.0,316317000.0,1541060000.0,105700000.0,105951000.0,106983000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q1TTM,2011-01-29,2012-01-27,,6.18,6.18,0.7,6.09,,272836000.0,649885000.0,671289000.0,-21404000.0,649776000.0,218000.0,3086250000.0,4670575000.0,,-37038000.0,641236000.0,,,3086250000.0,1584325000.0,47619000.0,11617000.0,604198000.0,980127000.0,-36002000.0,944125000.0,4670575000.0,105400000.0,105405000.0,106752000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q1,2011-10-29,2012-01-27,2013-02-28 16:07:26+00:00,1.35,1.35,0.175,1.33,,55150000.0,142461000.0,142519000.0,-58000.0,142352000.0,218000.0,772776000.0,1136201000.0,,-21677000.0,171356000.0,,,772776000.0,363425000.0,17270000.0,1193000.0,149679000.0,213746000.0,-16077000.0,197669000.0,1136201000.0,105400000.0,105405000.0,106752000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,FY,2012-10-27,2013-10-25,2015-12-21 17:31:34+00:00,5.03,5.06,0.7,5.02,155200000.0,241167000.0,536534000.0,536759000.0,-225000.0,536534000.0,,3399568000.0,5012697000.0,,-33649000.0,,,656148000.0,3399568000.0,1613129000.0,66285000.0,8781000.0,777699000.0,835430000.0,-57504000.0,777926000.0,5012697000.0,106700000.0,106070000.0,106996000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q4,2013-07-27,2013-10-25,,0.26,0.29,0.17,0.29,155200000.0,18088000.0,29654000.0,29654000.0,,29654000.0,,837031000.0,1181774000.0,,-30522000.0,-497389000.0,,656148000.0,837031000.0,344743000.0,16165000.0,2601000.0,283437000.0,61306000.0,-13564000.0,47742000.0,1181774000.0,106700000.0,106070000.0,106996000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q3TTM,2012-07-28,2013-07-26,,6.78,6.78,0.7,6.72,,319143000.0,719443000.0,719513000.0,-70000.0,719443000.0,-109000.0,3629935000.0,5425828000.0,,-5472000.0,-35436000.0,,736776000.0,3629935000.0,1795893000.0,69318000.0,7949000.0,695868000.0,1100025000.0,-61369000.0,1038656000.0,5425828000.0,106500000.0,106465000.0,107312000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q3,2013-04-27,2013-07-26,2014-09-05 12:47:55+00:00,1.72,1.72,0.175,1.71,,77550000.0,183187000.0,183187000.0,0.0,183187000.0,,880209000.0,1320611000.0,,-1092000.0,167155000.0,,,880209000.0,440402000.0,16138000.0,2536000.0,166063000.0,274339000.0,-13602000.0,260737000.0,1320611000.0,106500000.0,106465000.0,107312000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q3YTD,2012-10-27,2013-07-26,,4.77,4.77,0.52,4.73,,223079000.0,506880000.0,507105000.0,-225000.0,506880000.0,,2562537000.0,3830923000.0,,-3127000.0,497389000.0,,,2562537000.0,1268386000.0,50120000.0,6180000.0,494262000.0,774124000.0,-43940000.0,730184000.0,3830923000.0,106500000.0,106465000.0,107312000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q2TTM,2012-04-28,2013-04-26,,6.88,6.88,0.7,6.82,,329884000.0,729812000.0,730708000.0,-896000.0,729774000.0,-71000.0,3662665000.0,5493940000.0,,-7507000.0,-23155000.0,,736776000.0,3662665000.0,1831275000.0,71515000.0,6946000.0,706114000.0,1125161000.0,-64569000.0,1060592000.0,5493940000.0,106200000.0,106426000.0,107413000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q2,2013-01-26,2013-04-26,2014-06-06 11:22:03+00:00,1.71,1.71,0.175,1.69,,81669000.0,181556000.0,181779000.0,-223000.0,181556000.0,,909179000.0,1360435000.0,,-330000.0,172953000.0,,,909179000.0,451256000.0,17028000.0,1843000.0,172623000.0,278633000.0,-15185000.0,263448000.0,1360435000.0,106200000.0,106426000.0,107413000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q2YTD,2012-10-27,2013-04-26,,3.05,3.05,0.35,3.02,,145529000.0,323693000.0,323918000.0,-225000.0,323693000.0,,1682328000.0,2510312000.0,,-2035000.0,330234000.0,,,1682328000.0,827984000.0,33982000.0,3644000.0,328199000.0,499785000.0,-30338000.0,469447000.0,2510312000.0,106200000.0,106426000.0,107413000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q1TTM,2012-01-28,2013-01-25,,7.19,7.19,0.7,7.13,,346580000.0,761877000.0,766881000.0,-5004000.0,761806000.0,-38000.0,3784175000.0,5674565000.0,,-12276000.0,-14075000.0,,736776000.0,3784175000.0,1890390000.0,72943000.0,6439000.0,710425000.0,1179965000.0,-66504000.0,1113461000.0,5674565000.0,106100000.0,106242000.0,107237000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q1,2012-10-27,2013-01-25,2014-03-07 10:36:53+00:00,1.34,1.34,0.175,1.33,,63860000.0,142137000.0,142139000.0,-2000.0,142137000.0,,773149000.0,1149877000.0,,-1705000.0,157281000.0,,,773149000.0,376728000.0,16954000.0,1801000.0,155576000.0,221152000.0,-15153000.0,205999000.0,1149877000.0,106100000.0,106242000.0,107237000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,FY,2013-10-26,2014-10-31,2016-12-16 16:26:13+00:00,3.38,3.38,0.75,3.35,0.0,134060000.0,338118000.0,338118000.0,0.0,338118000.0,,2654233000.0,3778310000.0,,-12335000.0,,21597000.0,587289000.0,2654233000.0,1124077000.0,65108000.0,9760000.0,596551000.0,527526000.0,-55348000.0,472178000.0,3778310000.0,100000000.0,100088000.0,100939000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q4,2014-08-02,2014-10-31,,1.45,1.45,0.2,1.43,,40448000.0,144017000.0,144017000.0,,144017000.0,,774734000.0,1133607000.0,,-2439000.0,,21597000.0,142467000.0,774734000.0,358873000.0,15960000.0,3177000.0,161625000.0,197248000.0,-12783000.0,184465000.0,1133607000.0,100000000.0,100088000.0,100939000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q3TTM,2013-07-27,2014-08-01,,2.19,2.22,0.72,2.21,155200000.0,111700000.0,223755000.0,223755000.0,,223755000.0,,2716530000.0,3826477000.0,,-40418000.0,-497389000.0,,1100970000.0,2716530000.0,1109947000.0,65313000.0,9184000.0,718363000.0,391584000.0,-56129000.0,335455000.0,3826477000.0,100400000.0,99856000.0,100738000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q3,2014-05-03,2014-08-01,2015-09-04 14:29:08+00:00,0.71,0.71,0.2,0.71,,33105000.0,71289000.0,71289000.0,,71289000.0,,623729000.0,875661000.0,,-4618000.0,,,137259000.0,623729000.0,251932000.0,16604000.0,1707000.0,132641000.0,119291000.0,-14897000.0,104394000.0,875661000.0,100400000.0,99856000.0,100738000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q3YTD,2013-10-26,2014-08-01,,1.93,1.93,0.55,1.92,,93612000.0,194101000.0,194101000.0,,194101000.0,,1879499000.0,2644703000.0,,-9896000.0,,,444822000.0,1879499000.0,765204000.0,49148000.0,6583000.0,434926000.0,330278000.0,-42565000.0,287713000.0,2644703000.0,100400000.0,99856000.0,100738000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q2TTM,2013-04-27,2014-05-02,,3.2,3.23,0.7,3.21,155200000.0,156145000.0,335653000.0,335653000.0,,335653000.0,,2973010000.0,4271427000.0,,-36892000.0,-330234000.0,,963711000.0,2973010000.0,1298417000.0,64847000.0,10013000.0,751785000.0,546632000.0,-54834000.0,491798000.0,4271427000.0,99900000.0,100346000.0,101203000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q2,2014-02-01,2014-05-02,2015-06-05 17:29:00+00:00,0.74,0.74,0.175,0.73,,37943000.0,73951000.0,73951000.0,,73951000.0,,651592000.0,929730000.0,,-2138000.0,,,154534000.0,651592000.0,278138000.0,16141000.0,2293000.0,152396000.0,125742000.0,-13848000.0,111894000.0,929730000.0,99900000.0,100346000.0,101203000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q2YTD,2013-10-26,2014-05-02,,1.22,1.22,0.35,1.21,,60507000.0,122812000.0,122812000.0,,122812000.0,,1255770000.0,1769042000.0,,-5278000.0,,,307563000.0,1255770000.0,513272000.0,32544000.0,4876000.0,302285000.0,210987000.0,-27668000.0,183319000.0,1769042000.0,99900000.0,100346000.0,101203000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q1TTM,2013-01-26,2014-01-31,,4.17,4.2,0.7,4.17,155200000.0,199871000.0,443258000.0,443481000.0,-223000.0,443258000.0,,3230597000.0,4702132000.0,,-35084000.0,-157281000.0,,809177000.0,3230597000.0,1471535000.0,65734000.0,9563000.0,772012000.0,699523000.0,-56171000.0,643352000.0,4702132000.0,101800000.0,101796000.0,102667000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q1,2013-10-26,2014-01-31,2015-03-06 11:44:26+00:00,0.48,0.48,0.175,0.48,,22564000.0,48861000.0,48861000.0,,48861000.0,,604178000.0,839312000.0,,-3140000.0,,,153029000.0,604178000.0,235134000.0,16403000.0,2583000.0,149889000.0,85245000.0,-13820000.0,71425000.0,839312000.0,101800000.0,101796000.0,102667000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,FY,2014-11-01,2015-10-30,2016-12-16 16:26:13+00:00,-12.08,-12.08,0.8,-12.08,1199256000.0,875000.0,-1178004000.0,-1178004000.0,0.0,-1178004000.0,,2333225000.0,3172147000.0,,-6603000.0,,172440000.0,583218000.0,2333225000.0,838922000.0,78450000.0,10710000.0,1948311000.0,-1109389000.0,-67740000.0,-1177129000.0,3172147000.0,97500000.0,97493000.0,97493000.0
