company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2008.0,FY,,2008-10-31,2009-12-22 16:17:34+00:00,291779000.0,632194000.0,220430000.0,214270000.0,-345920000.0,201575000.0,,1030614000.0,491675000.0,110007000.0,124994000.0,503271000.0,195033000.0,540967000.0,,805244000.0,289001000.0,,255313000.0,317379000.0,99116000.0,,,41843000.0,113142000.0,,,950697000.0,26460000.0,2644313000.0,532474000.0,1738129000.0,1140351000.0,532474000.0,532474000.0,2111839000.0,2644313000.0,617183000.0,971488000.0,-1102917000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2009.0,FY,,2009-10-30,2010-12-20 13:38:47+00:00,206770000.0,580629000.0,262445000.0,253461000.0,-472224000.0,471685000.0,,1069332000.0,321629000.0,116149000.0,127732000.0,600519000.0,187037000.0,523890000.0,,769783000.0,347058000.0,,334589000.0,603957000.0,127930000.0,,,61836000.0,139909000.0,,,1333254000.0,19791000.0,3008279000.0,813739000.0,1950027000.0,926784000.0,813739000.0,813739000.0,2194540000.0,3008279000.0,711194000.0,1267756000.0,-1116623000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2009.0,Q3,,2009-07-31,2009-09-09 14:42:33+00:00,224508000.0,611803000.0,203355000.0,,,266569000.0,,884591000.0,440893000.0,100306000.0,126253000.0,,188834000.0,528344000.0,,891210000.0,330878000.0,,216975000.0,289512000.0,135704000.0,,,67897000.0,144969000.0,,,,19645000.0,2836123000.0,884591000.0,1905286000.0,988707000.0,884591000.0,884591000.0,1951532000.0,2836123000.0,599959000.0,962825000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2010.0,FY,,2010-10-29,2011-12-22 14:34:44+00:00,291742000.0,674135000.0,225600000.0,-308491000.0,-379642000.0,815581000.0,0.0,1129572000.0,376300000.0,128132000.0,125686000.0,686515000.0,178831000.0,396326000.0,0.0,764945000.0,378024000.0,,149654000.0,454884000.0,107266000.0,0.0,0.0,76891000.0,54113000.0,0.0,0.0,1709059000.0,1550000.0,3271013000.0,1342366000.0,2361927000.0,1023324000.0,1342366000.0,1342366000.0,1928647000.0,3271013000.0,531062000.0,905323000.0,-1116623000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2010.0,Q3,,2010-07-30,2010-09-03 12:19:24+00:00,256703000.0,606511000.0,231199000.0,,,748642000.0,,1120921000.0,351618000.0,108279000.0,127756000.0,,180875000.0,511387000.0,,777038000.0,359815000.0,,297643000.0,525373000.0,119496000.0,,,66829000.0,159660000.0,,,,19465000.0,3284605000.0,1120921000.0,2251687000.0,967264000.0,1120921000.0,1120921000.0,2163684000.0,3284605000.0,673103000.0,1196420000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2010.0,Q2,,2010-04-30,2010-06-08 13:53:46+00:00,217963000.0,594864000.0,220571000.0,,,583033000.0,,1010236000.0,278219000.0,90531000.0,128690000.0,,182366000.0,515795000.0,,723127000.0,353668000.0,,310512000.0,550620000.0,121295000.0,,,64444000.0,158525000.0,,,,19539000.0,3061999000.0,1010236000.0,2022319000.0,826823000.0,1010236000.0,1010236000.0,2051763000.0,3061999000.0,686012000.0,1224940000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2010.0,Q1,,2010-01-29,2010-03-05 12:18:43+00:00,178468000.0,544213000.0,214981000.0,,,505050000.0,,883047000.0,336894000.0,70898000.0,127704000.0,,184932000.0,520490000.0,,763575000.0,345994000.0,,316044000.0,576138000.0,120119000.0,,,62264000.0,169293000.0,,,,19686000.0,2969895000.0,883047000.0,1932957000.0,820927000.0,883047000.0,883047000.0,2086848000.0,2969895000.0,690944000.0,1265921000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2011.0,FY,,2011-10-28,2012-12-17 18:44:01+00:00,452519000.0,884696000.0,289325000.0,402562000.0,-396083000.0,288321000.0,0.0,1219761000.0,771841000.0,147664000.0,428478000.0,942133000.0,385441000.0,1356412000.0,380114000.0,1334134000.0,539571000.0,,73123000.0,356507000.0,190568000.0,288000.0,27327000.0,55448000.0,37069000.0,172000.0,866000000.0,2244740000.0,35895000.0,5426354000.0,1951795000.0,3564007000.0,1724571000.0,1951795000.0,1951795000.0,3474559000.0,5426354000.0,1322776000.0,1749988000.0,-1116623000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2011.0,Q3,,2011-07-29,2011-09-07 12:30:00+00:00,357620000.0,852376000.0,257834000.0,,,443092000.0,,1878371000.0,790570000.0,129628000.0,393657000.0,,403283000.0,873366000.0,134814000.0,1240189000.0,504384000.0,,141551000.0,325964000.0,166526000.0,351579000.0,200740000.0,65827000.0,82565000.0,233080000.0,,,33700000.0,4930358000.0,1878371000.0,3053762000.0,1770092000.0,1878371000.0,1878371000.0,3051987000.0,4930358000.0,1372212000.0,1281895000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2011.0,Q2,,2011-04-29,2011-06-06 14:26:02+00:00,321624000.0,745413000.0,214560000.0,,,1071141000.0,,1722119000.0,619798000.0,90160000.0,127424000.0,,174712000.0,396348000.0,,936820000.0,412919000.0,,136694000.0,360632000.0,126477000.0,,,84776000.0,86256000.0,,,,4879000.0,3816376000.0,1722119000.0,2879851000.0,1251021000.0,1722119000.0,1722119000.0,2094257000.0,3816376000.0,523606000.0,843236000.0,
