company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2011.0,Q1,,2011-01-28,2011-03-04 16:01:35+00:00,257036000.0,670473000.0,186739000.0,,,819546000.0,,1504298000.0,454906000.0,76148000.0,125920000.0,,176797000.0,396283000.0,,836972000.0,394754000.0,,138700000.0,394338000.0,115757000.0,,,76958000.0,81418000.0,,,,4711000.0,3355877000.0,1504298000.0,2442748000.0,979540000.0,1504298000.0,1504298000.0,1851579000.0,3355877000.0,518375000.0,872039000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,FY,,2012-10-26,2013-12-13 16:59:51+00:00,452236000.0,1229083000.0,423459000.0,496308000.0,-508649000.0,263873000.0,0.0,1270480000.0,669792000.0,156867000.0,1382358000.0,1329170000.0,589224000.0,1306625000.0,,1415455000.0,832862000.0,,67101000.0,361377000.0,247666000.0,,13147000.0,114881000.0,116495000.0,,,2931981000.0,65316000.0,6142503000.0,2577189000.0,3156077000.0,1780817000.0,2577189000.0,2577189000.0,3565314000.0,6142503000.0,2153564000.0,1784497000.0,-1116623000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q3,,2012-07-27,2012-08-30 16:19:06+00:00,487811000.0,1148639000.0,407509000.0,,,454237000.0,,2499195000.0,823231000.0,129234000.0,1383654000.0,,599126000.0,1538460000.0,,1544062000.0,779235000.0,,62143000.0,204811000.0,189902000.0,,18609000.0,146379000.0,116117000.0,,,,82400000.0,6307377000.0,2499195000.0,3336840000.0,1948794000.0,2499195000.0,2499195000.0,3808182000.0,6307377000.0,2191302000.0,1859388000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q2,,2012-04-27,2012-06-04 17:00:09+00:00,492287000.0,1151909000.0,411272000.0,,,390977000.0,,2328149000.0,837800000.0,110750000.0,1389296000.0,,591942000.0,1557141000.0,,1536750000.0,743584000.0,16387000.0,67511000.0,244974000.0,190989000.0,,23372000.0,143331000.0,120561000.0,,16300000.0,,79896000.0,6222589000.0,2328149000.0,3286925000.0,1955377000.0,2328149000.0,2344536000.0,3878053000.0,6222589000.0,2192080000.0,1922676000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2012.0,Q1,,2012-01-27,2012-03-02 12:33:38+00:00,481102000.0,1103166000.0,341844000.0,,,283246000.0,,2111034000.0,901863000.0,96777000.0,1483352000.0,,419946000.0,1343979000.0,0.0,1558825000.0,662473000.0,430652000.0,72643000.0,296409000.0,210619000.0,0.0,26086000.0,95952000.0,83720000.0,0.0,276314000.0,,53070000.0,6166536000.0,2111034000.0,3432170000.0,1900742000.0,2111034000.0,2541686000.0,3624850000.0,6166536000.0,2071893000.0,1724108000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,FY,,2013-10-25,2014-12-19 16:08:55+00:00,388119000.0,1083663000.0,371795000.0,529194000.0,-507634000.0,405709000.0,0.0,1306273000.0,399768000.0,130555000.0,1480519000.0,1441836000.0,331812000.0,1256927000.0,,1139744000.0,912642000.0,,41532000.0,170528000.0,193328000.0,,11684000.0,200633000.0,143168000.0,,,3390459000.0,58669000.0,5789582000.0,2858369000.0,2822444000.0,1360590000.0,2858369000.0,2858369000.0,2931213000.0,5789582000.0,2054496000.0,1570623000.0,-1330729000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q3,,2013-07-26,2013-08-30 11:56:07+00:00,405900000.0,1114483000.0,434733000.0,,,486050000.0,,3003342000.0,488563000.0,123995000.0,1479880000.0,,492751000.0,1269352000.0,,1248801000.0,893326000.0,,36569000.0,236988000.0,250802000.0,,11581000.0,186575000.0,154627000.0,,,,60156000.0,6189237000.0,3003342000.0,3100136000.0,1524928000.0,3003342000.0,3003342000.0,3185895000.0,6189237000.0,2195775000.0,1660967000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q2,,2013-04-26,2013-05-31 17:15:17+00:00,434890000.0,1249734000.0,376382000.0,,,234875000.0,,2877013000.0,590743000.0,108651000.0,1481494000.0,,498494000.0,1309775000.0,,1366020000.0,890072000.0,,51983000.0,254432000.0,260978000.0,,11581000.0,154852000.0,165163000.0,,,,59872000.0,6188502000.0,2877013000.0,3111607000.0,1582119000.0,2877013000.0,2877013000.0,3311489000.0,6188502000.0,2186823000.0,1729370000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2013.0,Q1,,2013-01-25,2013-02-28 16:07:26+00:00,390732000.0,1144098000.0,429618000.0,,,269895000.0,,2712549000.0,712548000.0,111257000.0,1481689000.0,,504220000.0,1294200000.0,,1439622000.0,864794000.0,,52149000.0,292623000.0,283166000.0,,11581000.0,137165000.0,160966000.0,,,,60724000.0,6176798000.0,2712549000.0,3136781000.0,1716460000.0,2712549000.0,2712549000.0,3464249000.0,6176798000.0,2175223000.0,1747789000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,FY,,2014-10-31,2015-12-21 17:31:34+00:00,395945000.0,1059709000.0,332872000.0,604416000.0,-6280000.0,270191000.0,0.0,1330817000.0,285939000.0,136911000.0,1516693000.0,1496856000.0,319269000.0,1269541000.0,,1101955000.0,892440000.0,,71897000.0,163988000.0,180151000.0,,11582000.0,180044000.0,147472000.0,,,3111888000.0,11739000.0,5592349000.0,2836360000.0,2612006000.0,1174988000.0,2836360000.0,2836360000.0,2755989000.0,5592349000.0,2087903000.0,1581001000.0,-1600065000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q3,,2014-08-01,2014-09-05 12:47:55+00:00,356871000.0,890838000.0,292803000.0,,,308042000.0,,2809986000.0,397483000.0,114351000.0,1516970000.0,,324544000.0,1269327000.0,,1211735000.0,910738000.0,,44890000.0,184136000.0,187315000.0,,11581000.0,195637000.0,154003000.0,,,,168000.0,5590709000.0,2809986000.0,2597930000.0,1173257000.0,2809986000.0,2809986000.0,2780723000.0,5590709000.0,2082041000.0,1607466000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q2,,2014-05-02,2014-06-06 11:22:03+00:00,335319000.0,917502000.0,299555000.0,,,385790000.0,,2814816000.0,403518000.0,111713000.0,1492689000.0,,322701000.0,1231572000.0,,1128891000.0,893649000.0,,39746000.0,159140000.0,201838000.0,,11684000.0,194928000.0,152328000.0,,,,58089000.0,5577734000.0,2814816000.0,2634021000.0,1219878000.0,2814816000.0,2814816000.0,2762918000.0,5577734000.0,2050064000.0,1543040000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2014.0,Q1,,2014-01-31,2014-03-07 10:36:53+00:00,283969000.0,953792000.0,320892000.0,,,290899000.0,,2725039000.0,472846000.0,95766000.0,1479321000.0,,325572000.0,1243874000.0,,1135112000.0,897884000.0,,37723000.0,164640000.0,208031000.0,,11684000.0,195342000.0,146610000.0,,,,58356000.0,5523676000.0,2725039000.0,2587834000.0,1243513000.0,2725039000.0,2725039000.0,2798637000.0,5523676000.0,2037958000.0,1555124000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,FY,,2015-10-30,2016-12-16 16:26:13+00:00,275789000.0,812073000.0,277423000.0,770177000.0,-147072000.0,102885000.0,0.0,1362352000.0,229470000.0,90335000.0,354621000.0,1562209000.0,255710000.0,1060643000.0,,1007925000.0,792032000.0,,118913000.0,195239000.0,145559000.0,0.0,11582000.0,122728000.0,125635000.0,,,1854794000.0,26321000.0,3712446000.0,1420009000.0,2068442000.0,910920000.0,1420009000.0,1420009000.0,2292437000.0,3712446000.0,851972000.0,1381517000.0,-1650065000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q3,,2015-07-31,2015-09-04 14:29:08+00:00,330838000.0,829536000.0,269242000.0,,,140900000.0,,2744267000.0,297722000.0,82901000.0,1554177000.0,,332469000.0,1256032000.0,,1184342000.0,875150000.0,,74532000.0,154001000.0,177219000.0,,11582000.0,163804000.0,171373000.0,,,,14171000.0,5332129000.0,2744267000.0,2331997000.0,1006456000.0,2744267000.0,2744267000.0,2587862000.0,5332129000.0,2124982000.0,1581406000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q2,,2015-05-01,2015-06-05 17:29:00+00:00,352743000.0,923453000.0,281985000.0,,,192091000.0,,2741881000.0,329871000.0,85568000.0,1500603000.0,,304758000.0,1260499000.0,,1192093000.0,872363000.0,,68150000.0,159091000.0,174997000.0,,11582000.0,169150000.0,152645000.0,,,,21793000.0,5397658000.0,2741881000.0,2482634000.0,1083542000.0,2741881000.0,2741881000.0,2655777000.0,5397658000.0,2042661000.0,1572235000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q1,,2015-01-30,2015-03-06 11:44:26+00:00,322887000.0,888675000.0,286262000.0,,,152326000.0,,2686372000.0,312401000.0,85000000.0,1493301000.0,,311029000.0,1264988000.0,,1176048000.0,864719000.0,,64819000.0,156542000.0,174909000.0,,11582000.0,169281000.0,152401000.0,,,,16672000.0,5295107000.0,2686372000.0,2391958000.0,1034804000.0,2686372000.0,2686372000.0,2608735000.0,5295107000.0,2038430000.0,1573931000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,FY,,2016-10-28,2017-03-03 11:26:47+00:00,236787000.0,683958000.0,229378000.0,,,276709000.0,,1381706000.0,173121000.0,91224000.0,350843000.0,,223411000.0,962291000.0,,814821000.0,656245000.0,,171775000.0,189380000.0,113434000.0,3703000.0,,128401000.0,117802000.0,,,,41611000.0,3423300000.0,1381706000.0,1892625000.0,772121000.0,1381706000.0,1381706000.0,2041594000.0,3423300000.0,874430000.0,1269473000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q3,,2016-07-29,2016-09-02 12:56:35+00:00,231713000.0,647017000.0,251157000.0,,,182825000.0,,1372846000.0,197437000.0,76340000.0,350740000.0,,229703000.0,974247000.0,,896257000.0,673943000.0,,202463000.0,178440000.0,91400000.0,33724000.0,0.0,125345000.0,118692000.0,,,,32545000.0,3433417000.0,1372846000.0,1851223000.0,789192000.0,1372846000.0,1372846000.0,2060571000.0,3433417000.0,908251000.0,1271379000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q2,,2016-04-29,2016-06-03 15:25:53+00:00,240900000.0,670376000.0,253785000.0,,,160878000.0,,1379767000.0,225167000.0,83723000.0,350875000.0,,236105000.0,983488000.0,,939863000.0,716355000.0,,153008000.0,186658000.0,123033000.0,31025000.0,0.0,126582000.0,131259000.0,,,,23353000.0,3508100000.0,1379767000.0,1925175000.0,826928000.0,1379767000.0,1379767000.0,2128333000.0,3508100000.0,866570000.0,1301405000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q1,,2016-01-29,2016-03-04 15:10:42+00:00,216408000.0,650931000.0,261886000.0,,,139933000.0,,1344418000.0,235508000.0,78743000.0,354627000.0,,249678000.0,992740000.0,,962663000.0,752448000.0,,149641000.0,195809000.0,110879000.0,,11582000.0,109934000.0,114108000.0,,,,29532000.0,3480734000.0,1344418000.0,1864406000.0,833659000.0,1344418000.0,1344418000.0,2136316000.0,3480734000.0,863880000.0,1302657000.0,
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2017.0,Q1,,2017-01-27,2017-03-03 11:26:47+00:00,219502000.0,639881000.0,208432000.0,,,321909000.0,,1394691000.0,242450000.0,72532000.0,350762000.0,,217081000.0,953241000.0,,836465000.0,642882000.0,,179539000.0,183720000.0,133005000.0,330000.0,,123650000.0,127930000.0,,,,43006000.0,3445504000.0,1394691000.0,1931590000.0,785922000.0,1394691000.0,1394691000.0,2050813000.0,3445504000.0,871032000.0,1264891000.0,
