company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 16:15:33+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,FY,2017-01-01,2017-12-31,2020-02-20 16:49:53+00:00,-19620000.0,4732000.0,333514000.0,989080000.0,,,2804960000.0,-799046000.0,-588420000.0,1321600000.0,-799046000.0,-588420000.0,1321600000.0,-65866000.0,681072000.0,681072000.0,-328932000.0,-19620000.0,,-827272000.0,-275130000.0,-687780000.0,-2757114000.0,,374490000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,FY,2018-01-01,2018-12-31,2020-02-20 16:49:53+00:00,-4990000.0,2550000.0,184834000.0,490995000.0,,,2409630000.0,-405136000.0,-366350000.0,734292000.0,-405136000.0,-366350000.0,734292000.0,-37194000.0,231022000.0,231022000.0,17265000.0,-7540000.0,,-438616000.0,-132392000.0,-254715000.0,-2368610000.0,,20757000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q4,2018-10-01,2018-12-31,,-672000.0,-196000.0,71755000.0,121772000.0,,,1232018000.0,-82371000.0,-78592000.0,133236000.0,-82371000.0,-78592000.0,133236000.0,-27727000.0,63517000.0,63517000.0,-51381000.0,-2288000.0,,-109730000.0,-18236000.0,-62195000.0,-1202371000.0,,1839000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-31 16:02:50+00:00,-4318000.0,2746000.0,113079000.0,369223000.0,,,1177612000.0,-322765000.0,-287758000.0,601056000.0,-322765000.0,-287758000.0,601056000.0,-9467000.0,167505000.0,167505000.0,68646000.0,-5252000.0,,-328886000.0,-114156000.0,-192520000.0,-1166239000.0,,18918000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q4,2019-10-01,2019-12-31,,1072000.0,37000.0,59647000.0,125580000.0,,,99286000.0,-124431000.0,-7592000.0,159882000.0,-124431000.0,-7592000.0,159882000.0,27859000.0,155060000.0,155060000.0,-121830000.0,79819000.0,,-114552000.0,-83137000.0,-83427000.0,-188984000.0,,158972000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 16:49:53+00:00,5778000.0,2546000.0,169743000.0,497790000.0,,,1624289000.0,-524279000.0,-238273000.0,781420000.0,-524279000.0,-238273000.0,781420000.0,18868000.0,366618000.0,366618000.0,-88766000.0,71421000.0,,-457370000.0,-110497000.0,-303097000.0,-1762619000.0,,175321000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-31 16:02:50+00:00,4706000.0,2509000.0,110096000.0,372210000.0,,,1525003000.0,-399848000.0,-230681000.0,621538000.0,-399848000.0,-230681000.0,621538000.0,-8991000.0,211558000.0,211558000.0,33064000.0,-8398000.0,,-342818000.0,-27360000.0,-219670000.0,-1573635000.0,,16349000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q3TTM,2018-10-01,2019-09-30,,4034000.0,2313000.0,181851000.0,493982000.0,,,2757021000.0,-482219000.0,-309273000.0,754774000.0,-482219000.0,-309273000.0,754774000.0,-36718000.0,275075000.0,275075000.0,-18317000.0,-10686000.0,,-452548000.0,-45596000.0,-281865000.0,-2776006000.0,,18188000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q3,2019-07-01,2019-09-30,,1238000.0,57000.0,25124000.0,124944000.0,,,489568000.0,-178218000.0,-89855000.0,253071000.0,-178218000.0,-89855000.0,253071000.0,-15002000.0,81459000.0,81459000.0,45430000.0,-368493000.0,,-114330000.0,-5064000.0,-86316000.0,-184963000.0,,1525000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q2,2019-04-01,2019-06-30,,1721000.0,2393000.0,66262000.0,124184000.0,,,400000000.0,-127550000.0,-87942000.0,213789000.0,-127550000.0,-87942000.0,213789000.0,-1703000.0,64141000.0,64141000.0,23743000.0,363570000.0,,-114295000.0,-8701000.0,-80140000.0,-776825000.0,,899000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-01 16:09:13+00:00,3468000.0,2452000.0,84972000.0,247266000.0,,,1035435000.0,-221630000.0,-140826000.0,368467000.0,-221630000.0,-140826000.0,368467000.0,6011000.0,130099000.0,130099000.0,-12366000.0,360095000.0,,-228488000.0,-22296000.0,-133354000.0,-1388672000.0,,14824000.0
