company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,deferredacquisitioncost,goodwill,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2012.0,Q2,,2012-06-30,2012-08-03 12:49:20+00:00,-30891000.0,22341000.0,1494582000.0,14859000.0,4106000.0,9250000.0,1589421000.0,2335112000.0,26576000.0,6586000.0,221632000.0,-624304000.0,27648000.0,95523000.0,4697000.0,1038000.0,,2599088000.0,839387000.0,839387000.0,865963000.0,1728428000.0,2599088000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2012.0,Q1,,2012-03-31,2012-05-04 12:57:14+00:00,-31800000.0,41826000.0,1491592000.0,15306000.0,4106000.0,,1540056000.0,2224471000.0,29192000.0,6392000.0,218961000.0,-625266000.0,29360000.0,83438000.0,4446000.0,22740000.0,,2527410000.0,834526000.0,834526000.0,863718000.0,1659246000.0,2527410000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,Q3,,2013-09-30,2013-11-07 15:39:10+00:00,-4599000.0,181105000.0,1562638000.0,13629000.0,4106000.0,,1860202000.0,2579299000.0,39644000.0,6892000.0,191539000.0,-567662000.0,9858000.0,116245000.0,5039000.0,58579000.0,,3028257000.0,990377000.0,990377000.0,1030021000.0,1993197000.0,3028257000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,Q2,,2013-06-30,2013-08-02 15:36:56+00:00,-6336000.0,8792000.0,1569517000.0,12492000.0,4106000.0,148000.0,1691541000.0,2587664000.0,31500000.0,6934000.0,208174000.0,-582884000.0,11907000.0,106369000.0,5521000.0,12989000.0,,2834217000.0,980297000.0,980297000.0,1011797000.0,1816899000.0,2834217000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,Q1,,2013-03-31,2013-05-03 17:19:36+00:00,-21869000.0,8224000.0,1566181000.0,12989000.0,4106000.0,,1691253000.0,2554807000.0,30129000.0,6830000.0,194233000.0,-612128000.0,17313000.0,92108000.0,5191000.0,649000.0,,2775008000.0,932184000.0,932184000.0,962313000.0,1807504000.0,2775008000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2014.0,FY,,2014-12-31,2016-02-25 21:27:24+00:00,-412000.0,26653000.0,3620022000.0,5996000.0,2321000.0,,3512699000.0,6697508000.0,161287000.0,10526000.0,72919000.0,-729086000.0,13392000.0,227439000.0,5911000.0,28181000.0,,6821778000.0,2890524000.0,2890524000.0,3051811000.0,3764056000.0,6821778000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2014.0,Q3,,2014-09-30,2014-10-31 16:15:33+00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2014.0,Q2,,2014-06-30,2014-08-01 15:28:10+00:00,-1395000.0,26318000.0,3613972000.0,18262000.0,4106000.0,0.0,3475413000.0,6583828000.0,162267000.0,9808000.0,85924000.0,-717642000.0,17997000.0,217294000.0,5407000.0,64683000.0,,6783121000.0,2894935000.0,2894935000.0,3057202000.0,3720512000.0,6783121000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2014.0,Q1,,2014-03-31,2014-05-02 16:22:10+00:00,2691000.0,121901000.0,3604866000.0,16304000.0,4106000.0,0.0,3463059000.0,6513985000.0,163739000.0,9522000.0,91491000.0,-694150000.0,17937000.0,213171000.0,4828000.0,37876000.0,,6785663000.0,2913407000.0,2913407000.0,3077146000.0,3703689000.0,6785663000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2015.0,Q3,,2015-09-30,2015-10-30 15:29:29+00:00,-6306000.0,44876000.0,3624588000.0,11901000.0,1607000.0,,3425135000.0,6396758000.0,167539000.0,11446000.0,342878000.0,-614500000.0,17953000.0,254220000.0,7266000.0,89321000.0,,6887341000.0,3003782000.0,3003782000.0,3171321000.0,3708754000.0,6887341000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2015.0,Q2,,2015-06-30,2015-07-31 14:31:52+00:00,952000.0,30030000.0,3623077000.0,12764000.0,1607000.0,,3442244000.0,6324134000.0,165669000.0,11281000.0,421472000.0,-647413000.0,14287000.0,227018000.0,6298000.0,53406000.0,,6843413000.0,2976616000.0,2976616000.0,3142285000.0,3694830000.0,6843413000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2015.0,Q1,,2015-03-31,2015-05-01 14:19:27+00:00,-2453000.0,18331000.0,3620729000.0,13638000.0,2321000.0,,3479493000.0,6227220000.0,161183000.0,10490000.0,511221000.0,-726062000.0,47091000.0,202902000.0,6309000.0,26951000.0,,6799682000.0,2892214000.0,2892214000.0,3053397000.0,3739976000.0,6799682000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,FY,,2016-12-31,2018-02-22 19:05:43+00:00,1144000.0,33536000.0,7110145000.0,,,,4499712000.0,11341862000.0,235976000.0,,140829000.0,-707479000.0,,452605000.0,12379000.0,88264000.0,,11604491000.0,6403810000.0,6403819000.0,6639795000.0,4952317000.0,11604491000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,Q3,,2016-09-30,2016-10-28 15:03:52+00:00,-2045000.0,27817000.0,3632767000.0,4260000.0,1607000.0,,3434157000.0,6445681000.0,164250000.0,12221000.0,370911000.0,-647390000.0,8950000.0,269045000.0,9358000.0,31037000.0,,6881313000.0,2983332000.0,2983332000.0,3147582000.0,3724373000.0,6881313000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,Q2,,2016-06-30,2016-07-29 16:53:58+00:00,-4150000.0,26279000.0,3630848000.0,4587000.0,1607000.0,,3489425000.0,6451234000.0,163575000.0,12386000.0,360543000.0,-670954000.0,11760000.0,226122000.0,10369000.0,25131000.0,,6869381000.0,2955744000.0,2955744000.0,3119319000.0,3739693000.0,6869381000.0,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,FY,,2017-12-31,2018-05-03 15:44:45+00:00,2157000.0,10750000.0,7122246000.0,,,,4502057000.0,-181369000.0,231676000.0,,11584421000.0,-784500000.0,,405560000.0,12714000.0,78117000.0,,11491919000.0,6339903000.0,6339912000.0,6571588000.0,4907617000.0,11491919000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q3,,2017-09-30,2017-10-26 15:17:45+00:00,790000.0,47851000.0,7118963000.0,3906000.0,1239000.0,,4492834000.0,10720304000.0,231393000.0,18998000.0,679248000.0,-802835000.0,2602000.0,456937000.0,13110000.0,80253000.0,,11532801000.0,6316918000.0,6316927000.0,6548320000.0,4971371000.0,11532801000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q2,,2017-06-30,2017-07-27 16:12:48+00:00,735000.0,39659000.0,7115213000.0,4292000.0,1239000.0,,4573052000.0,10674896000.0,231595000.0,19637000.0,786184000.0,-817616000.0,3626000.0,395164000.0,12714000.0,27859000.0,,11534129000.0,6298332000.0,6298341000.0,6529936000.0,4991479000.0,11534129000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q1,,2017-03-31,2017-04-27 17:26:24+00:00,4223000.0,33959000.0,7112579000.0,4679000.0,1239000.0,,4557184000.0,10764420000.0,233464000.0,19419000.0,730862000.0,-765749000.0,5001000.0,382131000.0,11438000.0,24540000.0,,11559699000.0,6351053000.0,6351062000.0,6584526000.0,4963735000.0,11559699000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q3,,2018-09-30,2018-11-01 16:41:48+00:00,11556000.0,46139000.0,7136615000.0,,,,4504023000.0,11196041000.0,221841000.0,,143546000.0,-940773000.0,,473803000.0,11913000.0,33261000.0,,11418987000.0,6207398000.0,6207407000.0,6429248000.0,4977826000.0,11418987000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q2,,2018-06-30,2018-08-02 15:21:06+00:00,7986000.0,32610000.0,7132038000.0,,,,4548635000.0,11263013000.0,224813000.0,,123313000.0,-887672000.0,,409604000.0,11716000.0,28193000.0,,11447129000.0,6252352000.0,6252361000.0,6477174000.0,4958239000.0,11447129000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q1,,2018-03-31,2018-05-03 15:44:45+00:00,3000000.0,59706000.0,7128875000.0,,,,4498851000.0,11193527000.0,226815000.0,,141739000.0,-840642000.0,,390380000.0,10088000.0,22404000.0,,11417376000.0,6291233000.0,6291242000.0,6518057000.0,4889231000.0,11417376000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,FY,,2019-12-31,2020-05-07 16:19:06+00:00,-13178000.0,20476000.0,7167213000.0,,,,4454598000.0,-160098000.0,214647000.0,,11320007000.0,-1085479000.0,,472262000.0,20378000.0,50065000.0,,11230450000.0,6068556000.0,6068565000.0,6289459000.0,4926860000.0,11230450000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q2,,2019-06-30,2019-08-01 16:09:13+00:00,,40972000.0,7147214000.0,,,,4539989000.0,10926327000.0,221060000.0,,307531000.0,-1086665000.0,,450212000.0,12103000.0,,,11274830000.0,6060549000.0,6051466000.0,6272526000.0,4990201000.0,11274830000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q1,,2019-03-31,2019-05-02 17:55:52+00:00,-3300000.0,44623000.0,7142681000.0,,,,4548098000.0,11099997000.0,218011000.0,,144378000.0,-1037268000.0,,419320000.0,16211000.0,14764000.0,,11303762000.0,6102113000.0,6102122000.0,6320133000.0,4967418000.0,11303762000.0,9000.0,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2020.0,Q1,,2020-03-31,2020-05-07 16:19:06+00:00,-12934000.0,34508000.0,7171288000.0,,,,4483693000.0,-202579000.0,211498000.0,,11309509000.0,-1160944000.0,,445452000.0,17915000.0,14539000.0,,11155977000.0,5997410000.0,5997419000.0,6215565000.0,4929145000.0,11155977000.0,9000.0,
