company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Advance Auto Parts Inc,AAP,,1158449,2008.0,FY,2007-12-30,2009-01-03,2011-03-01 17:04:56+00:00,,,106715000.0,27224000.0,146580000.0,,45385000.0,35220000.0,439258000.0,-274426000.0,-181609000.0,478739000.0,-274426000.0,-181609000.0,478739000.0,22704000.0,238038000.0,238038000.0,48736000.0,-8116000.0,-3413000.0,-23181000.0,-184986000.0,-498178000.0,-219429000.0,6790000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q4,2009-10-11,2010-01-02,,,,27840000.0,1067000.0,36061000.0,,-5927000.0,3424000.0,-304000.0,-131955000.0,-55482000.0,71240000.0,-131955000.0,-55482000.0,71240000.0,-116197000.0,34479000.0,34479000.0,6627000.0,-19173000.0,,-31000.0,-60312000.0,-65376000.0,-50495000.0,4830000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,FY,2009-01-04,2010-01-02,2012-02-28 17:19:13+00:00,0.0,,126391000.0,18935000.0,150917000.0,,252602000.0,35402000.0,173400000.0,-451491000.0,-185539000.0,699690000.0,-451491000.0,-185539000.0,699690000.0,62660000.0,270373000.0,270373000.0,25798000.0,-101075000.0,,-22803000.0,-192934000.0,-436353000.0,-100062000.0,7395000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q3,2009-07-19,2009-10-10,,,,37057000.0,5343000.0,35288000.0,,91943000.0,3866000.0,35000.0,-63485000.0,-41337000.0,194646000.0,-63485000.0,-41337000.0,194646000.0,89824000.0,61979000.0,61979000.0,5436000.0,-26309000.0,,-5654000.0,-41785000.0,-225000.0,-35198000.0,448000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q3YTD,2009-01-04,2009-10-10,2010-11-17 15:14:56+00:00,,,98551000.0,17868000.0,114856000.0,,258529000.0,31978000.0,173704000.0,-319536000.0,-130057000.0,628450000.0,-319536000.0,-130057000.0,628450000.0,178857000.0,235894000.0,235894000.0,19171000.0,-81902000.0,,-22772000.0,-132622000.0,-370977000.0,-49567000.0,2565000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q2,2009-04-26,2009-07-18,,,-111000.0,50424000.0,3618000.0,34413000.0,,22514000.0,16627000.0,-397000.0,-27013000.0,-38580000.0,141082000.0,-27013000.0,-38580000.0,141082000.0,75489000.0,80330000.0,80330000.0,3936000.0,-15110000.0,,-5740000.0,-40621000.0,-8024000.0,-14369000.0,2041000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q2YTD,2009-01-04,2009-07-18,2010-08-25 17:27:09+00:00,,,61494000.0,12525000.0,79568000.0,,166586000.0,28112000.0,173669000.0,-256051000.0,-88720000.0,433804000.0,-256051000.0,-88720000.0,433804000.0,89033000.0,173915000.0,173915000.0,13735000.0,-55593000.0,,-17118000.0,-90837000.0,-370752000.0,-14369000.0,2117000.0
Advance Auto Parts Inc,AAP,,1158449,2009.0,Q1,2009-01-04,2009-04-25,2010-06-02 16:53:15+00:00,,111000.0,11070000.0,8907000.0,45155000.0,,144072000.0,11485000.0,174066000.0,-229038000.0,-50140000.0,292722000.0,-229038000.0,-50140000.0,292722000.0,13544000.0,93585000.0,93585000.0,9799000.0,-40483000.0,,-11378000.0,-50216000.0,-362728000.0,0.0,76000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q4,2010-10-10,2011-01-01,,,,28608000.0,692000.0,38996000.0,,-22639000.0,9000000.0,28000.0,-152569000.0,-52389000.0,69665000.0,-152569000.0,-52389000.0,69665000.0,-135293000.0,48113000.0,48113000.0,5195000.0,-21414000.0,,-24000.0,-52427000.0,4203000.0,-144362000.0,38000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,FY,2010-01-03,2011-01-01,2013-02-25 17:17:15+00:00,0.0,,164987000.0,15782000.0,164437000.0,,132978000.0,42160000.0,373789000.0,-507618000.0,-199350000.0,666159000.0,-507618000.0,-199350000.0,666159000.0,-40809000.0,346053000.0,346053000.0,22691000.0,769000.0,,-21051000.0,-199585000.0,-280843000.0,-622442000.0,235000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q3TTM,2009-10-11,2010-10-09,,,,164219000.0,16157000.0,161502000.0,,149690000.0,36584000.0,373457000.0,-487004000.0,-202443000.0,667734000.0,-487004000.0,-202443000.0,667734000.0,-21713000.0,332419000.0,332419000.0,24123000.0,3010000.0,,-21058000.0,-207470000.0,-350422000.0,-528575000.0,5027000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q3,2010-07-18,2010-10-09,,,,57049000.0,3392000.0,38508000.0,,-30214000.0,6018000.0,-3099000.0,-19572000.0,-47738000.0,100994000.0,-19572000.0,-47738000.0,100994000.0,33684000.0,87598000.0,87598000.0,5102000.0,8024000.0,,-5017000.0,-47831000.0,-4789000.0,-20709000.0,93000.0
