company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Advance Auto Parts Inc,AAP,,1158449,2009.0,FY,,2010-01-02,2011-03-01 17:04:56+00:00,966274000.0,92560000.0,393060000.0,-6699000.0,,100018000.0,,392972000.0,34387000.0,26419000.0,202927000.0,1631867000.0,1100338000.0,,63173000.0,73257000.0,,22709000.0,121644000.0,1492000.0,1287268000.0,33436000.0,3072963000.0,1282365000.0,1887618000.0,1466027000.0,1282365000.0,1282365000.0,1790598000.0,3072963000.0,85007000.0,324571000.0,0.0,-391176000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,FY,,2011-01-01,2012-02-28 17:19:13+00:00,1292113000.0,124227000.0,404086000.0,-1597000.0,,59209000.0,,456656000.0,34387000.0,25360000.0,300851000.0,1863870000.0,1143170000.0,,76965000.0,119229000.0,,25557000.0,165943000.0,1472000.0,1612927000.0,32621000.0,3354217000.0,1039374000.0,2124271000.0,1848049000.0,1039374000.0,1039374000.0,2314843000.0,3354217000.0,86776000.0,466794000.0,0.0,-1028612000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q3,,2010-10-09,2011-11-16 17:03:47+00:00,1255608000.0,115731000.0,429262000.0,-2080000.0,,194502000.0,,443606000.0,34387000.0,25583000.0,301043000.0,1839498000.0,1104380000.0,,51931000.0,91508000.0,,26841000.0,123380000.0,1472000.0,1569768000.0,51486000.0,3394325000.0,1142038000.0,2201662000.0,1827864000.0,1142038000.0,1142038000.0,2252287000.0,3394325000.0,88283000.0,424423000.0,0.0,-869256000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q2,,2010-07-17,2011-08-24 13:44:09+00:00,1266244000.0,114885000.0,452490000.0,-4465000.0,,160818000.0,,432275000.0,34387000.0,25834000.0,301254000.0,1816998000.0,1098901000.0,,48669000.0,82963000.0,,26763000.0,114809000.0,1472000.0,1487187000.0,44517000.0,3328727000.0,1066450000.0,2141370000.0,1846214000.0,1066450000.0,1066450000.0,2262277000.0,3328727000.0,88456000.0,416063000.0,0.0,-848547000.0
Advance Auto Parts Inc,AAP,,1158449,2010.0,Q1,,2010-04-24,2011-06-01 14:40:17+00:00,1185782000.0,110471000.0,424961000.0,-6230000.0,,133286000.0,,404813000.0,34387000.0,26085000.0,277695000.0,1745555000.0,1095935000.0,,33984000.0,68122000.0,,21553000.0,118015000.0,1552000.0,1391383000.0,18850000.0,3202808000.0,1109383000.0,2023296000.0,1697715000.0,1109383000.0,1109383000.0,2093425000.0,3202808000.0,83577000.0,395710000.0,0.0,-680583000.0
Advance Auto Parts Inc,AAP,,1158449,2011.0,FY,,2011-12-31,2013-02-25 17:17:15+00:00,1653183000.0,140007000.0,385746000.0,2804000.0,,57901000.0,0.0,500248000.0,76389000.0,31380000.0,415136000.0,2043158000.0,1223099000.0,,52754000.0,148098000.0,,30451000.0,204829000.0,615000.0,1989629000.0,848000.0,3655754000.0,847914000.0,2293820000.0,2187875000.0,847914000.0,847914000.0,2807840000.0,3655754000.0,138835000.0,619965000.0,0.0,-1644767000.0
Advance Auto Parts Inc,AAP,,1158449,2011.0,Q3,,2011-10-08,2012-11-13 09:10:10+00:00,1586058000.0,131409000.0,390283000.0,7621000.0,,65929000.0,0.0,485253000.0,51378000.0,29122000.0,599438000.0,2109721000.0,1191453000.0,,67063000.0,128338000.0,,31286000.0,195376000.0,707000.0,1927559000.0,949000.0,3678068000.0,777626000.0,2374122000.0,2105628000.0,777626000.0,777626000.0,2900442000.0,3678068000.0,112493000.0,794814000.0,0.0,-1642807000.0
Advance Auto Parts Inc,AAP,,1158449,2011.0,Q2,,2011-07-16,2012-08-20 17:28:53+00:00,1570320000.0,122188000.0,396187000.0,1614000.0,,68820000.0,,479066000.0,34387000.0,24839000.0,565420000.0,2091913000.0,1172132000.0,,59245000.0,118537000.0,,29237000.0,187735000.0,707000.0,1826392000.0,991000.0,3603468000.0,764278000.0,2342166000.0,2086035000.0,764278000.0,764278000.0,2839190000.0,3603468000.0,89170000.0,753155000.0,0.0,-1542794000.0
Advance Auto Parts Inc,AAP,,1158449,2011.0,Q1,,2011-04-23,2012-05-29 16:27:22+00:00,1574347000.0,115424000.0,386552000.0,379000.0,,53667000.0,,468764000.0,34387000.0,25062000.0,430832000.0,2118119000.0,1151926000.0,,48278000.0,114508000.0,,25813000.0,182337000.0,707000.0,1717739000.0,923000.0,3573383000.0,883884000.0,2335488000.0,2076330000.0,883884000.0,883884000.0,2689499000.0,3573383000.0,85969000.0,613169000.0,0.0,-1302998000.0
Advance Auto Parts Inc,AAP,,1158449,2012.0,FY,,2012-12-29,2014-02-25 17:13:25+00:00,2029814000.0,229866000.0,379639000.0,2667000.0,,598111000.0,0.0,520222000.0,76389000.0,28845000.0,604461000.0,2308609000.0,1291759000.0,,47614000.0,149558000.0,,31833000.0,239021000.0,788000.0,714900000.0,627000.0,4613814000.0,1210694000.0,3184200000.0,2559638000.0,1210694000.0,1210694000.0,3403120000.0,4613814000.0,137855000.0,843482000.0,0.0,-27095000.0
