company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,FY,,2009-12-31,2011-03-01 13:34:39+00:00,1441000000.0,1116000000.0,444000000.0,1459000000.0,-171000000.0,413000000.0,,971000000.0,,6649000000.0,255000000.0,1837000000.0,622000000.0,5190000000.0,,505000000.0,72000000.0,,,,402000000.0,752000000.0,,,,2427000000.0,4000000.0,8070000000.0,3087000000.0,2223000000.0,1889000000.0,3087000000.0,3087000000.0,4983000000.0,8070000000.0,657000000.0,3094000000.0,,-140000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,FY,,2010-12-31,2012-02-24 16:38:02+00:00,1852000000.0,908000000.0,492000000.0,1677000000.0,-50000000.0,648000000.0,0.0,995000000.0,,6847000000.0,246000000.0,1843000000.0,1257000000.0,5170000000.0,0.0,616000000.0,30000000.0,,,,388000000.0,562000000.0,,,85000000.0,2398000000.0,152000000.0,8732000000.0,3215000000.0,2928000000.0,2496000000.0,3215000000.0,3215000000.0,5517000000.0,8732000000.0,634000000.0,3021000000.0,0.0,-128000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3,,2010-09-30,2010-11-05 12:42:54+00:00,1667000000.0,1045000000.0,516000000.0,1620000000.0,-47000000.0,339000000.0,,989000000.0,,6797000000.0,250000000.0,1844000000.0,1049000000.0,5177000000.0,,594000000.0,101000000.0,,,,422000000.0,552000000.0,,,,2395000000.0,3000000.0,8383000000.0,3207000000.0,2534000000.0,2186000000.0,3207000000.0,3207000000.0,5176000000.0,8383000000.0,672000000.0,2990000000.0,,-130000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2,,2010-06-30,2010-07-29 13:42:39+00:00,1726000000.0,1020000000.0,431000000.0,1561000000.0,-44000000.0,191000000.0,,984000000.0,,6730000000.0,244000000.0,1842000000.0,1072000000.0,5169000000.0,,591000000.0,146000000.0,,,,431000000.0,535000000.0,,,,2339000000.0,3000000.0,8273000000.0,3145000000.0,2429000000.0,2160000000.0,3145000000.0,3145000000.0,5128000000.0,8273000000.0,675000000.0,2968000000.0,,-134000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,FY,,2011-12-31,2013-02-22 16:02:15+00:00,2305000000.0,1272000000.0,526000000.0,1907000000.0,-75000000.0,900000000.0,0.0,1025000000.0,,7055000000.0,226000000.0,1283000000.0,1763000000.0,5148000000.0,310000000.0,815000000.0,,,,,367000000.0,567000000.0,,,216000000.0,2944000000.0,418000000.0,9892000000.0,3668000000.0,4151000000.0,3249000000.0,3668000000.0,3978000000.0,5914000000.0,9892000000.0,593000000.0,2665000000.0,0.0,-226000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q3,,2011-09-30,2011-11-04 12:27:15+00:00,2230000000.0,1149000000.0,618000000.0,1847000000.0,-50000000.0,1135000000.0,0.0,1005000000.0,,6940000000.0,232000000.0,1582000000.0,1707000000.0,5093000000.0,309000000.0,800000000.0,,,,,365000000.0,545000000.0,,,221000000.0,3068000000.0,22000000.0,9902000000.0,3796000000.0,4212000000.0,2870000000.0,3796000000.0,4105000000.0,5797000000.0,9902000000.0,597000000.0,2927000000.0,,-227000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q2,,2011-06-30,2011-08-08 12:04:15+00:00,2295000000.0,1376000000.0,539000000.0,1785000000.0,-50000000.0,607000000.0,0.0,1013000000.0,,6860000000.0,237000000.0,1666000000.0,1855000000.0,5075000000.0,292000000.0,773000000.0,,,,,383000000.0,562000000.0,,,205000000.0,2723000000.0,57000000.0,9738000000.0,3554000000.0,4043000000.0,2891000000.0,3554000000.0,3846000000.0,5892000000.0,9738000000.0,620000000.0,3001000000.0,,-132000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q1,,2011-03-31,2011-05-09 16:17:55+00:00,2338000000.0,1231000000.0,517000000.0,1738000000.0,-50000000.0,724000000.0,,1003000000.0,,6881000000.0,241000000.0,1845000000.0,1467000000.0,5143000000.0,,682000000.0,176000000.0,,,,376000000.0,565000000.0,,,,2505000000.0,82000000.0,9358000000.0,3329000000.0,3598000000.0,2937000000.0,3329000000.0,3329000000.0,6029000000.0,9358000000.0,617000000.0,3092000000.0,,-129000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2012.0,FY,,2012-12-31,2014-02-24 16:55:42+00:00,2196000000.0,1126000000.0,,1974000000.0,-137000000.0,1639000000.0,0.0,1095000000.0,,7206000000.0,214000000.0,1585000000.0,1338000000.0,5232000000.0,486000000.0,850000000.0,,622000000.0,337000000.0,60000000.0,602000000.0,644000000.0,18000000.0,5000000.0,196000000.0,3649000000.0,3000000.0,10702000000.0,4251000000.0,4636000000.0,2881000000.0,4251000000.0,4737000000.0,5965000000.0,10702000000.0,834000000.0,3084000000.0,,-356000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2012.0,Q3,,2012-09-30,2012-11-01 16:38:19+00:00,2531000000.0,1584000000.0,661000000.0,2099000000.0,-75000000.0,1367000000.0,0.0,1079000000.0,,7440000000.0,217000000.0,1584000000.0,1739000000.0,5341000000.0,312000000.0,949000000.0,,,,,573000000.0,557000000.0,,,166000000.0,3643000000.0,2000000.0,10987000000.0,4391000000.0,4856000000.0,3194000000.0,4391000000.0,4703000000.0,6284000000.0,10987000000.0,790000000.0,3090000000.0,0.0,-256000000.0
