company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 13:34:39+00:00,,11000000.0,45000000.0,84000000.0,401000000.0,,-122000000.0,,5658000000.0,,-109000000.0,-610000000.0,716000000.0,-109000000.0,-610000000.0,716000000.0,-3000000.0,278000000.0,278000000.0,148000000.0,8000000.0,,-55000000.0,,-650000000.0,-5715000000.0,-5000000.0,40000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q4,2009-10-01,2009-12-31,,,3000000.0,-50000000.0,59000000.0,111000000.0,,-4000000.0,,,,-4000000.0,-111000000.0,-6000000.0,-4000000.0,-111000000.0,-6000000.0,-121000000.0,-179000000.0,-179000000.0,63000000.0,4000000.0,,-8000000.0,,-111000000.0,,,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:38:02+00:00,,13000000.0,-18000000.0,95000000.0,426000000.0,,237000000.0,0.0,700000000.0,,166000000.0,-436000000.0,663000000.0,166000000.0,-436000000.0,663000000.0,393000000.0,-140000000.0,-140000000.0,127000000.0,6000000.0,,-49000000.0,,-437000000.0,-489000000.0,-2000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q3,2009-07-01,2009-09-30,,,4000000.0,17000000.0,-6000000.0,102000000.0,,217000000.0,,,,-14000000.0,-104000000.0,373000000.0,-14000000.0,-104000000.0,373000000.0,255000000.0,33000000.0,33000000.0,17000000.0,1000000.0,,-13000000.0,,-104000000.0,-2000000.0,,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 12:42:54+00:00,,10000000.0,32000000.0,36000000.0,315000000.0,,241000000.0,,700000000.0,,170000000.0,-325000000.0,669000000.0,170000000.0,-325000000.0,669000000.0,514000000.0,39000000.0,39000000.0,64000000.0,2000000.0,,-41000000.0,,-326000000.0,-489000000.0,-2000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 13:42:39+00:00,,6000000.0,15000000.0,42000000.0,213000000.0,,24000000.0,,700000000.0,,184000000.0,-221000000.0,296000000.0,184000000.0,-221000000.0,296000000.0,259000000.0,6000000.0,6000000.0,47000000.0,1000000.0,,-28000000.0,,-222000000.0,-487000000.0,-2000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q4,2010-10-01,2010-12-31,,,6000000.0,-6000000.0,62000000.0,108000000.0,,69000000.0,,150000000.0,,148000000.0,-69000000.0,230000000.0,148000000.0,-69000000.0,230000000.0,309000000.0,3000000.0,3000000.0,44000000.0,2000000.0,,,,-69000000.0,-5000000.0,1000000.0,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:02:15+00:00,0.0,18000000.0,-112000000.0,115000000.0,422000000.0,,-135000000.0,0.0,216000000.0,,145000000.0,-295000000.0,385000000.0,145000000.0,-295000000.0,385000000.0,235000000.0,-29000000.0,-29000000.0,109000000.0,8000000.0,,0.0,,-297000000.0,-77000000.0,-2000000.0,2000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3TTM,2009-10-01,2010-09-30,,,15000000.0,-156000000.0,112000000.0,425000000.0,,-208000000.0,,66000000.0,,-7000000.0,-337000000.0,149000000.0,-7000000.0,-337000000.0,149000000.0,-195000000.0,-211000000.0,-211000000.0,128000000.0,10000000.0,,-8000000.0,,-339000000.0,-72000000.0,-3000000.0,2000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3,2010-07-01,2010-09-30,,,4000000.0,-1000000.0,-4000000.0,106000000.0,,29000000.0,,,,,-68000000.0,216000000.0,,-68000000.0,216000000.0,148000000.0,56000000.0,56000000.0,21000000.0,1000000.0,,,,-69000000.0,-1000000.0,,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 12:27:15+00:00,,12000000.0,-106000000.0,53000000.0,314000000.0,,-204000000.0,0.0,66000000.0,,-3000000.0,-226000000.0,155000000.0,-3000000.0,-226000000.0,155000000.0,-74000000.0,-32000000.0,-32000000.0,65000000.0,6000000.0,,0.0,,-228000000.0,-72000000.0,-3000000.0,2000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2TTM,2009-07-01,2010-06-30,,,15000000.0,-138000000.0,110000000.0,421000000.0,,-20000000.0,,66000000.0,,-21000000.0,-373000000.0,306000000.0,-21000000.0,-373000000.0,306000000.0,-88000000.0,-234000000.0,-234000000.0,124000000.0,10000000.0,,-21000000.0,,-374000000.0,-73000000.0,-3000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2,2010-04-01,2010-06-30,,,4000000.0,-20000000.0,63000000.0,108000000.0,,-215000000.0,,,,,-73000000.0,-26000000.0,,-73000000.0,-26000000.0,-99000000.0,67000000.0,67000000.0,10000000.0,1000000.0,,,,-73000000.0,,-1000000.0,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 12:04:15+00:00,,8000000.0,-105000000.0,57000000.0,208000000.0,,-233000000.0,0.0,66000000.0,,-3000000.0,-158000000.0,-61000000.0,-3000000.0,-158000000.0,-61000000.0,-222000000.0,-88000000.0,-88000000.0,44000000.0,5000000.0,,,,-159000000.0,-71000000.0,-3000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:17:55+00:00,,4000000.0,-85000000.0,-6000000.0,100000000.0,,-18000000.0,,66000000.0,,-3000000.0,-85000000.0,-35000000.0,-3000000.0,-85000000.0,-35000000.0,-123000000.0,-155000000.0,-155000000.0,34000000.0,4000000.0,,,,-86000000.0,-71000000.0,-2000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q4,2011-10-01,2011-12-31,,,3000000.0,-144000000.0,-61000000.0,105000000.0,,-193000000.0,,177000000.0,,43000000.0,-105000000.0,-173000000.0,43000000.0,-105000000.0,-173000000.0,-235000000.0,-118000000.0,-118000000.0,30000000.0,10000000.0,7000000.0,-5000000.0,,-111000000.0,-83000000.0,-56000000.0,-1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 16:55:42+00:00,0.0,17000000.0,,,417000000.0,0.0,-429000000.0,288000000.0,312000000.0,,-146000000.0,-291000000.0,689000000.0,-146000000.0,-291000000.0,689000000.0,252000000.0,563000000.0,563000000.0,121000000.0,25000000.0,7000000.0,-9000000.0,,-298000000.0,-661000000.0,-101000000.0,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q3TTM,2010-10-01,2011-09-30,,,20000000.0,138000000.0,123000000.0,420000000.0,,-167000000.0,288000000.0,285000000.0,,-41000000.0,-255000000.0,1092000000.0,-41000000.0,-255000000.0,1092000000.0,796000000.0,684000000.0,684000000.0,135000000.0,17000000.0,,-4000000.0,,-256000000.0,-583000000.0,-44000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q3,2011-07-01,2011-09-30,,,4000000.0,83000000.0,-1000000.0,103000000.0,,321000000.0,,20000000.0,,-170000000.0,-75000000.0,773000000.0,-170000000.0,-75000000.0,773000000.0,528000000.0,352000000.0,352000000.0,-7000000.0,1000000.0,,-4000000.0,,-75000000.0,-149000000.0,-38000000.0,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 16:38:19+00:00,0.0,14000000.0,144000000.0,61000000.0,312000000.0,,-236000000.0,288000000.0,135000000.0,,-189000000.0,-186000000.0,862000000.0,-189000000.0,-186000000.0,862000000.0,487000000.0,681000000.0,681000000.0,91000000.0,15000000.0,,-4000000.0,,-187000000.0,-578000000.0,-45000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q2TTM,2010-07-01,2011-06-30,,,20000000.0,54000000.0,120000000.0,423000000.0,,-459000000.0,288000000.0,265000000.0,,129000000.0,-248000000.0,535000000.0,129000000.0,-248000000.0,535000000.0,416000000.0,388000000.0,388000000.0,163000000.0,17000000.0,,,,-250000000.0,-435000000.0,-6000000.0,2000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q2,2011-04-01,2011-06-30,,,4000000.0,60000000.0,64000000.0,106000000.0,,-505000000.0,288000000.0,55000000.0,,68000000.0,-63000000.0,-122000000.0,68000000.0,-63000000.0,-122000000.0,-117000000.0,222000000.0,222000000.0,51000000.0,6000000.0,,,,-64000000.0,-277000000.0,-4000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 14:32:06+00:00,,10000000.0,61000000.0,62000000.0,209000000.0,,-557000000.0,288000000.0,115000000.0,,-19000000.0,-111000000.0,89000000.0,-19000000.0,-111000000.0,89000000.0,-41000000.0,329000000.0,329000000.0,98000000.0,14000000.0,,0.0,,-112000000.0,-429000000.0,-7000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q1TTM,2010-04-01,2011-03-31,,,20000000.0,-26000000.0,119000000.0,425000000.0,,-169000000.0,,210000000.0,,61000000.0,-258000000.0,631000000.0,61000000.0,-258000000.0,631000000.0,434000000.0,233000000.0,233000000.0,122000000.0,12000000.0,,,,-259000000.0,-158000000.0,-3000000.0,1000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 15:40:23+00:00,,6000000.0,1000000.0,-2000000.0,103000000.0,,-52000000.0,,60000000.0,,-87000000.0,-48000000.0,211000000.0,-87000000.0,-48000000.0,211000000.0,76000000.0,107000000.0,107000000.0,47000000.0,8000000.0,,0.0,,-48000000.0,-152000000.0,-3000000.0,
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2012.0,Q4,2012-10-01,2012-12-31,,-41000000.0,3000000.0,,,117000000.0,,-11000000.0,171000000.0,,,50000000.0,-188000000.0,410000000.0,50000000.0,-188000000.0,410000000.0,272000000.0,35000000.0,35000000.0,266000000.0,7000000.0,3000000.0,-30000000.0,,-147000000.0,-3000000.0,-95000000.0,-3000000.0
