company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 13:34:39+00:00,2.03,2.03,0.4,401000000.0,2.0,42000000.0,151000000.0,278000000.0,278000000.0,,278000000.0,,25546000000.0,28416000000.0,62000000.0,,1956000000.0,25546000000.0,2870000000.0,111000000.0,7000000.0,2399000000.0,471000000.0,-42000000.0,429000000.0,28416000000.0,136900000.0,136800000.0,139200000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:38:02+00:00,-1.01,-1.01,0.35,426000000.0,-1.01,74000000.0,-48000000.0,-140000000.0,-140000000.0,,-140000000.0,0.0,14739000000.0,16872000000.0,-5000000.0,,1690000000.0,14739000000.0,2133000000.0,130000000.0,4000000.0,2190000000.0,-57000000.0,-131000000.0,-188000000.0,16872000000.0,138600000.0,138200000.0,138200000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 12:42:54+00:00,0.24,0.24,0.1,102000000.0,0.24,4000000.0,18000000.0,33000000.0,33000000.0,,33000000.0,,4125000000.0,4742000000.0,-3000000.0,,422000000.0,4125000000.0,617000000.0,35000000.0,,528000000.0,89000000.0,-38000000.0,51000000.0,4742000000.0,137500000.0,138200000.0,139700000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 13:42:39+00:00,-0.33,-0.33,0.1,108000000.0,-0.33,20000000.0,-30000000.0,-45000000.0,-45000000.0,,-45000000.0,,3668000000.0,4181000000.0,-10000000.0,,421000000.0,3668000000.0,513000000.0,31000000.0,2000000.0,549000000.0,-36000000.0,-39000000.0,-75000000.0,4181000000.0,136400000.0,138000000.0,138000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q4,2010-10-01,2010-12-31,,0.02,0.02,,108000000.0,0.04,15000000.0,10000000.0,3000000.0,3000000.0,,3000000.0,,4865000000.0,5513000000.0,-19000000.0,,455000000.0,4865000000.0,648000000.0,41000000.0,3000000.0,578000000.0,70000000.0,-57000000.0,13000000.0,5513000000.0,138100000.0,140600000.0,140600000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:02:15+00:00,-0.21,-0.21,0.0,422000000.0,-0.21,54000000.0,4000000.0,-29000000.0,-29000000.0,,-29000000.0,0.0,18251000000.0,20583000000.0,-13000000.0,,1716000000.0,18251000000.0,2332000000.0,155000000.0,3000000.0,2192000000.0,140000000.0,-165000000.0,-25000000.0,20583000000.0,138100000.0,140600000.0,140600000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.23,-0.23,,314000000.0,-0.25,39000000.0,-6000000.0,-32000000.0,-32000000.0,,-32000000.0,,13386000000.0,15070000000.0,6000000.0,,1261000000.0,13386000000.0,1684000000.0,114000000.0,,1614000000.0,70000000.0,-108000000.0,-38000000.0,15070000000.0,140000000.0,140900000.0,142000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 12:27:15+00:00,0.4,0.4,,106000000.0,0.39,7000000.0,38000000.0,56000000.0,56000000.0,,56000000.0,0.0,4647000000.0,5320000000.0,5000000.0,,431000000.0,4647000000.0,673000000.0,40000000.0,,544000000.0,129000000.0,-35000000.0,94000000.0,5320000000.0,140000000.0,140900000.0,142000000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.63,-0.63,,208000000.0,-0.64,32000000.0,-44000000.0,-88000000.0,-88000000.0,,-88000000.0,,8739000000.0,9750000000.0,1000000.0,,830000000.0,8739000000.0,1011000000.0,74000000.0,,1070000000.0,-59000000.0,-73000000.0,-132000000.0,9750000000.0,139600000.0,140500000.0,142500000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 12:04:15+00:00,0.48,0.48,,108000000.0,0.47,10000000.0,40000000.0,67000000.0,67000000.0,,67000000.0,0.0,4492000000.0,5143000000.0,1000000.0,,390000000.0,4492000000.0,651000000.0,37000000.0,,508000000.0,143000000.0,-36000000.0,107000000.0,5143000000.0,139600000.0,140500000.0,142500000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:17:55+00:00,-1.11,-1.11,,100000000.0,-1.11,22000000.0,-84000000.0,-155000000.0,-155000000.0,,-155000000.0,,4247000000.0,4607000000.0,,,440000000.0,4247000000.0,360000000.0,37000000.0,,562000000.0,-202000000.0,-37000000.0,-239000000.0,4607000000.0,139600000.0,139500000.0,139500000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,Q4,2011-10-01,2011-12-31,,-0.86,-0.86,,79000000.0,-0.84,6000000.0,-56000000.0,-118000000.0,-88000000.0,-30000000.0,-124000000.0,6000000.0,4322000000.0,4592000000.0,1000000.0,,293000000.0,4322000000.0,270000000.0,39000000.0,2000000.0,378000000.0,-108000000.0,-36000000.0,-144000000.0,4592000000.0,141500000.0,141400000.0,143300000.0
Andeavor,ANDV,CMTK1YBYNLPLIS3QLI53,50104,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 16:55:42+00:00,3.86,3.86,0.0,391000000.0,3.81,66000000.0,359000000.0,563000000.0,593000000.0,-30000000.0,546000000.0,17000000.0,24022000000.0,27182000000.0,2000000.0,,1576000000.0,24022000000.0,3160000000.0,179000000.0,2000000.0,2033000000.0,1127000000.0,-175000000.0,952000000.0,27182000000.0,141500000.0,141400000.0,143300000.0
