company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,FY,,2009-01-31,2010-03-19 15:59:56+00:00,881000000.0,,841000000.0,-46000000.0,,643000000.0,1975000000.0,74000000.0,105000000.0,,201000000.0,2053000000.0,333000000.0,2799000000.0,6984000000.0,320000000.0,212000000.0,,117000000.0,407000000.0,7448000000.0,17000000.0,,11363000000.0,6739000000.0,3728000000.0,1844000000.0,6739000000.0,6739000000.0,4624000000.0,11363000000.0,651000000.0,2780000000.0,-2638000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q3,,2008-11-01,2009-12-04 12:21:45+00:00,1644000000.0,,769000000.0,-38000000.0,,243000000.0,1959000000.0,76000000.0,1000000.0,9000000.0,199000000.0,2057000000.0,345000000.0,3712000000.0,6991000000.0,314000000.0,165000000.0,,110000000.0,387000000.0,7112000000.0,319000000.0,36000000.0,11886000000.0,6395000000.0,4232000000.0,2733000000.0,6395000000.0,6395000000.0,5491000000.0,11886000000.0,663000000.0,2758000000.0,-2638000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q2,,2008-08-02,2009-09-04 13:44:42+00:00,1023000000.0,,820000000.0,-20000000.0,,217000000.0,1939000000.0,72000000.0,78000000.0,9000000.0,202000000.0,2050000000.0,391000000.0,2718000000.0,6951000000.0,279000000.0,134000000.0,,111000000.0,379000000.0,6952000000.0,14000000.0,71000000.0,10876000000.0,6233000000.0,3212000000.0,1935000000.0,6233000000.0,6233000000.0,4643000000.0,10876000000.0,713000000.0,2708000000.0,-2638000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,FY,,2010-01-30,2011-09-13 16:04:05+00:00,1188000000.0,,1005000000.0,-36000000.0,,2267000000.0,2089000000.0,73000000.0,184000000.0,,,3862000000.0,321000000.0,2923000000.0,8506000000.0,214000000.0,222000000.0,,153000000.0,339000000.0,8181000000.0,78000000.0,,14465000000.0,7595000000.0,5485000000.0,2455000000.0,7595000000.0,7595000000.0,6870000000.0,14465000000.0,474000000.0,4415000000.0,-2639000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q3,,2009-10-31,2010-12-09 13:31:06+00:00,2071000000.0,,918000000.0,-38000000.0,,1503000000.0,2064000000.0,69000000.0,14000000.0,,198000000.0,2054000000.0,326000000.0,3807000000.0,7082000000.0,390000000.0,208000000.0,,130000000.0,464000000.0,8008000000.0,17000000.0,,13323000000.0,7395000000.0,5587000000.0,3020000000.0,7395000000.0,7395000000.0,5928000000.0,13323000000.0,654000000.0,2908000000.0,-2639000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q2,,2009-08-01,2010-09-03 16:04:44+00:00,1153000000.0,,900000000.0,-45000000.0,,1310000000.0,2004000000.0,72000000.0,59000000.0,,196000000.0,2053000000.0,326000000.0,2724000000.0,7142000000.0,333000000.0,201000000.0,,115000000.0,436000000.0,7816000000.0,16000000.0,,12086000000.0,7136000000.0,4307000000.0,2128000000.0,7136000000.0,7136000000.0,4950000000.0,12086000000.0,637000000.0,2822000000.0,-2639000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q1,,2009-05-02,2010-06-04 16:03:40+00:00,1003000000.0,,777000000.0,-46000000.0,,856000000.0,1985000000.0,74000000.0,82000000.0,,198000000.0,2056000000.0,327000000.0,2804000000.0,7001000000.0,323000000.0,188000000.0,,115000000.0,420000000.0,7585000000.0,17000000.0,,11563000000.0,6885000000.0,3922000000.0,1879000000.0,6885000000.0,6885000000.0,4678000000.0,11563000000.0,640000000.0,2799000000.0,-2639000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2010.0,FY,,2011-01-29,2012-03-16 16:25:06+00:00,1138000000.0,,1030000000.0,-37000000.0,,2277000000.0,2229000000.0,77000000.0,127000000.0,,,3512000000.0,277000000.0,3036000000.0,8692000000.0,256000000.0,252000000.0,,238000000.0,450000000.0,9301000000.0,486000000.0,,14849000000.0,7850000000.0,5642000000.0,2781000000.0,7850000000.0,7850000000.0,6999000000.0,14849000000.0,515000000.0,4218000000.0,-3643000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2010.0,Q3,,2010-10-30,2011-12-02 16:56:41+00:00,2125000000.0,,930000000.0,-40000000.0,,2441000000.0,2189000000.0,117000000.0,,,,3499000000.0,275000000.0,4030000000.0,8698000000.0,216000000.0,215000000.0,,229000000.0,435000000.0,8806000000.0,487000000.0,,16005000000.0,8313000000.0,6803000000.0,3542000000.0,8313000000.0,8313000000.0,7692000000.0,16005000000.0,504000000.0,4150000000.0,-2642000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2010.0,Q2,,2010-07-31,2011-09-13 16:07:53+00:00,1345000000.0,,1003000000.0,-38000000.0,,2518000000.0,2159000000.0,95000000.0,35000000.0,,,3589000000.0,298000000.0,2930000000.0,8792000000.0,194000000.0,227000000.0,,151000000.0,351000000.0,8631000000.0,385000000.0,,15011000000.0,8109000000.0,5770000000.0,2768000000.0,8109000000.0,8109000000.0,6902000000.0,15011000000.0,449000000.0,4134000000.0,-2643000000.0
