company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2007.0,FY,2007-02-04,2008-02-02,2010-03-19 15:59:56+00:00,3.41,3.41,,452000000.0,3.39,,658000000.0,1084000000.0,1084000000.0,1084000000.0,10460000000.0,16474000000.0,,61000000.0,3697000000.0,10460000000.0,6014000000.0,82000000.0,20000000.0,4210000000.0,1804000000.0,-62000000.0,1742000000.0,16474000000.0,317900000.0,317900000.0,319800000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,FY,2008-02-03,2009-01-31,2011-09-13 16:04:05+00:00,2.89,2.8,,632000000.0,2.8,,522000000.0,857000000.0,857000000.0,857000000.0,10334000000.0,16389000000.0,,,3769000000.0,10334000000.0,6055000000.0,296000000.0,21000000.0,4401000000.0,1654000000.0,-275000000.0,1379000000.0,16389000000.0,306000000.0,306000000.0,306000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q3,2008-08-03,2008-11-01,2009-12-04 12:21:45+00:00,,0.53,,135000000.0,0.52,,97000000.0,160000000.0,160000000.0,160000000.0,2381000000.0,3804000000.0,,21000000.0,982000000.0,2381000000.0,1423000000.0,28000000.0,,1138000000.0,285000000.0,-28000000.0,257000000.0,3804000000.0,,305000000.0,305000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q2,2008-05-04,2008-08-02,2009-09-04 13:44:42+00:00,0.77,0.77,,133000000.0,0.77,,144000000.0,236000000.0,236000000.0,236000000.0,2250000000.0,3725000000.0,,6000000.0,930000000.0,2250000000.0,1475000000.0,26000000.0,,1069000000.0,406000000.0,-26000000.0,380000000.0,3725000000.0,306500000.0,306000000.0,307000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q4,2009-11-01,2010-01-30,,1.98,1.35,,253000000.0,1.34,,249000000.0,414000000.0,414000000.0,414000000.0,3612000000.0,5683000000.0,,-26000000.0,974000000.0,3612000000.0,2071000000.0,217000000.0,10000000.0,1201000000.0,870000000.0,-207000000.0,663000000.0,5683000000.0,305000000.0,305000000.0,305000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,FY,2009-02-01,2010-01-30,2012-03-16 16:25:06+00:00,3.19,3.19,,688000000.0,3.17,,585000000.0,973000000.0,973000000.0,973000000.0,10680000000.0,17178000000.0,,,3951000000.0,10680000000.0,6498000000.0,311000000.0,10000000.0,4639000000.0,1859000000.0,-301000000.0,1558000000.0,17178000000.0,305000000.0,305000000.0,305000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q3YTD,2009-02-01,2009-10-31,,1.21,1.84,,435000000.0,1.83,,336000000.0,559000000.0,559000000.0,559000000.0,7068000000.0,11495000000.0,,26000000.0,2977000000.0,7068000000.0,4427000000.0,94000000.0,,3438000000.0,989000000.0,-94000000.0,895000000.0,11495000000.0,,305000000.0,308000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q3,2009-08-02,2009-10-31,2010-12-09 13:31:06+00:00,,0.63,,150000000.0,0.63,,115000000.0,193000000.0,193000000.0,193000000.0,2512000000.0,4051000000.0,,,1050000000.0,2512000000.0,1539000000.0,31000000.0,,1200000000.0,339000000.0,-31000000.0,308000000.0,4051000000.0,,305000000.0,308000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q2YTD,2009-02-01,2009-08-01,,1.21,1.21,,285000000.0,1.2,,221000000.0,366000000.0,366000000.0,366000000.0,4556000000.0,7444000000.0,,26000000.0,1927000000.0,4556000000.0,2888000000.0,63000000.0,,2238000000.0,650000000.0,-63000000.0,587000000.0,7444000000.0,301300000.0,305000000.0,306000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q2,2009-05-03,2009-08-01,2010-09-03 16:04:44+00:00,0.76,0.76,,144000000.0,0.75,,139000000.0,229000000.0,229000000.0,229000000.0,2286000000.0,3806000000.0,,11000000.0,966000000.0,2286000000.0,1520000000.0,31000000.0,,1121000000.0,399000000.0,-31000000.0,368000000.0,3806000000.0,301300000.0,305000000.0,306000000.0
