company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2007.0,FY,2007-02-04,2008-02-02,2010-03-19 15:59:56+00:00,,,453000000.0,-414000000.0,989000000.0,325000000.0,-1596000000.0,1205000000.0,325000000.0,-1596000000.0,1205000000.0,-66000000.0,1084000000.0,1084000000.0,82000000.0,104000000.0,26000000.0,,-6521000000.0,-1542000000.0,-20000000.0,-748000000.0,6441000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q4,2008-11-02,2009-01-31,,81000000.0,208000000.0,233000000.0,328000000.0,-258000000.0,-312000000.0,-212000000.0,924000000.0,-312000000.0,-212000000.0,924000000.0,400000000.0,308000000.0,308000000.0,55000000.0,-1000000.0,5000000.0,,6000000.0,-223000000.0,-53000000.0,,
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,FY,2008-02-03,2009-01-31,2011-09-13 16:04:05+00:00,471000000.0,301000000.0,632000000.0,151000000.0,44000000.0,-275000000.0,-1015000000.0,1752000000.0,-275000000.0,-1015000000.0,1752000000.0,462000000.0,857000000.0,857000000.0,112000000.0,5000000.0,11000000.0,,-53000000.0,-1066000000.0,-62000000.0,-262000000.0,93000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q3,2008-08-03,2008-11-01,,133000000.0,16000000.0,136000000.0,-362000000.0,302000000.0,304000000.0,-232000000.0,-46000000.0,304000000.0,-232000000.0,-46000000.0,26000000.0,160000000.0,160000000.0,20000000.0,5000000.0,3000000.0,,34000000.0,-285000000.0,-3000000.0,,16000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q3YTD,2008-02-03,2008-11-01,2009-12-04 12:21:45+00:00,390000000.0,93000000.0,399000000.0,-177000000.0,302000000.0,37000000.0,-803000000.0,828000000.0,37000000.0,-803000000.0,828000000.0,62000000.0,549000000.0,549000000.0,57000000.0,6000000.0,6000000.0,,-59000000.0,-843000000.0,-9000000.0,-262000000.0,93000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2008.0,Q2YTD,2008-02-03,2008-08-02,2009-09-04 13:44:42+00:00,257000000.0,77000000.0,263000000.0,185000000.0,,-267000000.0,-571000000.0,874000000.0,-267000000.0,-571000000.0,874000000.0,36000000.0,389000000.0,389000000.0,37000000.0,1000000.0,3000000.0,,-93000000.0,-558000000.0,-6000000.0,-262000000.0,77000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,FY,2009-02-01,2010-01-30,2012-03-16 16:25:06+00:00,470000000.0,300000000.0,688000000.0,523000000.0,,-13000000.0,-649000000.0,2286000000.0,-13000000.0,-649000000.0,2286000000.0,1624000000.0,973000000.0,973000000.0,102000000.0,61000000.0,-2000000.0,,,-675000000.0,-73000000.0,-1000000.0,28000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-12-09 13:31:06+00:00,366000000.0,82000000.0,435000000.0,280000000.0,,28000000.0,-531000000.0,1357000000.0,28000000.0,-531000000.0,1363000000.0,860000000.0,560000000.0,560000000.0,82000000.0,41000000.0,-1000000.0,,,-550000000.0,-12000000.0,-1000000.0,20000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q3TTM,2008-11-02,2009-10-31,,447000000.0,290000000.0,668000000.0,608000000.0,-258000000.0,-284000000.0,-743000000.0,2281000000.0,-284000000.0,-743000000.0,2287000000.0,1260000000.0,868000000.0,868000000.0,137000000.0,40000000.0,4000000.0,,6000000.0,-773000000.0,-65000000.0,-1000000.0,20000000.0
Kohls Corp,KSS,549300JF6LPRTRJ0FH50,885639,2009.0,Q2TTM,2008-08-03,2009-08-01,,474000000.0,291000000.0,654000000.0,251000000.0,44000000.0,-13000000.0,-773000000.0,1879000000.0,-13000000.0,-773000000.0,1879000000.0,1093000000.0,836000000.0,836000000.0,138000000.0,8000000.0,7000000.0,,40000000.0,-844000000.0,-64000000.0,-1000000.0,24000000.0
