company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-14 17:22:42+00:00,14099000.0,,,6358000.0,-488195000.0,246700000.0,2856636000.0,3062570000.0,-2074309000.0,-619891000.0,3062570000.0,-2074309000.0,-619891000.0,368370000.0,141528000.0,141528000.0,-293681000.0,171880000.0,-6856000.0,,,-2075887000.0,-212646000.0,,8434000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q3TTM,2011-10-01,2012-09-30,,16065000.0,,,7870000.0,-511522000.0,246700000.0,3024698000.0,3251974000.0,-2146428000.0,-698736000.0,3251974000.0,-2146428000.0,-698736000.0,406810000.0,156420000.0,156420000.0,-365564000.0,211107000.0,-6856000.0,-448000.0,-2005000.0,-2163537000.0,-230083000.0,,23965000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q3,2012-07-01,2012-09-30,,8872000.0,,,2973000.0,-439101000.0,-2850000.0,865374000.0,783845000.0,-105656000.0,-263266000.0,783845000.0,-105656000.0,-263266000.0,414923000.0,55067000.0,55067000.0,110531000.0,19620000.0,-2392000.0,,-1608000.0,-87949000.0,-98299000.0,,-15315000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-09 18:24:59+00:00,5227000.0,,,3385000.0,-49094000.0,249550000.0,1991262000.0,2278725000.0,-1968653000.0,-356625000.0,2278725000.0,-1968653000.0,-356625000.0,-46553000.0,86461000.0,86461000.0,-404212000.0,152260000.0,-4464000.0,,1608000.0,-1987938000.0,-114347000.0,,23749000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q2TTM,2011-07-01,2012-06-30,,9494000.0,,,5888000.0,-44845000.0,249550000.0,2199867000.0,2584139000.0,-2069154000.0,-501625000.0,2584139000.0,-2069154000.0,-501625000.0,13360000.0,98253000.0,98253000.0,-570895000.0,191482000.0,-4464000.0,-448000.0,480000.0,-2121975000.0,-56312000.0,,57285000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q2,2012-04-01,2012-06-30,,3938000.0,,,1854000.0,-78574000.0,,1875824000.0,2118077000.0,-1966271000.0,-491908000.0,2118077000.0,-1966271000.0,-491908000.0,-340102000.0,36275000.0,36275000.0,-456256000.0,154966000.0,-2038000.0,,855000.0,-1985027000.0,87287000.0,,20794000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q1TTM,2011-04-01,2012-03-31,,7772000.0,,,4843000.0,-5703000.0,249550000.0,312812000.0,422319000.0,-89539000.0,-25206000.0,422319000.0,-89539000.0,-25206000.0,307574000.0,63704000.0,63704000.0,-95447000.0,31280000.0,-2426000.0,-448000.0,-375000.0,-142401000.0,-170875000.0,,55288000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:55:05+00:00,1289000.0,,,1531000.0,29480000.0,249550000.0,115438000.0,160648000.0,-2382000.0,135283000.0,160648000.0,-2382000.0,135283000.0,293549000.0,50186000.0,50186000.0,52044000.0,-2706000.0,-2426000.0,,753000.0,-2911000.0,-201634000.0,,2955000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,FY,2013-01-01,2013-12-31,2016-03-01 17:30:01+00:00,52531000.0,,,26615000.0,-1952687000.0,0.0,3295887000.0,3496728000.0,-1406438000.0,-1801037000.0,3496728000.0,-1406438000.0,-1801037000.0,289253000.0,217054000.0,217054000.0,-144550000.0,731972000.0,-19189000.0,,,-1664704000.0,-531131000.0,0.0,277455000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q4,2013-10-01,2013-12-31,,13270000.0,-112392000000.0,-282417000000.0,9929000.0,-1567239000.0,,-1534767000.0,-1559949000.0,1005973000.0,720627000.0,-1559949000.0,1005973000.0,720627000.0,166651000.0,-50907000.0,-50907000.0,2315574000.0,63466000.0,-19189000.0,,,808096000.0,-95202000.0,6554000.0,217066000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q3TTM,2012-10-01,2013-09-30,,34797000.0,112434645000.0,282571913000.0,19948000.0,-991500000.0,,6056021000.0,6204285000.0,-2495394000.0,-3859889000.0,6199719000.0,-2495394000.0,-3859889000.0,-155564000.0,331720000.0,331720000.0,-3254854000.0,753442000.0,-55384000.0,,,-2492644000.0,-598624000.0,-6554000.0,52634000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q3,2013-07-01,2013-09-30,,19243000.0,10176000000.0,116379000000.0,6995000.0,-730256000.0,,1749837000.0,1527995000.0,-1346449000.0,-292233000.0,1527995000.0,-1346449000.0,-292233000.0,-110687000.0,81885000.0,81885000.0,329900000.0,148509000.0,20806000.0,,,-1388450000.0,-370351000.0,,21195000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 18:29:26+00:00,39261000.0,112392000000.0,282417000000.0,16686000.0,-385448000.0,,4830654000.0,5056677000.0,-2412411000.0,-2521664000.0,5056677000.0,-2412411000.0,-2521664000.0,122602000.0,267961000.0,267961000.0,-2460124000.0,668506000.0,0.0,,,-2472800000.0,-435929000.0,-6554000.0,60389000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q2TTM,2012-07-01,2013-06-30,,24426000.0,102258645000.0,166192913000.0,15926000.0,-700345000.0,-2850000.0,5171558000.0,5460135000.0,-1254601000.0,-3830922000.0,5455569000.0,-1254601000.0,-3830922000.0,370046000.0,304902000.0,304902000.0,-3474223000.0,624553000.0,-78582000.0,,-1608000.0,-1192143000.0,-326572000.0,-6554000.0,16124000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q2,2013-04-01,2013-06-30,,10509000.0,102216000000.0,166038000000.0,5790000.0,540356000.0,,2282179000.0,2761161000.0,-726114000.0,-1869148000.0,2761161000.0,-726114000.0,-1869148000.0,165899000.0,123460000.0,123460000.0,-2549263000.0,335921000.0,38207000.0,,,-799358000.0,149615000.0,-6554000.0,35037000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 16:32:41+00:00,20018000.0,102216000000.0,166038000000.0,9691000.0,344808000.0,,3080817000.0,3528682000.0,-1065962000.0,-2229431000.0,3528682000.0,-1065962000.0,-2229431000.0,233289000.0,186076000.0,186076000.0,-2790024000.0,519997000.0,-20806000.0,,,-1084350000.0,-65578000.0,-6554000.0,39194000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q1TTM,2012-04-01,2013-03-31,,17855000.0,42645000.0,154913000.0,11990000.0,-1319275000.0,-2850000.0,4765203000.0,4817051000.0,-2494758000.0,-2453682000.0,4812485000.0,-2494758000.0,-2453682000.0,-135955000.0,217717000.0,217717000.0,-1381216000.0,443598000.0,-118827000.0,,-753000.0,-2377812000.0,-388900000.0,,1881000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 16:47:43+00:00,9509000.0,,,3901000.0,-195548000.0,,798638000.0,767521000.0,-339848000.0,-360283000.0,767521000.0,-339848000.0,-360283000.0,67390000.0,62616000.0,62616000.0,-240761000.0,184076000.0,-59013000.0,,,-284992000.0,-215193000.0,,4157000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,FY,2014-01-01,2014-12-31,2017-03-09 14:14:25+00:00,11000000.0,2000000.0,515000000.0,40000000.0,-3958000000.0,0.0,913000000.0,-1456000000.0,233000000.0,1080000000.0,-1456000000.0,233000000.0,1080000000.0,-143000000.0,221000000.0,221000000.0,4680000000.0,-79000000.0,0.0,,86000000.0,-545000000.0,-2290000000.0,0.0,778000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q4,2014-10-01,2014-12-31,,-5660000.0,17847000.0,129261000.0,10037000.0,-955839000.0,,351075000.0,167702000.0,86875000.0,-225410000.0,167702000.0,86875000.0,-225410000.0,29167000.0,19284000.0,19284000.0,620768000.0,-273522000.0,,,86000000.0,-168186000.0,85394000.0,4755000.0,255061000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3TTM,2013-10-01,2014-09-30,,29930000.0,-112407847000.0,-282031261000.0,39892000.0,-4569400000.0,,-972842000.0,-3183651000.0,1152098000.0,2026037000.0,-3183651000.0,1152098000.0,2026037000.0,-5516000.0,150809000.0,150809000.0,6374806000.0,257988000.0,-19189000.0,,,431282000.0,-2470596000.0,1799000.0,740005000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3,2014-07-01,2014-09-30,,3623000.0,9693000.0,129084000.0,9562000.0,-3320987000.0,,128147000.0,-660102000.0,-136921000.0,442831000.0,-660102000.0,-136921000.0,442831000.0,-354192000.0,111225000.0,111225000.0,3639408000.0,37533000.0,,,,-147333000.0,-825782000.0,,10412000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 17:30:15+00:00,16660000.0,-15847000.0,385739000.0,29963000.0,-3002161000.0,0.0,561925000.0,-1623702000.0,146125000.0,1305410000.0,-1623702000.0,146125000.0,1305410000.0,-172167000.0,201716000.0,201716000.0,4059232000.0,194522000.0,0.0,,,-376814000.0,-2375394000.0,-4755000.0,522939000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2TTM,2013-07-01,2014-06-30,,45550000.0,-102241540000.0,-165781345000.0,37325000.0,-1978669000.0,,648848000.0,-995554000.0,-57430000.0,1290973000.0,-995554000.0,-57430000.0,1290973000.0,237989000.0,121469000.0,121469000.0,3065298000.0,368964000.0,1617000.0,,,-809835000.0,-2015165000.0,1799000.0,750788000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2,2014-04-01,2014-06-30,,3078000.0,-25559000.0,133597000.0,11609000.0,613691000.0,,226229000.0,-204144000.0,202180000.0,221818000.0,-204144000.0,202180000.0,221818000.0,219854000.0,66455000.0,66455000.0,-473015000.0,98340000.0,,,,-127476000.0,-528741000.0,28000.0,329656000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-03 06:09:00+00:00,13037000.0,-25540000.0,256655000.0,20401000.0,318826000.0,0.0,433778000.0,-963600000.0,283046000.0,862579000.0,-963600000.0,283046000.0,862579000.0,182025000.0,90491000.0,90491000.0,419824000.0,156989000.0,0.0,,,-229481000.0,-1549612000.0,-4755000.0,512527000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 19:42:51+00:00,9959000.0,19000.0,123058000.0,8792000.0,-294865000.0,0.0,207549000.0,-759456000.0,80866000.0,640761000.0,-759456000.0,80866000.0,640761000.0,-37829000.0,24036000.0,24036000.0,892839000.0,58649000.0,,,,-102005000.0,-1020871000.0,-4783000.0,182871000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q1TTM,2013-04-01,2014-03-31,,52981000.0,19000.0,123058000.0,31506000.0,-2052004000.0,,2704798000.0,1969751000.0,-985724000.0,-799993000.0,1969751000.0,-985724000.0,-799993000.0,184034000.0,178474000.0,178474000.0,989050000.0,606545000.0,39824000.0,,,-1481717000.0,-1336809000.0,-4783000.0,456169000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,FY,2015-01-01,2015-12-31,2018-03-02 17:09:48+00:00,2000000.0,30000000.0,431000000.0,53000000.0,-26000000.0,498000000.0,5920000000.0,5483400000.0,-5567000000.0,398000000.0,5483000000.0,-5567000000.0,398000000.0,314000000.0,39000000.0,39000000.0,278000000.0,256400000.0,-4816000000.0,0.0,52000000.0,-799000000.0,-1184000000.0,-7000000.0,48000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q4,2015-10-01,2015-12-31,,22000000.0,-1000000.0,112000000.0,1000000.0,-260000000.0,,4848000000.0,-355600000.0,-89000000.0,461000000.0,-356000000.0,-89000000.0,461000000.0,16000000.0,79000000.0,79000000.0,606000000.0,-4620600000.0,-1000000.0,,13000000.0,-95000000.0,-576000000.0,-7000000.0,7000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-03 17:26:22+00:00,-20000000.0,31000000.0,319000000.0,52000000.0,234000000.0,498000000.0,1072000000.0,5839000000.0,-5478000000.0,-63000000.0,5839000000.0,-5478000000.0,-63000000.0,298000000.0,-40000000.0,-40000000.0,-328000000.0,4877000000.0,-4815000000.0,,39000000.0,-704000000.0,-608000000.0,0.0,41000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3TTM,2014-10-01,2015-09-30,,-25660000.0,48847000.0,448261000.0,62037000.0,-721839000.0,498000000.0,1423075000.0,6006702000.0,-5391125000.0,-288410000.0,6006702000.0,-5391125000.0,-288410000.0,327167000.0,-20716000.0,-20716000.0,292768000.0,4603478000.0,-4815000000.0,,125000000.0,-872186000.0,-522606000.0,4755000.0,296061000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3,2015-07-01,2015-09-30,,-8000000.0,21000000.0,56000000.0,16000000.0,58000000.0,,-4480000000.0,-103000000.0,-90000000.0,227000000.0,-103000000.0,-90000000.0,227000000.0,34000000.0,-66000000.0,-66000000.0,211000000.0,4635000000.0,1000000.0,,16000000.0,-132000000.0,-258000000.0,,41000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-08 17:56:25+00:00,-12000000.0,10000000.0,263000000.0,36000000.0,176000000.0,498000000.0,5552000000.0,5942000000.0,-5388000000.0,-290000000.0,5942000000.0,-5388000000.0,-290000000.0,264000000.0,26000000.0,26000000.0,-539000000.0,242000000.0,-4816000000.0,,23000000.0,-572000000.0,-350000000.0,0.0,0.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2TTM,2014-07-01,2015-06-30,,-14037000.0,37540000.0,521345000.0,55599000.0,-4100826000.0,498000000.0,6031222000.0,5449600000.0,-5438046000.0,-72579000.0,5449600000.0,-5438046000.0,-72579000.0,-61025000.0,156509000.0,156509000.0,3721176000.0,6011000.0,-4816000000.0,,109000000.0,-887519000.0,-1090388000.0,4755000.0,265473000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2,2015-04-01,2015-06-30,,-4938000.0,10609000.0,152856000.0,17881000.0,645700000.0,242000.0,4509287000.0,4525569000.0,-5148650000.0,370307000.0,4525569000.0,-5148650000.0,370307000.0,-252774000.0,74315000.0,74315000.0,-385651000.0,194939000.0,-4816000000.0,,23000000.0,-332650000.0,-178899000.0,,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 17:26:23+00:00,-7062000.0,-609000.0,110144000.0,18119000.0,-469700000.0,497758000.0,1042713000.0,1416431000.0,-239350000.0,-660307000.0,1416431000.0,-239350000.0,-660307000.0,516774000.0,-48315000.0,-48315000.0,-153349000.0,47061000.0,0.0,,,-239350000.0,-171101000.0,0.0,0.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q1TTM,2014-04-01,2015-03-31,,-6021000.0,1372000.0,502086000.0,49327000.0,-4132835000.0,497758000.0,1748164000.0,719887000.0,-87216000.0,-221068000.0,719887000.0,-87216000.0,-221068000.0,411603000.0,148649000.0,148649000.0,3633812000.0,-90588000.0,,,86000000.0,-682345000.0,-1440230000.0,4783000.0,595129000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,FY,2016-01-01,2016-12-31,2018-03-02 17:09:48+00:00,64000000.0,17000000.0,694000000.0,63000000.0,1978000000.0,0.0,5377000000.0,2643000000.0,-3738000000.0,972000000.0,2643000000.0,-3738000000.0,971000000.0,-124000000.0,19000000.0,19000000.0,-1260000000.0,95000000.0,-3600000000.0,0.0,108000000.0,-206000000.0,-2715000000.0,-114000000.0,68000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q4,2016-10-01,2016-12-31,,16000000.0,-12000000.0,184000000.0,15000000.0,-273000000.0,,3598000000.0,3081000000.0,-3678000000.0,392000000.0,3081000000.0,-3678000000.0,391000000.0,-206000000.0,198000000.0,198000000.0,429000000.0,141000000.0,-3564000000.0,,7000000.0,-157000000.0,-658000000.0,,43000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-08 16:44:51+00:00,48000000.0,29000000.0,510000000.0,48000000.0,2251000000.0,,1779000000.0,-438000000.0,-60000000.0,580000000.0,-438000000.0,-60000000.0,580000000.0,82000000.0,-179000000.0,-179000000.0,-1689000000.0,-46000000.0,-36000000.0,0.0,101000000.0,-49000000.0,-2057000000.0,-114000000.0,25000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3TTM,2015-10-01,2016-09-30,,70000000.0,28000000.0,622000000.0,49000000.0,1991000000.0,,6627000000.0,-793600000.0,-149000000.0,1041000000.0,-794000000.0,-149000000.0,1041000000.0,98000000.0,-100000000.0,-100000000.0,-1083000000.0,-4666600000.0,-37000000.0,,114000000.0,-144000000.0,-2633000000.0,-121000000.0,32000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3,2016-07-01,2016-09-30,,16000000.0,1000000.0,171000000.0,17000000.0,1053000000.0,,360000000.0,-754000000.0,-51000000.0,876000000.0,-754000000.0,-51000000.0,876000000.0,71000000.0,45000000.0,45000000.0,-282000000.0,-9000000.0,-37000000.0,,27000000.0,-23000000.0,-1097000000.0,-8000000.0,9000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-07 07:52:30+00:00,32000000.0,28000000.0,339000000.0,31000000.0,1198000000.0,,1419000000.0,316000000.0,-9000000.0,-296000000.0,316000000.0,-9000000.0,-296000000.0,11000000.0,-224000000.0,-224000000.0,-1407000000.0,-37000000.0,1000000.0,0.0,74000000.0,-26000000.0,-960000000.0,-106000000.0,16000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2TTM,2015-07-01,2016-06-30,,46000000.0,48000000.0,507000000.0,48000000.0,996000000.0,,1787000000.0,-142600000.0,-188000000.0,392000000.0,-143000000.0,-188000000.0,392000000.0,61000000.0,-211000000.0,-211000000.0,-590000000.0,-22600000.0,1000000.0,,103000000.0,-253000000.0,-1794000000.0,-113000000.0,64000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2,2016-04-01,2016-06-30,,15000000.0,13000000.0,172000000.0,14000000.0,722000000.0,,589000000.0,86000000.0,42000000.0,35000000.0,86000000.0,42000000.0,35000000.0,163000000.0,-92000000.0,-92000000.0,-662000000.0,-27000000.0,56000000.0,,38000000.0,-11000000.0,-425000000.0,-51000000.0,-3000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 16:58:53+00:00,17000000.0,15000000.0,167000000.0,17000000.0,476000000.0,,830000000.0,230000000.0,-51000000.0,-331000000.0,230000000.0,-51000000.0,-331000000.0,-152000000.0,-132000000.0,-132000000.0,-745000000.0,-10000000.0,-55000000.0,,36000000.0,-15000000.0,-535000000.0,-55000000.0,19000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q1TTM,2015-04-01,2016-03-31,,26062000.0,45609000.0,487856000.0,51881000.0,919700000.0,242000.0,5707287000.0,4296969000.0,-5378650000.0,727307000.0,4296569000.0,-5378650000.0,727307000.0,-354774000.0,-44685000.0,-44685000.0,-313651000.0,199339000.0,-4871000000.0,,88000000.0,-574650000.0,-1547899000.0,-62000000.0,67000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q4,2017-10-01,2017-12-31,,19000000.0,10000000.0,188000000.0,15000000.0,-175000000.0,,0.0,,-1000000.0,55000000.0,-63000000.0,-1000000.0,55000000.0,-9000000.0,41000000.0,41000000.0,120000000.0,0.0,40000000.0,,35000000.0,-71000000.0,0.0,,30000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,FY,2017-01-01,2017-12-31,2018-03-02 17:09:48+00:00,82000000.0,102000000.0,765000000.0,59000000.0,3073000000.0,0.0,2172000000.0,-1366000000.0,-6000000.0,1101000000.0,-1370000000.0,-6000000.0,1102000000.0,-274000000.0,30000000.0,30000000.0,-2291000000.0,-136000000.0,12000000.0,-5000000.0,148000000.0,-105000000.0,-3397000000.0,0.0,87000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3TTM,2016-10-01,2017-09-30,,79000000.0,80000000.0,761000000.0,59000000.0,2975000000.0,,5125000000.0,1774000000.0,-3683000000.0,1438000000.0,1774000000.0,-3683000000.0,1438000000.0,-471000000.0,187000000.0,187000000.0,-1982000000.0,4000000.0,-3592000000.0,-5000000.0,120000000.0,-191000000.0,-3350000000.0,,100000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3YTD,2017-01-01,2017-09-30,2017-11-08 16:44:51+00:00,63000000.0,92000000.0,577000000.0,44000000.0,3248000000.0,,1527000000.0,-1307000000.0,-5000000.0,1046000000.0,-1307000000.0,-5000000.0,1047000000.0,-265000000.0,-11000000.0,-11000000.0,-2411000000.0,-137000000.0,-28000000.0,-5000000.0,113000000.0,-34000000.0,-2692000000.0,0.0,57000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q1,2017-01-01,2017-03-31,2018-05-10 16:18:33+00:00,14000000.0,2000000.0,199000000.0,14000000.0,247000000.0,,249000000.0,-711000000.0,-17000000.0,598000000.0,-711000000.0,-17000000.0,598000000.0,-130000000.0,2000000.0,2000000.0,298000000.0,-53000000.0,-4000000.0,,23000000.0,-13000000.0,-907000000.0,,0.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q1TTM,2016-04-01,2017-03-31,,61000000.0,4000000.0,726000000.0,60000000.0,1749000000.0,,4796000000.0,1702000000.0,-3704000000.0,1901000000.0,1702000000.0,-3704000000.0,1900000000.0,-102000000.0,153000000.0,153000000.0,-217000000.0,52000000.0,-3549000000.0,,95000000.0,-204000000.0,-3087000000.0,-59000000.0,49000000.0
