company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,loansheldforsale,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Nationstar Mortgage Holdings Inc,NSM,,1520566,2011.0,FY,,2011-12-31,2013-03-15 16:33:50+00:00,,62445000.0,0.0,281309000.0,4609000.0,458626000.0,1265868000.0,243480000.0,24073000.0,,923199000.0,,44595000.0,183789000.0,71499000.0,0.0,12370000.0,1787931000.0,281309000.0,281309000.0,281309000.0,1506622000.0,1787931000.0,0.0,,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,FY,,2012-12-31,2014-02-27 21:53:50+00:00,,152649000.0,0.0,552395000.0,12604000.0,1480537000.0,5633766000.0,238907000.0,75026000.0,,4644112000.0,,83238000.0,631431000.0,393190000.0,205287000.0,20026000.0,7126143000.0,757682000.0,757682000.0,757682000.0,6368461000.0,7126143000.0,0.0,152189000.0,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q3,,2012-09-30,2012-11-06 16:17:25+00:00,0.0,430815000.0,0.0,549718000.0,13301000.0,703214000.0,4112085000.0,238178000.0,48714000.0,,4248151000.0,0.0,337797000.0,762268000.0,258858000.0,141528000.0,37835000.0,5941231000.0,691246000.0,691246000.0,691246000.0,5249985000.0,5941231000.0,0.0,,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q2,,2012-06-30,2012-09-11 17:28:25+00:00,-423000.0,15892000.0,0.0,547083000.0,13083000.0,837906000.0,3255687000.0,238173000.0,39090000.0,,3632574000.0,0.0,348672000.0,639839000.0,119512000.0,86461000.0,18911000.0,4896230000.0,633121000.0,633121000.0,633121000.0,4263109000.0,4896230000.0,0.0,,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2012.0,Q1,,2012-03-31,2012-05-15 15:48:33+00:00,,355994000.0,0.0,543155000.0,13148000.0,378561000.0,1272438000.0,241239000.0,25106000.0,,1055860000.0,,64426000.0,241317000.0,108854000.0,50186000.0,7240000.0,2178762000.0,593341000.0,593341000.0,593341000.0,1585421000.0,2178762000.0,0.0,,
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,FY,,2013-12-31,2015-02-27 17:31:32+00:00,1963000.0,441902000.0,0.0,567548000.0,,,6070586000.0,211050000.0,119185000.0,4990000.0,9934547000.0,,5649229000.0,1308450000.0,592747000.0,422341000.0,8526000.0,14026689000.0,984908000.0,984908000.0,989898000.0,13036791000.0,14026689000.0,0.0,2727258000.0,-6944000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q3,,2013-09-30,2013-11-14 17:22:42+00:00,1412000.0,275251000.0,0.0,563195000.0,,3868460000.0,14482912000.0,213381000.0,110199000.0,4990000.0,11566772000.0,,82521000.0,1260499000.0,741689000.0,473248000.0,205849000.0,17068072000.0,1031301000.0,1031301000.0,1036291000.0,16031781000.0,17068072000.0,0.0,292320000.0,-6554000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q2,,2013-06-30,2013-08-09 18:24:59+00:00,1819000.0,385938000.0,0.0,560772000.0,13810000.0,4018241000.0,9114063000.0,257168000.0,100699000.0,4990000.0,6460706000.0,,653120000.0,1222063000.0,405462000.0,391363000.0,46745000.0,11988381000.0,947400000.0,947400000.0,952390000.0,11035991000.0,11988381000.0,0.0,383210000.0,-6554000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q1,,2013-03-31,2013-05-07 17:55:05+00:00,,220039000.0,0.0,557913000.0,8927000.0,1703709000.0,5922683000.0,235915000.0,77407000.0,4990000.0,6279101000.0,,581837000.0,1529898000.0,360467000.0,267903000.0,26895000.0,8885565000.0,819262000.0,819262000.0,824252000.0,8061313000.0,8885565000.0,0.0,,-6554000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,FY,,2014-12-31,2016-03-01 17:30:01+00:00,0.0,299002000.0,0.0,588356000.0,,,7401947000.0,191569000.0,129611000.0,5296000.0,8837981000.0,,1145847000.0,1322078000.0,285530000.0,643059000.0,18525000.0,11112675000.0,1218982000.0,1218982000.0,1224278000.0,9888397000.0,11112675000.0,0.0,1368982000.0,-12433000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3,,2014-09-30,2014-11-06 18:29:26+00:00,0.0,269735000.0,0.0,587839000.0,,1697041000.0,8245250000.0,195432000.0,121635000.0,4877000.0,8210824000.0,,78954000.0,1344895000.0,294044000.0,624057000.0,9621000.0,10877044000.0,1193447000.0,1193447000.0,1198324000.0,9678720000.0,10877044000.0,0.0,88333000.0,-18449000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2,,2014-06-30,2014-08-06 16:32:41+00:00,0.0,623927000.0,0.0,581228000.0,,2224821000.0,8899979000.0,199125000.0,123720000.0,4823000.0,7565943000.0,,80492000.0,1071626000.0,334910000.0,512832000.0,33116000.0,11167774000.0,1077738000.0,1077738000.0,1082561000.0,10085213000.0,11167774000.0,0.0,95328000.0,-16322000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q1,,2014-03-31,2014-05-09 16:47:43+00:00,0.0,404073000.0,0.0,572546000.0,,1741126000.0,9342719000.0,204392000.0,119306000.0,4631000.0,8596257000.0,,82210000.0,1189430000.0,471635000.0,446377000.0,6377000.0,11632563000.0,1007196000.0,1007196000.0,1011827000.0,10620736000.0,11632563000.0,0.0,95774000.0,-11727000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,FY,,2015-12-31,2017-03-09 14:14:25+00:00,,613000000.0,0.0,1106000000.0,,,12222000000.0,174000000.0,143000000.0,9000000.0,13825000000.0,,1326000000.0,1296000000.0,332000000.0,682000000.0,6000000.0,16617000000.0,1758000000.0,1758000000.0,1767000000.0,14850000000.0,16617000000.0,0.0,1530000000.0,-30000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3,,2015-09-30,2015-11-06 17:30:15+00:00,,596607000.0,0.0,1102549000.0,,,12820869000.0,178988000.0,137869000.0,9046000.0,13662275000.0,,1200095000.0,1291528000.0,477232000.0,602961000.0,28525000.0,17036940000.0,1686877000.0,1686877000.0,1695923000.0,15341017000.0,17036940000.0,0.0,1983969000.0,-18633000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2,,2015-06-30,2015-08-03 06:09:00+00:00,,562939000.0,0.0,1098525000.0,,,12831531000.0,182330000.0,134155000.0,7800000.0,14039890000.0,,1334915000.0,1390207000.0,387914000.0,669303000.0,7859000.0,17321503000.0,1749191000.0,1749191000.0,1756991000.0,15564512000.0,17321503000.0,0.0,2014275000.0,-18637000.0
