company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,loansheldforsale,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q1,,2015-03-31,2015-05-06 19:42:51+00:00,0.0,815776000.0,0.0,1092733000.0,,,8389865000.0,185577000.0,131869000.0,6009000.0,9051239000.0,,1151233000.0,1402611000.0,358542000.0,594744000.0,23048000.0,12642368000.0,1669602000.0,1669602000.0,1675611000.0,10966757000.0,12642368000.0,0.0,2099365000.0,-17875000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,FY,,2016-12-31,2018-03-02 17:09:48+00:00,,489000000.0,0.0,1123000000.0,,,15138000000.0,151000000.0,136000000.0,6000000.0,16508000000.0,,1289000000.0,1470000000.0,388000000.0,701000000.0,13000000.0,19593000000.0,1677000000.0,1677000000.0,1683000000.0,17910000000.0,19593000000.0,0.0,1921000000.0,-147000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3,,2016-09-30,2016-11-03 17:26:22+00:00,,695000000.0,0.0,1120000000.0,,,12096000000.0,156000000.0,149000000.0,6000000.0,12544000000.0,,1090000000.0,1164000000.0,336000000.0,503000000.0,14000000.0,15846000000.0,1476000000.0,1476000000.0,1482000000.0,14364000000.0,15846000000.0,0.0,1966000000.0,-147000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2,,2016-06-30,2016-08-08 17:56:25+00:00,,624000000.0,0.0,1114000000.0,,2201000000.0,12743000000.0,159000000.0,142000000.0,9000000.0,12938000000.0,,1187000000.0,1083000000.0,303000000.0,458000000.0,30000000.0,16485000000.0,1433000000.0,1433000000.0,1442000000.0,15043000000.0,16485000000.0,0.0,118000000.0,-139000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,FY,,2017-12-31,2018-08-03 16:35:01+00:00,,215000000.0,0.0,1132000000.0,,,14028000000.0,139000000.0,121000000.0,7000000.0,15605000000.0,,1047000000.0,1234000000.0,,731000000.0,5000000.0,18036000000.0,1715000000.0,1715000000.0,1722000000.0,16314000000.0,18036000000.0,0.0,1956000000.0,-148000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3,,2017-09-30,2017-11-08 16:44:51+00:00,,224000000.0,0.0,1128000000.0,,,14013000000.0,143000000.0,127000000.0,7000000.0,15432000000.0,,1119000000.0,1188000000.0,356000000.0,690000000.0,7000000.0,18004000000.0,1670000000.0,1670000000.0,1677000000.0,16327000000.0,18004000000.0,0.0,1722000000.0,-148000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q2,,2017-06-30,2017-08-07 07:52:30+00:00,,184000000.0,0.0,1123000000.0,,,14300000000.0,148000000.0,133000000.0,7000000.0,15764000000.0,,1184000000.0,1122000000.0,424000000.0,683000000.0,6000000.0,18277000000.0,1658000000.0,1658000000.0,1665000000.0,16612000000.0,18277000000.0,0.0,1624000000.0,-148000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q1,,2017-03-31,2017-05-05 16:58:53+00:00,,443000000.0,0.0,1128000000.0,,,14565000000.0,150000000.0,136000000.0,6000000.0,16154000000.0,,1258000000.0,1221000000.0,304000000.0,703000000.0,14000000.0,18745000000.0,1681000000.0,1681000000.0,1687000000.0,17058000000.0,18745000000.0,0.0,1558000000.0,-150000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q2,,2018-06-30,2018-08-03 16:35:01+00:00,,185000000.0,0.0,1141000000.0,,,12862000000.0,132000000.0,123000000.0,1000000.0,15053000000.0,,1090000000.0,1288000000.0,,949000000.0,9000000.0,17190000000.0,1940000000.0,1940000000.0,1941000000.0,15249000000.0,17190000000.0,0.0,1697000000.0,-150000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q1,,2018-03-31,2018-05-10 16:18:33+00:00,,187000000.0,0.0,1132000000.0,,,13673000000.0,136000000.0,123000000.0,7000000.0,15764000000.0,,1065000000.0,1235000000.0,,891000000.0,9000000.0,17864000000.0,1875000000.0,1875000000.0,1882000000.0,15982000000.0,17864000000.0,0.0,1654000000.0,-148000000.0
