company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othergains,otherinterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Nationstar Mortgage Holdings Inc,NSM,,1520566,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 16:47:43+00:00,0.7,0.7,0.0,0.7,38377000.0,,92374000.0,62616000.0,62616000.0,62616000.0,0.0,-92374000.0,5935000.0,187848000.0,29608000.0,,,125642000.0,242475000.0,,134987000.0,92374000.0,,266564000.0,430323000.0,100993000.0,337949000.0,89500000.0,89293000.0,89942000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,FY,2014-01-01,2014-12-31,2017-03-09 14:14:25+00:00,2.47,2.47,,2.45,65000000.0,,516000000.0,221000000.0,221000000.0,221000000.0,0.0,-336000000.0,,597000000.0,,,180000000.0,708000000.0,1376000000.0,,643000000.0,516000000.0,180000000.0,1351000000.0,1973000000.0,286000000.0,1637000000.0,89500000.0,89521000.0,90020000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q4,2014-10-01,2014-12-31,,0.23,0.23,,0.22,12758000.0,,103305000.0,19397000.0,19397000.0,19284000.0,113000.0,-53503000.0,,145627000.0,,,49802000.0,184336000.0,295963000.0,,171596000.0,103305000.0,49802000.0,355932000.0,441590000.0,32155000.0,388087000.0,89500000.0,89521000.0,90020000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.24,2.24,,2.23,52242000.0,,412695000.0,201603000.0,201603000.0,201716000.0,-113000.0,-282497000.0,,451373000.0,,,130198000.0,523664000.0,1080037000.0,,471404000.0,412695000.0,130198000.0,995068000.0,1531410000.0,253845000.0,1248913000.0,90400000.0,90120000.0,91121000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.67,1.67,,1.65,17209000.0,,573000000.0,150696000.0,150696000.0,150809000.0,-113000.0,-361922000.0,-18797000.0,491070000.0,-29608000.0,,211078000.0,774064000.0,1474798000.0,,651166000.0,573000000.0,211078000.0,1406433000.0,1965868000.0,167905000.0,1603946000.0,90400000.0,90120000.0,91121000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 17:30:15+00:00,1.23,1.23,0.0,1.22,-1700000.0,,116673000.0,111279000.0,111279000.0,111225000.0,54000.0,-73359000.0,,148653000.0,,,43314000.0,166467000.0,361509000.0,,160757000.0,116673000.0,43314000.0,327224000.0,510162000.0,109579000.0,436803000.0,90400000.0,90120000.0,91121000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.01,1.01,,1.01,53942000.0,,296022000.0,90324000.0,90324000.0,90491000.0,-167000.0,-209138000.0,,302720000.0,,,86884000.0,357197000.0,718528000.0,,310647000.0,296022000.0,86884000.0,667844000.0,1021248000.0,144266000.0,812110000.0,89800000.0,89465000.0,90194000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.36,1.36,,1.34,69096000.0,,624542000.0,121302000.0,121302000.0,121469000.0,-167000.0,-392875000.0,-13216000.0,539275000.0,-29608000.0,,231667000.0,795114000.0,1539171000.0,,683667000.0,624542000.0,231667000.0,1465565000.0,2078446000.0,190398000.0,1685571000.0,89800000.0,89465000.0,90194000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q2,2014-04-01,2014-06-30,2015-08-03 06:09:00+00:00,0.74,0.74,0.0,0.74,38941000.0,,139422000.0,66647000.0,66647000.0,66455000.0,192000.0,-96481000.0,,171963000.0,,,42941000.0,192659000.0,376817000.0,,154052000.0,139422000.0,42941000.0,346711000.0,548780000.0,105588000.0,452299000.0,89800000.0,89465000.0,90194000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.0,2.0,,1.97,105824000.0,,603031000.0,178115000.0,178115000.0,178474000.0,-359000.0,-361868000.0,-5935000.0,648804000.0,-29608000.0,,241163000.0,761537000.0,1483458000.0,,701245000.0,603031000.0,241163000.0,1456847000.0,2132262000.0,283939000.0,1770394000.0,89000000.0,89342000.0,90075000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 19:42:51+00:00,0.27,0.27,0.0,0.27,15001000.0,,156600000.0,23677000.0,23677000.0,24036000.0,-359000.0,-112657000.0,,130757000.0,,,43943000.0,164538000.0,341711000.0,,156595000.0,156600000.0,43943000.0,321133000.0,472468000.0,38678000.0,359811000.0,89000000.0,89342000.0,90075000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,FY,2015-01-01,2015-12-31,2018-03-02 17:09:48+00:00,0.38,0.38,,0.37,11000000.0,,605000000.0,43000000.0,43000000.0,39000000.0,4000000.0,-254000000.0,,670000000.0,,,351000000.0,918000000.0,1319000000.0,,763000000.0,605000000.0,351000000.0,1681000000.0,1989000000.0,54000000.0,1735000000.0,102600000.0,103248000.0,103780000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q4,2015-10-01,2015-12-31,,0.85,0.85,,0.84,41525000.0,,165352000.0,78842000.0,78842000.0,78315000.0,527000.0,-58126000.0,,153773000.0,,,107226000.0,224912000.0,434877000.0,,185245000.0,165352000.0,107226000.0,410157000.0,588650000.0,120367000.0,530524000.0,102600000.0,103248000.0,103780000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3,2015-07-01,2015-09-30,2016-11-03 17:26:22+00:00,-0.62,-0.62,,-0.62,-47000000.0,,176000000.0,-65000000.0,-65000000.0,-66000000.0,1000000.0,-63000000.0,,186000000.0,,0.0,113000000.0,245000000.0,211000000.0,,201000000.0,176000000.0,113000000.0,446000000.0,397000000.0,-112000000.0,334000000.0,106500000.0,107568000.0,107568000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3YTD,2015-01-01,2015-09-30,,-0.47,-0.47,,-0.47,-30525000.0,,439648000.0,-35842000.0,-35842000.0,-39315000.0,3473000.0,-195874000.0,,516227000.0,,,243774000.0,693088000.0,884123000.0,,577755000.0,439648000.0,243774000.0,1270843000.0,1400350000.0,-66367000.0,1204476000.0,106500000.0,107568000.0,107568000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q3TTM,2014-10-01,2015-09-30,,-0.24,-0.24,,-0.25,-17767000.0,,542953000.0,-16445000.0,-16445000.0,-20031000.0,3586000.0,-249377000.0,,661854000.0,,,293576000.0,877424000.0,1180086000.0,,749351000.0,542953000.0,293576000.0,1626775000.0,1841940000.0,-34212000.0,1592563000.0,106500000.0,107568000.0,107568000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2,2015-04-01,2015-06-30,2016-08-08 17:56:25+00:00,0.69,0.69,,0.69,44000000.0,,148000000.0,76000000.0,76000000.0,75000000.0,1000000.0,-61000000.0,,164000000.0,,,87000000.0,243000000.0,458000000.0,,198000000.0,148000000.0,87000000.0,441000000.0,622000000.0,120000000.0,561000000.0,108700000.0,107521000.0,107889000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.15,0.15,,0.15,16475000.0,,263648000.0,29158000.0,29158000.0,26685000.0,2473000.0,-132874000.0,,330227000.0,,,130774000.0,448088000.0,673123000.0,,376755000.0,263648000.0,130774000.0,824843000.0,1003350000.0,45633000.0,870476000.0,108700000.0,107521000.0,107889000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.61,1.61,,1.59,27533000.0,,483626000.0,159834000.0,159834000.0,157194000.0,2640000.0,-259736000.0,,624507000.0,,,223890000.0,798891000.0,1330595000.0,,709108000.0,483626000.0,223890000.0,1507999000.0,1955102000.0,187367000.0,1695366000.0,108700000.0,107521000.0,107889000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 17:26:23+00:00,-0.54,-0.54,0.0,-0.54,-27525000.0,,115648000.0,-46842000.0,-46842000.0,-48315000.0,1473000.0,-71874000.0,,166227000.0,0.0,,43774000.0,205088000.0,215123000.0,,178755000.0,115648000.0,43774000.0,383843000.0,381350000.0,-74367000.0,309476000.0,89911000.0,89500000.0,89500000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.66,1.66,,1.64,22474000.0,,475048000.0,150481000.0,150481000.0,148649000.0,1832000.0,-295217000.0,,632470000.0,,,179831000.0,748550000.0,1249412000.0,,665160000.0,475048000.0,179831000.0,1413710000.0,1881882000.0,172955000.0,1586665000.0,89911000.0,89500000.0,89500000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,FY,2016-01-01,2016-12-31,2018-03-02 17:09:48+00:00,0.19,0.19,,0.19,13000000.0,,665000000.0,16000000.0,16000000.0,19000000.0,-3000000.0,-240000000.0,,793000000.0,,,425000000.0,833000000.0,1122000000.0,,813000000.0,665000000.0,425000000.0,1646000000.0,1915000000.0,29000000.0,1675000000.0,100000000.0,99765000.0,100645000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q4,2016-10-01,2016-12-31,,1.93,1.93,,1.93,119000000.0,,172000000.0,198000000.0,198000000.0,198000000.0,,-60000000.0,,174000000.0,,,112000000.0,212000000.0,615000000.0,,200000000.0,172000000.0,112000000.0,412000000.0,789000000.0,317000000.0,729000000.0,100000000.0,99765000.0,100645000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3,2016-07-01,2016-09-30,2017-11-08 16:44:51+00:00,0.46,0.46,,0.46,29000000.0,,165000000.0,42000000.0,42000000.0,45000000.0,-3000000.0,-62000000.0,,232000000.0,,,103000000.0,198000000.0,310000000.0,,211000000.0,165000000.0,103000000.0,409000000.0,542000000.0,71000000.0,480000000.0,97800000.0,97461000.0,98354000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3YTD,2016-01-01,2016-09-30,,-1.74,-1.74,,-1.74,-106000000.0,,493000000.0,-182000000.0,-182000000.0,-179000000.0,-3000000.0,-180000000.0,,619000000.0,,,313000000.0,621000000.0,507000000.0,,613000000.0,493000000.0,313000000.0,1234000000.0,1126000000.0,-288000000.0,946000000.0,97800000.0,97461000.0,98354000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q3TTM,2015-10-01,2016-09-30,,-0.89,-0.89,,-0.9,-64475000.0,,658352000.0,-103158000.0,-103158000.0,-100685000.0,-2473000.0,-238126000.0,,772773000.0,,,420226000.0,845912000.0,941877000.0,,798245000.0,658352000.0,420226000.0,1644157000.0,1714650000.0,-167633000.0,1476524000.0,97800000.0,97461000.0,98354000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2,2016-04-01,2016-06-30,2017-08-07 07:52:30+00:00,-0.92,-0.92,,-0.92,-53000000.0,,167000000.0,-91000000.0,-91000000.0,-92000000.0,1000000.0,-60000000.0,,216000000.0,,0.0,107000000.0,208000000.0,113000000.0,,205000000.0,167000000.0,107000000.0,413000000.0,329000000.0,-144000000.0,269000000.0,100055000.0,100000000.0,100000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2YTD,2016-01-01,2016-06-30,,-2.2,-2.2,,-2.2,-135000000.0,,328000000.0,-224000000.0,-224000000.0,-224000000.0,,-118000000.0,,387000000.0,,,210000000.0,423000000.0,197000000.0,,402000000.0,328000000.0,210000000.0,825000000.0,584000000.0,-359000000.0,466000000.0,100055000.0,100000000.0,100000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q2TTM,2015-07-01,2016-06-30,,-1.97,-1.97,,-1.98,-140475000.0,,669352000.0,-210158000.0,-210158000.0,-211685000.0,1527000.0,-239126000.0,,726773000.0,,,430226000.0,892912000.0,842877000.0,,788245000.0,669352000.0,430226000.0,1681157000.0,1569650000.0,-350633000.0,1330524000.0,100055000.0,100000000.0,100000000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 16:58:53+00:00,-1.28,-1.28,,-1.28,-82000000.0,,161000000.0,-133000000.0,-133000000.0,-132000000.0,-1000000.0,-58000000.0,,171000000.0,,0.0,103000000.0,215000000.0,84000000.0,,197000000.0,161000000.0,103000000.0,412000000.0,255000000.0,-215000000.0,197000000.0,103100000.0,103098000.0,103098000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2016.0,Q1TTM,2015-04-01,2016-03-31,,-0.36,-0.36,,-0.37,-43475000.0,,650352000.0,-43158000.0,-43158000.0,-44685000.0,1527000.0,-240126000.0,,674773000.0,,,410226000.0,927912000.0,1187877000.0,,781245000.0,650352000.0,410226000.0,1709157000.0,1862650000.0,-86633000.0,1622524000.0,103100000.0,103098000.0,103098000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q4,2017-10-01,2017-12-31,,0.42,0.42,,0.41,17000000.0,,169000000.0,41000000.0,41000000.0,41000000.0,,-7000000.0,,142000000.0,,,162000000.0,187000000.0,295000000.0,,185000000.0,169000000.0,162000000.0,372000000.0,437000000.0,58000000.0,430000000.0,96800000.0,97696000.0,98803000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,FY,2017-01-01,2017-12-31,2018-03-02 17:09:48+00:00,0.31,0.31,,0.3,13000000.0,,731000000.0,31000000.0,31000000.0,30000000.0,1000000.0,-134000000.0,,607000000.0,,,597000000.0,730000000.0,1043000000.0,,742000000.0,731000000.0,597000000.0,1472000000.0,1650000000.0,44000000.0,1516000000.0,96800000.0,97696000.0,98803000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3YTD,2017-01-01,2017-09-30,,-0.11,-0.11,,-0.11,-4000000.0,,562000000.0,-10000000.0,-10000000.0,-11000000.0,1000000.0,-127000000.0,,465000000.0,,,435000000.0,543000000.0,748000000.0,,557000000.0,562000000.0,435000000.0,1100000000.0,1213000000.0,-14000000.0,1086000000.0,100000000.0,97706000.0,98694000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3TTM,2016-10-01,2017-09-30,,1.82,1.82,,1.82,115000000.0,,734000000.0,188000000.0,188000000.0,187000000.0,1000000.0,-187000000.0,,639000000.0,,,547000000.0,755000000.0,1363000000.0,,757000000.0,734000000.0,547000000.0,1512000000.0,2002000000.0,303000000.0,1815000000.0,100000000.0,97706000.0,98694000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q3,2017-07-01,2017-09-30,2017-11-08 16:44:51+00:00,0.07,0.07,,0.07,5000000.0,,181000000.0,7000000.0,7000000.0,7000000.0,0.0,-24000000.0,,154000000.0,,,157000000.0,187000000.0,252000000.0,,183000000.0,181000000.0,157000000.0,370000000.0,406000000.0,12000000.0,382000000.0,100000000.0,97706000.0,98694000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q2,2017-04-01,2017-06-30,2018-08-03 16:35:01+00:00,-0.2,-0.2,,-0.2,-10000000.0,,188000000.0,-19000000.0,-19000000.0,-20000000.0,1000000.0,-49000000.0,,167000000.0,,,139000000.0,178000000.0,213000000.0,,182000000.0,188000000.0,139000000.0,360000000.0,380000000.0,-29000000.0,331000000.0,100000000.0,97752000.0,97752000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q2YTD,2017-01-01,2017-06-30,,-0.18,-0.18,,-0.18,-9000000.0,,381000000.0,-17000000.0,-17000000.0,-18000000.0,1000000.0,-103000000.0,,311000000.0,,,278000000.0,356000000.0,496000000.0,,374000000.0,381000000.0,278000000.0,730000000.0,807000000.0,-26000000.0,704000000.0,100000000.0,97752000.0,97752000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.21,2.21,,2.21,139000000.0,,718000000.0,223000000.0,223000000.0,225000000.0,-2000000.0,-225000000.0,,717000000.0,,,493000000.0,766000000.0,1421000000.0,,785000000.0,718000000.0,493000000.0,1551000000.0,2138000000.0,362000000.0,1913000000.0,100000000.0,97752000.0,97752000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q1,2017-01-01,2017-03-31,2018-05-10 16:18:33+00:00,0.02,0.02,,0.02,1000000.0,,193000000.0,2000000.0,2000000.0,2000000.0,0.0,-54000000.0,,144000000.0,,,139000000.0,178000000.0,283000000.0,,192000000.0,193000000.0,139000000.0,370000000.0,427000000.0,3000000.0,373000000.0,100000000.0,97591000.0,98803000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.49,1.49,,1.49,96000000.0,,697000000.0,151000000.0,151000000.0,153000000.0,-2000000.0,-236000000.0,,766000000.0,,,461000000.0,796000000.0,1321000000.0,,808000000.0,697000000.0,461000000.0,1604000000.0,2087000000.0,247000000.0,1851000000.0,100000000.0,97591000.0,98803000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q2YTD,2018-01-01,2018-06-30,,2.22,2.22,,2.2,67000000.0,,335000000.0,218000000.0,218000000.0,218000000.0,,-50000000.0,,251000000.0,,,285000000.0,340000000.0,781000000.0,,357000000.0,335000000.0,285000000.0,697000000.0,1032000000.0,285000000.0,982000000.0,98300000.0,98203000.0,99130000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q2TTM,2017-07-01,2018-06-30,,2.71,2.71,,2.68,89000000.0,,685000000.0,266000000.0,266000000.0,266000000.0,,-81000000.0,,547000000.0,,,604000000.0,714000000.0,1328000000.0,,725000000.0,685000000.0,604000000.0,1439000000.0,1875000000.0,355000000.0,1794000000.0,98300000.0,98203000.0,99130000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q2,2018-04-01,2018-06-30,2018-08-03 16:35:01+00:00,0.59,0.59,,0.59,21000000.0,,164000000.0,58000000.0,58000000.0,58000000.0,0.0,-24000000.0,,127000000.0,,,140000000.0,164000000.0,317000000.0,,177000000.0,164000000.0,140000000.0,341000000.0,444000000.0,79000000.0,420000000.0,98300000.0,98203000.0,99130000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.92,1.92,,1.89,58000000.0,,709000000.0,189000000.0,189000000.0,188000000.0,1000000.0,-106000000.0,,587000000.0,,,603000000.0,728000000.0,1224000000.0,,730000000.0,709000000.0,603000000.0,1458000000.0,1811000000.0,247000000.0,1705000000.0,98200000.0,97873000.0,99111000.0
Nationstar Mortgage Holdings Inc,NSM,,1520566,2018.0,Q1,2018-01-01,2018-03-31,2018-05-10 16:18:33+00:00,1.63,1.63,,1.61,46000000.0,,171000000.0,160000000.0,160000000.0,160000000.0,0.0,-26000000.0,,124000000.0,,,145000000.0,176000000.0,464000000.0,,180000000.0,171000000.0,145000000.0,356000000.0,588000000.0,206000000.0,562000000.0,98200000.0,97873000.0,99111000.0
