company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Equity Residential,EQR,,906107,2015.0,Q4,2015-10-01,2015-12-31,,0.55,0.55,0.55,181033000.0,0.56,,219000.0,466000.0,110541000.0,213720000.0,213673000.0,47000.0,202989000.0,9234000.0,-113142000.0,135767000.0,,40079000.0,3067000.0,701219000.0,99438000.0,1974000.0,1497000.0,,113608000.0,466000.0,416238000.0,703193000.0,173813000.0,590051000.0,364300000.0,363498000.0,380620000.0
Equity Residential,EQR,,906107,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 16:17:45+00:00,0.54,0.54,0.5525,196059000.0,0.53,,329000.0,256000.0,114298000.0,205456000.0,205375000.0,81000.0,195859000.0,8764000.0,-116649000.0,142477000.0,,65898000.0,2607000.0,694245000.0,101298000.0,2044000.0,833000.0,,116905000.0,256000.0,439834000.0,696289000.0,139806000.0,579640000.0,362700000.0,363579000.0,380663000.0
Equity Residential,EQR,,906107,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.82,1.82,1.66,584862000.0,1.8,,698000.0,6906000.0,333946000.0,694298000.0,693948000.0,350000.0,660288000.0,28664000.0,-334774000.0,429599000.0,,310079000.0,7734000.0,2035359000.0,307970000.0,6413000.0,5346000.0,,341680000.0,6906000.0,1322431000.0,2041772000.0,384567000.0,1706998000.0,362700000.0,363579000.0,380663000.0
Equity Residential,EQR,,906107,2015.0,Q3TTM,2014-10-01,2015-09-30,,2.42,2.42,2.16,777951000.0,2.39,,946000.0,8155000.0,444182000.0,921339000.0,920907000.0,432000.0,876991000.0,37966000.0,-446295000.0,565595000.0,,399900000.0,10268000.0,2698178000.0,394638000.0,8254000.0,6382000.0,,454450000.0,8155000.0,1738184000.0,2706432000.0,521953000.0,2260137000.0,362700000.0,363579000.0,380663000.0
Equity Residential,EQR,,906107,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 16:11:54+00:00,0.79,0.79,0.5525,194282000.0,0.78,,326000.0,6481000.0,110866000.0,298618000.0,298504000.0,114000.0,285587000.0,12198000.0,-106923000.0,139797000.0,,161268000.0,2538000.0,676508000.0,100548000.0,2604000.0,833000.0,,113404000.0,6481000.0,434627000.0,679112000.0,137562000.0,572189000.0,361500000.0,363476000.0,380491000.0
Equity Residential,EQR,,906107,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.28,1.28,1.11,388803000.0,1.27,,369000.0,6650000.0,219648000.0,488842000.0,488573000.0,269000.0,464429000.0,19900000.0,-218125000.0,287122000.0,,244181000.0,5127000.0,1341114000.0,206672000.0,4369000.0,4513000.0,,224775000.0,6650000.0,882597000.0,1345483000.0,244761000.0,1127358000.0,361500000.0,363476000.0,380491000.0
Equity Residential,EQR,,906107,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.49,2.49,2.11,772361000.0,2.47,,877000.0,8475000.0,448135000.0,947073000.0,946784000.0,289000.0,901839000.0,38648000.0,-449949000.0,561664000.0,,447519000.0,10289000.0,2665934000.0,390105000.0,8287000.0,6586000.0,,458424000.0,8475000.0,1724130000.0,2674221000.0,500142000.0,2224272000.0,361500000.0,363476000.0,380491000.0
Equity Residential,EQR,,906107,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 16:12:10+00:00,0.49,0.49,0.5525,194521000.0,0.49,,43000.0,169000.0,108782000.0,190224000.0,190069000.0,155000.0,178842000.0,7702000.0,-111202000.0,147325000.0,,82913000.0,2589000.0,664606000.0,106124000.0,1765000.0,3680000.0,,111371000.0,169000.0,447970000.0,666371000.0,107199000.0,555169000.0,365000000.0,363098000.0,380327000.0
Equity Residential,EQR,,906107,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.01,2.01,2.05,768215000.0,2.0,,1197000.0,4026000.0,453193000.0,766175000.0,765490000.0,685000.0,727906000.0,31480000.0,-460052000.0,557804000.0,,294362000.0,10885000.0,2639192000.0,389281000.0,8485000.0,6789000.0,,464078000.0,4026000.0,1715300000.0,2647677000.0,472325000.0,2187625000.0,365000000.0,363098000.0,380327000.0
Equity Residential,EQR,,906107,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:17:35+00:00,11.75,11.75,13.015,705649000.0,11.68,0.0,1613000.0,65773000.0,482246000.0,4480104000.0,4479586000.0,518000.0,4289072000.0,187941000.0,-429106000.0,488838000.0,,4064587000.0,12633000.0,2422233000.0,385595000.0,3567000.0,3091000.0,,494879000.0,65773000.0,1580082000.0,2425800000.0,416612000.0,1996694000.0,365000000.0,365002000.0,381992000.0
Equity Residential,EQR,,906107,2016.0,Q4,2016-10-01,2016-12-31,,0.74,0.74,-12.51,177407000.0,0.77,,424000.0,681000.0,95930000.0,302381000.0,301987000.0,394000.0,276477000.0,25131000.0,-97882000.0,115147000.0,,172111000.0,2633000.0,605273000.0,84753000.0,216000.0,773000.0,,98563000.0,681000.0,377307000.0,605489000.0,130300000.0,507607000.0,365000000.0,365002000.0,381992000.0
Equity Residential,EQR,,906107,2016.0,Q3,2016-07-01,2016-09-30,2017-11-01 16:23:56+00:00,0.57,0.57,3.50375,179230000.0,0.56,,426000.0,5509000.0,86352000.0,217492000.0,217246000.0,246000.0,207543000.0,9176000.0,-83104000.0,123733000.0,,101823000.0,2261000.0,605856000.0,104158000.0,218000.0,773000.0,,88613000.0,5509000.0,407121000.0,606074000.0,115849000.0,522970000.0,364100000.0,365109000.0,382373000.0
Equity Residential,EQR,,906107,2016.0,Q3YTD,2016-01-01,2016-09-30,,11.01,11.01,12.51,528242000.0,10.91,,1189000.0,65092000.0,386316000.0,4177723000.0,4177599000.0,124000.0,4012595000.0,162810000.0,-331224000.0,373691000.0,,3892476000.0,10000000.0,1816960000.0,300842000.0,3351000.0,2318000.0,,396316000.0,65092000.0,1202775000.0,1820311000.0,286312000.0,1489087000.0,364100000.0,365109000.0,382373000.0
Equity Residential,EQR,,906107,2016.0,Q3TTM,2015-10-01,2016-09-30,,11.56,11.56,13.06,709275000.0,11.47,,1408000.0,65558000.0,496857000.0,4391443000.0,4391272000.0,171000.0,4215584000.0,172044000.0,-444366000.0,509458000.0,,3932555000.0,13067000.0,2518179000.0,400280000.0,5325000.0,3815000.0,,509924000.0,65558000.0,1619013000.0,2523504000.0,460125000.0,2079138000.0,364100000.0,365109000.0,382373000.0
Equity Residential,EQR,,906107,2016.0,Q2,2016-04-01,2016-06-30,2017-08-04 06:18:49+00:00,0.6,0.6,0.50375,176127000.0,0.59,,413000.0,56525000.0,86472000.0,228400000.0,228365000.0,35000.0,218067000.0,9561000.0,-32292000.0,117298000.0,,56556000.0,2345000.0,594939000.0,97215000.0,215000.0,772000.0,,88817000.0,56525000.0,390640000.0,595154000.0,172222000.0,562862000.0,363400000.0,365047000.0,382065000.0
Equity Residential,EQR,,906107,2016.0,Q2YTD,2016-01-01,2016-06-30,,10.44,10.44,9.01,349012000.0,10.35,,763000.0,59583000.0,299964000.0,3960231000.0,3960353000.0,-122000.0,3805052000.0,153634000.0,-248120000.0,249958000.0,,3790653000.0,7739000.0,1211104000.0,196684000.0,3133000.0,1545000.0,,307703000.0,59583000.0,795654000.0,1214237000.0,170463000.0,966117000.0,363400000.0,365047000.0,382065000.0
Equity Residential,EQR,,906107,2016.0,Q2TTM,2015-07-01,2016-06-30,,11.53,11.53,10.11,726104000.0,11.44,,1311000.0,60305000.0,524803000.0,4379407000.0,4379401000.0,6000.0,4203900000.0,171632000.0,-477911000.0,528202000.0,,3896630000.0,13413000.0,2606568000.0,397420000.0,7151000.0,3875000.0,,538216000.0,60305000.0,1651726000.0,2613719000.0,484082000.0,2135808000.0,363400000.0,365047000.0,382065000.0
Equity Residential,EQR,,906107,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 16:20:55+00:00,9.84,9.84,8.50375,172885000.0,9.76,,350000.0,3058000.0,213492000.0,3731831000.0,3731988000.0,-157000.0,3586985000.0,144073000.0,-215828000.0,132660000.0,,3734097000.0,5394000.0,616165000.0,99469000.0,2918000.0,773000.0,,218886000.0,3058000.0,405014000.0,619083000.0,-1759000.0,403255000.0,364500000.0,364592000.0,382243000.0
Equity Residential,EQR,,906107,2016.0,Q1TTM,2015-04-01,2016-03-31,,11.72,11.72,10.16,744259000.0,11.63,,1224000.0,10261000.0,549197000.0,4449625000.0,4449540000.0,85000.0,4271420000.0,174269000.0,-552542000.0,550701000.0,,4001342000.0,13606000.0,2688137000.0,400753000.0,9540000.0,3936000.0,,562803000.0,10261000.0,1695713000.0,2697677000.0,449422000.0,2145135000.0,364500000.0,364592000.0,382243000.0
Equity Residential,EQR,,906107,2017.0,FY,2017-01-01,2017-12-31,2020-02-20 16:16:57+00:00,1.64,1.64,2.015,743749000.0,1.63,1693000.0,478000.0,6136000.0,383890000.0,628381000.0,628381000.0,,600363000.0,24927000.0,-386280000.0,490774000.0,,15797000.0,8526000.0,2470689000.0,235848000.0,717000.0,3091000.0,,392416000.0,6136000.0,1472064000.0,2471406000.0,613062000.0,2085126000.0,366100000.0,366968000.0,382678000.0
Equity Residential,EQR,,906107,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 16:13:20+00:00,0.37,0.37,0.50375,184100000.0,0.37,,228000.0,3945000.0,91145000.0,144196000.0,144196000.0,,137457000.0,5967000.0,-89264000.0,125582000.0,,16930000.0,2064000.0,623951000.0,97682000.0,,772000.0,,93209000.0,3945000.0,407364000.0,623951000.0,127494000.0,534687000.0,371500000.0,366996000.0,382945000.0
Equity Residential,EQR,,906107,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 16:16:54+00:00,0.39,0.39,0.50375,178968000.0,0.39,,262000.0,601000.0,106210000.0,149941000.0,149941000.0,,142969000.0,6199000.0,-107905000.0,124860000.0,,54827000.0,2296000.0,603920000.0,96991000.0,180000.0,773000.0,,108506000.0,601000.0,400819000.0,604100000.0,95376000.0,496195000.0,366600000.0,366605000.0,382280000.0
Equity Residential,EQR,,906107,2017.0,Q1TTM,2016-04-01,2017-03-31,,2.3,2.3,-8.0,711732000.0,2.31,,1525000.0,63316000.0,374964000.0,898214000.0,897539000.0,675000.0,845056000.0,50067000.0,-321183000.0,481038000.0,,385317000.0,9535000.0,2409988000.0,383117000.0,829000.0,3091000.0,,384499000.0,63316000.0,1575887000.0,2410817000.0,513747000.0,2089634000.0,366600000.0,366605000.0,382280000.0
Equity Residential,EQR,,906107,2018.0,FY,2018-01-01,2018-12-31,2020-02-20 16:16:57+00:00,1.78,1.78,2.16,785725000.0,1.77,702000.0,878000.0,15317000.0,413360000.0,685192000.0,685192000.0,,654445000.0,27657000.0,-409353000.0,521820000.0,,-2680000.0,11310000.0,2577681000.0,172084000.0,753000.0,3090000.0,,424670000.0,15317000.0,1480331000.0,2578434000.0,688750000.0,2169081000.0,367700000.0,368052000.0,383695000.0
Equity Residential,EQR,,906107,2018.0,Q4,2018-10-01,2018-12-31,,0.32,0.32,,201856000.0,0.31,,111000.0,457000.0,91906000.0,122388000.0,122388000.0,,116415000.0,5201000.0,-93705000.0,130158000.0,,-682000.0,2256000.0,652553000.0,103843000.0,190000.0,772000.0,,94162000.0,457000.0,435857000.0,652743000.0,123181000.0,559038000.0,367700000.0,368052000.0,383695000.0
Equity Residential,EQR,,906107,2018.0,Q3,2018-07-01,2018-09-30,2019-10-30 16:13:07+00:00,0.58,0.58,,194618000.0,0.58,702000.0,280000.0,7864000.0,111219000.0,223846000.0,223846000.0,,214164000.0,8909000.0,-106631000.0,132788000.0,,-985000.0,3276000.0,652677000.0,-6983000.0,190000.0,773000.0,,114495000.0,7864000.0,321125000.0,652867000.0,225111000.0,546236000.0,369200000.0,368028000.0,383884000.0
Equity Residential,EQR,,906107,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.46,1.46,,583869000.0,1.46,702000.0,767000.0,14860000.0,321454000.0,562804000.0,562804000.0,,538030000.0,22456000.0,-315648000.0,391662000.0,,-1998000.0,9054000.0,1925128000.0,68241000.0,563000.0,2318000.0,,330508000.0,14860000.0,1044474000.0,1925691000.0,565569000.0,1610043000.0,369200000.0,368028000.0,383884000.0
Equity Residential,EQR,,906107,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 16:14:48+00:00,0.31,0.31,,192942000.0,0.31,,274000.0,1116000.0,94131000.0,118410000.0,118410000.0,,112830000.0,4808000.0,-95114000.0,127228000.0,,-36000.0,2099000.0,639620000.0,105804000.0,188000.0,772000.0,,96230000.0,1116000.0,425974000.0,639808000.0,118720000.0,544694000.0,364000000.0,367930000.0,383423000.0
Equity Residential,EQR,,906107,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.88,0.88,,389251000.0,0.88,,487000.0,6996000.0,210235000.0,338958000.0,338958000.0,,323866000.0,13547000.0,-209017000.0,258874000.0,,-1013000.0,5778000.0,1272451000.0,75224000.0,373000.0,1545000.0,,216013000.0,6996000.0,723349000.0,1272824000.0,340458000.0,1063807000.0,364000000.0,367930000.0,383423000.0
Equity Residential,EQR,,906107,2018.0,Q1,2018-01-01,2018-03-31,2019-05-06 16:13:30+00:00,0.57,0.57,,196309000.0,0.57,,213000.0,5880000.0,116104000.0,220548000.0,220548000.0,,211036000.0,8739000.0,-113903000.0,131646000.0,,-977000.0,3679000.0,632831000.0,-30580000.0,185000.0,773000.0,,119783000.0,5880000.0,297375000.0,633016000.0,221738000.0,519113000.0,370200000.0,367800000.0,383018000.0
Equity Residential,EQR,,906107,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.82,1.82,-0.5,761090000.0,1.81,1693000.0,429000.0,11415000.0,393784000.0,698988000.0,698988000.0,,668430000.0,27467000.0,-392278000.0,497560000.0,,-40007000.0,9909000.0,2499600000.0,108277000.0,722000.0,3091000.0,,403693000.0,11415000.0,1368620000.0,2500322000.0,739424000.0,2108044000.0,370200000.0,367800000.0,383018000.0
Equity Residential,EQR,,906107,2019.0,Q4,2019-10-01,2019-12-31,,0.78,0.78,,214882000.0,0.78,,-3030000.0,596000.0,100300000.0,301306000.0,301306000.0,,288992000.0,11542000.0,-102710000.0,130987000.0,,-994000.0,3006000.0,683895000.0,-63930000.0,24000.0,772000.0,,103306000.0,596000.0,281939000.0,683919000.0,299270000.0,581209000.0,370600000.0,370461000.0,386333000.0
Equity Residential,EQR,,906107,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 16:16:57+00:00,2.61,2.61,,831083000.0,2.6,,-2281000.0,2817000.0,390076000.0,1009708000.0,1009708000.0,,967287000.0,39331000.0,-398929000.0,542189000.0,,67989000.0,11670000.0,2700691000.0,-10564000.0,384000.0,3090000.0,,401746000.0,2817000.0,1362708000.0,2701075000.0,939438000.0,2302146000.0,370600000.0,370461000.0,386333000.0
Equity Residential,EQR,,906107,2019.0,Q3,2019-07-01,2019-09-30,2019-10-30 16:13:07+00:00,0.72,0.72,,211478000.0,0.71,0.0,265000.0,631000.0,85936000.0,277846000.0,277846000.0,,266333000.0,10740000.0,-88186000.0,136906000.0,,747000.0,2881000.0,685120000.0,-28789000.0,25000.0,773000.0,,88817000.0,631000.0,319595000.0,685145000.0,277364000.0,596959000.0,369900000.0,370768000.0,386896000.0
Equity Residential,EQR,,906107,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.83,1.83,,616201000.0,1.82,,749000.0,2221000.0,289776000.0,708402000.0,708402000.0,,678295000.0,27789000.0,-296219000.0,411202000.0,,68983000.0,8664000.0,2016796000.0,53366000.0,360000.0,2318000.0,,298440000.0,2221000.0,1080769000.0,2017156000.0,640168000.0,1720937000.0,369900000.0,370768000.0,386896000.0
Equity Residential,EQR,,906107,2019.0,Q3TTM,2018-10-01,2019-09-30,,2.15,2.15,,818057000.0,2.13,,860000.0,2678000.0,381682000.0,830790000.0,830790000.0,,794710000.0,32990000.0,-389924000.0,541360000.0,,68301000.0,10920000.0,2669349000.0,157209000.0,550000.0,3090000.0,,392602000.0,2678000.0,1516626000.0,2669899000.0,763349000.0,2279975000.0,369900000.0,370768000.0,386896000.0
Equity Residential,EQR,,906107,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.11,1.11,,404723000.0,1.11,,484000.0,1590000.0,203840000.0,430556000.0,430556000.0,,411962000.0,17049000.0,-208033000.0,274296000.0,,68236000.0,5783000.0,1331676000.0,82155000.0,335000.0,1545000.0,,209623000.0,1590000.0,761174000.0,1332011000.0,362804000.0,1123978000.0,371300000.0,370342000.0,386107000.0
Equity Residential,EQR,,906107,2019.0,Q2TTM,2018-07-01,2019-06-30,,2.01,2.01,,801197000.0,2.0,702000.0,875000.0,9911000.0,406965000.0,776790000.0,776790000.0,,742541000.0,31159000.0,-408369000.0,537242000.0,,66569000.0,11315000.0,2636906000.0,179015000.0,715000.0,3090000.0,,418280000.0,9911000.0,1518156000.0,2637621000.0,711096000.0,2229252000.0,371300000.0,370342000.0,386107000.0
Equity Residential,EQR,,906107,2019.0,Q2,2019-04-01,2019-06-30,2019-08-02 16:14:48+00:00,0.83,0.83,,200508000.0,0.83,,246000.0,1009000.0,108902000.0,321299000.0,321299000.0,,308196000.0,12331000.0,-111540000.0,132830000.0,,68942000.0,3647000.0,669374000.0,-27964000.0,143000.0,772000.0,,112549000.0,1009000.0,305374000.0,669517000.0,252603000.0,557977000.0,371300000.0,370342000.0,386107000.0
Equity Residential,EQR,,906107,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 16:15:35+00:00,0.28,0.28,,204215000.0,0.28,,238000.0,581000.0,94938000.0,109257000.0,109257000.0,,103766000.0,4718000.0,-96493000.0,141466000.0,,-706000.0,2136000.0,662302000.0,110119000.0,192000.0,773000.0,,97074000.0,581000.0,455800000.0,662494000.0,110201000.0,566001000.0,370600000.0,369558000.0,385184000.0
Equity Residential,EQR,,906107,2019.0,Q1TTM,2018-04-01,2019-03-31,,1.49,1.49,,793631000.0,1.48,702000.0,903000.0,10018000.0,392194000.0,573901000.0,573901000.0,,547175000.0,23636000.0,-391943000.0,531640000.0,,-2409000.0,9767000.0,2607152000.0,312783000.0,760000.0,3090000.0,,401961000.0,10018000.0,1638756000.0,2607912000.0,577213000.0,2215969000.0,370600000.0,369558000.0,385184000.0
Equity Residential,EQR,,906107,2020.0,Q1TTM,2019-04-01,2020-03-31,,3.16,3.16,,839290000.0,3.15,,-2466000.0,4172000.0,380728000.0,1233122000.0,1233122000.0,,1171354000.0,58678000.0,-388131000.0,544248000.0,,67538000.0,11575000.0,2720694000.0,-213877000.0,216000.0,3090000.0,,392303000.0,4172000.0,1169661000.0,2720910000.0,1163118000.0,2332779000.0,370900000.0,371582000.0,386949000.0
Equity Residential,EQR,,906107,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 16:15:35+00:00,0.83,0.83,,212422000.0,0.83,,53000.0,1936000.0,85590000.0,332671000.0,332671000.0,,307833000.0,24065000.0,-85695000.0,143525000.0,,-1157000.0,2041000.0,682305000.0,-93194000.0,24000.0,773000.0,,87631000.0,1936000.0,262753000.0,682329000.0,333881000.0,596634000.0,370900000.0,371582000.0,386949000.0
