company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Equity Residential,EQR,,906107,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 12:18:37+00:00,,17506000.0,-1587000.0,457700000.0,616414000.0,245667000.0,27408000.0,7165000.0,19856861000.0,,-801929000.0,-200749000.0,793232000.0,-801929000.0,-200749000.0,793232000.0,-209446000.0,,1047356000.0,1047356000.0,-915452000.0,14951000.0,-39735000.0,-608228000.0,-2160449000.0,-260371000.0,-18675974000.0,-1221680000.0,-175024000.0,2014139000.0,
Equity Residential,EQR,,906107,2008.0,Q4,2008-10-01,2008-12-31,,168711000.0,8679000.0,-3554000.0,88993000.0,154972000.0,65395000.0,-17057000.0,1085000.0,626371000.0,,259460000.0,-83459000.0,184743000.0,259440000.0,-83439000.0,184743000.0,360744000.0,,-38233000.0,-38233000.0,76382000.0,-8458000.0,-15360000.0,-144276000.0,-322756000.0,-38750000.0,-213653000.0,-1613000.0,4000.0,59301000.0,
Equity Residential,EQR,,906107,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 13:32:27+00:00,-225000.0,20383000.0,-1252000.0,491803000.0,602908000.0,65395000.0,-32299000.0,6170000.0,2738452000.0,,428739000.0,-344028000.0,755252000.0,428739000.0,-344028000.0,755252000.0,839963000.0,,436413000.0,436413000.0,-272153000.0,-9415000.0,-60072000.0,-574371000.0,-1068016000.0,-172165000.0,-1719549000.0,-12548000.0,0.0,891055000.0,
Equity Residential,EQR,,906107,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 10:24:07+00:00,-168936000.0,11704000.0,2302000.0,402810000.0,447936000.0,,-15242000.0,5085000.0,2112081000.0,,169279000.0,-260569000.0,570509000.0,169299000.0,-260589000.0,570509000.0,479219000.0,,474646000.0,474646000.0,-348535000.0,-957000.0,-44712000.0,-430095000.0,-745260000.0,-133415000.0,-1505896000.0,-10935000.0,-4000.0,831754000.0,
Equity Residential,EQR,,906107,2008.0,Q3,2008-07-01,2008-09-30,,-168936000.0,4140000.0,62000.0,158507000.0,153762000.0,-25984000.0,-17210000.0,765000.0,651336000.0,,122385000.0,-47318000.0,182163000.0,122405000.0,-47338000.0,181383000.0,256450000.0,,187125000.0,187125000.0,-145654000.0,158585000.0,-13802000.0,-162401000.0,-125935000.0,-47034000.0,-525896000.0,,-4000.0,334373000.0,
Equity Residential,EQR,,906107,2009.0,Q4,2009-10-01,2009-12-31,,-3422000.0,6217000.0,-79000.0,111925000.0,148888000.0,,-28424000.0,86778000.0,44338000.0,,-458169000.0,-124675000.0,138544000.0,-458169000.0,-124675000.0,138544000.0,-444300000.0,46664000.0,47311000.0,47311000.0,-35448000.0,-453000.0,2366000.0,-102702000.0,-257694000.0,-29573000.0,-532794000.0,,,163648000.0,
Equity Residential,EQR,,906107,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 15:14:15+00:00,-250257000.0,19551000.0,3968000.0,508847000.0,600375000.0,,-34507000.0,91476000.0,741198000.0,,-1473547000.0,105229000.0,670812000.0,-1473547000.0,105229000.0,670812000.0,-697506000.0,46664000.0,382029000.0,382029000.0,-296636000.0,9517000.0,-32422000.0,-534453000.0,-597484000.0,-123937000.0,-1826825000.0,-1124000.0,0.0,1109329000.0,
Equity Residential,EQR,,906107,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-05 10:24:07+00:00,-246835000.0,13334000.0,4047000.0,396922000.0,451487000.0,,-6083000.0,4698000.0,696860000.0,,-1015378000.0,229904000.0,532268000.0,-1015378000.0,229904000.0,532268000.0,-253206000.0,,334718000.0,334718000.0,-261188000.0,9970000.0,-34788000.0,-431751000.0,-339790000.0,-94364000.0,-1294031000.0,-1124000.0,0.0,945681000.0,
Equity Residential,EQR,,906107,2009.0,Q3TTM,2008-10-01,2009-09-30,,-78124000.0,22013000.0,493000.0,485915000.0,606459000.0,65395000.0,-23140000.0,5783000.0,1323231000.0,,-755918000.0,146445000.0,717011000.0,-755938000.0,146465000.0,717011000.0,107538000.0,,296485000.0,296485000.0,-184806000.0,1512000.0,-50148000.0,-576027000.0,-662546000.0,-133114000.0,-1507684000.0,-2737000.0,4000.0,1004982000.0,
Equity Residential,EQR,,906107,2009.0,Q3,2009-07-01,2009-09-30,,-217526000.0,4595000.0,704000.0,154912000.0,149652000.0,,-1985000.0,738000.0,82451000.0,,-262587000.0,66022000.0,166658000.0,-262587000.0,66022000.0,166658000.0,-29907000.0,,143365000.0,143365000.0,-128969000.0,603281000.0,-6028000.0,-160875000.0,-89462000.0,-35244000.0,-788182000.0,,,414282000.0,
