company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2008.0,FY,,2008-12-31,2010-02-11 11:25:35+00:00,923000000.0,607100000.0,-85900000.0,,103400000.0,,978800000.0,67500000.0,6300000.0,1052400000.0,,459600000.0,266500000.0,451200000.0,1586200000.0,31500000.0,543800000.0,79000000.0,,,430700000.0,353100000.0,,,1200500000.0,320700000.0,4644000000.0,2006000000.0,1308200000.0,1250000000.0,2006000000.0,2037500000.0,2606500000.0,4644000000.0,1749600000.0,1356500000.0,0.0,-87400000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,FY,,2009-12-31,2011-02-10 11:44:19+00:00,977100000.0,732000000.0,14500000.0,,357400000.0,,1035300000.0,60200000.0,0.0,1061400000.0,,773200000.0,257400000.0,314300000.0,1490300000.0,37400000.0,473700000.0,87900000.0,,,450500000.0,295600000.0,,,1193400000.0,69100000.0,4811400000.0,2185300000.0,1551800000.0,1046200000.0,2185300000.0,2222700000.0,2588700000.0,4811400000.0,1769300000.0,1542500000.0,0.0,-57900000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q3,,2009-09-30,2009-10-28 11:07:47+00:00,973200000.0,779600000.0,21500000.0,,258800000.0,,1036200000.0,57900000.0,4600000.0,1068600000.0,,770900000.0,247200000.0,314600000.0,1525000000.0,33500000.0,484400000.0,94000000.0,,,445500000.0,310600000.0,,,1155900000.0,76800000.0,4791200000.0,2137200000.0,1504900000.0,1054600000.0,2137200000.0,2170700000.0,2620500000.0,4791200000.0,1761300000.0,1565900000.0,,-76400000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q2,,2009-06-30,2009-07-29 16:27:36+00:00,889300000.0,681100000.0,-31400000.0,,256900000.0,,1029800000.0,62000000.0,0.0,1057300000.0,,766200000.0,232800000.0,313500000.0,1502100000.0,25200000.0,473400000.0,81300000.0,,,424000000.0,303500000.0,,,1141000000.0,95800000.0,4611000000.0,2057600000.0,1394800000.0,985100000.0,2057600000.0,2082800000.0,2528200000.0,4611000000.0,1714100000.0,1543100000.0,,-81800000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2010.0,FY,,2010-12-31,2012-02-14 11:22:22+00:00,1224100000.0,1023900000.0,-53700000.0,,449900000.0,,1101600000.0,75800000.0,39700000.0,1113500000.0,,1051900000.0,307900000.0,430600000.0,1542600000.0,51200000.0,438100000.0,,,,531100000.0,362900000.0,79700000.0,,1560200000.0,128500000.0,5555000000.0,2258600000.0,2059900000.0,1392300000.0,2258600000.0,2309800000.0,3245200000.0,5555000000.0,1952500000.0,1852900000.0,0.0,-349500000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2010.0,Q3,,2010-09-30,2010-10-27 12:51:18+00:00,1229900000.0,1064400000.0,-39600000.0,,432200000.0,,1069700000.0,78900000.0,45500000.0,1120000000.0,,1045100000.0,310300000.0,442000000.0,1509100000.0,49100000.0,457500000.0,86200000.0,,,534600000.0,348500000.0,,,1448500000.0,146200000.0,5577700000.0,2255900000.0,2103700000.0,1421600000.0,2255900000.0,2305000000.0,3272700000.0,5577700000.0,1964900000.0,1851100000.0,,-222700000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2010.0,Q2,,2010-06-30,2010-07-30 11:50:17+00:00,1161800000.0,977400000.0,-193500000.0,,187500000.0,,1046300000.0,66600000.0,34800000.0,1080700000.0,,780600000.0,290000000.0,378800000.0,1405900000.0,42000000.0,449500000.0,92000000.0,,,490300000.0,298700000.0,,,1341900000.0,185700000.0,4969200000.0,2016100000.0,1702300000.0,1382300000.0,2016100000.0,2058100000.0,2911100000.0,4969200000.0,1861000000.0,1528800000.0,,-178600000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2010.0,Q1,,2010-03-31,2010-04-29 11:40:26+00:00,1042600000.0,885200000.0,-60600000.0,,374100000.0,,1039100000.0,52000000.0,10100000.0,1041200000.0,,774000000.0,264900000.0,350300000.0,1436400000.0,38600000.0,468200000.0,97400000.0,,,464700000.0,296100000.0,,,1262800000.0,132400000.0,4966200000.0,2204200000.0,1759000000.0,1185100000.0,2204200000.0,2242800000.0,2723400000.0,4966200000.0,1770800000.0,1538300000.0,,-37100000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2011.0,FY,,2011-12-31,2013-02-14 12:20:30+00:00,1297800000.0,1183000000.0,-150800000.0,,359600000.0,,1135500000.0,58500000.0,29800000.0,1186200000.0,,751300000.0,345300000.0,454300000.0,1664300000.0,65100000.0,457000000.0,,,,625000000.0,391900000.0,82400000.0,,2110300000.0,577800000.0,5958600000.0,2387900000.0,2137800000.0,1905400000.0,2387900000.0,2453000000.0,3505600000.0,5958600000.0,2156500000.0,1600200000.0,0.0,-707100000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2011.0,Q3,,2011-09-30,2011-10-28 11:47:09+00:00,1346500000.0,1237900000.0,-85000000.0,,377000000.0,,1120800000.0,80000000.0,52300000.0,1203500000.0,,867200000.0,354800000.0,482400000.0,1637200000.0,60200000.0,435200000.0,,,,631100000.0,402100000.0,90400000.0,,1988100000.0,525300000.0,6094300000.0,2405500000.0,2267700000.0,1924100000.0,2405500000.0,2465700000.0,3628600000.0,6094300000.0,2189400000.0,1704500000.0,,-618400000.0
