company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netppe,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2011.0,FY,,2011-12-31,2013-02-01 16:43:01+00:00,63000000.0,547000000.0,296000000.0,-6000000.0,398000000.0,1512000000.0,0.0,2684000000.0,90000000.0,0.0,162000000.0,,0.0,1475000000.0,171000000.0,90000000.0,135000000.0,149000000.0,1606000000.0,279000000.0,2396000000.0,6331000000.0,4284000000.0,4604000000.0,899000000.0,4899000000.0,4899000000.0,1432000000.0,6331000000.0,252000000.0,533000000.0,615000000.0
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2012.0,FY,,2012-12-31,2014-01-31 16:10:34+00:00,234000000.0,719000000.0,423000000.0,2000000.0,491000000.0,2384000000.0,0.0,10094000000.0,30000000.0,451000000.0,1388000000.0,,1500000000.0,2391000000.0,,57000000.0,305000000.0,471000000.0,1659000000.0,365000000.0,7242000000.0,15103000000.0,11755000000.0,11267000000.0,1052000000.0,11755000000.0,11755000000.0,3348000000.0,15103000000.0,1445000000.0,2296000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2012.0,Q3,,2012-09-30,2012-10-24 16:20:35+00:00,59000000.0,635000000.0,409000000.0,-6000000.0,530000000.0,2478000000.0,,12585000000.0,85000000.0,567000000.0,1423000000.0,,,2289000000.0,155000000.0,41000000.0,254000000.0,631000000.0,1595000000.0,372000000.0,7974000000.0,16038000000.0,14174000000.0,12285000000.0,1080000000.0,14174000000.0,14174000000.0,1864000000.0,16038000000.0,1464000000.0,784000000.0,0.0
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2012.0,Q2,,2012-06-30,2012-07-31 16:39:19+00:00,43000000.0,578000000.0,441000000.0,-29000000.0,394000000.0,2098000000.0,,11684000000.0,85000000.0,567000000.0,809000000.0,,,2105000000.0,153000000.0,47000000.0,191000000.0,634000000.0,1654000000.0,312000000.0,8090000000.0,14928000000.0,13309000000.0,11967000000.0,1034000000.0,13309000000.0,13309000000.0,1619000000.0,14928000000.0,856000000.0,585000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2013.0,FY,,2013-12-31,2015-01-29 16:35:58+00:00,268000000.0,1109000000.0,555000000.0,14000000.0,237000000.0,3323000000.0,0.0,12297000000.0,38000000.0,,839000000.0,883000000.0,,2882000000.0,,221000000.0,1088000000.0,512000000.0,3159000000.0,239000000.0,8126000000.0,17895000000.0,15470000000.0,13070000000.0,1100000000.0,15470000000.0,15470000000.0,2425000000.0,17895000000.0,1943000000.0,1325000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2013.0,Q3,,2013-09-30,2013-10-31 18:07:03+00:00,207000000.0,872000000.0,453000000.0,13000000.0,287000000.0,3100000000.0,,10399000000.0,36000000.0,7000000.0,1609000000.0,,0.0,2685000000.0,,90000000.0,614000000.0,342000000.0,2636000000.0,288000000.0,6228000000.0,14933000000.0,13048000000.0,10549000000.0,984000000.0,13048000000.0,13048000000.0,1885000000.0,14933000000.0,1699000000.0,901000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2013.0,Q2,,2013-06-30,2013-07-25 16:42:31+00:00,227000000.0,775000000.0,505000000.0,-29000000.0,351000000.0,3001000000.0,,10167000000.0,32000000.0,7000000.0,1631000000.0,,1500000000.0,2577000000.0,,95000000.0,444000000.0,387000000.0,2211000000.0,316000000.0,7251000000.0,15724000000.0,12349000000.0,11421000000.0,1080000000.0,12349000000.0,12349000000.0,3375000000.0,15724000000.0,1726000000.0,2295000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2013.0,Q1,,2013-03-31,2013-05-02 16:36:18+00:00,265000000.0,659000000.0,430000000.0,-15000000.0,420000000.0,2325000000.0,,9961000000.0,30000000.0,426000000.0,1501000000.0,,1500000000.0,2533000000.0,,87000000.0,356000000.0,485000000.0,1878000000.0,338000000.0,7147000000.0,15163000000.0,11824000000.0,11042000000.0,1063000000.0,11824000000.0,11824000000.0,3339000000.0,15163000000.0,1588000000.0,2276000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2014.0,FY,,2014-12-31,2016-01-28 16:17:07+00:00,378000000.0,1678000000.0,866000000.0,-228000000.0,119000000.0,4315000000.0,0.0,30225000000.0,66000000.0,,17981000000.0,3929000000.0,,3967000000.0,,699000000.0,2327000000.0,513000000.0,6099000000.0,114000000.0,6884000000.0,39966000000.0,36096000000.0,13390000000.0,1424000000.0,36096000000.0,36096000000.0,3870000000.0,39966000000.0,22609000000.0,2446000000.0,
Facebook Inc,FB,BQ4BKCS1HXDV9HN80Z93,1326801,2014.0,Q3,,2014-09-30,2014-10-30 06:02:31+00:00,328000000.0,1363000000.0,709000000.0,-109000000.0,129000000.0,8999000000.0,,15949000000.0,48000000.0,,2612000000.0,1317000000.0,,3703000000.0,,441000000.0,1587000000.0,502000000.0,5398000000.0,149000000.0,5251000000.0,24188000000.0,21238000000.0,16115000000.0,1234000000.0,21238000000.0,21238000000.0,2950000000.0,24188000000.0,4370000000.0,1716000000.0,
