company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:16:58+00:00,,,-195000000.0,147000000.0,205000000.0,53000000.0,56000000.0,-103000000.0,54000000.0,806000000.0,-553000000.0,-463000000.0,1263000000.0,,,,-553000000.0,-463000000.0,1263000000.0,303000000.0,,877000000.0,877000000.0,,284000000.0,,,-176000000.0,-1376000000.0,-170000000.0,-714000000.0,-523000000.0,1030000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:16:58+00:00,,,696000000.0,125000000.0,222000000.0,2820000000.0,-130000000.0,358000000.0,62000000.0,376000000.0,-2235000000.0,1404000000.0,959000000.0,,,,-2235000000.0,1404000000.0,959000000.0,-2000000.0,,1478000000.0,1478000000.0,,-1099000000.0,,,-171000000.0,-1959000000.0,-103000000.0,-762000000.0,-1740000000.0,646000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q4,2008-10-01,2008-12-31,,,-40000000.0,1334000000.0,29000000.0,105000000.0,17000000.0,-147000000.0,681000000.0,20000000.0,12000000.0,-209000000.0,-462000000.0,922000000.0,,,,-209000000.0,-462000000.0,922000000.0,104000000.0,,-2000000.0,-2000000.0,,178000000.0,,,-41000000.0,-832000000.0,-23000000.0,-233000000.0,33000000.0,376000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q3,2008-07-01,2008-09-30,,,15000000.0,-408000000.0,33000000.0,34000000.0,-112000000.0,-10000000.0,-448000000.0,7000000.0,1000000.0,-526000000.0,779000000.0,-231000000.0,,,,-526000000.0,779000000.0,-231000000.0,12000000.0,,121000000.0,121000000.0,,47000000.0,,,-41000000.0,922000000.0,-22000000.0,-1000000.0,-492000000.0,-9000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 16:20:28+00:00,,40000000.0,-638000000.0,96000000.0,117000000.0,2803000000.0,17000000.0,-323000000.0,42000000.0,364000000.0,-2026000000.0,1866000000.0,37000000.0,,,,-2026000000.0,1866000000.0,37000000.0,-106000000.0,,1480000000.0,1480000000.0,,-1277000000.0,,,-130000000.0,-1127000000.0,-80000000.0,-529000000.0,-1773000000.0,270000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:03:11+00:00,,25000000.0,-230000000.0,63000000.0,83000000.0,2915000000.0,27000000.0,125000000.0,35000000.0,363000000.0,-1500000000.0,1087000000.0,268000000.0,,,,-1500000000.0,1087000000.0,268000000.0,-118000000.0,,1359000000.0,1359000000.0,,-1324000000.0,,,-89000000.0,-2049000000.0,-58000000.0,-528000000.0,-1281000000.0,279000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q4,2009-10-01,2009-12-31,,,24000000.0,-347000000.0,19000000.0,44000000.0,-139000000.0,4000000.0,-71000000.0,113000000.0,410000000.0,-394000000.0,-292000000.0,319000000.0,,,,-394000000.0,-292000000.0,319000000.0,-363000000.0,,218000000.0,218000000.0,,104000000.0,-3000000.0,,-73000000.0,-349000000.0,-54000000.0,-409000000.0,-432000000.0,250000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:47:56+00:00,,93000000.0,-182000000.0,103000000.0,149000000.0,,16000000.0,-790000000.0,163000000.0,1093000000.0,-652000000.0,-229000000.0,500000000.0,,,,-652000000.0,-229000000.0,500000000.0,-365000000.0,,792000000.0,792000000.0,,256000000.0,-3000000.0,,-197000000.0,-421000000.0,-140000000.0,-1118000000.0,-590000000.0,332000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-03 16:20:28+00:00,,69000000.0,165000000.0,84000000.0,105000000.0,139000000.0,12000000.0,-719000000.0,50000000.0,683000000.0,-258000000.0,63000000.0,181000000.0,,,,-258000000.0,63000000.0,181000000.0,-2000000.0,,574000000.0,574000000.0,,152000000.0,,,-124000000.0,-72000000.0,-86000000.0,-709000000.0,-158000000.0,82000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q3TTM,2008-10-01,2009-09-30,,,29000000.0,1499000000.0,113000000.0,210000000.0,156000000.0,-135000000.0,-38000000.0,70000000.0,695000000.0,-467000000.0,-399000000.0,1103000000.0,,,,-467000000.0,-399000000.0,1103000000.0,102000000.0,,572000000.0,572000000.0,,330000000.0,,,-165000000.0,-904000000.0,-109000000.0,-942000000.0,-125000000.0,458000000.0
