company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:16:58+00:00,,2.83,2.83,0.6,,2.66,,348000000.0,180000000.0,100000000.0,138000000.0,877000000.0,675000000.0,202000000.0,864000000.0,13000000.0,-38000000.0,,,,,58000000.0,,,1890000000.0,7054000000.0,,4341000000.0,138000000.0,100000000.0,6231000000.0,7234000000.0,965000000.0,7196000000.0,305300000.0,305000000.0,326900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:16:58+00:00,,4.99,4.99,0.6,,4.8,,242000000.0,171000000.0,94000000.0,126000000.0,1478000000.0,637000000.0,841000000.0,1462000000.0,16000000.0,-32000000.0,,,,,-29000000.0,,,2007000000.0,7357000000.0,,4581000000.0,126000000.0,94000000.0,6588000000.0,7528000000.0,908000000.0,7496000000.0,293000000.0,292800000.0,304500000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 16:20:28+00:00,,0.42,0.42,0.15,49000000.0,0.4,,59000000.0,,,32000000.0,121000000.0,159000000.0,-38000000.0,117000000.0,4000000.0,-32000000.0,-3000000.0,90000000.0,,,,,,419000000.0,1756000000.0,,1131000000.0,32000000.0,,1596000000.0,1846000000.0,218000000.0,1814000000.0,278600000.0,281700000.0,293900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:03:11+00:00,,3.82,3.82,0.15,58000000.0,3.71,,57000000.0,,,31000000.0,1136000000.0,169000000.0,967000000.0,1133000000.0,3000000.0,-31000000.0,,67000000.0,2000000.0,,,,,500000000.0,1889000000.0,,1143000000.0,31000000.0,,1701000000.0,1956000000.0,226000000.0,1925000000.0,296600000.0,289500000.0,305300000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q4,2009-10-01,2009-12-31,,,0.7,0.7,0.15,-114000000.0,0.68,,56000000.0,49000000.0,9000000.0,35000000.0,218000000.0,162000000.0,56000000.0,198000000.0,20000000.0,-26000000.0,,-49000000.0,,,25000000.0,,,621000000.0,2056000000.0,,1330000000.0,35000000.0,9000000.0,1837000000.0,2056000000.0,193000000.0,2030000000.0,283000000.0,283200000.0,291100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:47:56+00:00,,2.64,2.64,0.6,,2.57,,268000000.0,74000000.0,16000000.0,122000000.0,792000000.0,681000000.0,111000000.0,747000000.0,45000000.0,-106000000.0,,,,,34000000.0,,,1977000000.0,7521000000.0,,4597000000.0,122000000.0,16000000.0,6574000000.0,7595000000.0,915000000.0,7489000000.0,283000000.0,283200000.0,291100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q3,2009-07-01,2009-09-30,2009-11-03 16:20:28+00:00,,0.42,0.42,0.15,56000000.0,0.41,,47000000.0,,,32000000.0,134000000.0,131000000.0,3000000.0,120000000.0,14000000.0,-32000000.0,,28000000.0,,,1000000.0,,,424000000.0,1780000000.0,,1119000000.0,32000000.0,,1599000000.0,1808000000.0,177000000.0,1776000000.0,285700000.0,283800000.0,292100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q3YTD,2009-01-01,2009-09-30,,,1.94,1.94,0.45,114000000.0,1.89,,212000000.0,25000000.0,7000000.0,87000000.0,574000000.0,519000000.0,55000000.0,549000000.0,25000000.0,-80000000.0,,49000000.0,,,9000000.0,,,1356000000.0,5465000000.0,,3267000000.0,87000000.0,7000000.0,4737000000.0,5539000000.0,722000000.0,5459000000.0,285700000.0,283800000.0,292100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q2,2009-04-01,2009-06-30,2009-08-07 16:03:11+00:00,,0.53,0.53,0.15,58000000.0,0.52,,57000000.0,,,26000000.0,155000000.0,153000000.0,2000000.0,149000000.0,6000000.0,-26000000.0,,21000000.0,,,9000000.0,,,466000000.0,1864000000.0,,1134000000.0,26000000.0,,1658000000.0,1885000000.0,201000000.0,1859000000.0,281100000.0,278300000.0,289100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q2YTD,2009-01-01,2009-06-30,,,1.52,1.52,0.3,58000000.0,1.48,,165000000.0,25000000.0,7000000.0,55000000.0,440000000.0,388000000.0,52000000.0,429000000.0,11000000.0,-48000000.0,,21000000.0,,,8000000.0,,,932000000.0,3685000000.0,,2148000000.0,55000000.0,7000000.0,3138000000.0,3731000000.0,545000000.0,3683000000.0,281100000.0,278300000.0,289100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 16:14:55+00:00,,0.99,0.99,0.15,,0.96,,108000000.0,25000000.0,7000000.0,29000000.0,285000000.0,235000000.0,50000000.0,280000000.0,5000000.0,-22000000.0,,,,,-1000000.0,,,466000000.0,1821000000.0,,1014000000.0,29000000.0,7000000.0,1480000000.0,1846000000.0,344000000.0,1824000000.0,282800000.0,284300000.0,292000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q4,2010-10-01,2010-12-31,,,0.69,0.69,0.15,,0.69,,118000000.0,12000000.0,6000000.0,65000000.0,241000000.0,242000000.0,-1000000.0,231000000.0,10000000.0,-59000000.0,,,,,-21000000.0,,,754000000.0,2897000000.0,,1715000000.0,65000000.0,6000000.0,2469000000.0,2909000000.0,381000000.0,2850000000.0,292900000.0,293400000.0,298100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:06:50+00:00,,2.41,2.41,0.6,,2.37,,300000000.0,55000000.0,15000000.0,182000000.0,732000000.0,759000000.0,-27000000.0,706000000.0,26000000.0,-167000000.0,,,,,-18000000.0,,,2171000000.0,8457000000.0,,5097000000.0,182000000.0,15000000.0,7268000000.0,8512000000.0,1077000000.0,8345000000.0,292900000.0,293400000.0,298100000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q3,2010-07-01,2010-09-30,2010-11-04 17:23:26+00:00,,0.52,0.52,0.15,,0.51,,61000000.0,15000000.0,4000000.0,50000000.0,147000000.0,147000000.0,,144000000.0,3000000.0,-46000000.0,,,,,-9000000.0,,,488000000.0,1786000000.0,,1050000000.0,50000000.0,4000000.0,1538000000.0,1801000000.0,217000000.0,1755000000.0,276900000.0,278700000.0,282200000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.72,1.72,0.45,,1.68,,182000000.0,43000000.0,9000000.0,117000000.0,491000000.0,517000000.0,-26000000.0,475000000.0,16000000.0,-108000000.0,,,,,3000000.0,,,1417000000.0,5560000000.0,,3382000000.0,117000000.0,9000000.0,4799000000.0,5603000000.0,696000000.0,5495000000.0,276900000.0,278700000.0,282200000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q3TTM,2009-10-01,2010-09-30,,,2.42,2.42,0.6,-114000000.0,2.36,,238000000.0,92000000.0,18000000.0,152000000.0,709000000.0,679000000.0,30000000.0,673000000.0,36000000.0,-134000000.0,,-49000000.0,,,28000000.0,,,2038000000.0,7616000000.0,,4712000000.0,152000000.0,18000000.0,6636000000.0,7659000000.0,889000000.0,7525000000.0,276900000.0,278700000.0,282200000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q2,2010-04-01,2010-06-30,2010-08-06 16:01:17+00:00,,0.55,0.55,0.15,,0.54,,60000000.0,15000000.0,4000000.0,33000000.0,158000000.0,184000000.0,-26000000.0,153000000.0,5000000.0,-29000000.0,,,,,5000000.0,,,461000000.0,1883000000.0,,1169000000.0,33000000.0,4000000.0,1630000000.0,1898000000.0,239000000.0,1869000000.0,278200000.0,278400000.0,282600000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q2YTD,2010-01-01,2010-06-30,,,1.2,1.2,0.3,,1.17,,121000000.0,28000000.0,5000000.0,67000000.0,344000000.0,370000000.0,-26000000.0,331000000.0,13000000.0,-62000000.0,,,,,12000000.0,,,929000000.0,3774000000.0,,2332000000.0,67000000.0,5000000.0,3261000000.0,3802000000.0,479000000.0,3740000000.0,278200000.0,278400000.0,282600000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q2TTM,2009-07-01,2010-06-30,,,2.32,2.32,0.6,-58000000.0,2.26,,224000000.0,77000000.0,14000000.0,134000000.0,696000000.0,663000000.0,33000000.0,649000000.0,47000000.0,-120000000.0,,-21000000.0,,,38000000.0,,,1974000000.0,7610000000.0,,4781000000.0,134000000.0,14000000.0,6697000000.0,7666000000.0,849000000.0,7546000000.0,278200000.0,278400000.0,282600000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q1,2010-01-01,2010-03-31,2010-05-04 16:14:55+00:00,,0.65,0.65,0.15,,0.63,,61000000.0,13000000.0,1000000.0,34000000.0,186000000.0,186000000.0,,178000000.0,8000000.0,-33000000.0,,,,,7000000.0,,,468000000.0,1891000000.0,,1163000000.0,34000000.0,1000000.0,1631000000.0,1904000000.0,240000000.0,1871000000.0,273800000.0,275900000.0,283400000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q1TTM,2009-04-01,2010-03-31,,,2.3,2.3,0.6,,2.24,,221000000.0,62000000.0,10000000.0,127000000.0,693000000.0,632000000.0,61000000.0,645000000.0,48000000.0,-117000000.0,,,,,42000000.0,,,1979000000.0,7591000000.0,,4746000000.0,127000000.0,10000000.0,6725000000.0,7653000000.0,811000000.0,7536000000.0,273800000.0,275900000.0,283400000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,Q4,2011-10-01,2011-12-31,,,0.85,0.85,0.15,,0.82,,104000000.0,14000000.0,4000000.0,59000000.0,280000000.0,280000000.0,2000000.0,277000000.0,3000000.0,-55000000.0,,,,-2000000.0,14000000.0,,,845000000.0,2980000000.0,,1724000000.0,59000000.0,4000000.0,2569000000.0,2994000000.0,370000000.0,2939000000.0,335300000.0,335500000.0,340900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,FY,2011-01-01,2011-12-31,2013-02-22 16:06:50+00:00,,2.92,2.92,0.6,,2.87,,378000000.0,52000000.0,18000000.0,245000000.0,1010000000.0,1006000000.0,4000000.0,979000000.0,31000000.0,-227000000.0,,,,,15000000.0,,,3124000000.0,11235000000.0,,6567000000.0,245000000.0,18000000.0,9691000000.0,11287000000.0,1369000000.0,11060000000.0,335300000.0,335500000.0,340900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 16:06:39+00:00,,0.59,0.59,0.15,,0.59,,84000000.0,15000000.0,4000000.0,60000000.0,208000000.0,208000000.0,,198000000.0,10000000.0,-56000000.0,,,,,7000000.0,,,748000000.0,2708000000.0,,1634000000.0,60000000.0,4000000.0,2382000000.0,2723000000.0,285000000.0,2667000000.0,335600000.0,332600000.0,336900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,Q3YTD,2011-01-01,2011-09-30,,,2.07,2.07,0.45,,2.05,,274000000.0,38000000.0,14000000.0,186000000.0,730000000.0,726000000.0,2000000.0,702000000.0,28000000.0,-172000000.0,,,,2000000.0,1000000.0,,,2279000000.0,8255000000.0,,4843000000.0,186000000.0,14000000.0,7122000000.0,8293000000.0,999000000.0,8121000000.0,335600000.0,332600000.0,336900000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,Q3TTM,2010-10-01,2011-09-30,,,2.76,2.76,0.6,,2.74,,392000000.0,50000000.0,20000000.0,251000000.0,971000000.0,968000000.0,1000000.0,933000000.0,38000000.0,-231000000.0,,,,2000000.0,-20000000.0,,,3033000000.0,11152000000.0,,6558000000.0,251000000.0,20000000.0,9591000000.0,11202000000.0,1380000000.0,10971000000.0,335600000.0,332600000.0,336900000.0
