company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2008.0,FY,,2008-12-31,2010-02-26 16:16:58+00:00,-1462000000.0,582000000.0,3582000000.0,1990000000.0,5637000000.0,779000000.0,1872000000.0,451000000.0,105000000.0,2139000000.0,2850000000.0,2020000000.0,6816000000.0,10678000000.0,10678000000.0,105000000.0,22940000000.0,5310000000.0,5310000000.0,5415000000.0,17525000000.0,22940000000.0,684000000.0,-3626000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,FY,,2009-12-31,2011-02-25 17:20:56+00:00,-1675000000.0,217000000.0,3578000000.0,2052000000.0,6078000000.0,791000000.0,1998000000.0,461000000.0,52000000.0,2102000000.0,2889000000.0,1795000000.0,7335000000.0,10835000000.0,10835000000.0,10000000.0,22958000000.0,5379000000.0,5379000000.0,5431000000.0,17527000000.0,22958000000.0,422000000.0,-3859000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q3,,2009-09-30,2009-11-03 16:20:28+00:00,-1172000000.0,580000000.0,3529000000.0,1844000000.0,5957000000.0,763000000.0,1998000000.0,453000000.0,140000000.0,1891000000.0,2296000000.0,1654000000.0,7189000000.0,9551000000.0,9551000000.0,12000000.0,21641000000.0,5990000000.0,5990000000.0,6130000000.0,15511000000.0,21641000000.0,602000000.0,-3556000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2009.0,Q2,,2009-06-30,2009-08-07 16:03:11+00:00,-1254000000.0,537000000.0,3523000000.0,1937000000.0,5883000000.0,776000000.0,1249000000.0,447000000.0,142000000.0,1955000000.0,2322000000.0,1855000000.0,7132000000.0,12323000000.0,12323000000.0,681000000.0,24438000000.0,5866000000.0,5866000000.0,6008000000.0,18430000000.0,24438000000.0,580000000.0,-3535000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,FY,,2010-12-31,2012-02-24 16:47:56+00:00,-1917000000.0,346000000.0,4386000000.0,2701000000.0,8647000000.0,3611000000.0,4014000000.0,781000000.0,55000000.0,2048000000.0,3713000000.0,2394000000.0,7861000000.0,10063000000.0,10063000000.0,492000000.0,28982000000.0,8251000000.0,8251000000.0,8306000000.0,20676000000.0,28982000000.0,785000000.0,-2079000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q3,,2010-09-30,2010-11-04 17:23:26+00:00,-1741000000.0,335000000.0,3498000000.0,2086000000.0,5976000000.0,754000000.0,3146000000.0,468000000.0,52000000.0,2080000000.0,2549000000.0,1664000000.0,7700000000.0,9545000000.0,9545000000.0,610000000.0,23358000000.0,5792000000.0,5792000000.0,5844000000.0,17514000000.0,23358000000.0,2114000000.0,-3665000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q2,,2010-06-30,2010-08-06 16:01:17+00:00,-1961000000.0,260000000.0,3497000000.0,1994000000.0,5710000000.0,753000000.0,1601000000.0,450000000.0,50000000.0,2089000000.0,2739000000.0,1542000000.0,7605000000.0,12226000000.0,12226000000.0,370000000.0,23956000000.0,5428000000.0,5428000000.0,5478000000.0,18478000000.0,23956000000.0,474000000.0,-3713000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2010.0,Q1,,2010-03-31,2010-05-04 16:14:55+00:00,-1871000000.0,422000000.0,3498000000.0,1983000000.0,5887000000.0,770000000.0,2013000000.0,452000000.0,55000000.0,2044000000.0,2713000000.0,1603000000.0,7500000000.0,11089000000.0,11089000000.0,84000000.0,22959000000.0,5402000000.0,5402000000.0,5457000000.0,17502000000.0,22959000000.0,312000000.0,-3725000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,FY,,2011-12-31,2013-02-22 16:06:50+00:00,-2370000000.0,272000000.0,4407000000.0,3183000000.0,8770000000.0,3276000000.0,4155000000.0,783000000.0,42000000.0,1645000000.0,3517000000.0,2585000000.0,8594000000.0,10838000000.0,10838000000.0,337000000.0,29552000000.0,8078000000.0,8078000000.0,8120000000.0,21432000000.0,29552000000.0,785000000.0,-2553000000.0
Aon PLC,AON,VVT2B79I2Z4U3R6BY589,315293,2011.0,Q3,,2011-09-30,2011-11-04 16:06:39+00:00,-1900000000.0,295000000.0,4361000000.0,2745000000.0,8835000000.0,3361000000.0,4415000000.0,773000000.0,46000000.0,1814000000.0,3286000000.0,2287000000.0,8377000000.0,10315000000.0,10315000000.0,163000000.0,28745000000.0,8233000000.0,8233000000.0,8279000000.0,20466000000.0,28745000000.0,607000000.0,-2605000000.0
