company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2009.0,FY,,2009-05-31,2010-07-23 16:45:51+00:00,237000000.0,37100000.0,-57200000.0,58900000.0,62900000.0,2183100000.0,138300000.0,163600000.0,0.0,138300000.0,518700000.0,0.0,454400000.0,1632300000.0,247000000.0,3306700000.0,154600000.0,297000000.0,372300000.0,,,-13100000.0,190600000.0,180300000.0,60200000.0,44200000.0,2357400000.0,150000000.0,5025200000.0,1606000000.0,554800000.0,1096100000.0,1606000000.0,1606000000.0,3419200000.0,5025200000.0,1163700000.0,2323100000.0,0.0,-2864200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,FY,,2010-05-30,2011-07-22 16:29:23+00:00,246400000.0,59400000.0,-71100000.0,57600000.0,248800000.0,2297900000.0,172700000.0,103300000.0,1000000.0,161800000.0,517300000.0,,454000000.0,1408700000.0,220800000.0,3403700000.0,170100000.0,268600000.0,340900000.0,,,-11200000.0,210900000.0,267300000.0,62000000.0,57900000.0,2621900000.0,225000000.0,5276100000.0,1894000000.0,690200000.0,1209800000.0,1894000000.0,1894000000.0,3382100000.0,5276100000.0,1182200000.0,2172300000.0,0.0,-2943500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q3,,2010-02-28,2010-04-02 15:02:13+00:00,253700000.0,56000000.0,-50900000.0,58000000.0,260300000.0,2242400000.0,190000000.0,106200000.0,34200000.0,157600000.0,518300000.0,0.0,454000000.0,1484900000.0,218100000.0,3374600000.0,166000000.0,278100000.0,398800000.0,,,-11800000.0,196700000.0,161200000.0,66200000.0,58200000.0,2541600000.0,149900000.0,5242400000.0,1843800000.0,698800000.0,1250400000.0,1843800000.0,1843800000.0,3398600000.0,5242400000.0,1169000000.0,2148200000.0,,-2877500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,FY,,2011-05-29,2012-07-20 17:00:04+00:00,251300000.0,65400000.0,-59800000.0,56000000.0,70500000.0,2408800000.0,200000000.0,150800000.0,9300000.0,167100000.0,517100000.0,,454000000.0,1407300000.0,300100000.0,3622000000.0,186200000.0,345400000.0,409300000.0,,,-9400000.0,209700000.0,248700000.0,64300000.0,77000000.0,2921900000.0,185500000.0,5466600000.0,1936200000.0,663800000.0,1286800000.0,1936200000.0,1936200000.0,3530400000.0,5466600000.0,1180800000.0,2243600000.0,0.0,-3325300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3,,2011-02-27,2011-04-04 16:49:43+00:00,274700000.0,72300000.0,-61400000.0,56400000.0,89700000.0,2383100000.0,229600000.0,131500000.0,0.0,161300000.0,517200000.0,,454000000.0,1407600000.0,326900000.0,3553500000.0,182600000.0,323900000.0,460300000.0,,,-9700000.0,191400000.0,189400000.0,66500000.0,78300000.0,2828200000.0,139000000.0,5414800000.0,1923500000.0,698700000.0,1331400000.0,1923500000.0,1923500000.0,3491300000.0,5414800000.0,1162600000.0,2159900000.0,,-3216700000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2,,2010-11-28,2011-01-05 16:07:31+00:00,255500000.0,56000000.0,-70400000.0,56900000.0,52900000.0,2350900000.0,156700000.0,124400000.0,0.0,128000000.0,517300000.0,,454000000.0,1408800000.0,273900000.0,3520600000.0,178500000.0,276600000.0,419800000.0,,,-10400000.0,197400000.0,197500000.0,52400000.0,55800000.0,2721000000.0,243000000.0,5252300000.0,1878600000.0,563000000.0,1255400000.0,1878600000.0,1878600000.0,3373700000.0,5252300000.0,1168700000.0,2118300000.0,,-3112500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q1,,2010-08-29,2010-10-05 16:17:51+00:00,261200000.0,47000000.0,-82300000.0,57300000.0,77500000.0,2311500000.0,146500000.0,111300000.0,42200000.0,128400000.0,517300000.0,0.0,454000000.0,1409800000.0,210000000.0,3444200000.0,174000000.0,257000000.0,427200000.0,,,-10900000.0,190700000.0,193300000.0,61600000.0,57900000.0,2690600000.0,81000000.0,5109900000.0,1870400000.0,503700000.0,1148100000.0,1870400000.0,1870400000.0,3239500000.0,5109900000.0,1162000000.0,2091400000.0,,-3038500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,FY,,2012-05-27,2013-07-19 16:11:40+00:00,260700000.0,71400000.0,-146600000.0,54400000.0,70500000.0,2518800000.0,231700000.0,136700000.0,0.0,154300000.0,538600000.0,,464900000.0,1453700000.0,404100000.0,3951300000.0,204400000.0,312900000.0,454400000.0,,,-7200000.0,231800000.0,302700000.0,60400000.0,74900000.0,3172800000.0,612600000.0,5944200000.0,1842000000.0,757600000.0,1774100000.0,1842000000.0,1842000000.0,4102200000.0,5944200000.0,1235300000.0,2328100000.0,0.0,-3695800000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3,,2012-02-26,2012-04-02 14:34:44+00:00,294100000.0,55500000.0,-97500000.0,54800000.0,88500000.0,2483700000.0,267300000.0,138700000.0,1400000.0,158600000.0,539200000.0,,464800000.0,1452800000.0,453600000.0,3882900000.0,199600000.0,329100000.0,467300000.0,,,-7900000.0,235200000.0,216500000.0,72000000.0,69000000.0,3077200000.0,637600000.0,5927400000.0,1776300000.0,805300000.0,1898300000.0,1776300000.0,1776300000.0,4151100000.0,5927400000.0,1239200000.0,2252800000.0,,-3679200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2,,2011-11-27,2012-01-03 15:45:43+00:00,271600000.0,75800000.0,-101900000.0,55200000.0,50200000.0,2457900000.0,190500000.0,206400000.0,0.0,127500000.0,533600000.0,,471000000.0,1453300000.0,396600000.0,3838500000.0,194900000.0,363900000.0,413200000.0,,,-8200000.0,223500000.0,218600000.0,57100000.0,69000000.0,2968500000.0,804900000.0,5864600000.0,1713900000.0,798000000.0,1864800000.0,1713900000.0,1713900000.0,4150700000.0,5864600000.0,1228100000.0,2285900000.0,,-3602400000.0
