company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q4,2011-02-28,2011-05-29,,,,,,13100000.0,534800000.0,-88700000.0,-162200000.0,232000000.0,-88700000.0,-162200000.0,232000000.0,-19200000.0,0.0,,0.0,,5000000.0,,-300000.0,-43500000.0,-4200000.0,-159700000.0,-488500000.0,-109600000.0,500000.0,1200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,FY,2010-05-31,2011-05-29,2013-07-19 16:11:40+00:00,0.0,2800000.0,316800000.0,29000000.0,63000000.0,1456700000.0,-521000000.0,-552700000.0,894700000.0,-521000000.0,-552700000.0,894700000.0,-178300000.0,476300000.0,478700000.0,-2400000.0,67400000.0,17700000.0,,700000.0,-175500000.0,-6500000.0,-558300000.0,-1497400000.0,-385500000.0,5100000.0,7000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3YTD,2010-05-31,2011-02-27,2012-04-02 14:34:44+00:00,0.0,-2200000.0,235200000.0,51800000.0,49900000.0,921900000.0,-432300000.0,-390500000.0,662700000.0,-432300000.0,-390500000.0,662700000.0,-159100000.0,338800000.0,340800000.0,-2000000.0,39100000.0,12700000.0,,1000000.0,-132000000.0,-2300000.0,-398600000.0,-1008900000.0,-275900000.0,4600000.0,5800000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3TTM,2010-03-01,2011-02-27,,,-1400000.0,311300000.0,-12300000.0,87600000.0,1323700000.0,-487300000.0,-498500000.0,813500000.0,-487300000.0,-498500000.0,813500000.0,-170600000.0,454400000.0,456800000.0,-2400000.0,58900000.0,24300000.0,,1700000.0,-167300000.0,-2300000.0,-507800000.0,-1411100000.0,-344500000.0,4600000.0,7000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3,2010-11-29,2011-02-27,,,-3700000.0,80500000.0,146800000.0,19200000.0,421100000.0,-228700000.0,-114600000.0,380600000.0,-228700000.0,-114600000.0,380600000.0,36800000.0,151200000.0,151800000.0,-600000.0,5800000.0,5300000.0,,-500000.0,-43700000.0,,-116300000.0,-525400000.0,-105200000.0,200000.0,1500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2YTD,2010-05-31,2010-11-28,2012-01-03 15:45:43+00:00,0.0,1500000.0,154700000.0,-95000000.0,30700000.0,500800000.0,-203600000.0,-275900000.0,282100000.0,-203600000.0,-275900000.0,282100000.0,-195900000.0,187600000.0,189000000.0,-1400000.0,33300000.0,7400000.0,,1500000.0,-88300000.0,-2300000.0,-282300000.0,-483500000.0,-170700000.0,4400000.0,4300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2TTM,2009-11-30,2010-11-28,,,3200000.0,308900000.0,21100000.0,88400000.0,902900000.0,-383700000.0,-498000000.0,875000000.0,-383700000.0,-498000000.0,875000000.0,-4000000.0,437500000.0,439900000.0,-2400000.0,103300000.0,25600000.0,,2700000.0,-158400000.0,-17800000.0,-503700000.0,-988600000.0,-253600000.0,15500000.0,8000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2,2010-08-30,2010-11-28,,,,,,25000000.0,494500000.0,74300000.0,-166200000.0,67200000.0,74300000.0,-166200000.0,67200000.0,-24600000.0,0.0,,0.0,,6600000.0,,100000.0,-43900000.0,,-166200000.0,-332800000.0,-75100000.0,,
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q1,2010-05-31,2010-08-29,2011-09-30 14:44:06+00:00,,800000.0,76700000.0,7900000.0,5700000.0,6300000.0,-277900000.0,-109700000.0,214900000.0,-277900000.0,-109700000.0,214900000.0,-171300000.0,113100000.0,113300000.0,-200000.0,15400000.0,800000.0,,1400000.0,-44400000.0,-2300000.0,-116100000.0,-150700000.0,-95600000.0,4400000.0,4300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q1TTM,2009-08-31,2010-08-29,,,3400000.0,304700000.0,137000000.0,68000000.0,409000000.0,-499100000.0,-446200000.0,940400000.0,-499100000.0,-446200000.0,940400000.0,-1900000.0,423300000.0,425300000.0,-2000000.0,69200000.0,19900000.0,,3000000.0,-149700000.0,-17800000.0,-457000000.0,-667600000.0,-178700000.0,17200000.0,11400000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q4,2012-02-27,2012-05-27,,100000.0,,,,25100000.0,529900000.0,-67800000.0,20700000.0,-37000000.0,-67800000.0,20700000.0,-37000000.0,-18000000.0,0.0,,0.0,,5900000.0,,66100000.0,-55300000.0,,20800000.0,-555300000.0,-18100000.0,,-200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,FY,2011-05-30,2012-05-27,2014-07-18 16:49:09+00:00,-58500000.0,6700000.0,241300000.0,-47200000.0,70200000.0,2723100000.0,-40400000.0,-539100000.0,513500000.0,-40400000.0,-539100000.0,513500000.0,0.0,475500000.0,279200000.0,196300000.0,33500000.0,17900000.0,,66000000.0,-223900000.0,-32100000.0,-472900000.0,-2252600000.0,-375100000.0,21300000.0,3100000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3YTD,2011-05-30,2012-02-26,2013-04-01 12:09:10+00:00,-58600000.0,4400000.0,258800000.0,-65100000.0,45100000.0,2193200000.0,27400000.0,-559800000.0,550500000.0,27400000.0,-559800000.0,550500000.0,18000000.0,324300000.0,323600000.0,700000.0,27400000.0,12000000.0,,-100000.0,-168600000.0,-32100000.0,-493700000.0,-1697300000.0,-357000000.0,21300000.0,3300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3TTM,2011-02-28,2012-02-26,,-58600000.0,9400000.0,340400000.0,-87900000.0,58200000.0,2728000000.0,-61300000.0,-722000000.0,782500000.0,-61300000.0,-722000000.0,782500000.0,-1200000.0,461800000.0,461500000.0,300000.0,55700000.0,17000000.0,,-400000.0,-212100000.0,-36300000.0,-653400000.0,-2185800000.0,-466600000.0,21800000.0,4500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3,2011-11-28,2012-02-26,,600000.0,2300000.0,89000000.0,-394900000.0,16800000.0,530200000.0,-280400000.0,-151700000.0,470200000.0,-280400000.0,-151700000.0,470200000.0,38300000.0,164000000.0,162800000.0,1200000.0,609600000.0,3700000.0,,200000.0,-55000000.0,-5400000.0,-149400000.0,-698200000.0,-77900000.0,1300000.0,1200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2TTM,2010-11-29,2011-11-27,,-59200000.0,3400000.0,331900000.0,453800000.0,60600000.0,2618900000.0,-9600000.0,-684900000.0,692900000.0,-9600000.0,-684900000.0,692900000.0,-2700000.0,449000000.0,450500000.0,-1500000.0,-548100000.0,18600000.0,,-1100000.0,-200800000.0,-30900000.0,-620300000.0,-2013000000.0,-493900000.0,20700000.0,4800000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2,2011-08-29,2011-11-27,,-59200000.0,,,,5600000.0,1111900000.0,282100000.0,-268000000.0,-38000000.0,282100000.0,-268000000.0,-38000000.0,-24000000.0,0.0,,0.0,,900000.0,,-100000.0,-55900000.0,-21200000.0,-205700000.0,-592600000.0,-187800000.0,17600000.0,500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q1,2011-05-30,2011-08-28,2012-09-28 11:57:18+00:00,,600000.0,84100000.0,-72900000.0,22700000.0,551100000.0,25700000.0,-140100000.0,118300000.0,25700000.0,-140100000.0,118300000.0,3700000.0,106600000.0,106400000.0,200000.0,-300000.0,7400000.0,,-200000.0,-57700000.0,-5500000.0,-138600000.0,-406500000.0,-91300000.0,2400000.0,1600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q1TTM,2010-08-30,2011-08-28,,,2600000.0,324200000.0,-51800000.0,80000000.0,2001500000.0,-217400000.0,-583100000.0,798100000.0,-217400000.0,-583100000.0,798100000.0,-3300000.0,469800000.0,471800000.0,-2000000.0,51700000.0,24300000.0,,-900000.0,-188800000.0,-9700000.0,-580800000.0,-1753200000.0,-381200000.0,3100000.0,4300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q4,2013-02-25,2013-05-26,,,,,,15000000.0,485600000.0,-104500000.0,4300000.0,-95600000.0,-104500000.0,4300000.0,-95600000.0,-15700000.0,0.0,,0.0,,3200000.0,,180100000.0,-65000000.0,-5300000.0,-300000.0,-543300000.0,,9600000.0,300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,FY,2012-05-28,2013-05-26,2015-07-24 17:18:33+00:00,-577400000.0,13000000.0,278300000.0,14400000.0,64400000.0,3721400000.0,355400000.0,-1114600000.0,594400000.0,355400000.0,-1114600000.0,594400000.0,17700000.0,411900000.0,237300000.0,174600000.0,51400000.0,13600000.0,,182500000.0,-258200000.0,-12900000.0,-550600000.0,-3133400000.0,-52400000.0,26000000.0,300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3YTD,2012-05-28,2013-02-24,2014-03-31 16:15:51+00:00,-577400000.0,9300000.0,292800000.0,62200000.0,49400000.0,3235800000.0,459900000.0,-1118900000.0,690000000.0,459900000.0,-1118900000.0,690000000.0,33400000.0,278800000.0,278300000.0,500000.0,46400000.0,10400000.0,,2400000.0,-193200000.0,-7600000.0,-550300000.0,-2590100000.0,-52400000.0,16400000.0,0.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3TTM,2012-02-27,2013-02-24,,-577300000.0,11600000.0,275300000.0,80100000.0,74500000.0,3765700000.0,392100000.0,-1098200000.0,653000000.0,392100000.0,-1098200000.0,653000000.0,15400000.0,430000000.0,233900000.0,196100000.0,52500000.0,16300000.0,,68500000.0,-248500000.0,-7600000.0,-529500000.0,-3145400000.0,-70500000.0,16400000.0,-200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3,2012-11-26,2013-02-24,,1000000.0,3800000.0,101000000.0,170600000.0,12000000.0,432300000.0,-210300000.0,-169500000.0,422400000.0,-210300000.0,-169500000.0,422400000.0,42500000.0,134400000.0,133500000.0,900000.0,12500000.0,2100000.0,,-100000.0,-64700000.0,,-175400000.0,-591900000.0,-100000.0,4900000.0,
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q2YTD,2012-05-28,2012-11-25,2014-01-02 16:49:51+00:00,-578400000.0,5500000.0,191800000.0,-108400000.0,37400000.0,2803500000.0,670200000.0,-949400000.0,267600000.0,670200000.0,-949400000.0,267600000.0,-9100000.0,144400000.0,144800000.0,-400000.0,33900000.0,8300000.0,,2500000.0,-128500000.0,-7600000.0,-374900000.0,-1998200000.0,-52300000.0,11500000.0,0.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q2TTM,2011-11-28,2012-11-25,,-577700000.0,10100000.0,263300000.0,-485400000.0,79300000.0,3863600000.0,322000000.0,-1080400000.0,700800000.0,322000000.0,-1080400000.0,700800000.0,11200000.0,459600000.0,263200000.0,196400000.0,649600000.0,17900000.0,,68800000.0,-238800000.0,-13000000.0,-503500000.0,-3251700000.0,-148300000.0,12800000.0,1000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q2,2012-08-27,2012-11-25,,-578400000.0,3200000.0,99200000.0,-140300000.0,22700000.0,2240400000.0,786300000.0,-790600000.0,14400000.0,786300000.0,-790600000.0,14400000.0,9900000.0,33600000.0,33800000.0,-200000.0,18500000.0,4300000.0,,-200000.0,-64500000.0,,-212100000.0,-1416500000.0,-100000.0,-100000.0,
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q1,2012-05-28,2012-08-26,2013-09-30 13:23:40+00:00,,2300000.0,92600000.0,31900000.0,14700000.0,563100000.0,-116100000.0,-158800000.0,253200000.0,-116100000.0,-158800000.0,253200000.0,-19000000.0,110800000.0,111000000.0,-200000.0,15400000.0,4000000.0,,2700000.0,-64000000.0,-7600000.0,-162800000.0,-581700000.0,-52200000.0,11600000.0,0.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q1TTM,2011-08-29,2012-08-26,,-58500000.0,8400000.0,249800000.0,57600000.0,62200000.0,2735100000.0,-182200000.0,-557800000.0,648400000.0,-182200000.0,-557800000.0,648400000.0,-22700000.0,479700000.0,283800000.0,195900000.0,49200000.0,14500000.0,,68900000.0,-230200000.0,-34200000.0,-497100000.0,-2427800000.0,-336000000.0,30500000.0,1500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,FY,2013-05-27,2014-05-25,2016-07-25 17:16:16+00:00,,13800000.0,304400000.0,-9300000.0,58100000.0,2617200000.0,-179200000.0,-436300000.0,555400000.0,-179200000.0,-436300000.0,555400000.0,10100000.0,286200000.0,183200000.0,103000000.0,62100000.0,10900000.0,,70200000.0,-288300000.0,-3000000.0,-446400000.0,-2576600000.0,-500000.0,8700000.0,4400000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q4,2014-02-24,2014-05-25,,,,,,14300000.0,783700000.0,-31100000.0,-86400000.0,49000000.0,-31100000.0,-86400000.0,49000000.0,-28700000.0,0.0,,0.0,,1400000.0,,39800000.0,-72600000.0,,-89200000.0,-757900000.0,,,2800000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q3TTM,2013-02-25,2014-02-23,,,14000000.0,211500000.0,45100000.0,58800000.0,2319100000.0,-252600000.0,-345600000.0,410800000.0,-252600000.0,-345600000.0,410800000.0,23100000.0,332800000.0,93900000.0,238900000.0,47300000.0,12700000.0,,210500000.0,-280700000.0,-8300000.0,-357500000.0,-2362000000.0,-500000.0,18300000.0,1900000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q3,2013-11-25,2014-02-23,,,3500000.0,76300000.0,54700000.0,16600000.0,659600000.0,-194800000.0,-105700000.0,288500000.0,-194800000.0,-105700000.0,288500000.0,42400000.0,109700000.0,86600000.0,23100000.0,67400000.0,4200000.0,,54400000.0,-72400000.0,-3000000.0,-108100000.0,-802800000.0,,5400000.0,
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q3YTD,2013-05-27,2014-02-23,2015-03-30 17:14:11+00:00,,10300000.0,226000000.0,92900000.0,43800000.0,1833500000.0,-148100000.0,-349900000.0,506400000.0,-148100000.0,-349900000.0,506400000.0,38800000.0,199700000.0,134900000.0,64800000.0,42300000.0,9500000.0,,30400000.0,-215700000.0,-3000000.0,-357200000.0,-1818700000.0,-500000.0,8700000.0,1600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q2,2013-08-26,2013-11-24,,,3400000.0,75500000.0,47900000.0,19000000.0,664900000.0,61700000.0,-116800000.0,95500000.0,61700000.0,-116800000.0,95500000.0,-24300000.0,19800000.0,6100000.0,13700000.0,-37400000.0,3700000.0,,-64700000.0,-71600000.0,,-120100000.0,-554200000.0,-100000.0,3300000.0,
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q1TTM,2012-08-27,2013-08-25,,-577400000.0,14100000.0,259900000.0,-27200000.0,57900000.0,3667300000.0,456500000.0,-1083200000.0,463600000.0,456500000.0,-1083200000.0,463600000.0,57400000.0,371300000.0,168500000.0,202800000.0,48300000.0,11200000.0,,220500000.0,-265900000.0,-5300000.0,-516800000.0,-3013400000.0,-600000.0,14400000.0,1900000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2014.0,Q1,2013-05-27,2013-08-25,2014-10-03 16:45:03+00:00,,3400000.0,74200000.0,-9700000.0,8200000.0,509000000.0,-15000000.0,-127400000.0,122400000.0,-15000000.0,-127400000.0,122400000.0,20700000.0,70200000.0,42200000.0,28000000.0,12300000.0,1600000.0,,40700000.0,-71700000.0,,-129000000.0,-461700000.0,-400000.0,0.0,1600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2016.0,Q1,2015-06-01,2015-08-30,2016-10-05 14:52:13+00:00,,1800000.0,81100000.0,-37400000.0,56900000.0,300000.0,-17000000.0,61600000.0,138000000.0,-17000000.0,61600000.0,138000000.0,154200000.0,86400000.0,81000000.0,5400000.0,11500000.0,11600000.0,,-28400000.0,-70000000.0,,-68600000.0,-15800000.0,0.0,,130200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2017.0,Q4,2017-02-27,2017-05-28,,-764400000.0,,,,50600000.0,499200000.0,480600000.0,-849400000.0,215000000.0,480600000.0,-849400000.0,215000000.0,-158300000.0,0.0,,0.0,,20800000.0,400000.0,-4500000.0,-70200000.0,,-85500000.0,-4500000.0,-15300000.0,,100000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2017.0,Q3YTD,2016-05-30,2017-02-26,2018-04-03 17:00:28+00:00,0.0,700000.0,202500000.0,114600000.0,62500000.0,800000.0,-351400000.0,-220300000.0,701300000.0,-351400000.0,-220300000.0,701300000.0,116600000.0,355300000.0,357100000.0,-1800000.0,28200000.0,12100000.0,4300000.0,-13000000.0,-208900000.0,,-232800000.0,-3000000.0,-214900000.0,,8200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2018.0,Q2YTD,2017-05-29,2017-11-26,2019-01-02 16:13:09+00:00,-40400000.0,,154900000.0,-63200000.0,17400000.0,593600000.0,-185500000.0,-240800000.0,314100000.0,-185500000.0,-240800000.0,314100000.0,-118400000.0,203700000.0,209900000.0,-6200000.0,12500000.0,,4400000.0,-6200000.0,-157000000.0,,-207900000.0,-450600000.0,-188900000.0,,3100000.0
