company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othercostofrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2008.0,FY,2007-05-28,2008-05-25,2010-07-23 16:45:51+00:00,2.69,2.69,,245700000.0,2.6,0.0,145200000.0,,377200000.0,369500000.0,7700000.0,377200000.0,5138700000.0,6626500000.0,,,,,641700000.0,5138700000.0,1487800000.0,85700000.0,,887400000.0,600400000.0,-85700000.0,514700000.0,6626500000.0,140200000.0,140400000.0,145100000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2009.0,FY,2008-05-26,2009-05-31,2011-07-22 16:29:23+00:00,2.71,2.71,0.8,283100000.0,2.65,12000000.0,140700000.0,,372200000.0,371800000.0,400000.0,372200000.0,5636900000.0,7217500000.0,,,,,665600000.0,5636900000.0,1580600000.0,107400000.0,,960700000.0,619900000.0,-107400000.0,512500000.0,7217500000.0,137300000.0,137400000.0,140400000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2009.0,Q3,2008-11-24,2009-02-22,2010-04-02 15:02:13+00:00,0.79,0.79,,71200000.0,0.78,,40400000.0,,107500000.0,108100000.0,-600000.0,107500000.0,1394000000.0,1798900000.0,,,,,159700000.0,1394000000.0,404900000.0,25500000.0,,230900000.0,174000000.0,-25500000.0,148500000.0,1798900000.0,136100000.0,136100000.0,138600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q4,2010-03-01,2010-05-30,,1.26,0.83,0.5,76100000.0,0.8,,41200000.0,,115600000.0,116000000.0,-400000.0,175900000.0,1635900000.0,3505100000.0,-60300000.0,1082200000.0,-80700000.0,-1292400000.0,179900000.0,2718100000.0,787000000.0,-69000000.0,-93900000.0,499700000.0,287300000.0,-49400000.0,157200000.0,3505100000.0,139500000.0,139300000.0,142400000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,FY,2009-06-01,2010-05-30,2012-07-20 17:00:04+00:00,2.9,2.9,1.0,300900000.0,2.84,,136600000.0,,404500000.0,407000000.0,-2500000.0,404500000.0,4401800000.0,7113100000.0,,1082200000.0,,,690700000.0,5484000000.0,1629100000.0,,-93900000.0,991600000.0,637500000.0,-93900000.0,543600000.0,7113100000.0,139500000.0,139300000.0,142400000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q3,2009-11-30,2010-02-28,2011-04-04 16:49:43+00:00,0.96,0.96,0.25,78100000.0,0.94,,40600000.0,,134300000.0,134800000.0,-500000.0,134300000.0,1430200000.0,1874000000.0,,,,,169500000.0,1430200000.0,443800000.0,20800000.0,,247600000.0,196200000.0,-20800000.0,175400000.0,1874000000.0,139900000.0,139300000.0,142300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q3YTD,2009-06-01,2010-02-28,,1.64,2.07,0.5,224800000.0,2.04,,95400000.0,,288900000.0,291000000.0,-2100000.0,228600000.0,2765900000.0,3608000000.0,60300000.0,,80700000.0,1292400000.0,510800000.0,2765900000.0,842100000.0,69000000.0,,491900000.0,350200000.0,-44500000.0,386400000.0,3608000000.0,139900000.0,139300000.0,142300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q2YTD,2009-06-01,2009-11-29,,1.11,1.11,0.25,146700000.0,1.1,,54800000.0,,154600000.0,156200000.0,-1600000.0,154600000.0,2628100000.0,3375300000.0,,,,,341300000.0,2628100000.0,747200000.0,48200000.0,,488000000.0,259200000.0,-48200000.0,211000000.0,3375300000.0,140200000.0,139000000.0,141700000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2010.0,Q1,2009-06-01,2009-08-30,2010-10-05 16:17:51+00:00,0.68,0.68,,72900000.0,0.67,,35300000.0,,94300000.0,95000000.0,-700000.0,94300000.0,1335700000.0,1734000000.0,,,,,171400000.0,1335700000.0,398300000.0,23700000.0,,244300000.0,154000000.0,-23700000.0,130300000.0,1734000000.0,138700000.0,138700000.0,141300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q4,2011-02-28,2011-05-29,,1.01,1.01,0.32,81600000.0,0.98,,48300000.0,,137500000.0,137900000.0,-400000.0,137500000.0,946000000.0,1990500000.0,,568200000.0,,,187000000.0,1514200000.0,476300000.0,-24600000.0,-46100000.0,268600000.0,207700000.0,-21500000.0,186200000.0,1990500000.0,136900000.0,136800000.0,140300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,FY,2010-05-31,2011-05-29,2013-07-19 16:11:40+00:00,3.48,3.48,1.28,316800000.0,3.39,,168900000.0,,476300000.0,478700000.0,-2400000.0,476300000.0,4570500000.0,7500200000.0,,1129000000.0,,,742700000.0,5699500000.0,1800700000.0,,-93600000.0,1059500000.0,741200000.0,-93600000.0,647600000.0,7500200000.0,136900000.0,136800000.0,140300000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3,2010-11-29,2011-02-27,2012-04-02 14:34:44+00:00,1.11,1.11,0.32,80500000.0,1.08,,47400000.0,,151200000.0,151700000.0,-500000.0,151200000.0,1192500000.0,1976800000.0,,285900000.0,,,194800000.0,1478400000.0,498400000.0,,-24000000.0,275300000.0,223100000.0,-24000000.0,199100000.0,1976800000.0,136200000.0,136400000.0,140000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3YTD,2010-05-31,2011-02-27,,2.47,2.47,0.96,235200000.0,2.41,,120600000.0,,338800000.0,340800000.0,-2000000.0,338800000.0,3624500000.0,5509700000.0,,560800000.0,,,555700000.0,4185300000.0,1324400000.0,24600000.0,-47500000.0,790900000.0,533500000.0,-72100000.0,461400000.0,5509700000.0,136200000.0,136400000.0,140000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q3TTM,2010-03-01,2011-02-27,,3.73,3.3,1.46,311300000.0,3.21,,161800000.0,,454400000.0,456800000.0,-2400000.0,514700000.0,5260400000.0,9014800000.0,-60300000.0,1643000000.0,-80700000.0,-1292400000.0,735600000.0,6903400000.0,2111400000.0,-44400000.0,-141400000.0,1290600000.0,820800000.0,-121500000.0,618600000.0,9014800000.0,136200000.0,136400000.0,140000000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2,2010-08-30,2010-11-28,2012-01-03 15:45:43+00:00,0.54,0.54,0.32,78000000.0,0.53,,27400000.0,,74500000.0,75800000.0,-1300000.0,74500000.0,1066600000.0,1726200000.0,,274900000.0,,,180000000.0,1341500000.0,384700000.0,,-23500000.0,258000000.0,126700000.0,-23500000.0,103200000.0,1726200000.0,138000000.0,137600000.0,141200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2YTD,2010-05-31,2010-11-28,,1.36,1.36,0.64,154700000.0,1.33,,73200000.0,,187600000.0,189100000.0,-1500000.0,187600000.0,2432000000.0,3532900000.0,,274900000.0,,,360900000.0,2706900000.0,826000000.0,24600000.0,-23500000.0,515600000.0,310400000.0,-48100000.0,262300000.0,3532900000.0,138000000.0,137600000.0,141200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q2TTM,2009-11-30,2010-11-28,,3.58,3.15,1.39,308900000.0,3.07,,155000000.0,,437500000.0,439900000.0,-2400000.0,497800000.0,5498100000.0,8912000000.0,-60300000.0,1357100000.0,-80700000.0,-1292400000.0,710300000.0,6855200000.0,2056800000.0,-23600000.0,-117400000.0,1262900000.0,793900000.0,-118300000.0,594900000.0,8912000000.0,138000000.0,137600000.0,141200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q1,2010-05-31,2010-08-29,2011-09-30 14:44:06+00:00,0.82,0.82,0.32,76700000.0,0.8,,45800000.0,,113100000.0,113300000.0,-200000.0,113100000.0,1365400000.0,1806700000.0,,,,,180900000.0,1365400000.0,441300000.0,24600000.0,,257600000.0,183700000.0,-24600000.0,159100000.0,1806700000.0,137900000.0,138600000.0,141700000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2011.0,Q1TTM,2009-08-31,2010-08-29,,3.04,3.04,1.32,304700000.0,2.97,,147100000.0,,423300000.0,425300000.0,-2000000.0,423300000.0,4431500000.0,7185800000.0,,1082200000.0,,,700200000.0,5513700000.0,1672100000.0,900000.0,-93900000.0,1004900000.0,667200000.0,-94800000.0,572400000.0,7185800000.0,137900000.0,138600000.0,141700000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q4,2012-02-27,2012-05-27,,1.16,1.16,0.43,-17500000.0,1.14,200000.0,-36400000.0,,151100000.0,-45800000.0,196900000.0,151100000.0,-455700000.0,-606100000.0,,-50300000.0,,,-28100000.0,-506000000.0,-100100000.0,,-27500000.0,-45400000.0,-54700000.0,-27500000.0,-82200000.0,-606100000.0,130300000.0,130100000.0,133200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,FY,2011-05-30,2012-05-27,2014-07-18 16:49:09+00:00,3.65,3.65,1.72,241300000.0,3.57,200000.0,75900000.0,,475500000.0,279200000.0,196300000.0,475500000.0,3237300000.0,5327100000.0,,851000000.0,,,540100000.0,4088300000.0,1238800000.0,,-102100000.0,781600000.0,457200000.0,-102100000.0,355100000.0,5327100000.0,130300000.0,130100000.0,133200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3,2011-11-28,2012-02-26,2013-04-01 12:09:10+00:00,1.28,1.28,0.43,88900000.0,1.25,,53700000.0,,164100000.0,164100000.0,0.0,164100000.0,1318900000.0,2159700000.0,,308400000.0,,,198000000.0,1627300000.0,532400000.0,,-27700000.0,286900000.0,245500000.0,-27700000.0,217800000.0,2159700000.0,128200000.0,128000000.0,130900000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3YTD,2011-05-30,2012-02-26,,2.49,2.49,1.29,258800000.0,2.43,,112300000.0,,324400000.0,325000000.0,-600000.0,324400000.0,3693000000.0,5933200000.0,,901300000.0,,,568200000.0,4594300000.0,1338900000.0,,-74600000.0,827000000.0,511900000.0,-74600000.0,437300000.0,5933200000.0,128200000.0,128000000.0,130900000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q3TTM,2011-02-28,2012-02-26,,3.5,3.5,1.61,340400000.0,3.41,,160600000.0,,461900000.0,462900000.0,-1000000.0,461900000.0,4639000000.0,7923700000.0,,1469500000.0,,,755200000.0,6108500000.0,1815200000.0,-24600000.0,-120700000.0,1095600000.0,719600000.0,-96100000.0,623500000.0,7923700000.0,128200000.0,128000000.0,130900000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2,2011-08-29,2011-11-27,2013-01-02 16:28:30+00:00,0.41,0.41,0.43,85800000.0,0.4,,18400000.0,,53700000.0,54100000.0,-400000.0,53700000.0,1167500000.0,1831500000.0,,293100000.0,,,187400000.0,1460600000.0,370900000.0,,-25200000.0,273200000.0,97700000.0,-25200000.0,72500000.0,1831500000.0,131000000.0,130300000.0,133200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2YTD,2011-05-30,2011-11-27,,1.21,1.21,0.86,169900000.0,1.18,,58600000.0,,160300000.0,160900000.0,-600000.0,160300000.0,2374100000.0,3773500000.0,,592900000.0,,,370200000.0,2967000000.0,806500000.0,,-46900000.0,540100000.0,266400000.0,-46900000.0,219500000.0,3773500000.0,131000000.0,130300000.0,133200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q2TTM,2010-11-29,2011-11-27,,3.33,3.33,1.5,332000000.0,3.24,,154300000.0,,449000000.0,450500000.0,-1500000.0,449000000.0,4512600000.0,7740800000.0,,1447000000.0,,,752000000.0,5959600000.0,1781200000.0,-24600000.0,-117000000.0,1084000000.0,697200000.0,-92400000.0,604800000.0,7740800000.0,131000000.0,130300000.0,133200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q1,2011-05-30,2011-08-28,2012-09-28 11:57:18+00:00,0.8,0.8,0.43,84100000.0,0.78,,40200000.0,,106600000.0,106800000.0,-200000.0,106600000.0,1206600000.0,1942000000.0,,299800000.0,,,182800000.0,1506400000.0,435600000.0,,-21700000.0,266900000.0,168700000.0,-21700000.0,147000000.0,1942000000.0,133300000.0,133800000.0,137200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2012.0,Q1TTM,2010-08-30,2011-08-28,,3.46,3.46,1.39,324200000.0,3.37,,163300000.0,,469800000.0,472200000.0,-2400000.0,469800000.0,4411700000.0,7635500000.0,,1428800000.0,,,744600000.0,5840500000.0,1795000000.0,-24600000.0,-115300000.0,1068800000.0,726200000.0,-90700000.0,635500000.0,7635500000.0,133300000.0,133800000.0,137200000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q4,2013-02-25,2013-05-26,,1.03,1.03,0.5,-14500000.0,1.0,900000.0,-46700000.0,241100000.0,133100000.0,-41900000.0,175000000.0,133100000.0,-256600000.0,-332000000.0,,2400000.0,,,-250000000.0,-254200000.0,-77800000.0,,-33300000.0,-22500000.0,-55300000.0,-33300000.0,-88600000.0,-332000000.0,129100000.0,129000000.0,131600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,FY,2012-05-28,2013-05-26,2015-07-24 17:18:33+00:00,3.19,3.19,2.0,278300000.0,3.13,900000.0,36700000.0,241100000.0,411900000.0,237300000.0,174600000.0,411900000.0,3636200000.0,5921000000.0,,980400000.0,,,384100000.0,4616600000.0,1304400000.0,,-126000000.0,904400000.0,400000000.0,-126000000.0,274000000.0,5921000000.0,129100000.0,129000000.0,131600000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3,2012-11-26,2013-02-24,2014-03-31 16:15:51+00:00,1.04,1.04,0.5,101000000.0,1.02,,38700000.0,,134400000.0,134500000.0,-100000.0,134400000.0,1404100000.0,2258200000.0,,348200000.0,,,199800000.0,1752300000.0,505900000.0,,-31900000.0,300800000.0,205100000.0,-31900000.0,173200000.0,2258200000.0,129200000.0,129300000.0,131500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3YTD,2012-05-28,2013-02-24,,2.16,2.16,1.5,292800000.0,2.13,,83400000.0,,278800000.0,279200000.0,-400000.0,278800000.0,3892800000.0,6253000000.0,,978000000.0,,,634100000.0,4870800000.0,1382200000.0,,-92700000.0,926900000.0,455300000.0,-92700000.0,362600000.0,6253000000.0,129200000.0,129300000.0,131500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q3TTM,2012-02-27,2013-02-24,,3.32,3.32,1.93,275300000.0,3.27,200000.0,47000000.0,,429900000.0,233400000.0,196500000.0,429900000.0,3437100000.0,5646900000.0,,927700000.0,,,606000000.0,4364800000.0,1282100000.0,,-120200000.0,881500000.0,400600000.0,-120200000.0,280400000.0,5646900000.0,129200000.0,129300000.0,131500000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q2,2012-08-27,2012-11-25,2014-01-02 16:49:51+00:00,0.26,0.26,0.5,99200000.0,0.26,,9400000.0,,33600000.0,33700000.0,-100000.0,33600000.0,1243200000.0,1960000000.0,,325500000.0,,,216100000.0,1568700000.0,391300000.0,,-32900000.0,315300000.0,76000000.0,-32900000.0,43100000.0,1960000000.0,129200000.0,128800000.0,131700000.0
Darden Restaurants Inc,DRI,CY1NFSCCB5GUXC7WZC70,940944,2013.0,Q2YTD,2012-05-28,2012-11-25,,1.12,1.12,1.0,191800000.0,1.11,,44700000.0,,144400000.0,144700000.0,-300000.0,144400000.0,2488700000.0,3994800000.0,,629800000.0,,,434300000.0,3118500000.0,876300000.0,,-60800000.0,626100000.0,250200000.0,-60800000.0,189400000.0,3994800000.0,129200000.0,128800000.0,131700000.0
