company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Alphabet Inc,GOOGL,,1652044,2008.0,FY,,2008-12-31,2010-02-12 17:19:28+00:00,178004000.0,2642192000.0,1012810000.0,,226579000.0,,8656672000.0,,14450653000.0,218084000.0,286105000.0,81549000.0,811643000.0,,4839854000.0,996690000.0,,85160000.0,,5233843000.0,29818000.0,0.0,902630000.0,,,,,433846000.0,294175000.0,1404114000.0,,13561630000.0,,7189099000.0,31767575000.0,28238862000.0,20178182000.0,2302090000.0,28238862000.0,28238862000.0,3528713000.0,31767575000.0,6355550000.0,1226623000.0,0.0
Alphabet Inc,GOOGL,,1652044,2009.0,FY,,2009-12-31,2011-02-11 17:13:29+00:00,216000000.0,3178000000.0,1264000000.0,,105000000.0,,10198000000.0,,15817000000.0,285000000.0,667000000.0,0.0,982000000.0,,4903000000.0,775000000.0,,129000000.0,,4845000000.0,42000000.0,263000000.0,1392000000.0,,,,,415000000.0,312000000.0,837000000.0,,20082000000.0,0.0,14287000000.0,40497000000.0,36004000000.0,29167000000.0,2747000000.0,36004000000.0,36004000000.0,4493000000.0,40497000000.0,6485000000.0,1746000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2009.0,Q3,,2009-09-30,2009-11-03 18:31:50+00:00,192743000.0,2807341000.0,1045605000.0,,232785000.0,,12087115000.0,,15380990000.0,252221000.0,735709000.0,0.0,831205000.0,,4849217000.0,823248000.0,,110372000.0,,4917491000.0,35846000.0,233836000.0,1318315000.0,,,,,415137000.0,305157000.0,816103000.0,,18107978000.0,,9907276000.0,37702845000.0,33721753000.0,26353544000.0,2321774000.0,33721753000.0,33721753000.0,3981092000.0,37702845000.0,6431810000.0,1659318000.0,0.0
Alphabet Inc,GOOGL,,1652044,2009.0,Q2,,2009-06-30,2009-08-04 16:51:26+00:00,221914000.0,2701912000.0,961425000.0,,81434000.0,,11911351000.0,,15044419000.0,227761000.0,721819000.0,0.0,589862000.0,,4836913000.0,856386000.0,,93925000.0,,5005900000.0,31675000.0,124647000.0,1232984000.0,,,,,406136000.0,298283000.0,1067116000.0,,16469003000.0,,7432655000.0,35158760000.0,31594856000.0,23834853000.0,2000962000.0,31594856000.0,31594856000.0,3563904000.0,35158760000.0,6318007000.0,1562942000.0,0.0
Alphabet Inc,GOOGL,,1652044,2010.0,FY,,2010-12-31,2012-01-26 17:12:25+00:00,483000000.0,4252000000.0,1846000000.0,,138000000.0,,13630000000.0,0.0,18235000000.0,394000000.0,259000000.0,37000000.0,1410000000.0,,6256000000.0,1044000000.0,0.0,523000000.0,,7759000000.0,35000000.0,265000000.0,1200000000.0,,,,,442000000.0,379000000.0,1326000000.0,,27868000000.0,5826000000.0,22095000000.0,57851000000.0,46241000000.0,41562000000.0,9996000000.0,46241000000.0,46241000000.0,11610000000.0,57851000000.0,8530000000.0,1614000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2010.0,Q3,,2010-09-30,2010-10-29 16:54:19+00:00,528000000.0,3616000000.0,1593000000.0,,531000000.0,,11257000000.0,,17435000000.0,322000000.0,366000000.0,,1104000000.0,,6099000000.0,993000000.0,,485000000.0,,5506000000.0,33000000.0,406000000.0,1098000000.0,,,,,406000000.0,391000000.0,1210000000.0,,25324000000.0,4983000000.0,22998000000.0,53342000000.0,43290000000.0,39447000000.0,8530000000.0,43290000000.0,43290000000.0,10052000000.0,53342000000.0,8389000000.0,1522000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2010.0,Q2,,2010-06-30,2010-07-30 17:23:11+00:00,397000000.0,3308000000.0,1430000000.0,,346000000.0,,10713000000.0,,17109000000.0,302000000.0,375000000.0,,748000000.0,,5788000000.0,904000000.0,,377000000.0,,4920000000.0,31000000.0,443000000.0,1318000000.0,,,,,452000000.0,336000000.0,1419000000.0,,23158000000.0,2870000000.0,19346000000.0,48045000000.0,40613000000.0,35161000000.0,5747000000.0,40613000000.0,40613000000.0,7432000000.0,48045000000.0,7964000000.0,1685000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2010.0,Q1,,2010-03-31,2010-05-05 15:26:04+00:00,329000000.0,3084000000.0,1272000000.0,,163000000.0,,9192000000.0,,16171000000.0,293000000.0,399000000.0,450000000.0,578000000.0,,5122000000.0,790000000.0,,154000000.0,,4773000000.0,36000000.0,446000000.0,1300000000.0,,,,,454000000.0,330000000.0,1135000000.0,,21949000000.0,,17322000000.0,42871000000.0,38283000000.0,31132000000.0,2922000000.0,38283000000.0,38283000000.0,4588000000.0,42871000000.0,6966000000.0,1666000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2011.0,FY,,2011-12-31,2013-01-29 17:29:36+00:00,588000000.0,5427000000.0,2538000000.0,,276000000.0,,9983000000.0,0.0,20264000000.0,547000000.0,215000000.0,197000000.0,1818000000.0,,7346000000.0,1578000000.0,2986000000.0,790000000.0,35000000.0,9603000000.0,44000000.0,,1980000000.0,,,,,499000000.0,506000000.0,1710000000.0,,37605000000.0,3225000000.0,35388000000.0,72574000000.0,58145000000.0,52758000000.0,8913000000.0,58145000000.0,58145000000.0,14429000000.0,72574000000.0,10213000000.0,5516000000.0,0.0
Alphabet Inc,GOOGL,,1652044,2011.0,Q3,,2011-09-30,2011-10-26 17:22:16+00:00,563000000.0,4583000000.0,2117000000.0,,232000000.0,,10630000000.0,,19697000000.0,489000000.0,348000000.0,0.0,1446000000.0,,6989000000.0,1474000000.0,2986000000.0,891000000.0,,9204000000.0,31000000.0,0.0,1857000000.0,,,,,488000000.0,496000000.0,1406000000.0,,34901000000.0,4273000000.0,33075000000.0,69088000000.0,54830000000.0,50042000000.0,8888000000.0,54830000000.0,54830000000.0,14258000000.0,69088000000.0,9842000000.0,5370000000.0,0.0
