company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,fedfundssold,loansandleases,loansheldforsale,longtermdebt,netloansandleases,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Goldman Sachs Group Inc,GS,,886982,2011.0,Q2,,2011-06-30,2011-08-08 19:34:31+00:00,-347000000.0,45433000000.0,44963000000.0,77367000000.0,162285000000.0,,,224204000000.0,,39004000000.0,44257000000.0,5200000000.0,179548000000.0,61491000000.0,58659000000.0,421798000000.0,936910000000.0,69256000000.0,72356000000.0,72356000000.0,864554000000.0,936910000000.0,3100000000.0,546077000000.0,-39219000000.0
Goldman Sachs Group Inc,GS,,886982,2011.0,Q1,,2011-03-31,2011-05-09 19:31:25+00:00,-330000000.0,42683000000.0,44860000000.0,75412000000.0,162094000000.0,,,222929000000.0,,38727000000.0,40565000000.0,4759000000.0,186547000000.0,53512000000.0,57803000000.0,412617000000.0,933289000000.0,69369000000.0,72469000000.0,72469000000.0,860820000000.0,933289000000.0,3100000000.0,559023000000.0,-37723000000.0
Goldman Sachs Group Inc,GS,,886982,2012.0,FY,,2012-12-31,2014-02-27 19:38:13+00:00,-193000000.0,72669000000.0,48038000000.0,72874000000.0,141334000000.0,,,213080000000.0,,70124000000.0,58103000000.0,3298000000.0,169039000000.0,49671000000.0,65223000000.0,410596000000.0,938555000000.0,69516000000.0,75716000000.0,75716000000.0,862839000000.0,938555000000.0,6200000000.0,543904000000.0,-46850000000.0
Goldman Sachs Group Inc,GS,,886982,2012.0,Q3,,2012-09-30,2012-11-08 06:37:02+00:00,-382000000.0,63639000000.0,47306000000.0,64787000000.0,147361000000.0,,,210911000000.0,,61526000000.0,39280000000.0,4109000000.0,184175000000.0,53597000000.0,62638000000.0,418908000000.0,949207000000.0,68337000000.0,73687000000.0,73687000000.0,875520000000.0,949207000000.0,5350000000.0,580543000000.0,-45334000000.0
Goldman Sachs Group Inc,GS,,886982,2012.0,Q2,,2012-06-30,2012-08-08 19:06:33+00:00,-506000000.0,58913000000.0,47063000000.0,67674000000.0,167344000000.0,,,205231000000.0,,57320000000.0,43310000000.0,4128000000.0,185413000000.0,56685000000.0,61412000000.0,427819000000.0,948638000000.0,68005000000.0,72855000000.0,72855000000.0,875783000000.0,948638000000.0,4850000000.0,554712000000.0,-44092000000.0
Goldman Sachs Group Inc,GS,,886982,2012.0,Q1,,2012-03-31,2012-05-09 18:36:02+00:00,-507000000.0,57138000000.0,47043000000.0,65211000000.0,181050000000.0,,,212852000000.0,,50874000000.0,39836000000.0,3889000000.0,183432000000.0,53099000000.0,60723000000.0,432118000000.0,950932000000.0,68556000000.0,71656000000.0,71656000000.0,879276000000.0,950932000000.0,3100000000.0,554598000000.0,-42592000000.0
Goldman Sachs Group Inc,GS,,886982,2013.0,FY,,2013-12-31,2015-02-20 21:44:35+00:00,-524000000.0,61133000000.0,49006000000.0,74040000000.0,161732000000.0,,,204524000000.0,,70807000000.0,61244000000.0,3839000000.0,143470000000.0,49671000000.0,71961000000.0,414239000000.0,911507000000.0,71267000000.0,78467000000.0,78467000000.0,833040000000.0,911507000000.0,7200000000.0,503687000000.0,-53015000000.0
Goldman Sachs Group Inc,GS,,886982,2013.0,Q3,,2013-09-30,2013-11-06 20:15:16+00:00,-600000000.0,65478000000.0,48938000000.0,74131000000.0,169868000000.0,,,214170000000.0,,71570000000.0,60519000000.0,3701000000.0,160975000000.0,53875000000.0,69975000000.0,398892000000.0,923223000000.0,70416000000.0,77616000000.0,77616000000.0,845607000000.0,923223000000.0,7200000000.0,499352000000.0,-51598000000.0
Goldman Sachs Group Inc,GS,,886982,2013.0,Q2,,2013-06-30,2013-08-07 18:48:16+00:00,-583000000.0,72398000000.0,48770000000.0,74104000000.0,153555000000.0,,,209695000000.0,,69395000000.0,55510000000.0,3822000000.0,171293000000.0,51930000000.0,68783000000.0,410030000000.0,938456000000.0,70843000000.0,78043000000.0,78043000000.0,860413000000.0,938456000000.0,7200000000.0,530959000000.0,-49949000000.0
Goldman Sachs Group Inc,GS,,886982,2013.0,Q1,,2013-03-30,2013-05-08 18:36:23+00:00,-208000000.0,63333000000.0,48740000000.0,77917000000.0,158506000000.0,,,217145000000.0,,72685000000.0,58989000000.0,3679000000.0,192302000000.0,41044000000.0,67164000000.0,399863000000.0,959223000000.0,71028000000.0,77228000000.0,77228000000.0,881995000000.0,959223000000.0,6200000000.0,559434000000.0,-48347000000.0
Goldman Sachs Group Inc,GS,,886982,2014.0,FY,,2014-12-31,2016-03-01 21:09:27+00:00,-743000000.0,57600000000.0,50058000000.0,63808000000.0,127938000000.0,,,195681000000.0,,82880000000.0,81810000000.0,3766000000.0,148158000000.0,51716000000.0,78984000000.0,346326000000.0,855842000000.0,73597000000.0,82797000000.0,82797000000.0,773045000000.0,855842000000.0,9200000000.0,472970000000.0,-58468000000.0
Goldman Sachs Group Inc,GS,,886982,2014.0,Q3,,2014-09-30,2014-11-04 19:48:28+00:00,-643000000.0,54150000000.0,50025000000.0,97626000000.0,125669000000.0,,,197551000000.0,,77951000000.0,49600000000.0,3687000000.0,146867000000.0,44190000000.0,77227000000.0,364289000000.0,868933000000.0,73075000000.0,82275000000.0,82275000000.0,786658000000.0,868933000000.0,9200000000.0,497698000000.0,-57221000000.0
Goldman Sachs Group Inc,GS,,886982,2014.0,Q2,,2014-06-30,2014-08-06 18:42:14+00:00,-595000000.0,56983000000.0,49950000000.0,91011000000.0,109103000000.0,,,201637000000.0,,73750000000.0,51624000000.0,3709000000.0,138661000000.0,40668000000.0,75340000000.0,364237000000.0,859914000000.0,72429000000.0,81629000000.0,81629000000.0,778285000000.0,859914000000.0,9200000000.0,510525000000.0,-55975000000.0
Goldman Sachs Group Inc,GS,,886982,2014.0,Q1,,2014-03-31,2014-05-08 19:22:16+00:00,-560000000.0,58858000000.0,49967000000.0,86589000000.0,135033000000.0,,,208954000000.0,,71457000000.0,51737000000.0,3572000000.0,142606000000.0,60180000000.0,73646000000.0,413549000000.0,915665000000.0,71899000000.0,79099000000.0,79099000000.0,836566000000.0,915665000000.0,7200000000.0,523268000000.0,-54726000000.0
Goldman Sachs Group Inc,GS,,886982,2015.0,FY,,2015-12-31,2017-02-24 19:08:26+00:00,-718000000.0,93439000000.0,51349000000.0,46430000000.0,134308000000.0,45407000000.0,,203789000000.0,45407000000.0,97519000000.0,50671000000.0,4151000000.0,134141000000.0,,83386000000.0,339218000000.0,861395000000.0,75528000000.0,86728000000.0,86728000000.0,774667000000.0,861395000000.0,11200000000.0,491140000000.0,-62640000000.0
Goldman Sachs Group Inc,GS,,886982,2015.0,Q3,,2015-09-30,2015-11-02 20:23:45+00:00,-911000000.0,65575000000.0,51290000000.0,52016000000.0,126903000000.0,,42189000000.0,204558000000.0,,91458000000.0,71906000000.0,4011000000.0,143250000000.0,58168000000.0,83105000000.0,353590000000.0,880559000000.0,76503000000.0,87703000000.0,87703000000.0,792856000000.0,880559000000.0,11200000000.0,463802000000.0,-60992000000.0
Goldman Sachs Group Inc,GS,,886982,2015.0,Q2,,2015-06-30,2015-07-31 18:03:19+00:00,-908000000.0,60845000000.0,51219000000.0,56349000000.0,123619000000.0,,38397000000.0,201473000000.0,,89064000000.0,63888000000.0,4011000000.0,141556000000.0,35340000000.0,82072000000.0,340132000000.0,859879000000.0,76454000000.0,87654000000.0,87654000000.0,772225000000.0,859879000000.0,11200000000.0,481441000000.0,-59940000000.0
Goldman Sachs Group Inc,GS,,886982,2015.0,Q1,,2015-03-31,2015-05-04 20:10:37+00:00,-771000000.0,63129000000.0,51017000000.0,58590000000.0,113225000000.0,,,194511000000.0,,86071000000.0,95580000000.0,3924000000.0,146262000000.0,42323000000.0,81455000000.0,353487000000.0,865458000000.0,75927000000.0,85127000000.0,85127000000.0,780331000000.0,865458000000.0,9200000000.0,492611000000.0,-59698000000.0
Goldman Sachs Group Inc,GS,,886982,2016.0,FY,,2016-12-31,2018-02-23 20:16:10+00:00,-1216000000.0,121711000000.0,52647000000.0,47780000000.0,116925000000.0,,49672000000.0,218133000000.0,,124098000000.0,43525000000.0,3914000000.0,131505000000.0,,89039000000.0,299536000000.0,860165000000.0,75690000000.0,86893000000.0,86893000000.0,773272000000.0,860165000000.0,11203000000.0,480552000000.0,-68694000000.0
Goldman Sachs Group Inc,GS,,886982,2016.0,Q3,,2016-09-30,2016-11-02 18:36:26+00:00,-582000000.0,99535000000.0,52550000000.0,53855000000.0,94220000000.0,,,218320000000.0,,124550000000.0,99963000000.0,3974000000.0,128790000000.0,54526000000.0,87160000000.0,321217000000.0,879987000000.0,75907000000.0,87110000000.0,87110000000.0,792877000000.0,879987000000.0,11203000000.0,477888000000.0,-67195000000.0
Goldman Sachs Group Inc,GS,,886982,2016.0,Q2,,2016-06-30,2016-08-03 18:49:31+00:00,-551000000.0,103293000000.0,52489000000.0,51710000000.0,107175000000.0,,48212000000.0,213233000000.0,,123708000000.0,51226000000.0,3955000000.0,135068000000.0,64620000000.0,85339000000.0,338320000000.0,896843000000.0,75311000000.0,86514000000.0,86514000000.0,810329000000.0,896843000000.0,11203000000.0,470607000000.0,-65921000000.0
Goldman Sachs Group Inc,GS,,886982,2016.0,Q1,,2016-03-31,2016-05-05 19:22:26+00:00,-478000000.0,79169000000.0,52480000000.0,49399000000.0,128513000000.0,,47924000000.0,210761000000.0,,104866000000.0,47239000000.0,3820000000.0,140326000000.0,58287000000.0,83990000000.0,335246000000.0,878036000000.0,75634000000.0,86837000000.0,86837000000.0,791199000000.0,878036000000.0,11203000000.0,467505000000.0,-64178000000.0
Goldman Sachs Group Inc,GS,,886982,2017.0,FY,,2017-12-31,2019-02-25 19:51:24+00:00,-1880000000.0,110051000000.0,53366000000.0,,120822000000.0,,65933000000.0,257268000000.0,,138604000000.0,113134000000.0,2777000000.0,128852000000.0,,91519000000.0,309809000000.0,916776000000.0,70390000000.0,82243000000.0,82243000000.0,834533000000.0,916776000000.0,11853000000.0,506836000000.0,-75392000000.0
Goldman Sachs Group Inc,GS,,886982,2017.0,Q3,,2017-09-30,2017-11-02 19:15:48+00:00,-1716000000.0,116610000000.0,53303000000.0,59695000000.0,112532000000.0,,61486000000.0,247751000000.0,,132761000000.0,57941000000.0,3355000000.0,128561000000.0,,93958000000.0,334767000000.0,930132000000.0,75089000000.0,86292000000.0,86292000000.0,843840000000.0,930132000000.0,11203000000.0,521868000000.0,-73811000000.0
Goldman Sachs Group Inc,GS,,886982,2017.0,Q2,,2017-06-30,2017-08-03 20:35:29+00:00,-1615000000.0,110888000000.0,53196000000.0,59343000000.0,115553000000.0,,,238085000000.0,,125544000000.0,114693000000.0,3308000000.0,130051000000.0,,92225000000.0,326163000000.0,906518000000.0,75472000000.0,86675000000.0,86675000000.0,819843000000.0,906518000000.0,11203000000.0,506041000000.0,-71642000000.0
Goldman Sachs Group Inc,GS,,886982,2017.0,Q1,,2017-03-31,2017-05-03 19:43:50+00:00,-1370000000.0,123035000000.0,53194000000.0,54460000000.0,117278000000.0,,,231444000000.0,,127929000000.0,102979000000.0,3155000000.0,127116000000.0,,90904000000.0,320663000000.0,894069000000.0,75714000000.0,86917000000.0,86917000000.0,807152000000.0,894069000000.0,11203000000.0,496317000000.0,-70169000000.0
Goldman Sachs Group Inc,GS,,886982,2018.0,FY,,2018-12-31,2020-02-20 21:09:56+00:00,693000000.0,130547000000.0,54014000000.0,,139258000000.0,,97837000000.0,257390000000.0,,158257000000.0,148674000000.0,2845000000.0,126504000000.0,,100100000000.0,299460000000.0,931796000000.0,78982000000.0,90185000000.0,90185000000.0,841611000000.0,931796000000.0,11203000000.0,415480000000.0,-78670000000.0
Goldman Sachs Group Inc,GS,,886982,2018.0,Q3,,2018-09-30,2018-11-02 17:09:30+00:00,-1839000000.0,118871000000.0,54021000000.0,54985000000.0,143447000000.0,,76011000000.0,272072000000.0,,151518000000.0,57957000000.0,2716000000.0,129215000000.0,,98083000000.0,317623000000.0,957190000000.0,75559000000.0,86762000000.0,86762000000.0,870428000000.0,957190000000.0,11203000000.0,505919000000.0,-77422000000.0
Goldman Sachs Group Inc,GS,,886982,2018.0,Q2,,2018-06-30,2018-08-02 19:39:19+00:00,-958000000.0,131417000000.0,54009000000.0,59778000000.0,135180000000.0,,74082000000.0,270033000000.0,,153441000000.0,57369000000.0,2581000000.0,128311000000.0,,95941000000.0,330226000000.0,968610000000.0,75396000000.0,86599000000.0,86599000000.0,882011000000.0,968610000000.0,11203000000.0,510784000000.0,-76177000000.0
Goldman Sachs Group Inc,GS,,886982,2018.0,Q1,,2018-03-31,2018-05-03 19:19:58+00:00,-1770000000.0,120503000000.0,54001000000.0,70273000000.0,131461000000.0,,71697000000.0,269139000000.0,,150940000000.0,65155000000.0,2415000000.0,136436000000.0,,93907000000.0,333441000000.0,973535000000.0,72376000000.0,83579000000.0,83579000000.0,889956000000.0,973535000000.0,11203000000.0,514446000000.0,-76177000000.0
Goldman Sachs Group Inc,GS,,886982,2019.0,FY,,2019-12-31,2020-04-30 19:30:05+00:00,-1484000000.0,133546000000.0,54892000000.0,,85691000000.0,,108904000000.0,241338000000.0,,190019000000.0,173424000000.0,3195000000.0,130486000000.0,,106465000000.0,340860000000.0,992968000000.0,79062000000.0,90265000000.0,90265000000.0,902703000000.0,992968000000.0,11203000000.0,491403000000.0,-84006000000.0
Goldman Sachs Group Inc,GS,,886982,2019.0,Q3,,2019-09-30,2019-10-31 18:43:06+00:00,-484000000.0,94094000000.0,54888000000.0,,138299000000.0,,85837000000.0,247232000000.0,,182702000000.0,123732000000.0,3052000000.0,135817000000.0,,105194000000.0,349557000000.0,1007320000000.0,80809000000.0,92012000000.0,92012000000.0,915308000000.0,1007320000000.0,11203000000.0,565358000000.0,-81841000000.0
Goldman Sachs Group Inc,GS,,886982,2019.0,Q2,,2019-06-30,2019-08-05 08:42:44+00:00,-815000000.0,91092000000.0,54874000000.0,,137639000000.0,,83769000000.0,252747000000.0,,166367000000.0,123003000000.0,2930000000.0,129096000000.0,,103867000000.0,305801000000.0,944903000000.0,79689000000.0,90892000000.0,90892000000.0,854011000000.0,944903000000.0,11203000000.0,509400000000.0,-81167000000.0
Goldman Sachs Group Inc,GS,,886982,2019.0,Q1,,2019-03-31,2019-05-03 20:02:30+00:00,-613000000.0,87884000000.0,54871000000.0,,132445000000.0,,82674000000.0,256821000000.0,,164136000000.0,111121000000.0,2739000000.0,117121000000.0,,101988000000.0,296998000000.0,925349000000.0,79070000000.0,90273000000.0,90273000000.0,835076000000.0,925349000000.0,11203000000.0,511225000000.0,-79915000000.0
Goldman Sachs Group Inc,GS,,886982,2020.0,Q1,,2020-03-31,2020-04-30 19:30:05+00:00,1937000000.0,105489000000.0,55630000000.0,,132333000000.0,,128453000000.0,276541000000.0,,219994000000.0,226340000000.0,3037000000.0,154652000000.0,,106501000000.0,346190000000.0,1089756000000.0,81176000000.0,92379000000.0,92379000000.0,997377000000.0,1089756000000.0,11203000000.0,497141000000.0,-85929000000.0
