company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2007.0,FY,2007-02-04,2008-02-02,2010-03-02 06:28:58+00:00,15664000.0,1.41,1.41,0.29,1.38,,559614000.0,994868000.0,994868000.0,,995670000.0,-802000.0,13822011000.0,19372682000.0,,-2158000.0,,,,3986758000.0,13822011000.0,5550671000.0,38335000.0,46726000.0,4002422000.0,1548249000.0,6233000.0,1554482000.0,19372682000.0,706100000.0,706100000.0,721500000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,FY,2008-02-03,2009-01-31,2011-03-02 06:27:00+00:00,70265000.0,1.15,1.15,0.33,1.13,,428863000.0,814221000.0,814221000.0,,805264000.0,8957000.0,16836839000.0,23083775000.0,,-7555000.0,,,173524000.0,4631219000.0,16836839000.0,6246936000.0,149774000.0,28485000.0,4875008000.0,1371928000.0,-128844000.0,1243084000.0,23083775000.0,698410000.0,698410000.0,698410000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q3,2008-08-03,2008-11-01,2009-12-01 06:19:58+00:00,28011000.0,0.22,0.22,,0.22,,171644000.0,160694000.0,160694000.0,,156703000.0,3991000.0,5086799000.0,6950933000.0,,-2833000.0,,,132282000.0,1314134000.0,5086799000.0,1864134000.0,59902000.0,5366000.0,1474427000.0,389707000.0,-57369000.0,332338000.0,6950933000.0,712300000.0,712300000.0,712300000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q2,2008-05-04,2008-08-02,2009-08-25 07:06:24+00:00,14259000.0,0.22,0.22,,0.21,,77700000.0,152215000.0,152215000.0,,150233000.0,1982000.0,3723218000.0,5074720000.0,,-604000.0,,,163000.0,1091664000.0,3723218000.0,1351502000.0,21190000.0,6293000.0,1106086000.0,245416000.0,-15501000.0,229915000.0,5074720000.0,682900000.0,682900000.0,715400000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q4,2009-11-01,2010-01-30,,24673000.0,0.33,0.33,0.09,0.32,,125781000.0,238804000.0,238804000.0,,233915000.0,4889000.0,4648533000.0,6406074000.0,,-1528000.0,,,19742000.0,1291187000.0,4648533000.0,1757541000.0,57578000.0,1752000.0,1335602000.0,421939000.0,-57354000.0,364585000.0,6406074000.0,709744000.0,709744000.0,709744000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,FY,2009-02-01,2010-01-30,2012-02-29 06:01:29+00:00,100078000.0,1.04,1.04,0.33,1.02,,398783000.0,757111000.0,757111000.0,,738671000.0,18440000.0,17801548000.0,24275451000.0,,4457000.0,,,84244000.0,4907236000.0,17801548000.0,6473903000.0,237025000.0,6117000.0,5091558000.0,1382345000.0,-226451000.0,1155894000.0,24275451000.0,709744000.0,709744000.0,709744000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q3YTD,2009-02-01,2009-10-31,,75405000.0,0.71,0.71,0.24,0.7,,273002000.0,518307000.0,518307000.0,,504756000.0,13551000.0,13153015000.0,17869377000.0,,5985000.0,,,64502000.0,3616049000.0,13153015000.0,4716362000.0,179447000.0,4365000.0,3755956000.0,960406000.0,-169097000.0,791309000.0,17869377000.0,711397000.0,711397000.0,711397000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q3,2009-08-02,2009-10-31,2010-11-18 06:10:52+00:00,26890000.0,0.38,0.38,0.08,0.37,,144409000.0,274167000.0,274167000.0,,269381000.0,4786000.0,4751836000.0,6518039000.0,,8266000.0,,,15872000.0,1256479000.0,4751836000.0,1766203000.0,58016000.0,1364000.0,1299241000.0,466962000.0,-48386000.0,418576000.0,6518039000.0,711397000.0,711397000.0,711397000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q2YTD,2009-02-01,2009-08-01,,48515000.0,0.33,0.33,0.16,0.33,,128593000.0,244140000.0,244140000.0,,235375000.0,8765000.0,8401179000.0,11351338000.0,,-2281000.0,,,48630000.0,2359570000.0,8401179000.0,2950159000.0,121431000.0,3001000.0,2456715000.0,493444000.0,-120711000.0,372733000.0,11351338000.0,707379000.0,707379000.0,707379000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q2,2009-05-03,2009-08-01,2010-08-19 06:12:13+00:00,26644000.0,0.13,0.13,0.08,0.13,,51176000.0,97161000.0,97161000.0,,92411000.0,4750000.0,4109522000.0,5533779000.0,,1361000.0,,,29633000.0,1161400000.0,4109522000.0,1424257000.0,60933000.0,1329000.0,1217677000.0,206580000.0,-58243000.0,148337000.0,5533779000.0,707379000.0,707379000.0,707379000.0
