company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2007.0,FY,2007-02-04,2008-02-02,2010-03-02 06:28:58+00:00,-178077000.0,,388895000.0,,50658000.0,-183166000.0,178504000.0,11796000.0,-966187000.0,-217710000.0,1361016000.0,,-966187000.0,-217710000.0,1361016000.0,227777000.0,994868000.0,994868000.0,,160419000.0,18557000.0,,-207552000.0,-4148716000.0,-470377000.0,-206515000.0,-760977000.0,4579460000.0,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q4,2008-11-02,2009-01-31,,,,152321000.0,,9315000.0,-10187000.0,18565000.0,1162995000.0,-649413000.0,-134552000.0,520724000.0,,-649413000.0,-134552000.0,520724000.0,-253926000.0,289144000.0,289144000.0,,89446000.0,-143000.0,,-5000.0,,-134552000.0,-1829072000.0,-1753000.0,,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,FY,2008-02-03,2009-01-31,2011-03-02 06:27:00+00:00,-4381811000.0,,548911000.0,,-70422000.0,-27425000.0,148329000.0,4874602000.0,2506042000.0,-4733124000.0,1685830000.0,,2506042000.0,-4733124000.0,1685830000.0,-611674000.0,814221000.0,814221000.0,,350123000.0,5849000.0,,-231465000.0,-3000.0,-378329000.0,-2206312000.0,-84961000.0,27019000.0,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q3,2008-08-03,2008-11-01,,-31000.0,,171684000.0,,-90791000.0,474746000.0,59086000.0,67805000.0,-181994000.0,-75145000.0,977186000.0,,-181994000.0,-75145000.0,977186000.0,629256000.0,160694000.0,160694000.0,,170062000.0,3571000.0,,,,-75114000.0,-309062000.0,-3394000.0,,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q3YTD,2008-02-03,2008-11-01,2009-12-01 06:19:58+00:00,-4381811000.0,,396590000.0,,-79737000.0,-17238000.0,129764000.0,3711607000.0,3155455000.0,-4598572000.0,1165106000.0,,3155455000.0,-4598572000.0,1165106000.0,-357748000.0,525077000.0,525077000.0,,260677000.0,5992000.0,,-231460000.0,-3000.0,-243777000.0,-377240000.0,-83208000.0,27019000.0,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,Q2YTD,2008-02-03,2008-08-02,2009-08-25 07:06:24+00:00,-4381780000.0,,224906000.0,,11054000.0,-491984000.0,70678000.0,3643802000.0,3337449000.0,-4523427000.0,187920000.0,,3337449000.0,-4523427000.0,187920000.0,-987004000.0,364383000.0,364383000.0,,90615000.0,2421000.0,,-231460000.0,-3000.0,-168663000.0,-68178000.0,-79814000.0,27019000.0,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q4,2009-11-01,2010-01-30,,,,141111000.0,,-21579000.0,107687000.0,80897000.0,35094000.0,27409000.0,-122079000.0,496921000.0,,27409000.0,-122079000.0,496921000.0,380672000.0,238804000.0,238804000.0,,9319000.0,6602000.0,,-59551000.0,,-122079000.0,-33354000.0,-2279000.0,,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,FY,2009-02-01,2010-01-30,2012-02-29 06:01:29+00:00,0.0,,552441000.0,,48345000.0,608728000.0,150958000.0,1211424000.0,-1037280000.0,-313228000.0,2084208000.0,,-1037280000.0,-313228000.0,2084208000.0,782045000.0,757111000.0,757111000.0,,165928000.0,8763000.0,,-236874000.0,,-313228000.0,-2140890000.0,-30661000.0,,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q3TTM,2008-11-02,2009-10-31,,,,563651000.0,,79239000.0,490854000.0,88626000.0,2339325000.0,-1714102000.0,-325701000.0,2108011000.0,,-1714102000.0,-325701000.0,2108011000.0,147447000.0,807451000.0,807451000.0,,246055000.0,2018000.0,,-177328000.0,,-325701000.0,-3936608000.0,-30135000.0,,
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q3,2009-08-02,2009-10-31,,,,139571000.0,,27422000.0,425370000.0,24723000.0,36510000.0,-453756000.0,-61284000.0,889323000.0,,-453756000.0,-61284000.0,889323000.0,401705000.0,274167000.0,274167000.0,,50215000.0,2161000.0,,-59275000.0,,-61284000.0,-453568000.0,-4307000.0,,
