company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2008.0,FY,,2009-01-31,2010-03-02 06:28:58+00:00,1967597000.0,1841231000.0,1404709000.0,2810355000.0,-494327000.0,633774000.0,4048927000.0,281101000.0,3780169000.0,5100981000.0,701918000.0,1968928000.0,,2404174000.0,2290626000.0,58224000.0,,,503084000.0,636142000.0,,,636978000.0,5367341000.0,1473248000.0,13073055000.0,5564207000.0,5797258000.0,4845554000.0,5564207000.0,5622431000.0,7450624000.0,13073055000.0,4985171000.0,2605070000.0,0.0,-3357734000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,FY,,2010-01-30,2011-03-02 06:27:00+00:00,2111696000.0,1811365000.0,1603354000.0,3158147000.0,-89337000.0,1415819000.0,4380480000.0,353329000.0,4084122000.0,5322680000.0,579923000.0,2500329000.0,,2261149000.0,2164533000.0,83054000.0,,,713989000.0,579746000.0,,,333105000.0,5869138000.0,67269000.0,13717334000.0,6771886000.0,6174767000.0,3782319000.0,6771886000.0,6854940000.0,6862394000.0,13717334000.0,5378034000.0,3080075000.0,0.0,-3388395000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q3,,2009-10-31,2009-12-01 06:19:58+00:00,2238087000.0,1957793000.0,1616971000.0,3103603000.0,8639000.0,1035147000.0,4251637000.0,303102000.0,4245012000.0,5303722000.0,620008000.0,2502867000.0,,2375898000.0,2200119000.0,79465000.0,,,595501000.0,605295000.0,,,340755000.0,5694774000.0,61717000.0,13673335000.0,6568933000.0,6012695000.0,3916775000.0,6568933000.0,6648398000.0,7024937000.0,13673335000.0,5460521000.0,3108162000.0,0.0,-3386117000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2009.0,Q2,,2009-08-01,2009-08-25 07:06:24+00:00,2095691000.0,1798411000.0,1453937000.0,2979827000.0,-170542000.0,633442000.0,4175451000.0,271949000.0,4157726000.0,5220032000.0,631708000.0,2361513000.0,,2523153000.0,2240205000.0,73135000.0,,,550513000.0,601643000.0,,,489741000.0,5484668000.0,603161000.0,13296848000.0,6107768000.0,5716696000.0,4152789000.0,6107768000.0,6180903000.0,7115945000.0,13296848000.0,5339947000.0,2963156000.0,0.0,-3381809000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2010.0,FY,,2011-01-29,2012-02-29 06:01:29+00:00,2208386000.0,1970483000.0,1497851000.0,3565614000.0,-96933000.0,1461257000.0,4335280000.0,295232000.0,4073162000.0,5713385000.0,522722000.0,2014407000.0,,2359173000.0,2147771000.0,7471000.0,,,699845000.0,652486000.0,,,382022000.0,6492340000.0,587356000.0,13911667000.0,6943710000.0,6468167000.0,4293593000.0,6943710000.0,6951181000.0,6960486000.0,13911667000.0,5295729000.0,2666893000.0,0.0,-3786977000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2010.0,Q3,,2010-10-30,2010-11-18 06:10:52+00:00,2289351000.0,1995066000.0,1537407000.0,3499740000.0,-86992000.0,1369721000.0,4255067000.0,282435000.0,4108070000.0,5604090000.0,537108000.0,2054758000.0,,2432273000.0,2104350000.0,7310000.0,,,695866000.0,626838000.0,,,355873000.0,6281488000.0,589643000.0,13880762000.0,6775455000.0,6435368000.0,4416401000.0,6775455000.0,6782765000.0,7097997000.0,13880762000.0,5341044000.0,2681596000.0,0.0,-3674108000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2010.0,Q2,,2010-07-31,2010-08-19 06:12:13+00:00,2176746000.0,1781307000.0,1373833000.0,3329562000.0,-301354000.0,871960000.0,4211622000.0,297145000.0,3985249000.0,5411761000.0,538464000.0,2004843000.0,,2514009000.0,2082199000.0,10665000.0,,,761603000.0,643039000.0,,,402068000.0,6057564000.0,574187000.0,13234004000.0,6450691000.0,5866489000.0,4124766000.0,6450691000.0,6461356000.0,6772648000.0,13234004000.0,5285316000.0,2647882000.0,0.0,-3517141000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2010.0,Q1,,2010-05-01,2010-05-20 06:11:17+00:00,2056384000.0,1791750000.0,1433618000.0,3260421000.0,-250352000.0,1533390000.0,4432020000.0,313391000.0,3993045000.0,5354401000.0,551702000.0,2029474000.0,,2292504000.0,2093980000.0,85128000.0,,,670856000.0,591753000.0,,,305835000.0,5992670000.0,567283000.0,13546453000.0,6782813000.0,6236870000.0,4057285000.0,6782813000.0,6867941000.0,6678512000.0,13546453000.0,5215603000.0,2621227000.0,0.0,-3391525000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2011.0,FY,,2012-01-28,2013-03-06 06:33:35+00:00,2220414000.0,2033680000.0,1414721000.0,3831704000.0,-319743000.0,1264149000.0,4551852000.0,305611000.0,3982130000.0,5912065000.0,449781000.0,1599037000.0,,2431845000.0,2080361000.0,7062000.0,0.0,0.0,627530000.0,735094000.0,,,255535000.0,7199060000.0,439143000.0,13430622000.0,7015151000.0,6290820000.0,4074278000.0,7015151000.0,7022213000.0,6408409000.0,13430622000.0,5059441000.0,2334131000.0,0.0,-4416018000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2011.0,Q3,,2011-10-29,2011-11-15 06:02:32+00:00,2337331000.0,2125028000.0,1437944000.0,3794385000.0,7086000.0,1060364000.0,4481513000.0,283294000.0,4138021000.0,5885075000.0,481477000.0,1557063000.0,,2526976000.0,2090690000.0,7072000.0,,,570431000.0,672498000.0,,,338736000.0,6983799000.0,430184000.0,13615017000.0,7172925000.0,6334398000.0,4205459000.0,7172925000.0,7179997000.0,6435020000.0,13615017000.0,5189929000.0,2229561000.0,0.0,-4299473000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2011.0,Q2,,2011-07-30,2011-08-17 06:02:25+00:00,2300633000.0,1965860000.0,1274667000.0,3735916000.0,90056000.0,823124000.0,4448420000.0,293710000.0,4171531000.0,5866067000.0,500107000.0,1930616000.0,,2683876000.0,2130151000.0,6976000.0,,,694016000.0,694927000.0,,,418845000.0,6726380000.0,360725000.0,13681220000.0,7112676000.0,6185415000.0,3936025000.0,7112676000.0,7119652000.0,6561568000.0,13681220000.0,5365654000.0,2625543000.0,0.0,-4152180000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2011.0,Q1,,2011-04-30,2011-05-18 06:13:54+00:00,2288800000.0,1977565000.0,1406863000.0,3718524000.0,207322000.0,932515000.0,4375497000.0,296072000.0,4239947000.0,5877120000.0,524343000.0,1876861000.0,,2569364000.0,2158596000.0,7024000.0,,,705032000.0,683714000.0,,,370419000.0,6619649000.0,243576000.0,13773853000.0,7267015000.0,6145935000.0,3939239000.0,7267015000.0,7274039000.0,6499814000.0,13773853000.0,5469322000.0,2560575000.0,0.0,-3935453000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2012.0,FY,,2013-02-02,2014-03-06 06:15:44+00:00,1896040000.0,1815586000.0,1405752000.0,4066926000.0,-388773000.0,1334302000.0,4711672000.0,218899000.0,3221162000.0,6030101000.0,384609000.0,1001943000.0,,2314058000.0,1963175000.0,7941000.0,170819000.0,129672000.0,510622000.0,723343000.0,,,346773000.0,6694207000.0,987161000.0,12280005000.0,6128153000.0,6200437000.0,4418625000.0,6128153000.0,6136094000.0,6143911000.0,12280005000.0,4116393000.0,1725286000.0,0.0,-4888953000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2012.0,Q3,,2012-10-27,2012-11-14 06:02:37+00:00,2170422000.0,1892390000.0,1326441000.0,4052158000.0,-380313000.0,1020043000.0,4662490000.0,281481000.0,3169260000.0,5968570000.0,395504000.0,1541786000.0,,2417366000.0,1916412000.0,7176000.0,185949000.0,143911000.0,587461000.0,671650000.0,,,286119000.0,6688614000.0,119046000.0,12151985000.0,6171553000.0,6083348000.0,3759820000.0,6171553000.0,6178729000.0,5973256000.0,12151985000.0,4152225000.0,2213436000.0,0.0,-4799238000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2012.0,Q2,,2012-07-28,2012-08-15 06:01:28+00:00,2236141000.0,1855933000.0,1198676000.0,3952490000.0,-514791000.0,984666000.0,4634504000.0,297423000.0,3861584000.0,5923185000.0,412266000.0,1542550000.0,,2629598000.0,1970695000.0,7048000.0,,,626594000.0,719976000.0,,,354324000.0,7358003000.0,498987000.0,12993083000.0,6789705000.0,6121944000.0,3933804000.0,6789705000.0,6796753000.0,6196330000.0,12993083000.0,4900444000.0,2262526000.0,0.0,-4688011000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2012.0,Q1,,2012-04-28,2012-05-16 06:02:06+00:00,2194416000.0,1953502000.0,1274712000.0,3920260000.0,-297801000.0,1204521000.0,4586529000.0,301506000.0,3996308000.0,5951257000.0,439695000.0,1595932000.0,,2502834000.0,2030997000.0,7162000.0,,,645458000.0,759822000.0,,,283447000.0,7311324000.0,438115000.0,13358268000.0,7088109000.0,6245810000.0,3907243000.0,7088109000.0,7095271000.0,6262997000.0,13358268000.0,5081461000.0,2355754000.0,0.0,-4511943000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2013.0,FY,,2014-02-01,2015-03-06 06:07:59+00:00,1997494000.0,1838714000.0,1266974000.0,4283762000.0,-507154000.0,492532000.0,4867030000.0,179566000.0,3233597000.0,6154481000.0,382700000.0,1000205000.0,,2328299000.0,1870719000.0,8572000.0,,,448302000.0,665386000.0,,,400447000.0,7001755000.0,103982000.0,11174876000.0,6132263000.0,5239558000.0,3368450000.0,6132263000.0,6140835000.0,5034041000.0,11174876000.0,4064599000.0,1665591000.0,0.0,-5229368000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2013.0,Q3,,2013-11-02,2013-11-20 06:01:48+00:00,2114917000.0,1895679000.0,1369186000.0,4248393000.0,-444116000.0,1391171000.0,4824227000.0,218033000.0,3250560000.0,6075017000.0,395997000.0,1000516000.0,,2421873000.0,1826624000.0,8526000.0,0.0,0.0,456958000.0,658534000.0,,,322611000.0,6866954000.0,972969000.0,12179506000.0,6054858000.0,6249367000.0,4457072000.0,6054858000.0,6063384000.0,6116122000.0,12179506000.0,4103515000.0,1659050000.0,0.0,-5192207000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2013.0,Q2,,2013-08-03,2013-08-21 06:07:33+00:00,2036545000.0,1699510000.0,1193642000.0,4166865000.0,-499966000.0,1186612000.0,4807010000.0,212709000.0,3185398000.0,6007049000.0,352709000.0,1000336000.0,,2515695000.0,1840184000.0,8474000.0,165779000.0,92499000.0,507114000.0,674057000.0,,,333930000.0,6809748000.0,964720000.0,11999640000.0,6029367000.0,6114235000.0,4287406000.0,6029367000.0,6037841000.0,5961799000.0,11999640000.0,4045221000.0,1674393000.0,0.0,-5087425000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2013.0,Q1,,2013-05-04,2013-05-22 06:12:25+00:00,2058433000.0,1744074000.0,1315703000.0,4110158000.0,-482985000.0,1435453000.0,4741105000.0,221449000.0,3182323000.0,5991475000.0,364821000.0,1000429000.0,,2388086000.0,1881317000.0,8437000.0,176459000.0,112241000.0,504460000.0,705596000.0,,,357684000.0,6785378000.0,967633000.0,12256126000.0,6087654000.0,6323205000.0,4454010000.0,6087654000.0,6096091000.0,6160035000.0,12256126000.0,4051604000.0,1706025000.0,0.0,-4955844000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2014.0,FY,,2015-01-31,2016-03-04 06:07:30+00:00,1867000000.0,1928000000.0,1330000000.0,4314000000.0,-1041000000.0,627000000.0,4936000000.0,,2680000000.0,6020000000.0,335000000.0,1018000000.0,,2144000000.0,1706000000.0,8000000.0,,,636000000.0,688000000.0,,,252000000.0,6829000000.0,92000000.0,10308000000.0,5305000000.0,4951000000.0,3289000000.0,5305000000.0,5313000000.0,4995000000.0,10308000000.0,3651000000.0,1706000000.0,0.0,-5419000000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2014.0,Q3,,2014-11-01,2014-11-19 06:04:14+00:00,2201050000.0,1964553000.0,1327146000.0,4387009000.0,-643764000.0,770007000.0,4896945000.0,195464000.0,3181981000.0,6117102000.0,359626000.0,1025740000.0,,2349721000.0,1730093000.0,8501000.0,,,434068000.0,625351000.0,,,318890000.0,7166108000.0,92526000.0,11304403000.0,6024089000.0,5598635000.0,3620722000.0,6024089000.0,6032590000.0,5271813000.0,11304403000.0,3975675000.0,1651091000.0,0.0,-5395200000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2014.0,Q2,,2014-08-02,2014-08-20 06:03:40+00:00,2171912000.0,1841614000.0,1235314000.0,4375910000.0,-506919000.0,417206000.0,4884471000.0,189838000.0,3248866000.0,6152054000.0,383442000.0,1015699000.0,,2541191000.0,1776144000.0,8412000.0,,,437698000.0,671487000.0,,,442025000.0,7026061000.0,111822000.0,11278024000.0,6063378000.0,5431874000.0,3519048000.0,6063378000.0,6071790000.0,5206234000.0,11278024000.0,4070006000.0,1687186000.0,0.0,-5340235000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2014.0,Q1,,2014-05-03,2014-05-20 06:12:33+00:00,2088482000.0,1849060000.0,1294995000.0,4393132000.0,-435538000.0,792901000.0,4877320000.0,189399000.0,3253893000.0,6218855000.0,370361000.0,1016897000.0,,2336369000.0,1825723000.0,8295000.0,,,463188000.0,689680000.0,,,362566000.0,7020914000.0,182272000.0,11443460000.0,6162839000.0,5530295000.0,3565749000.0,6162839000.0,6171134000.0,5272326000.0,11443460000.0,4087442000.0,1706577000.0,0.0,-5299857000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2015.0,FY,,2016-01-30,2017-03-09 06:11:14+00:00,1685000000.0,1543000000.0,1160000000.0,,-1116000000.0,825000000.0,5011000000.0,,2032000000.0,,235000000.0,1016000000.0,,1791000000.0,1286000000.0,8000000.0,680000000.0,405000000.0,497000000.0,441000000.0,1010000000.0,66000000.0,273000000.0,6900000000.0,15000000.0,10172000000.0,5376000000.0,5112000000.0,3265000000.0,5376000000.0,5384000000.0,4788000000.0,10172000000.0,3774000000.0,1523000000.0,0.0,-5419000000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2015.0,Q3,,2015-10-31,2015-11-18 06:07:36+00:00,2022000000.0,1967000000.0,1284000000.0,4348000000.0,-1113000000.0,782000000.0,4979000000.0,199000000.0,2663000000.0,5918000000.0,292000000.0,1016000000.0,,2156000000.0,1570000000.0,8000000.0,,,354000000.0,630000000.0,,,335000000.0,6892000000.0,19000000.0,10318000000.0,5339000000.0,5439000000.0,3325000000.0,5339000000.0,5347000000.0,4971000000.0,10318000000.0,3309000000.0,1646000000.0,0.0,-5419000000.0
Staples Inc,SPLS,XQM2JINI1UL7642TU573,791519,2015.0,Q2,,2015-08-01,2015-08-19 06:09:15+00:00,2129000000.0,1862000000.0,1193000000.0,4312000000.0,-1104000000.0,611000000.0,4967000000.0,214000000.0,2662000000.0,5909000000.0,310000000.0,1018000000.0,,2360000000.0,1597000000.0,8000000.0,,,383000000.0,673000000.0,,,327000000.0,6771000000.0,90000000.0,10326000000.0,5215000000.0,5374000000.0,3412000000.0,5215000000.0,5223000000.0,5103000000.0,10326000000.0,3355000000.0,1691000000.0,0.0,-5419000000.0
