company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,preferreddividends,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Nabors Industries Ltd,NBR,,1163739,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.14,1.4,,900215000.0,1.36,41605000.0,142556000.0,-15646000.0,400948000.0,452572000.0,-51624000.0,400010000.0,938000.0,3440200000.0,5688075000.0,-3000000.0,,269458000.0,,,454115000.0,3440200000.0,2247875000.0,,1649747000.0,598128000.0,,598128000.0,5688075000.0,,287487000.0,291986000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 11:03:55+00:00,,0.26,,234085000.0,0.25,86465000.0,37561000.0,,74964000.0,87190000.0,-12226000.0,74256000.0,708000.0,1019412000.0,1642954000.0,-750000.0,,58060000.0,,,119431000.0,1019412000.0,623542000.0,,498041000.0,125501000.0,,125501000.0,1642954000.0,,287487000.0,291986000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.96,0.96,,450252000.0,0.93,10507000.0,81199000.0,,274210000.0,165439000.0,108771000.0,275273000.0,-1063000.0,1668558000.0,2754097000.0,-1500000.0,,137721000.0,,,238921000.0,1668558000.0,1085539000.0,,837401000.0,248138000.0,,248138000.0,2754097000.0,287200000.0,287311000.0,294298000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.0,1.0,,864281000.0,0.97,87646000.0,100765000.0,-9868000.0,286830000.0,333819000.0,-46989000.0,286147000.0,683000.0,3046349000.0,5125491000.0,-2250000.0,,278371000.0,,,421878000.0,3046349000.0,2079142000.0,,1642308000.0,436834000.0,,436834000.0,5125491000.0,287200000.0,287311000.0,294298000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 16:47:38+00:00,0.67,0.67,,225042000.0,0.65,4348000.0,36773000.0,,192054000.0,70887000.0,121167000.0,192448000.0,-394000.0,827450000.0,1351975000.0,-750000.0,,63755000.0,,,122970000.0,827450000.0,524525000.0,,416115000.0,108410000.0,,108410000.0,1351975000.0,287200000.0,287311000.0,294298000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.48,0.48,,814636000.0,0.47,94322000.0,72786000.0,-5027000.0,137838000.0,306903000.0,-169065000.0,137320000.0,518000.0,2736430000.0,4680704000.0,-1500000.0,,279909000.0,,,379245000.0,2736430000.0,1944274000.0,,1563085000.0,381189000.0,,381189000.0,4680704000.0,285600000.0,286114000.0,292689000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:45:13+00:00,0.29,0.29,,225210000.0,0.28,6159000.0,44426000.0,,82156000.0,94552000.0,-12396000.0,82825000.0,-669000.0,841108000.0,1402122000.0,-750000.0,,73966000.0,,,115951000.0,841108000.0,561014000.0,,421286000.0,139728000.0,,139728000.0,1402122000.0,285600000.0,286114000.0,292689000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 16:30:27+00:00,0.57,0.57,,1039923000.0,0.56,153624000.0,40986000.0,,165448000.0,232974000.0,-67526000.0,164827000.0,621000.0,4367106000.0,6617470000.0,-3000000.0,,251904000.0,,,527953000.0,4367106000.0,2250364000.0,,1973404000.0,276960000.0,,276960000.0,6617470000.0,289200000.0,289965000.0,292323000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q4,2012-10-01,2012-12-31,,0.56,0.1,,265649000.0,0.09,-15669000.0,13111000.0,,28944000.0,124520000.0,-95576000.0,27870000.0,1074000.0,952002000.0,1529692000.0,-750000.0,,62015000.0,,,127314000.0,952002000.0,577690000.0,,439309000.0,138381000.0,,138381000.0,1529692000.0,289200000.0,289965000.0,292323000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.01,0.47,,774274000.0,0.47,169293000.0,27875000.0,,136504000.0,108454000.0,28050000.0,136957000.0,-453000.0,3415104000.0,5087778000.0,-2250000.0,,189889000.0,,,400639000.0,3415104000.0,1672674000.0,,1534095000.0,138579000.0,,138579000.0,5087778000.0,291000000.0,290367000.0,292501000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.1,0.12,,1008059000.0,0.14,274867000.0,74198000.0,,36899000.0,202995000.0,-166096000.0,35952000.0,947000.0,4465640000.0,6809594000.0,-3000000.0,,250740000.0,,,530095000.0,4465640000.0,2343954000.0,,2063761000.0,280193000.0,,280193000.0,6809594000.0,291000000.0,290367000.0,292501000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 17:28:33+00:00,0.26,0.26,,265637000.0,0.26,10216000.0,-4977000.0,,76644000.0,64489000.0,12155000.0,75656000.0,988000.0,1107032000.0,1637604000.0,-750000.0,,63776000.0,,,130681000.0,1107032000.0,530572000.0,,470310000.0,60262000.0,,60262000.0,1637604000.0,291000000.0,290367000.0,292501000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.25,0.21,,508637000.0,0.21,159077000.0,32852000.0,,59860000.0,43965000.0,15895000.0,61301000.0,-1441000.0,2308072000.0,3450174000.0,-1500000.0,,126113000.0,,,269958000.0,2308072000.0,1142102000.0,,1063785000.0,78317000.0,,78317000.0,3450174000.0,291200000.0,290311000.0,290311000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.36,0.12,,976507000.0,0.13,351116000.0,116736000.0,,35219000.0,225696000.0,-190477000.0,34552000.0,667000.0,4378020000.0,6814944000.0,-3000000.0,,245024000.0,,,518845000.0,4378020000.0,2436924000.0,,2091492000.0,345432000.0,,345432000.0,6814944000.0,291200000.0,290311000.0,290311000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 16:11:50+00:00,-0.25,-0.25,,261016000.0,-0.25,160917000.0,-36192000.0,,-73963000.0,-98653000.0,24690000.0,-72789000.0,-1174000.0,1123256000.0,1608165000.0,-750000.0,,63459000.0,,,133612000.0,1123256000.0,484909000.0,,619004000.0,-134095000.0,,-134095000.0,1608165000.0,291200000.0,290311000.0,290311000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.56,1.04,,940533000.0,1.03,194547000.0,189701000.0,,301236000.0,395236000.0,-94000000.0,299789000.0,1447000.0,4082214000.0,6558754000.0,-3000000.0,,245320000.0,,,508203000.0,4082214000.0,2476540000.0,,1888603000.0,587937000.0,,587937000.0,6558754000.0,,288538000.0,291709000.0
Nabors Industries Ltd,NBR,,1163739,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 17:41:08+00:00,,0.46,,247621000.0,0.46,-1840000.0,69044000.0,,133823000.0,142618000.0,-8795000.0,134090000.0,-267000.0,1184816000.0,1842009000.0,-750000.0,,62654000.0,,,136346000.0,1184816000.0,657193000.0,,444781000.0,212412000.0,,212412000.0,1842009000.0,,288538000.0,291709000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 17:22:20+00:00,0.47,0.47,,1086677000.0,0.47,287241000.0,-55181000.0,,147162000.0,158341000.0,-11179000.0,139982000.0,7180000.0,3981828000.0,6152054000.0,-3000000.0,-37977000.0,223418000.0,,45440000.0,479890000.0,3981828000.0,2170226000.0,96577000.0,2122666000.0,47560000.0,58600000.0,106160000.0,6152054000.0,297800000.0,294182000.0,296592000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q4,2013-10-01,2013-12-31,,0.48,0.49,,277658000.0,0.5,-27245000.0,-26383000.0,,151629000.0,128516000.0,23113000.0,150603000.0,1026000.0,1032841000.0,1509919000.0,-750000.0,-37977000.0,47075000.0,,45440000.0,89867000.0,1032841000.0,477078000.0,96577000.0,432795000.0,44283000.0,58600000.0,102883000.0,1509919000.0,297800000.0,294182000.0,296592000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q3YTD,2013-01-01,2013-09-30,,-0.01,-0.02,,809019000.0,-0.03,314486000.0,-28798000.0,,-4467000.0,29825000.0,-34292000.0,-10621000.0,6154000.0,2948987000.0,4642135000.0,-2250000.0,,176343000.0,,,390023000.0,2948987000.0,1693148000.0,,1689871000.0,3277000.0,,3277000.0,4642135000.0,,295076000.0,295076000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.55,0.08,,1074668000.0,0.06,298817000.0,-15687000.0,,24477000.0,154345000.0,-129868000.0,17249000.0,7228000.0,3900989000.0,6171827000.0,-3000000.0,,238358000.0,,,517337000.0,3900989000.0,2270838000.0,,2129180000.0,141658000.0,,141658000.0,6171827000.0,,295076000.0,295076000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 17:10:04+00:00,,-0.35,,273444000.0,-0.35,245507000.0,-44684000.0,,-104940000.0,-90510000.0,-14430000.0,-105381000.0,441000.0,981685000.0,1550194000.0,-750000.0,,56059000.0,,,127943000.0,981685000.0,568509000.0,,702953000.0,-134444000.0,,-134444000.0,1550194000.0,,295076000.0,295076000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.01,0.33,,535575000.0,0.32,68979000.0,15886000.0,,100473000.0,120335000.0,-19862000.0,94760000.0,5713000.0,1967302000.0,3091941000.0,-1500000.0,,120284000.0,,,262080000.0,1967302000.0,1124639000.0,,986918000.0,137721000.0,,137721000.0,3091941000.0,436100000.0,294747000.0,297119000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.81,0.69,,1066861000.0,0.67,63526000.0,24020000.0,,206061000.0,309344000.0,-103283000.0,198286000.0,7775000.0,4026336000.0,6259237000.0,-3000000.0,,246075000.0,,,520075000.0,4026336000.0,2232901000.0,,1896537000.0,336364000.0,,336364000.0,6259237000.0,436100000.0,294747000.0,297119000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 17:29:45+00:00,-0.01,-0.01,,266210000.0,-0.01,9242000.0,6032000.0,,1255000.0,28128000.0,-26873000.0,-4361000.0,5616000.0,972310000.0,1474147000.0,-750000.0,,60273000.0,,,131202000.0,972310000.0,501837000.0,,466927000.0,34910000.0,,34910000.0,1474147000.0,436100000.0,294747000.0,297119000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.57,0.45,,1061667000.0,0.43,215201000.0,-18204000.0,,130843000.0,182563000.0,-51720000.0,129858000.0,985000.0,4177282000.0,6393255000.0,-3000000.0,,249261000.0,,,522485000.0,4177282000.0,2215973000.0,,2048614000.0,167359000.0,,167359000.0,6393255000.0,,291687000.0,294170000.0
Nabors Industries Ltd,NBR,,1163739,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 16:25:59+00:00,,0.34,,269365000.0,0.33,59737000.0,9854000.0,,99218000.0,92207000.0,7011000.0,99121000.0,97000.0,994992000.0,1617794000.0,-750000.0,,60011000.0,,,130878000.0,994992000.0,622802000.0,,519991000.0,102811000.0,,102811000.0,1617794000.0,,291687000.0,294170000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 19:17:56+00:00,-2.28,-2.28,,1145100000.0,-2.28,1005110000.0,62666000.0,,-669244000.0,-669265000.0,21000.0,-670659000.0,1415000.0,4505064000.0,6797896000.0,-1984000.0,-31386000.0,177948000.0,,49698000.0,500036000.0,4505064000.0,2292832000.0,11831000.0,2877892000.0,-585060000.0,-19555000.0,-604615000.0,6797896000.0,294100000.0,290694000.0,290694000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q4,2014-10-01,2014-12-31,,-3.02,-3.02,,293572000.0,-3.0,988643000.0,-23609000.0,,-890868000.0,-886401000.0,-4467000.0,-891070000.0,202000.0,1194844000.0,1775361000.0,,-31386000.0,133138000.0,,49698000.0,93173000.0,1194844000.0,580517000.0,99083000.0,1558224000.0,-977707000.0,67697000.0,-910010000.0,1775361000.0,294100000.0,290694000.0,290694000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 17:27:15+00:00,0.36,0.36,,286581000.0,0.35,-1513000.0,61511000.0,,106435000.0,102430000.0,4005000.0,106048000.0,387000.0,1181986000.0,1810911000.0,,,,,,138967000.0,1181986000.0,628925000.0,-40949000.0,424035000.0,204890000.0,-40949000.0,163941000.0,1810911000.0,294600000.0,292621000.0,295005000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.74,0.74,,851528000.0,0.72,16467000.0,86275000.0,,221624000.0,217136000.0,4488000.0,220411000.0,1213000.0,3310220000.0,5022535000.0,-1984000.0,,44810000.0,,,406863000.0,3310220000.0,1712315000.0,-87252000.0,1319668000.0,392647000.0,-87252000.0,305395000.0,5022535000.0,294600000.0,292621000.0,295005000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.22,1.23,,1129186000.0,1.22,-10778000.0,59892000.0,,373253000.0,345652000.0,27601000.0,371014000.0,2239000.0,4343061000.0,6532454000.0,-2734000.0,-37977000.0,91885000.0,,45440000.0,496730000.0,4343061000.0,2189393000.0,9325000.0,1752463000.0,436930000.0,-28652000.0,408278000.0,6532454000.0,294600000.0,292621000.0,295005000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.38,0.38,,564947000.0,0.37,17980000.0,24764000.0,,115189000.0,114706000.0,483000.0,114363000.0,826000.0,2128234000.0,3211624000.0,-1984000.0,,44810000.0,,,267896000.0,2128234000.0,1083390000.0,-46303000.0,895633000.0,187757000.0,-46303000.0,141454000.0,3211624000.0,306900000.0,297984000.0,300981000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.86,0.52,,1116049000.0,0.52,236242000.0,-46303000.0,,161878000.0,152712000.0,9166000.0,159585000.0,2293000.0,4142760000.0,6271737000.0,-3484000.0,-37977000.0,147944000.0,,45440000.0,485706000.0,4142760000.0,2128977000.0,50274000.0,2031381000.0,97596000.0,12297000.0,109893000.0,6271737000.0,306900000.0,297984000.0,300981000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 15:59:17+00:00,0.21,0.21,,282820000.0,0.21,16504000.0,10756000.0,,64697000.0,65729000.0,-1032000.0,64444000.0,253000.0,1066495000.0,1623471000.0,-1234000.0,,,,,133630000.0,1066495000.0,556976000.0,-46303000.0,432954000.0,124022000.0,-46303000.0,77719000.0,1623471000.0,306900000.0,297984000.0,300981000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 16:33:20+00:00,0.17,0.17,,282127000.0,0.16,1476000.0,14008000.0,,50492000.0,48977000.0,1515000.0,49919000.0,573000.0,1061739000.0,1588153000.0,-750000.0,,44810000.0,,,134266000.0,1061739000.0,526414000.0,,462679000.0,63735000.0,,63735000.0,1588153000.0,293600000.0,296210000.0,299050000.0
Nabors Industries Ltd,NBR,,1163739,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.64,0.3,,1099439000.0,0.3,228980000.0,-51027000.0,,98436000.0,115111000.0,-16675000.0,90780000.0,7656000.0,4048575000.0,6122413000.0,-3000000.0,-37977000.0,208217000.0,,45440000.0,483278000.0,4048575000.0,2073838000.0,96577000.0,2065354000.0,8484000.0,58600000.0,67084000.0,6122413000.0,293600000.0,296210000.0,299050000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 15:25:17+00:00,-1.29,-1.29,0.24,970459000.0,-1.29,368967000.0,-98038000.0,,-372294000.0,-329497000.0,-42797000.0,-372675000.0,381000.0,2371436000.0,3789356000.0,,39172000.0,181928000.0,,41253000.0,324328000.0,2371436000.0,1417920000.0,2308000.0,1886935000.0,-469015000.0,41480000.0,-427535000.0,3789356000.0,288900000.0,282982000.0,282982000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q4,2015-10-01,2015-12-31,,-0.57,-0.57,0.24,231137000.0,-0.56,368967000.0,-62880000.0,,-162820000.0,-161090000.0,-1730000.0,-163654000.0,834000.0,445130000.0,693505000.0,,244399000.0,46410000.0,,9354000.0,61056000.0,445130000.0,248375000.0,180000.0,716924000.0,-468549000.0,244579000.0,-223970000.0,693505000.0,288900000.0,282982000.0,282982000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 06:29:24+00:00,-1.02,-1.02,,240107000.0,-1.02,,-80898000.0,,-296154000.0,-250879000.0,-45275000.0,-295834000.0,-320000.0,518174000.0,812453000.0,,-259731000.0,44448000.0,,9716000.0,72032000.0,518174000.0,294279000.0,-22000.0,366303000.0,-72024000.0,-259753000.0,-331777000.0,812453000.0,290000000.0,284112000.0,284112000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q3YTD,2015-01-01,2015-09-30,,-0.72,-0.72,,739322000.0,-0.73,,-35158000.0,,-209474000.0,-168407000.0,-41067000.0,-209021000.0,-453000.0,1926306000.0,3095851000.0,,-205227000.0,135518000.0,,31899000.0,263272000.0,1926306000.0,1169545000.0,2128000.0,1170011000.0,-466000.0,-203099000.0,-203565000.0,3095851000.0,290000000.0,284112000.0,284112000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q3TTM,2014-10-01,2015-09-30,,-3.74,-3.74,,1032894000.0,-3.73,988643000.0,-58767000.0,,-1100342000.0,-1054808000.0,-45534000.0,-1100091000.0,-251000.0,3121150000.0,4871212000.0,,-236613000.0,268656000.0,,81597000.0,356445000.0,3121150000.0,1750062000.0,101211000.0,2728235000.0,-978173000.0,-135402000.0,-1113575000.0,4871212000.0,290000000.0,284112000.0,284112000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 16:47:02+00:00,-0.13,-0.13,,218196000.0,-0.13,,66445000.0,,-36865000.0,-41890000.0,5025000.0,-36821000.0,-44000.0,488522000.0,862189000.0,,-1338000.0,44469000.0,,10480000.0,75810000.0,488522000.0,373667000.0,1181000.0,348955000.0,24712000.0,-157000.0,24555000.0,862189000.0,283200000.0,286085000.0,286085000.0
Nabors Industries Ltd,NBR,,1163739,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.3,0.3,,499215000.0,0.29,,45740000.0,,86680000.0,82472000.0,4208000.0,86813000.0,-133000.0,1408132000.0,2283398000.0,,54504000.0,91070000.0,,22183000.0,191240000.0,1408132000.0,875266000.0,2150000.0,803708000.0,71558000.0,56654000.0,128212000.0,2283398000.0,283200000.0,286085000.0,286085000.0
