company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Nabors Industries Ltd,NBR,,1163739,2008.0,FY,,2008-12-31,2010-02-26 17:09:23+00:00,424908000.0,1160768000.0,367393000.0,53520000.0,442087000.0,,2129727000.0,28083000.0,111528000.0,175749000.0,3600533000.0,651679000.0,150118000.0,7331959000.0,14318000.0,,622523000.0,243379000.0,,,191919000.0,247560000.0,,3698732000.0,225030000.0,142158000.0,10517899000.0,4904106000.0,2166593000.0,1128859000.0,4904106000.0,4918424000.0,5599475000.0,10517899000.0,1019347000.0,4470616000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,FY,,2009-12-31,2011-03-31 12:59:58+00:00,226423000.0,724040000.0,346337000.0,292706000.0,927815000.0,,2239637000.0,125163000.0,35699000.0,164265000.0,3940605000.0,407490000.0,100819000.0,7646050000.0,14323000.0,,673427000.0,135791000.0,,0.0,250221000.0,240057000.0,0.0,3613186000.0,163000.0,163036000.0,10644690000.0,5167656000.0,2176664000.0,608622000.0,5167656000.0,5181979000.0,5462711000.0,10644690000.0,821976000.0,4854089000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q3,,2009-09-30,2009-10-30 15:48:39+00:00,254657000.0,702712000.0,320168000.0,254505000.0,935051000.0,,2233075000.0,20899000.0,88770000.0,163984000.0,4084587000.0,611513000.0,115714000.0,7728506000.0,,,610627000.0,147598000.0,,,202002000.0,267849000.0,,3660446000.0,280000.0,169112000.0,10797091000.0,5170153000.0,2091086000.0,663875000.0,5170153000.0,5170153000.0,5626938000.0,10797091000.0,977499000.0,4963063000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q2,,2009-06-30,2009-07-31 17:17:55+00:00,262545000.0,787653000.0,367005000.0,167775000.0,1023653000.0,,2227006000.0,22837000.0,46250000.0,162812000.0,4063288000.0,574056000.0,134017000.0,7621186000.0,,,646573000.0,161214000.0,,,209147000.0,267178000.0,,3630916000.0,168699000.0,172787000.0,10869362000.0,5047824000.0,2302161000.0,844499000.0,5047824000.0,5047824000.0,5821538000.0,10869362000.0,946015000.0,4977039000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,FY,,2010-12-31,2012-02-29 17:20:46+00:00,355282000.0,1116510000.0,394292000.0,342052000.0,641702000.0,0.0,2256102000.0,31510000.0,25788000.0,494372000.0,3064126000.0,308023000.0,158836000.0,7815419000.0,14701000.0,,770247000.0,152836000.0,,352048000.0,415825000.0,245765000.0,69188000.0,3707881000.0,1379018000.0,159488000.0,11646569000.0,5328162000.0,2612930000.0,2154380000.0,5328162000.0,5342863000.0,6234518000.0,11646569000.0,1218220000.0,4080138000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q3,,2010-09-30,2010-11-05 16:27:13+00:00,368780000.0,1002974000.0,364752000.0,277995000.0,639683000.0,,2250110000.0,29325000.0,85274000.0,463427000.0,3066748000.0,309880000.0,142973000.0,7884874000.0,12938000.0,,768862000.0,273045000.0,,345138000.0,396623000.0,233840000.0,69188000.0,3657400000.0,1442714000.0,132786000.0,11620728000.0,5207632000.0,2565924000.0,2261520000.0,5207632000.0,5220570000.0,6330970000.0,11620728000.0,1169930000.0,4069450000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q2,,2010-06-30,2010-08-09 14:52:00+00:00,255476000.0,762589000.0,354472000.0,251268000.0,747593000.0,,2245906000.0,128555000.0,32315000.0,164078000.0,2364703000.0,415258000.0,107549000.0,7641563000.0,12101000.0,,674796000.0,133839000.0,,,253834000.0,244151000.0,,3697007000.0,1345819000.0,145283000.0,10500141000.0,5216308000.0,2025408000.0,1988082000.0,5216308000.0,5228409000.0,5271732000.0,10500141000.0,833170000.0,3283650000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,FY,,2011-12-31,2013-03-01 13:31:02+00:00,782753000.0,1576555000.0,716773000.0,321264000.0,398575000.0,0.0,2288060000.0,127874000.0,27710000.0,501258000.0,4348490000.0,382145000.0,272852000.0,8629946000.0,13402000.0,,797925000.0,170044000.0,,401500000.0,310477000.0,292758000.0,69188000.0,3956364000.0,275326000.0,140914000.0,12912140000.0,5587815000.0,3088314000.0,1802562000.0,5587815000.0,5601217000.0,7241735000.0,12912140000.0,1193880000.0,5439173000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q3,,2011-09-30,2011-11-09 16:25:50+00:00,658692000.0,1397725000.0,459943000.0,269155000.0,275461000.0,0.0,2283120000.0,83388000.0,21903000.0,501297000.0,4088133000.0,363439000.0,233298000.0,8577213000.0,11727000.0,,881659000.0,166702000.0,,267911000.0,332053000.0,220062000.0,69188000.0,4057410000.0,275227000.0,119859000.0,12318346000.0,5631812000.0,2544344000.0,1415765000.0,5631812000.0,5643539000.0,6605619000.0,12318346000.0,1196789000.0,5189854000.0,,-977873000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,Q2,,2011-06-30,2011-08-02 16:28:51+00:00,551010000.0,1191182000.0,462343000.0,376891000.0,528822000.0,0.0,2273332000.0,38809000.0,10716000.0,494100000.0,4264586000.0,346089000.0,199899000.0,8372405000.0,12971000.0,,830757000.0,138714000.0,,311295000.0,350117000.0,257696000.0,69188000.0,3983154000.0,881000.0,144220000.0,12115652000.0,5655504000.0,2552941000.0,1024950000.0,5655504000.0,5668475000.0,6377989000.0,12115652000.0,1190306000.0,5353039000.0,,-977873000.0
