company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Nabors Industries Ltd,NBR,,1163739,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:09:23+00:00,-286491000.0,137067000.0,474016000.0,194332000.0,1964000.0,-122221000.0,61620000.0,0.0,,-78899000.0,-1487217000.0,1394909000.0,-78899000.0,-1487217000.0,1394909000.0,-169243000.0,865702000.0,865702000.0,40345000.0,348000.0,,,,-378318000.0,-2039180000.0,-38416000.0,-102451000.0,0.0,860385000.0,162055000.0
Nabors Industries Ltd,NBR,,1163739,2008.0,Q4,2008-10-01,2008-12-31,,-134792000.0,30371000.0,167156000.0,,-5730000.0,-56090000.0,,11970000.0,,-77878000.0,-498744000.0,402944000.0,-77878000.0,-498744000.0,402944000.0,-179408000.0,-106703000.0,-106703000.0,368210000.0,-459000.0,,,,-30263000.0,-393723000.0,-76641000.0,-12748000.0,,37286000.0,22748000.0
Nabors Industries Ltd,NBR,,1163739,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 17:09:23+00:00,-271596000.0,132108000.0,614367000.0,0.0,-5701000.0,-186748000.0,56630000.0,986759000.0,,-89239000.0,-1457103000.0,1462824000.0,-89239000.0,-1457103000.0,1462824000.0,-89219000.0,475737000.0,475737000.0,427360000.0,-7692000.0,,,,-269983000.0,-1506979000.0,-843835000.0,-281101000.0,0.0,521613000.0,69842000.0
Nabors Industries Ltd,NBR,,1163739,2008.0,Q3,2008-07-01,2008-09-30,,-89352000.0,31220000.0,162198000.0,,-2291000.0,15272000.0,3043000.0,383799000.0,,-322680000.0,-385240000.0,427885000.0,-322680000.0,-385240000.0,427885000.0,-282326000.0,193983000.0,193983000.0,25212000.0,-337000.0,,,,-49211000.0,-361431000.0,-590946000.0,-118239000.0,,84658000.0,30096000.0
Nabors Industries Ltd,NBR,,1163739,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 15:48:39+00:00,-136804000.0,101737000.0,447211000.0,,29000.0,-130658000.0,56630000.0,974789000.0,,-11361000.0,-958359000.0,1059880000.0,-11361000.0,-958359000.0,1059880000.0,90189000.0,582440000.0,582440000.0,59150000.0,-7233000.0,,,,-239720000.0,-1113256000.0,-767194000.0,-268353000.0,0.0,484327000.0,47094000.0
Nabors Industries Ltd,NBR,,1163739,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-31 17:17:55+00:00,-47452000.0,70517000.0,285013000.0,,2320000.0,-145930000.0,53587000.0,590990000.0,,311319000.0,-573119000.0,631995000.0,311319000.0,-573119000.0,631995000.0,372515000.0,388457000.0,388457000.0,33938000.0,-6896000.0,,,,-190509000.0,-751825000.0,-176248000.0,-150114000.0,0.0,399669000.0,16998000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q4,2009-10-01,2009-12-31,,,21891000.0,168917000.0,,1529000.0,-82751000.0,9092000.0,,,-169634000.0,-155892000.0,316761000.0,-169634000.0,-155892000.0,316761000.0,-7236000.0,-47260000.0,-47260000.0,255964000.0,-259000.0,,,,-6263000.0,-165237000.0,-173422000.0,,-5045000.0,8528000.0,7080000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:20:46+00:00,-125076000.0,94359000.0,668415000.0,,12160000.0,280868000.0,11249000.0,1124978000.0,,19373000.0,-1162777000.0,1616972000.0,19373000.0,-1162777000.0,1616972000.0,485728000.0,-85546000.0,-85546000.0,658876000.0,-1478000.0,,,,-32674000.0,-1093435000.0,-1108790000.0,,-6586000.0,57033000.0,31375000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q3TTM,2008-10-01,2009-09-30,,-259868000.0,102839000.0,666654000.0,,4901000.0,307529000.0,2157000.0,1136948000.0,,111129000.0,-1505629000.0,1703155000.0,111129000.0,-1505629000.0,1703155000.0,313556000.0,-144989000.0,-144989000.0,771122000.0,-1678000.0,,,,-56674000.0,-1321921000.0,-1012009000.0,-12748000.0,-1541000.0,85791000.0,47043000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q3,2009-07-01,2009-09-30,,-24406000.0,22853000.0,174372000.0,,7599000.0,47288000.0,1608000.0,,,-163962000.0,-225135000.0,292896000.0,-163962000.0,-225135000.0,292896000.0,-88602000.0,29530000.0,29530000.0,18853000.0,172000.0,,,,-3797000.0,-217349000.0,-165742000.0,,,8913000.0,11504000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 16:27:13+00:00,-125076000.0,72468000.0,499498000.0,,10631000.0,363619000.0,2157000.0,1124978000.0,,189007000.0,-1006885000.0,1300211000.0,189007000.0,-1006885000.0,1300211000.0,492964000.0,-38286000.0,-38286000.0,402912000.0,-1219000.0,,,,-26411000.0,-928198000.0,-935368000.0,,-1541000.0,48505000.0,24295000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q2TTM,2008-07-01,2009-06-30,,-324814000.0,111206000.0,654480000.0,,-4989000.0,275513000.0,3592000.0,1520747000.0,,-47589000.0,-1665734000.0,1838144000.0,-47589000.0,-1665734000.0,1838144000.0,119832000.0,19464000.0,19464000.0,777481000.0,-2187000.0,,,,-102088000.0,-1466003000.0,-1437213000.0,-130987000.0,-1541000.0,161536000.0,65635000.0
Nabors Industries Ltd,NBR,,1163739,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 14:52:00+00:00,-100670000.0,49615000.0,325126000.0,,3032000.0,316331000.0,549000.0,1124978000.0,,352969000.0,-781750000.0,1007315000.0,352969000.0,-781750000.0,1007315000.0,581566000.0,-67816000.0,-67816000.0,384059000.0,-1391000.0,,,,-22614000.0,-710849000.0,-769626000.0,,-1541000.0,39592000.0,12791000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q4,2010-10-01,2010-12-31,,-53400000.0,19260000.0,219120000.0,,3599000.0,-18128000.0,2810000.0,5667000.0,,-84752000.0,-341678000.0,424850000.0,-84752000.0,-341678000.0,424850000.0,2019000.0,50481000.0,50481000.0,154117000.0,-5629000.0,31072000.0,,,-6452000.0,-289324000.0,-87600000.0,,,2510000.0,-26084000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 13:31:02+00:00,-774566000.0,77600000.0,766519000.0,,-46000.0,-146413000.0,8201000.0,1296948000.0,,280254000.0,-1673305000.0,1106984000.0,280254000.0,-1673305000.0,1106984000.0,-286113000.0,94695000.0,94695000.0,314583000.0,-6437000.0,31072000.0,,,-34147000.0,-930277000.0,-1013746000.0,,-4712000.0,34613000.0,
Nabors Industries Ltd,NBR,,1163739,2010.0,Q3TTM,2009-10-01,2010-09-30,,-721166000.0,80231000.0,716316000.0,,-2116000.0,-211036000.0,14483000.0,1291281000.0,,195372000.0,-1487519000.0,998895000.0,195372000.0,-1487519000.0,998895000.0,-295368000.0,-3046000.0,-3046000.0,416430000.0,-1067000.0,,,,-33958000.0,-806190000.0,-1099568000.0,,-9757000.0,40631000.0,33164000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q3,2010-07-01,2010-09-30,,-710230000.0,18527000.0,198924000.0,,3158000.0,-88139000.0,658000.0,1291281000.0,,645519000.0,-968812000.0,212225000.0,645519000.0,-968812000.0,212225000.0,-107910000.0,-39607000.0,-39607000.0,122520000.0,-9000.0,,,,293000.0,-271498000.0,-646411000.0,,,4106000.0,8517000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 16:25:50+00:00,-721166000.0,58340000.0,547399000.0,,-3645000.0,-128285000.0,5391000.0,1291281000.0,,365006000.0,-1331627000.0,682134000.0,365006000.0,-1331627000.0,682134000.0,-288132000.0,44214000.0,44214000.0,160466000.0,-808000.0,,,,-27695000.0,-640953000.0,-926146000.0,,-4712000.0,32103000.0,26084000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q2TTM,2009-07-01,2010-06-30,,-35342000.0,84557000.0,691764000.0,,2325000.0,-75609000.0,15433000.0,,,-614109000.0,-743842000.0,1079566000.0,-614109000.0,-743842000.0,1079566000.0,-276060000.0,66091000.0,66091000.0,312763000.0,-886000.0,,,,-38048000.0,-752041000.0,-618899000.0,,-9757000.0,45438000.0,36151000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q2,2010-04-01,2010-06-30,,-9941000.0,18731000.0,176201000.0,,-4872000.0,-1056000.0,1915000.0,,,-169019000.0,-227887000.0,246762000.0,-169019000.0,-227887000.0,246762000.0,-155016000.0,43621000.0,43621000.0,9265000.0,734000.0,,,,-23604000.0,-218715000.0,-169567000.0,,-2101000.0,15488000.0,8885000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-02 16:28:51+00:00,-10936000.0,39813000.0,348475000.0,,-6803000.0,-40146000.0,4733000.0,,,-280513000.0,-362815000.0,469909000.0,-280513000.0,-362815000.0,469909000.0,-180222000.0,83821000.0,83821000.0,37946000.0,-799000.0,,,,-27988000.0,-369455000.0,-279735000.0,,-4712000.0,27997000.0,17567000.0
Nabors Industries Ltd,NBR,,1163739,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 16:28:22+00:00,-995000.0,21082000.0,172274000.0,,-1931000.0,-39090000.0,2818000.0,,,-111494000.0,-134928000.0,223147000.0,-111494000.0,-134928000.0,223147000.0,-25206000.0,40200000.0,40200000.0,28681000.0,-1533000.0,,,,-4384000.0,-150740000.0,-110168000.0,,-2611000.0,12509000.0,8682000.0
Nabors Industries Ltd,NBR,,1163739,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 17:16:54+00:00,-167721000.0,32149000.0,927460000.0,142984000.0,-3380000.0,-47440000.0,11605000.0,2263953000.0,,163245000.0,-1859479000.0,1456487000.0,163245000.0,-1859479000.0,1456487000.0,-243127000.0,248524000.0,248524000.0,295794000.0,,180558000.0,,,-11746000.0,-2042617000.0,-2112313000.0,,,39063000.0,
Nabors Industries Ltd,NBR,,1163739,2011.0,Q4,2011-10-01,2011-12-31,,-57500000.0,458000.0,240640000.0,142984000.0,-1206000.0,-136421000.0,-570000.0,261301000.0,,261160000.0,-485193000.0,348353000.0,261160000.0,-485193000.0,348353000.0,123114000.0,-101005000.0,-101005000.0,344681000.0,2394000.0,70023000.0,,,-2179000.0,-510020000.0,-1977000.0,,12000.0,-128501000.0,
Nabors Industries Ltd,NBR,,1163739,2011.0,Q3TTM,2010-10-01,2011-09-30,,-163621000.0,50951000.0,905940000.0,,1425000.0,70853000.0,14985000.0,2008319000.0,,-182667000.0,-1715964000.0,1532984000.0,-182667000.0,-1715964000.0,1532984000.0,-364222000.0,400010000.0,400010000.0,105230000.0,-8023000.0,141607000.0,,,-16019000.0,-1821921000.0,-2197936000.0,,-12000.0,170074000.0,-26084000.0
