company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dell Technologies Inc,DELL,,1571996,2010.0,Q1,2009-01-31,2009-05-01,2010-06-10 16:30:40+00:00,0.15,0.15,,0.15,122000000.0,290000000.0,290000000.0,,290000000.0,,10174000000.0,12342000000.0,-2000000.0,141000000.0,1613000000.0,10174000000.0,2168000000.0,1754000000.0,414000000.0,-2000000.0,412000000.0,12342000000.0,1933300000.0,1949000000.0,1952000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q4,2010-10-30,2011-01-28,,0.49,0.49,,0.48,200000000.0,927000000.0,927000000.0,,927000000.0,,12401000000.0,15692000000.0,-18000000.0,169000000.0,1977000000.0,12401000000.0,3291000000.0,2146000000.0,1145000000.0,-18000000.0,1127000000.0,15692000000.0,1937500000.0,1944000000.0,1955000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,FY,2010-01-30,2011-01-28,2013-03-12 16:32:34+00:00,1.36,1.36,0.0,1.35,715000000.0,2635000000.0,2635000000.0,,2635000000.0,,50098000000.0,61494000000.0,-83000000.0,661000000.0,7302000000.0,50098000000.0,11396000000.0,7963000000.0,3433000000.0,-83000000.0,3350000000.0,61494000000.0,1937500000.0,1944000000.0,1955000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q3YTD,2010-01-30,2010-10-29,,0.87,0.87,,0.87,515000000.0,1708000000.0,1708000000.0,,1708000000.0,,37697000000.0,45802000000.0,-65000000.0,492000000.0,5325000000.0,37697000000.0,8105000000.0,5817000000.0,2288000000.0,-65000000.0,2223000000.0,45802000000.0,1957100000.0,1939000000.0,1949000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q3TTM,2009-10-31,2010-10-29,,1.04,1.04,,1.04,650000000.0,2042000000.0,2042000000.0,,2042000000.0,,50128000000.0,60702000000.0,-106000000.0,671000000.0,7105000000.0,50128000000.0,10574000000.0,7776000000.0,2798000000.0,-106000000.0,2692000000.0,60702000000.0,1957100000.0,1939000000.0,1949000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q3,2010-07-31,2010-10-29,2011-11-23 08:42:07+00:00,0.42,0.42,,0.42,254000000.0,822000000.0,822000000.0,,822000000.0,,12391000000.0,15394000000.0,52000000.0,163000000.0,1816000000.0,12391000000.0,3003000000.0,1979000000.0,1024000000.0,52000000.0,1076000000.0,15394000000.0,1957100000.0,1939000000.0,1949000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q2YTD,2010-01-30,2010-07-30,,0.45,0.45,,0.45,261000000.0,886000000.0,886000000.0,,886000000.0,,25306000000.0,30408000000.0,-117000000.0,329000000.0,3509000000.0,25306000000.0,5102000000.0,3838000000.0,1264000000.0,-117000000.0,1147000000.0,30408000000.0,1946400000.0,1952000000.0,1960000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q2TTM,2009-08-01,2010-07-30,,0.79,0.79,,0.79,573000000.0,1557000000.0,1557000000.0,,1557000000.0,,48400000000.0,58204000000.0,-221000000.0,663000000.0,6790000000.0,48400000000.0,9804000000.0,7453000000.0,2351000000.0,-221000000.0,2130000000.0,58204000000.0,1946400000.0,1952000000.0,1960000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q2,2010-05-01,2010-07-30,2011-08-25 16:29:15+00:00,0.28,0.28,,0.28,151000000.0,545000000.0,545000000.0,,545000000.0,,12948000000.0,15534000000.0,-49000000.0,162000000.0,1679000000.0,12948000000.0,2586000000.0,1841000000.0,745000000.0,-49000000.0,696000000.0,15534000000.0,1946400000.0,1952000000.0,1960000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q1TTM,2009-05-02,2010-04-30,,0.75,0.75,,0.75,579000000.0,1484000000.0,1484000000.0,,1484000000.0,,45825000000.0,55434000000.0,-214000000.0,650000000.0,6682000000.0,45825000000.0,9609000000.0,7332000000.0,2277000000.0,-214000000.0,2063000000.0,55434000000.0,2005900000.0,1961000000.0,1973000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q1,2010-01-30,2010-04-30,2011-05-26 16:27:51+00:00,0.17,0.17,,0.17,110000000.0,341000000.0,341000000.0,,341000000.0,,12358000000.0,14874000000.0,-68000000.0,167000000.0,1830000000.0,12358000000.0,2516000000.0,1997000000.0,519000000.0,-68000000.0,451000000.0,14874000000.0,2005900000.0,1961000000.0,1973000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q4,2011-10-29,2012-02-03,,0.43,0.43,,0.42,143000000.0,764000000.0,764000000.0,,764000000.0,,12646000000.0,16031000000.0,-24000000.0,236000000.0,2218000000.0,12646000000.0,3385000000.0,2454000000.0,931000000.0,-24000000.0,907000000.0,16031000000.0,1837900000.0,1838000000.0,1853000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,FY,2011-01-29,2012-02-03,2013-03-12 16:32:34+00:00,1.9,1.9,0.0,1.88,748000000.0,3492000000.0,3492000000.0,,3492000000.0,,48260000000.0,62071000000.0,-191000000.0,856000000.0,8524000000.0,48260000000.0,13811000000.0,9380000000.0,4431000000.0,-191000000.0,4240000000.0,62071000000.0,1837900000.0,1838000000.0,1853000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q3YTD,2011-01-29,2011-10-28,,1.47,1.47,,1.46,605000000.0,2728000000.0,2728000000.0,,2728000000.0,,35614000000.0,46040000000.0,-167000000.0,620000000.0,6306000000.0,35614000000.0,10426000000.0,6926000000.0,3500000000.0,-167000000.0,3333000000.0,46040000000.0,1822400000.0,1813000000.0,1828000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q3TTM,2010-10-30,2011-10-28,,1.96,1.96,,1.94,805000000.0,3655000000.0,3655000000.0,,3655000000.0,,48015000000.0,61732000000.0,-185000000.0,789000000.0,8283000000.0,48015000000.0,13717000000.0,9072000000.0,4645000000.0,-185000000.0,4460000000.0,61732000000.0,1822400000.0,1813000000.0,1828000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q3,2011-07-30,2011-10-28,2012-12-03 16:15:34+00:00,0.49,0.49,0.0,0.49,179000000.0,893000000.0,893000000.0,,893000000.0,,11896000000.0,15365000000.0,-70000000.0,220000000.0,2107000000.0,11896000000.0,3469000000.0,2327000000.0,1142000000.0,-70000000.0,1072000000.0,15365000000.0,1822400000.0,1813000000.0,1828000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q2YTD,2011-01-29,2011-07-29,,0.98,0.98,,0.97,426000000.0,1835000000.0,1835000000.0,,1835000000.0,,23718000000.0,30675000000.0,-97000000.0,400000000.0,4199000000.0,23718000000.0,6957000000.0,4599000000.0,2358000000.0,-97000000.0,2261000000.0,30675000000.0,1854200000.0,1858000000.0,1871000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q2TTM,2010-07-31,2011-07-29,,1.89,1.89,,1.87,880000000.0,3584000000.0,3584000000.0,,3584000000.0,,48510000000.0,61761000000.0,-63000000.0,732000000.0,7992000000.0,48510000000.0,13251000000.0,8724000000.0,4527000000.0,-63000000.0,4464000000.0,61761000000.0,1854200000.0,1858000000.0,1871000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q2,2011-04-30,2011-07-29,2012-08-29 16:33:39+00:00,0.48,0.48,,0.48,201000000.0,890000000.0,890000000.0,,890000000.0,,12133000000.0,15658000000.0,-55000000.0,205000000.0,2174000000.0,12133000000.0,3525000000.0,2379000000.0,1146000000.0,-55000000.0,1091000000.0,15658000000.0,1854200000.0,1858000000.0,1871000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q1TTM,2010-05-01,2011-04-29,,1.69,1.69,,1.67,830000000.0,3239000000.0,3239000000.0,,3239000000.0,,49325000000.0,61637000000.0,-57000000.0,689000000.0,7497000000.0,49325000000.0,12312000000.0,8186000000.0,4126000000.0,-57000000.0,4069000000.0,61637000000.0,1890000000.0,1908000000.0,1923000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q1,2011-01-29,2011-04-29,2012-05-31 16:19:42+00:00,0.5,0.5,,0.49,225000000.0,945000000.0,945000000.0,,945000000.0,,11585000000.0,15017000000.0,-42000000.0,195000000.0,2025000000.0,11585000000.0,3432000000.0,2220000000.0,1212000000.0,-42000000.0,1170000000.0,15017000000.0,1890000000.0,1908000000.0,1923000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q4,2012-11-03,2013-02-01,,0.31,0.31,0.08,0.3,130000000.0,530000000.0,530000000.0,,530000000.0,,11205000000.0,14314000000.0,-38000000.0,307000000.0,2104000000.0,11205000000.0,3109000000.0,2411000000.0,698000000.0,-38000000.0,660000000.0,14314000000.0,1744100000.0,1745000000.0,1755000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,FY,2012-02-04,2013-02-01,2013-03-12 16:32:34+00:00,1.36,1.36,0.16,1.35,469000000.0,2372000000.0,2372000000.0,,2372000000.0,,44754000000.0,56940000000.0,-171000000.0,1072000000.0,8102000000.0,44754000000.0,12186000000.0,9174000000.0,3012000000.0,-171000000.0,2841000000.0,56940000000.0,1744100000.0,1745000000.0,1755000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q3YTD,2012-02-04,2012-11-02,,1.05,1.05,0.08,1.05,339000000.0,1842000000.0,1842000000.0,,1842000000.0,,33549000000.0,42626000000.0,-133000000.0,765000000.0,5998000000.0,33549000000.0,9077000000.0,6763000000.0,2314000000.0,-133000000.0,2181000000.0,42626000000.0,1759300000.0,1735000000.0,1742000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q3TTM,2011-10-29,2012-11-02,,1.48,1.48,0.08,1.47,482000000.0,2606000000.0,2606000000.0,,2606000000.0,,46195000000.0,58657000000.0,-157000000.0,1001000000.0,8216000000.0,46195000000.0,12462000000.0,9217000000.0,3245000000.0,-157000000.0,3088000000.0,58657000000.0,1759300000.0,1735000000.0,1742000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q3,2012-08-04,2012-11-02,2012-12-03 16:15:34+00:00,0.27,0.27,0.08,0.27,76000000.0,475000000.0,475000000.0,,475000000.0,,10849000000.0,13721000000.0,-38000000.0,270000000.0,2013000000.0,10849000000.0,2872000000.0,2283000000.0,589000000.0,-38000000.0,551000000.0,13721000000.0,1759300000.0,1735000000.0,1742000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q2YTD,2012-02-04,2012-08-03,,0.78,0.78,,0.78,263000000.0,1367000000.0,1367000000.0,,1367000000.0,,22700000000.0,28905000000.0,-95000000.0,495000000.0,3985000000.0,22700000000.0,6205000000.0,4480000000.0,1725000000.0,-95000000.0,1630000000.0,28905000000.0,1742900000.0,1747000000.0,1753000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q2TTM,2011-07-30,2012-08-03,,1.7,1.7,,1.69,585000000.0,3024000000.0,3024000000.0,,3024000000.0,,47242000000.0,60301000000.0,-189000000.0,951000000.0,8310000000.0,47242000000.0,13059000000.0,9261000000.0,3798000000.0,-189000000.0,3609000000.0,60301000000.0,1742900000.0,1747000000.0,1753000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q2,2012-05-05,2012-08-03,2013-08-28 08:48:19+00:00,0.42,0.42,0.0,0.42,106000000.0,732000000.0,732000000.0,,732000000.0,,11345000000.0,14483000000.0,-63000000.0,261000000.0,1976000000.0,11345000000.0,3138000000.0,2237000000.0,901000000.0,-63000000.0,838000000.0,14483000000.0,1742900000.0,1747000000.0,1753000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q1TTM,2011-04-30,2012-05-04,,1.76,1.76,,1.75,680000000.0,3182000000.0,3182000000.0,,3182000000.0,,48030000000.0,61476000000.0,-181000000.0,895000000.0,8508000000.0,48030000000.0,13446000000.0,9403000000.0,4043000000.0,-181000000.0,3862000000.0,61476000000.0,1763900000.0,1759000000.0,1774000000.0
Dell Technologies Inc,DELL,,1571996,2013.0,Q1,2012-02-04,2012-05-04,2013-06-11 18:25:05+00:00,0.36,0.36,0.0,0.36,157000000.0,635000000.0,635000000.0,,635000000.0,,11355000000.0,14422000000.0,-32000000.0,234000000.0,2009000000.0,11355000000.0,3067000000.0,2243000000.0,824000000.0,-32000000.0,792000000.0,14422000000.0,1763900000.0,1759000000.0,1774000000.0
Dell Technologies Inc,DELL,,1571996,2014.0,Q2YTD,2013-02-02,2013-08-02,,0.19,0.19,0.16,0.19,43000000.0,334000000.0,334000000.0,,334000000.0,,23152000000.0,28588000000.0,-121000000.0,633000000.0,4305000000.0,23152000000.0,5436000000.0,4938000000.0,498000000.0,-121000000.0,377000000.0,28588000000.0,1700000000.0,1757000000.0,1764000000.0
Dell Technologies Inc,DELL,,1571996,2014.0,Q2TTM,2012-08-04,2013-08-02,,0.77,0.77,0.32,0.76,249000000.0,1339000000.0,1339000000.0,,1339000000.0,,45206000000.0,56623000000.0,-197000000.0,1210000000.0,8422000000.0,45206000000.0,11417000000.0,9632000000.0,1785000000.0,-197000000.0,1588000000.0,56623000000.0,1700000000.0,1757000000.0,1764000000.0
Dell Technologies Inc,DELL,,1571996,2014.0,Q2,2013-05-04,2013-08-02,2013-08-28 08:48:19+00:00,0.12,0.12,0.08,0.12,15000000.0,204000000.0,204000000.0,,204000000.0,,11825000000.0,14514000000.0,-53000000.0,320000000.0,2097000000.0,11825000000.0,2689000000.0,2417000000.0,272000000.0,-53000000.0,219000000.0,14514000000.0,1700000000.0,1757000000.0,1764000000.0
Dell Technologies Inc,DELL,,1571996,2014.0,Q1TTM,2012-05-05,2013-05-03,,1.07,1.07,0.24,1.06,340000000.0,1867000000.0,1867000000.0,,1867000000.0,,44726000000.0,56592000000.0,-207000000.0,1151000000.0,8301000000.0,44726000000.0,11866000000.0,9452000000.0,2414000000.0,-207000000.0,2207000000.0,56592000000.0,1857100000.0,1748000000.0,1761000000.0
Dell Technologies Inc,DELL,,1571996,2014.0,Q1,2013-02-02,2013-05-03,2013-06-11 18:25:05+00:00,0.07,0.07,0.08,0.07,28000000.0,130000000.0,130000000.0,,130000000.0,,11327000000.0,14074000000.0,-68000000.0,313000000.0,2208000000.0,11327000000.0,2747000000.0,2521000000.0,226000000.0,-68000000.0,158000000.0,14074000000.0,1857100000.0,1748000000.0,1761000000.0
Dell Technologies Inc,DELL,,1571996,2015.0,Q3,2015-08-01,2015-10-30,2016-12-09 08:35:23+00:00,,,,,-17000000.0,-180000000.0,-264000000.0,84000000.0,-180000000.0,0.0,10542000000.0,12674000000.0,-203000000.0,267000000.0,1943000000.0,10542000000.0,2132000000.0,2210000000.0,-78000000.0,-203000000.0,-281000000.0,12674000000.0,,,
Dell Technologies Inc,DELL,,1571996,2015.0,Q2,2015-05-02,2015-07-31,2016-09-06 16:49:41+00:00,-0.65,-0.65,,-0.65,-33000000.0,-265000000.0,-292000000.0,27000000.0,-265000000.0,0.0,10896000000.0,12975000000.0,-222000000.0,250000000.0,1932000000.0,10896000000.0,2079000000.0,2182000000.0,-103000000.0,-222000000.0,-325000000.0,12975000000.0,407700000.0,405000000.0,405000000.0
Dell Technologies Inc,DELL,,1571996,2015.0,Q1,2015-01-31,2015-05-01,2016-06-10 13:30:11+00:00,-1.24,-1.24,,-1.24,-38000000.0,-504000000.0,-476000000.0,-28000000.0,-504000000.0,,10709000000.0,12838000000.0,-179000000.0,325000000.0,2139000000.0,10709000000.0,2129000000.0,2464000000.0,-335000000.0,-179000000.0,-514000000.0,12838000000.0,406500000.0,405000000.0,405000000.0
Dell Technologies Inc,DELL,,1571996,2015.0,FY,2014-02-01,2015-01-30,2017-03-31 08:33:13+00:00,,,,,-107000000.0,-1221000000.0,-1108000000.0,-113000000.0,-1221000000.0,0.0,45246000000.0,54142000000.0,-899000000.0,920000000.0,8292000000.0,45246000000.0,8896000000.0,9212000000.0,-316000000.0,-899000000.0,-1215000000.0,54142000000.0,,,
Dell Technologies Inc,DELL,,1571996,2015.0,Q4,2015-10-31,2015-01-30,,1.89,1.89,,1.89,-19000000.0,-272000000.0,-76000000.0,-196000000.0,-272000000.0,,13099000000.0,15655000000.0,-295000000.0,78000000.0,2278000000.0,13099000000.0,2556000000.0,2356000000.0,200000000.0,-295000000.0,-95000000.0,15655000000.0,,,
Dell Technologies Inc,DELL,,1571996,2016.0,FY,2015-01-31,2016-01-29,2018-03-29 09:12:59+00:00,,,,,-118000000.0,-1104000000.0,-1168000000.0,64000000.0,-1104000000.0,0.0,42524000000.0,50911000000.0,-772000000.0,1051000000.0,7850000000.0,42524000000.0,8387000000.0,8901000000.0,-514000000.0,-772000000.0,-1286000000.0,50911000000.0,,,
Dell Technologies Inc,DELL,,1571996,2017.0,FY,2016-01-30,2017-02-03,2019-03-29 16:47:53+00:00,,-5.83,,-5.84,-1420000000.0,-1158000000.0,-3074000000.0,1916000000.0,-1167000000.0,9000000.0,48515000000.0,62164000000.0,-2104000000.0,2636000000.0,13403000000.0,48515000000.0,13649000000.0,16039000000.0,-2390000000.0,-2104000000.0,-4494000000.0,62164000000.0,,200200000.0,199800000.0
Dell Technologies Inc,DELL,,1571996,2017.0,Q4,2016-10-29,2017-02-03,,,-5.83,,-5.84,-797000000.0,290000000.0,-751000000.0,1041000000.0,269000000.0,21000000.0,15375000000.0,20596000000.0,-742000000.0,1271000000.0,4756000000.0,15375000000.0,5221000000.0,6027000000.0,-806000000.0,-742000000.0,-1548000000.0,20596000000.0,,200200000.0,199800000.0
Dell Technologies Inc,DELL,,1571996,2017.0,Q3,2016-07-30,2016-10-28,2017-12-12 09:17:49+00:00,,,,,-669000000.0,-2075000000.0,-1637000000.0,-438000000.0,-2064000000.0,-11000000.0,12348000000.0,16247000000.0,-794000000.0,855000000.0,4556000000.0,12348000000.0,3899000000.0,5411000000.0,-1512000000.0,-794000000.0,-2306000000.0,16247000000.0,,,
Dell Technologies Inc,DELL,,1571996,2017.0,Q3YTD,2016-01-30,2016-10-28,,,,,,-623000000.0,-1448000000.0,-2323000000.0,875000000.0,-1436000000.0,-12000000.0,33140000000.0,41568000000.0,-1362000000.0,1365000000.0,8647000000.0,33140000000.0,8428000000.0,10012000000.0,-1584000000.0,-1362000000.0,-2946000000.0,41568000000.0,,,
Dell Technologies Inc,DELL,,1571996,2017.0,Q2,2016-04-30,2016-07-29,2017-09-08 08:52:14+00:00,,,,,-20000000.0,572000000.0,-262000000.0,834000000.0,573000000.0,-1000000.0,10744000000.0,13080000000.0,-349000000.0,246000000.0,2023000000.0,10744000000.0,2336000000.0,2269000000.0,67000000.0,-349000000.0,-282000000.0,13080000000.0,,,
Dell Technologies Inc,DELL,,1571996,2017.0,Q2YTD,2016-01-30,2016-07-29,,,,,,46000000.0,627000000.0,-686000000.0,1313000000.0,628000000.0,-1000000.0,20792000000.0,25321000000.0,-568000000.0,510000000.0,4091000000.0,20792000000.0,4529000000.0,4601000000.0,-72000000.0,-568000000.0,-640000000.0,25321000000.0,,,
Dell Technologies Inc,DELL,,1571996,2017.0,Q1,2016-01-30,2016-04-29,2017-06-09 16:37:00+00:00,,,,,66000000.0,55000000.0,-424000000.0,479000000.0,55000000.0,0.0,10048000000.0,12241000000.0,-219000000.0,264000000.0,2068000000.0,10048000000.0,2193000000.0,2332000000.0,-139000000.0,-219000000.0,-358000000.0,12241000000.0,,,
Dell Technologies Inc,DELL,,1571996,2018.0,FY,2017-02-04,2018-02-02,2020-03-27 08:32:26+00:00,0.0,-3.98,,-4.01,-1843000000.0,-2926000000.0,-2926000000.0,,-2849000000.0,-77000000.0,58503000000.0,79040000000.0,-2353000000.0,4384000000.0,18569000000.0,58503000000.0,20537000000.0,22953000000.0,-2416000000.0,-2353000000.0,-4769000000.0,79040000000.0,,715800000.0,710500000.0
Dell Technologies Inc,DELL,,1571996,2018.0,Q4,2017-11-04,2018-02-02,,,-3.0,,-3.0,-490000000.0,-133000000.0,-133000000.0,,-100000000.0,-33000000.0,16071000000.0,21963000000.0,-554000000.0,1087000000.0,4874000000.0,16071000000.0,5892000000.0,5961000000.0,-69000000.0,-554000000.0,-623000000.0,21963000000.0,,715800000.0,710500000.0
Dell Technologies Inc,DELL,,1571996,2018.0,Q3,2017-08-05,2017-11-03,2018-12-10 16:25:33+00:00,,-0.98,,-1.01,-241000000.0,-851000000.0,-851000000.0,,-846000000.0,-5000000.0,14336000000.0,19556000000.0,-682000000.0,1071000000.0,4559000000.0,14336000000.0,5220000000.0,5630000000.0,-410000000.0,-682000000.0,-1092000000.0,19556000000.0,,863300000.0,837600000.0
Dell Technologies Inc,DELL,,1571996,2018.0,Q3YTD,2017-02-04,2017-11-03,,,-0.98,,-1.01,-1353000000.0,-2793000000.0,-2793000000.0,,-2749000000.0,-44000000.0,42432000000.0,57077000000.0,-1799000000.0,3297000000.0,13695000000.0,42432000000.0,14645000000.0,16992000000.0,-2347000000.0,-1799000000.0,-4146000000.0,57077000000.0,,863300000.0,837600000.0
Dell Technologies Inc,DELL,,1571996,2018.0,Q3TTM,2016-10-29,2017-11-03,,,-6.81,,-6.85,-2150000000.0,-2503000000.0,-3544000000.0,1041000000.0,-2480000000.0,-23000000.0,57807000000.0,77673000000.0,-2541000000.0,4568000000.0,18451000000.0,57807000000.0,19866000000.0,23019000000.0,-3153000000.0,-2541000000.0,-5694000000.0,77673000000.0,,863300000.0,837600000.0
Dell Technologies Inc,DELL,,1571996,2018.0,Q2,2017-05-06,2017-08-04,2018-09-11 07:51:09+00:00,,,,,-471000000.0,-739000000.0,-739000000.0,,-732000000.0,-7000000.0,14553000000.0,19521000000.0,-545000000.0,1093000000.0,4540000000.0,14553000000.0,4968000000.0,5633000000.0,-665000000.0,-545000000.0,-1210000000.0,19521000000.0,,,
Dell Technologies Inc,DELL,,1571996,2018.0,Q2YTD,2017-02-04,2017-08-04,,,,,,-1112000000.0,-1942000000.0,-1942000000.0,,-1903000000.0,-39000000.0,28096000000.0,37521000000.0,-1117000000.0,2226000000.0,9136000000.0,28096000000.0,9425000000.0,11362000000.0,-1937000000.0,-1117000000.0,-3054000000.0,37521000000.0,,,
Dell Technologies Inc,DELL,,1571996,2018.0,Q2TTM,2016-07-30,2017-08-04,,,-5.83,,-5.84,-2578000000.0,-3727000000.0,-4330000000.0,603000000.0,-3698000000.0,-29000000.0,55819000000.0,74364000000.0,-2653000000.0,4352000000.0,18448000000.0,55819000000.0,18545000000.0,22800000000.0,-4255000000.0,-2653000000.0,-6908000000.0,74364000000.0,,,
Dell Technologies Inc,DELL,,1571996,2018.0,Q1,2017-02-04,2017-05-05,2018-06-12 09:00:11+00:00,,,,,-641000000.0,-1203000000.0,-1203000000.0,,-1171000000.0,-32000000.0,13543000000.0,18000000000.0,-572000000.0,1133000000.0,4596000000.0,13543000000.0,4457000000.0,5729000000.0,-1272000000.0,-572000000.0,-1844000000.0,18000000000.0,,,
