company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Dell Technologies Inc,DELL,,1571996,2009.0,FY,,2009-01-30,2010-03-18 16:26:08+00:00,8309000000.0,4731000000.0,,309000000.0,8352000000.0,,11189000000.0,2701000000.0,1737000000.0,724000000.0,1898000000.0,454000000.0,867000000.0,2277000000.0,,3000000000.0,500000000.0,1712000000.0,3749000000.0,3736000000.0,,,657000000.0,2472000000.0,,,20677000000.0,113000000.0,740000000.0,26500000000.0,4271000000.0,20151000000.0,14859000000.0,4271000000.0,4271000000.0,22229000000.0,26500000000.0,4072000000.0,7370000000.0,,-27904000000.0
Dell Technologies Inc,DELL,,1571996,2010.0,FY,,2010-01-29,2011-03-15 16:36:52+00:00,11373000000.0,5837000000.0,,-37000000.0,10635000000.0,,11472000000.0,3040000000.0,4074000000.0,1694000000.0,3417000000.0,781000000.0,1051000000.0,2181000000.0,,3029000000.0,332000000.0,2706000000.0,3643000000.0,3884000000.0,,,345000000.0,2605000000.0,,,22110000000.0,663000000.0,373000000.0,33652000000.0,5641000000.0,24245000000.0,18960000000.0,5641000000.0,5641000000.0,28011000000.0,33652000000.0,7226000000.0,9051000000.0,,-27904000000.0
Dell Technologies Inc,DELL,,1571996,2010.0,Q3,,2009-10-30,2009-12-03 16:23:49+00:00,9947000000.0,5279000000.0,,-198000000.0,12795000000.0,,11351000000.0,2876000000.0,1748000000.0,607000000.0,3442000000.0,828000000.0,952000000.0,1978000000.0,,3054000000.0,311000000.0,2318000000.0,3196000000.0,3687000000.0,,,682000000.0,2643000000.0,,,21776000000.0,351000000.0,331000000.0,31025000000.0,5025000000.0,24871000000.0,16861000000.0,5025000000.0,5025000000.0,26000000000.0,31025000000.0,4176000000.0,9139000000.0,0.0,-27904000000.0
Dell Technologies Inc,DELL,,1571996,2010.0,Q2,,2009-07-31,2009-09-11 15:42:35+00:00,9698000000.0,5403000000.0,,-199000000.0,11699000000.0,,11289000000.0,2775000000.0,1748000000.0,646000000.0,3394000000.0,746000000.0,839000000.0,2117000000.0,,3051000000.0,263000000.0,2252000000.0,3348000000.0,3765000000.0,,,698000000.0,2701000000.0,,,21439000000.0,49000000.0,299000000.0,30058000000.0,4625000000.0,23840000000.0,16287000000.0,4625000000.0,4625000000.0,25433000000.0,30058000000.0,4101000000.0,9146000000.0,0.0,-27904000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,FY,,2011-01-28,2012-03-13 16:21:54+00:00,11293000000.0,6493000000.0,,-71000000.0,13913000000.0,0.0,11797000000.0,3158000000.0,4365000000.0,1495000000.0,5146000000.0,704000000.0,1301000000.0,1953000000.0,,3518000000.0,799000000.0,3643000000.0,3219000000.0,4181000000.0,,,262000000.0,2686000000.0,,,24744000000.0,851000000.0,452000000.0,38599000000.0,7766000000.0,29021000000.0,19483000000.0,7766000000.0,7766000000.0,30833000000.0,38599000000.0,7625000000.0,11350000000.0,,-28704000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q3,,2010-10-29,2010-12-02 16:47:37+00:00,11278000000.0,6407000000.0,,-162000000.0,12889000000.0,,11674000000.0,3093000000.0,4259000000.0,1553000000.0,5168000000.0,662000000.0,1294000000.0,1948000000.0,,3447000000.0,709000000.0,3588000000.0,3118000000.0,3898000000.0,,,235000000.0,2631000000.0,,,23805000000.0,826000000.0,492000000.0,37154000000.0,6813000000.0,27788000000.0,19095000000.0,6813000000.0,6813000000.0,30341000000.0,37154000000.0,7418000000.0,11246000000.0,,-28504000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q2,,2010-07-30,2010-09-01 14:15:14+00:00,12465000000.0,6565000000.0,,-127000000.0,11694000000.0,,11608000000.0,3009000000.0,4264000000.0,1638000000.0,3623000000.0,633000000.0,1372000000.0,1980000000.0,,3311000000.0,622000000.0,3272000000.0,3562000000.0,3812000000.0,,,294000000.0,2632000000.0,,,22984000000.0,1627000000.0,744000000.0,36640000000.0,6161000000.0,27209000000.0,20913000000.0,6161000000.0,6161000000.0,30479000000.0,36640000000.0,7451000000.0,9566000000.0,,-28304000000.0
Dell Technologies Inc,DELL,,1571996,2011.0,Q1,,2010-04-30,2010-06-10 16:30:40+00:00,11402000000.0,5880000000.0,,9000000.0,10255000000.0,,11534000000.0,2950000000.0,4181000000.0,1658000000.0,3582000000.0,714000000.0,1182000000.0,2049000000.0,,3194000000.0,528000000.0,3221000000.0,3619000000.0,3549000000.0,,,327000000.0,2607000000.0,,,22439000000.0,1079000000.0,627000000.0,34241000000.0,5878000000.0,24784000000.0,18980000000.0,5878000000.0,5878000000.0,28363000000.0,34241000000.0,7408000000.0,9383000000.0,,-28104000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,FY,,2012-02-03,2013-03-12 16:32:34+00:00,11656000000.0,6476000000.0,,-61000000.0,13852000000.0,0.0,12187000000.0,3738000000.0,5838000000.0,1857000000.0,6387000000.0,3404000000.0,1404000000.0,2124000000.0,0.0,3855000000.0,1372000000.0,3327000000.0,3423000000.0,3740000000.0,,,490000000.0,3373000000.0,,,28236000000.0,2867000000.0,966000000.0,44533000000.0,8917000000.0,29448000000.0,22001000000.0,8917000000.0,8917000000.0,35616000000.0,44533000000.0,12961000000.0,13615000000.0,,-31445000000.0
Dell Technologies Inc,DELL,,1571996,2012.0,Q3,,2011-10-28,2011-11-23 08:42:07+00:00,11107000000.0,6690000000.0,,4000000.0,13293000000.0,0.0,12071000000.0,3465000000.0,5943000000.0,1957000000.0,6430000000.0,2183000000.0,1397000000.0,2123000000.0,,3744000000.0,1279000000.0,3326000000.0,3005000000.0,3816000000.0,,,302000000.0,2987000000.0,,,27472000000.0,1831000000.0,545000000.0,42043000000.0,8663000000.0,28256000000.0,20219000000.0,8663000000.0,8663000000.0,33380000000.0,42043000000.0,11664000000.0,13161000000.0,,-30884000000.0
