company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Schlumberger NV,SLB,,87347,2008.0,FY,,2008-12-31,2009-10-28 11:26:11+00:00,5319000000.0,6258000000.0,-2901000000.0,189000000.0,4668000000.0,184000000.0,1007000000.0,252000000.0,5189000000.0,,820000000.0,3693000000.0,2340000000.0,1919000000.0,9690000000.0,72000000.0,565000000.0,,2369000000.0,933000000.0,504000000.0,923000000.0,19891000000.0,1597000000.0,3503000000.0,32094000000.0,16862000000.0,12986000000.0,8175000000.0,16862000000.0,16934000000.0,15160000000.0,32094000000.0,9418000000.0,6985000000.0,-4796000000.0
Schlumberger NV,SLB,,87347,2009.0,FY,,2009-12-31,2011-02-04 13:27:09+00:00,5003000000.0,6088000000.0,-2674000000.0,617000000.0,4777000000.0,154000000.0,878000000.0,253000000.0,5305000000.0,,786000000.0,4355000000.0,3044000000.0,1866000000.0,9660000000.0,109000000.0,376000000.0,,1660000000.0,926000000.0,644000000.0,962000000.0,22019000000.0,1125000000.0,3999000000.0,33465000000.0,19120000000.0,13650000000.0,7259000000.0,19120000000.0,19229000000.0,14236000000.0,33465000000.0,10155000000.0,6977000000.0,-5002000000.0
Schlumberger NV,SLB,,87347,2009.0,Q3,,2009-09-30,2009-10-28 11:26:11+00:00,4736000000.0,6087000000.0,-2298000000.0,194000000.0,4746000000.0,158000000.0,929000000.0,250000000.0,5296000000.0,,813000000.0,4312000000.0,2868000000.0,1967000000.0,9610000000.0,108000000.0,317000000.0,,1293000000.0,941000000.0,789000000.0,892000000.0,21475000000.0,1200000000.0,4035000000.0,33075000000.0,19355000000.0,13382000000.0,7115000000.0,19355000000.0,19463000000.0,13612000000.0,33075000000.0,10083000000.0,6497000000.0,-4568000000.0
Schlumberger NV,SLB,,87347,2009.0,Q2,,2009-06-30,2009-07-29 14:37:14+00:00,4710000000.0,6107000000.0,-2363000000.0,216000000.0,4718000000.0,162000000.0,924000000.0,253000000.0,5266000000.0,,857000000.0,4291000000.0,2449000000.0,2021000000.0,9688000000.0,107000000.0,406000000.0,,1596000000.0,954000000.0,639000000.0,878000000.0,20940000000.0,1574000000.0,4195000000.0,32960000000.0,18627000000.0,13655000000.0,7461000000.0,18627000000.0,18734000000.0,14226000000.0,32960000000.0,9617000000.0,6765000000.0,-4668000000.0
Schlumberger NV,SLB,,87347,2010.0,FY,,2010-12-31,2012-02-01 16:29:21+00:00,6488000000.0,8278000000.0,-2768000000.0,1764000000.0,11920000000.0,51000000.0,1493000000.0,289000000.0,13952000000.0,,5162000000.0,5517000000.0,1555000000.0,3804000000.0,12071000000.0,218000000.0,,1636000000.0,1262000000.0,975000000.0,929000000.0,1043000000.0,25210000000.0,2595000000.0,3226000000.0,51767000000.0,31226000000.0,18098000000.0,10865000000.0,31226000000.0,31444000000.0,20323000000.0,51767000000.0,21598000000.0,9458000000.0,-3136000000.0
Schlumberger NV,SLB,,87347,2010.0,Q3,,2010-09-30,2010-10-29 12:09:02+00:00,6308000000.0,8600000000.0,-2627000000.0,1114000000.0,11874000000.0,0.0,1551000000.0,286000000.0,13671000000.0,,5248000000.0,4820000000.0,1605000000.0,3941000000.0,11900000000.0,218000000.0,0.0,1557000000.0,1192000000.0,1280000000.0,984000000.0,1108000000.0,24454000000.0,1916000000.0,1511000000.0,49854000000.0,30898000000.0,16446000000.0,10061000000.0,30898000000.0,31116000000.0,18738000000.0,49854000000.0,21508000000.0,8677000000.0,-2803000000.0
Schlumberger NV,SLB,,87347,2010.0,Q2,,2010-06-30,2010-07-29 16:20:53+00:00,4852000000.0,6234000000.0,-2729000000.0,229000000.0,4920000000.0,148000000.0,908000000.0,249000000.0,5854000000.0,,1360000000.0,3729000000.0,3048000000.0,1865000000.0,9657000000.0,106000000.0,199000000.0,,1581000000.0,905000000.0,669000000.0,1047000000.0,23007000000.0,767000000.0,2849000000.0,33017000000.0,19778000000.0,12230000000.0,6776000000.0,19778000000.0,19884000000.0,13133000000.0,33017000000.0,11130000000.0,6357000000.0,-5420000000.0
Schlumberger NV,SLB,,87347,2010.0,Q1,,2010-03-31,2010-04-28 11:40:01+00:00,4705000000.0,5972000000.0,-2632000000.0,271000000.0,4841000000.0,154000000.0,865000000.0,250000000.0,5397000000.0,,840000000.0,4052000000.0,3068000000.0,1851000000.0,9545000000.0,111000000.0,301000000.0,,1623000000.0,885000000.0,667000000.0,915000000.0,22440000000.0,934000000.0,3932000000.0,32883000000.0,19428000000.0,13065000000.0,6754000000.0,19428000000.0,19539000000.0,13344000000.0,32883000000.0,10273000000.0,6590000000.0,-5221000000.0
Schlumberger NV,SLB,,87347,2011.0,FY,,2011-12-31,2013-01-31 12:24:54+00:00,7579000000.0,9500000000.0,-3557000000.0,1705000000.0,11639000000.0,456000000.0,1245000000.0,337000000.0,14154000000.0,,4882000000.0,8556000000.0,1522000000.0,4700000000.0,12993000000.0,129000000.0,,1731000000.0,1732000000.0,1056000000.0,1111000000.0,1252000000.0,28860000000.0,1377000000.0,3122000000.0,55201000000.0,31263000000.0,20539000000.0,10538000000.0,31263000000.0,31392000000.0,23809000000.0,55201000000.0,21669000000.0,13271000000.0,-5679000000.0
Schlumberger NV,SLB,,87347,2011.0,Q3,,2011-09-30,2011-10-26 14:24:58+00:00,7023000000.0,9493000000.0,-2798000000.0,1732000000.0,11606000000.0,148000000.0,1207000000.0,334000000.0,14118000000.0,,4927000000.0,8740000000.0,1477000000.0,4469000000.0,12583000000.0,123000000.0,,1662000000.0,1034000000.0,1086000000.0,1216000000.0,1215000000.0,27780000000.0,2743000000.0,4332000000.0,55581000000.0,31500000000.0,21260000000.0,11307000000.0,31500000000.0,31623000000.0,23958000000.0,55581000000.0,21738000000.0,12651000000.0,-5088000000.0
