company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Schlumberger NV,SLB,,87347,2007.0,FY,2007-01-01,2007-12-31,2010-02-05 12:31:59+00:00,4.36,4.36,4.2,,1448000000.0,82000000.0,5177000000.0,5177000000.0,0.0,5177000000.0,0.0,15481000000.0,23277000000.0,,,728000000.0,,517000000.0,15481000000.0,7796000000.0,275000000.0,431000000.0,1327000000.0,6469000000.0,156000000.0,6625000000.0,23277000000.0,1187400000.0,1188000000.0,1239000000.0
Schlumberger NV,SLB,,87347,2008.0,FY,2008-01-01,2008-12-31,2011-02-04 13:27:09+00:00,4.54,4.54,4.45,,1430000000.0,,5460000000.0,5422000000.0,38000000.0,5435000000.0,25000000.0,18957000000.0,27163000000.0,,,819000000.0,116000000.0,584000000.0,18957000000.0,8206000000.0,247000000.0,412000000.0,1519000000.0,6687000000.0,165000000.0,6852000000.0,27163000000.0,1197100000.0,1196000000.0,1224000000.0
Schlumberger NV,SLB,,87347,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 11:26:11+00:00,1.27,1.27,1.25,,418000000.0,23000000.0,1539000000.0,1539000000.0,0.0,1526000000.0,13000000.0,4967000000.0,7259000000.0,,,208000000.0,,150000000.0,4967000000.0,2292000000.0,61000000.0,107000000.0,381000000.0,1911000000.0,46000000.0,1957000000.0,7259000000.0,1201600000.0,1199000000.0,1225000000.0
Schlumberger NV,SLB,,87347,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 14:37:14+00:00,1.19,1.19,1.16,,378000000.0,26000000.0,1426000000.0,1426000000.0,0.0,1420000000.0,6000000.0,4609000000.0,6746000000.0,,,197000000.0,,146000000.0,4609000000.0,2137000000.0,61000000.0,97000000.0,369000000.0,1768000000.0,36000000.0,1804000000.0,6746000000.0,1193300000.0,1195000000.0,1230000000.0
Schlumberger NV,SLB,,87347,2009.0,FY,2009-01-01,2009-12-31,2011-02-04 13:27:09+00:00,2.62,2.62,2.59,,770000000.0,,3142000000.0,3164000000.0,-22000000.0,3134000000.0,8000000.0,17245000000.0,22702000000.0,,,802000000.0,238000000.0,535000000.0,17245000000.0,5457000000.0,221000000.0,273000000.0,1575000000.0,3882000000.0,52000000.0,3934000000.0,22702000000.0,1196200000.0,1198000000.0,1214000000.0
Schlumberger NV,SLB,,87347,2009.0,Q4,2009-10-01,2009-12-31,,0.67,0.67,0.65,,175000000.0,,798000000.0,820000000.0,-22000000.0,796000000.0,2000000.0,4159000000.0,5744000000.0,,,217000000.0,238000000.0,146000000.0,4159000000.0,1585000000.0,51000000.0,62000000.0,601000000.0,984000000.0,11000000.0,995000000.0,5744000000.0,1196200000.0,1198000000.0,1214000000.0
Schlumberger NV,SLB,,87347,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 12:09:02+00:00,0.66,0.66,0.65,,191000000.0,,789000000.0,789000000.0,,787000000.0,2000000.0,4144000000.0,5430000000.0,,,198000000.0,0.0,128000000.0,4144000000.0,1286000000.0,54000000.0,74000000.0,326000000.0,960000000.0,20000000.0,980000000.0,5430000000.0,1192400000.0,1200000000.0,1218000000.0
Schlumberger NV,SLB,,87347,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.95,1.95,1.94,,595000000.0,,2344000000.0,2344000000.0,,2338000000.0,6000000.0,13086000000.0,16958000000.0,,,585000000.0,,389000000.0,13086000000.0,3872000000.0,170000000.0,211000000.0,974000000.0,2898000000.0,41000000.0,2939000000.0,16958000000.0,1192400000.0,1200000000.0,1218000000.0
Schlumberger NV,SLB,,87347,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 16:20:53+00:00,0.51,0.51,0.51,,152000000.0,,615000000.0,615000000.0,,613000000.0,2000000.0,4432000000.0,5528000000.0,,,197000000.0,,131000000.0,4432000000.0,1096000000.0,61000000.0,60000000.0,328000000.0,768000000.0,-1000000.0,767000000.0,5528000000.0,1202000000.0,1197000000.0,1214000000.0
Schlumberger NV,SLB,,87347,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.29,1.29,1.29,,404000000.0,,1555000000.0,1555000000.0,,1551000000.0,4000000.0,8942000000.0,11528000000.0,,,387000000.0,,261000000.0,8942000000.0,2586000000.0,116000000.0,137000000.0,648000000.0,1938000000.0,21000000.0,1959000000.0,11528000000.0,1202000000.0,1197000000.0,1214000000.0
Schlumberger NV,SLB,,87347,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 11:40:01+00:00,0.78,0.78,0.78,,252000000.0,,940000000.0,940000000.0,,938000000.0,2000000.0,4510000000.0,6000000000.0,,,190000000.0,,130000000.0,4510000000.0,1490000000.0,55000000.0,77000000.0,320000000.0,1170000000.0,22000000.0,1192000000.0,6000000000.0,1202600000.0,1196000000.0,1210000000.0
