company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Schlumberger NV,SLB,,87347,2008.0,FY,2008-01-01,2008-12-31,2011-02-04 13:27:09+00:00,-345000000.0,2269000000.0,,,-577000000.0,177000000.0,1281000000.0,-1825000000.0,-5149000000.0,6899000000.0,,63000000.0,-1825000000.0,-5149000000.0,6962000000.0,-12000000.0,5460000000.0,5460000000.0,,-253000000.0,311000000.0,-132000000.0,,-964000000.0,-604000000.0,-4068000000.0,-811000000.0,-1819000000.0,
Schlumberger NV,SLB,,87347,2009.0,Q4,2009-10-01,2009-12-31,,-39000000.0,628000000.0,,,686000000.0,-1000000.0,-7000000.0,-733000000.0,-1093000000.0,1967000000.0,,-45000000.0,-733000000.0,-1093000000.0,1922000000.0,96000000.0,798000000.0,798000000.0,,-145000000.0,51000000.0,94000000.0,,-248000000.0,-392000000.0,-756000000.0,-28000000.0,-500000000.0,
Schlumberger NV,SLB,,87347,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 12:09:02+00:00,-475000000.0,1848000000.0,,,-234000000.0,97000000.0,1980000000.0,-455000000.0,-2977000000.0,3344000000.0,,,-455000000.0,-2977000000.0,3344000000.0,-88000000.0,2344000000.0,2344000000.0,,-614000000.0,63000000.0,134000000.0,,-758000000.0,-767000000.0,-1869000000.0,-1837000000.0,0.0,
Schlumberger NV,SLB,,87347,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 11:40:01+00:00,-12000000.0,-609000000.0,,,-100000000.0,1000000.0,1424000000.0,671000000.0,-1217000000.0,551000000.0,,,671000000.0,-1217000000.0,551000000.0,5000000.0,940000000.0,940000000.0,,320000000.0,18000000.0,18000000.0,,-251000000.0,-475000000.0,-748000000.0,-521000000.0,,
Schlumberger NV,SLB,,87347,2010.0,FY,2010-01-01,2010-12-31,2012-02-01 16:29:21+00:00,-1101000000.0,2759000000.0,399000000.0,,-53000000.0,179000000.0,2815000000.0,-1409000000.0,-2938000000.0,5494000000.0,,,-1409000000.0,-2938000000.0,5494000000.0,1147000000.0,4266000000.0,4266000000.0,,-1478000000.0,236000000.0,-19000000.0,,-1040000000.0,,-3240000000.0,-1882000000.0,-1717000000.0,1023000000.0
Schlumberger NV,SLB,,87347,2010.0,Q4,2010-10-01,2010-12-31,,-58000000.0,808000000.0,,,349000000.0,,2155000000.0,933000000.0,-2682000000.0,2398000000.0,,,933000000.0,-2682000000.0,2398000000.0,649000000.0,1044000000.0,1044000000.0,,197000000.0,123000000.0,65000000.0,,-284000000.0,,-1092000000.0,-612000000.0,-449000000.0,-1597000000.0
Schlumberger NV,SLB,,87347,2010.0,Q3TTM,2009-10-01,2010-09-30,,-1082000000.0,2579000000.0,399000000.0,,284000000.0,178000000.0,653000000.0,-3075000000.0,-1349000000.0,5063000000.0,,-45000000.0,-3075000000.0,-1349000000.0,5018000000.0,594000000.0,4020000000.0,4020000000.0,,-1820000000.0,164000000.0,10000000.0,,-1004000000.0,-392000000.0,-2904000000.0,-1298000000.0,-1768000000.0,2620000000.0
Schlumberger NV,SLB,,87347,2010.0,Q3,2010-07-01,2010-09-30,,-9000000.0,693000000.0,399000000.0,,-57000000.0,95000000.0,590000000.0,-741000000.0,442000000.0,810000000.0,,,-741000000.0,442000000.0,810000000.0,511000000.0,1731000000.0,1731000000.0,,-1557000000.0,19000000.0,-72000000.0,,-251000000.0,,-893000000.0,-798000000.0,-396000000.0,1017000000.0
Schlumberger NV,SLB,,87347,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-26 14:24:58+00:00,-1043000000.0,1951000000.0,399000000.0,,-402000000.0,179000000.0,660000000.0,-2342000000.0,-256000000.0,3096000000.0,,,-2342000000.0,-256000000.0,3096000000.0,498000000.0,3222000000.0,3222000000.0,,-1675000000.0,113000000.0,-84000000.0,,-756000000.0,,-2148000000.0,-1270000000.0,-1268000000.0,2620000000.0
Schlumberger NV,SLB,,87347,2010.0,Q2,2010-04-01,2010-06-30,,-917000000.0,638000000.0,,,-104000000.0,,70000000.0,-834000000.0,-499000000.0,1297000000.0,,,-834000000.0,-499000000.0,1297000000.0,-36000000.0,817000000.0,817000000.0,,-54000000.0,63000000.0,-7000000.0,,-251000000.0,,-715000000.0,-181000000.0,-535000000.0,1140000000.0
Schlumberger NV,SLB,,87347,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-27 12:09:48+00:00,-1034000000.0,1258000000.0,,,-345000000.0,84000000.0,70000000.0,-1601000000.0,-698000000.0,2286000000.0,,,-1601000000.0,-698000000.0,2286000000.0,-13000000.0,1491000000.0,1491000000.0,,-118000000.0,94000000.0,-12000000.0,,-505000000.0,,-1255000000.0,-472000000.0,-872000000.0,1603000000.0
Schlumberger NV,SLB,,87347,2010.0,Q1TTM,2009-04-01,2010-03-31,,-619000000.0,3705000000.0,,,311000000.0,179000000.0,549000000.0,-2626000000.0,-3052000000.0,5749000000.0,,-45000000.0,-2626000000.0,-3052000000.0,5704000000.0,26000000.0,2876000000.0,2876000000.0,,-1143000000.0,127000000.0,205000000.0,,-1009000000.0,-684000000.0,-2417000000.0,-1635000000.0,-837000000.0,463000000.0
Schlumberger NV,SLB,,87347,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 11:19:11+00:00,-117000000.0,620000000.0,,,-241000000.0,84000000.0,,-767000000.0,-199000000.0,989000000.0,,,-767000000.0,-199000000.0,989000000.0,23000000.0,674000000.0,674000000.0,,-64000000.0,31000000.0,-5000000.0,,-254000000.0,,-540000000.0,-291000000.0,-337000000.0,463000000.0
Schlumberger NV,SLB,,87347,2011.0,FY,2011-01-01,2011-12-31,2013-01-31 12:24:54+00:00,-186000000.0,3274000000.0,,,-1699000000.0,208000000.0,6884000000.0,-2700000000.0,-3902000000.0,6115000000.0,376000000.0,55000000.0,-2700000000.0,-3526000000.0,6170000000.0,-56000000.0,5007000000.0,4730000000.0,277000000.0,-190000000.0,230000000.0,230000000.0,,-1300000000.0,,-4297000000.0,-5724000000.0,-2998000000.0,351000000.0
Schlumberger NV,SLB,,87347,2011.0,Q4,2011-10-01,2011-12-31,,-38000000.0,859000000.0,,,111000000.0,,59000000.0,-2293000000.0,-155000000.0,2397000000.0,-3000000.0,29000000.0,-2293000000.0,-158000000.0,2426000000.0,-25000000.0,1418000000.0,1402000000.0,16000000.0,25000000.0,12000000.0,,,-332000000.0,866000000.0,-1334000000.0,-1396000000.0,-636000000.0,351000000.0
Schlumberger NV,SLB,,87347,2011.0,Q3TTM,2010-10-01,2011-09-30,,-206000000.0,3223000000.0,,,-1461000000.0,208000000.0,8980000000.0,526000000.0,-6429000000.0,6116000000.0,379000000.0,26000000.0,526000000.0,-6050000000.0,6142000000.0,618000000.0,4633000000.0,4372000000.0,261000000.0,-18000000.0,341000000.0,295000000.0,,-1252000000.0,-866000000.0,-4055000000.0,-4940000000.0,-2811000000.0,-1597000000.0
Schlumberger NV,SLB,,87347,2011.0,Q3,2011-07-01,2011-09-30,,-25000000.0,826000000.0,,,-280000000.0,119000000.0,3257000000.0,576000000.0,-1869000000.0,1651000000.0,-2000000.0,7000000.0,576000000.0,-1871000000.0,1658000000.0,363000000.0,1305000000.0,1289000000.0,16000000.0,-184000000.0,46000000.0,15000000.0,,-337000000.0,-743000000.0,-1116000000.0,-1698000000.0,-811000000.0,
Schlumberger NV,SLB,,87347,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-24 11:26:00+00:00,-148000000.0,2415000000.0,,,-1810000000.0,208000000.0,6825000000.0,-407000000.0,-3747000000.0,3718000000.0,379000000.0,26000000.0,-407000000.0,-3368000000.0,3744000000.0,-31000000.0,3589000000.0,3328000000.0,261000000.0,-215000000.0,218000000.0,230000000.0,,-968000000.0,-866000000.0,-2963000000.0,-4328000000.0,-2362000000.0,
Schlumberger NV,SLB,,87347,2011.0,Q2TTM,2010-07-01,2011-06-30,,-190000000.0,3090000000.0,399000000.0,,-1238000000.0,184000000.0,6313000000.0,-791000000.0,-4118000000.0,5275000000.0,381000000.0,19000000.0,-791000000.0,-3737000000.0,5294000000.0,766000000.0,5059000000.0,4814000000.0,245000000.0,-1391000000.0,314000000.0,208000000.0,,-1166000000.0,-123000000.0,-3832000000.0,-4040000000.0,-2396000000.0,-580000000.0
Schlumberger NV,SLB,,87347,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-25 11:29:08+00:00,-123000000.0,1589000000.0,,,-1530000000.0,89000000.0,3568000000.0,-983000000.0,-1878000000.0,2067000000.0,381000000.0,19000000.0,-983000000.0,-1497000000.0,2086000000.0,-394000000.0,2284000000.0,2039000000.0,245000000.0,-31000000.0,172000000.0,215000000.0,,-631000000.0,-123000000.0,-1847000000.0,-2630000000.0,-1551000000.0,
Schlumberger NV,SLB,,87347,2012.0,Q4,2012-10-01,2012-12-31,,-132000000.0,930000000.0,,13000000.0,858000000.0,,446000000.0,6000000.0,-3136000000.0,3107000000.0,,69000000.0,6000000.0,-3136000000.0,3176000000.0,46000000.0,-4147000000.0,-4196000000.0,49000000.0,5515000000.0,24000000.0,69000000.0,-13000000.0,-365000000.0,-1228000000.0,-1624000000.0,-99000000.0,,-221000000.0
Schlumberger NV,SLB,,87347,2012.0,Q3TTM,2011-10-01,2012-09-30,,-751000000.0,3429000000.0,,,-2661000000.0,247000000.0,3085000000.0,-2638000000.0,-4192000000.0,5833000000.0,1008000000.0,105000000.0,-2638000000.0,-3184000000.0,5938000000.0,116000000.0,5565000000.0,5338000000.0,227000000.0,-273000000.0,151000000.0,-124000000.0,,-1399000000.0,866000000.0,-4755000000.0,-3114000000.0,-1608000000.0,572000000.0
Schlumberger NV,SLB,,87347,2012.0,Q3,2012-07-01,2012-09-30,,-31000000.0,864000000.0,,,-138000000.0,132000000.0,2067000000.0,230000000.0,-2112000000.0,2039000000.0,109000000.0,57000000.0,230000000.0,-2003000000.0,2096000000.0,323000000.0,1427000000.0,1363000000.0,64000000.0,-50000000.0,21000000.0,2000000.0,,-366000000.0,,-1158000000.0,-1475000000.0,-149000000.0,-925000000.0
Schlumberger NV,SLB,,87347,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-23 11:01:58+00:00,-713000000.0,2570000000.0,,,-2772000000.0,247000000.0,3026000000.0,-345000000.0,-4037000000.0,3436000000.0,1011000000.0,76000000.0,-345000000.0,-3026000000.0,3512000000.0,141000000.0,4147000000.0,3936000000.0,211000000.0,-298000000.0,139000000.0,-124000000.0,,-1067000000.0,,-3421000000.0,-1718000000.0,-972000000.0,221000000.0
