company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,FY,,2012-09-28,2013-12-13 08:59:54+00:00,112500000.0,315400000.0,24300000.0,84900000.0,136500000.0,0.0,0.0,0.0,119900000.0,,60300000.0,507500000.0,365600000.0,8900000.0,435300000.0,945200000.0,,73700000.0,189600000.0,,,221700000.0,,,1807000000.0,179000000.0,178200000.0,,,31000000.0,0.0,1300000.0,2898900000.0,1891900000.0,901600000.0,420100000.0,1891900000.0,1891900000.0,1007000000.0,2898900000.0,1052100000.0,586900000.0,0.0,0.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,FY,,2013-09-27,2014-11-24 21:43:09+00:00,120900000.0,400800000.0,47800000.0,108500000.0,39500000.0,275500000.0,0.0,1113600000.0,171100000.0,,66500000.0,532000000.0,422100000.0,918300000.0,403100000.0,997400000.0,,310100000.0,108000000.0,,,363500000.0,,,,220200000.0,324900000.0,,,134400000.0,33500000.0,1500000.0,3556600000.0,1255600000.0,1384900000.0,600200000.0,1255600000.0,1255600000.0,2301000000.0,3556600000.0,1174300000.0,1700800000.0,0.0,0.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3,,2013-06-28,2013-08-12 16:14:04+00:00,99100000.0,324300000.0,,59800000.0,39200000.0,180400000.0,0.0,1098200000.0,140600000.0,,,532000000.0,430900000.0,918500000.0,423100000.0,977900000.0,,241100000.0,161600000.0,,,381300000.0,,,0.0,224300000.0,312000000.0,,,78700000.0,,1400000.0,3312200000.0,1158000000.0,1147100000.0,481800000.0,1158000000.0,1158000000.0,2154200000.0,3312200000.0,1187200000.0,1672400000.0,0.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2014.0,FY,,2014-09-26,2015-11-24 17:09:10+00:00,110700000.0,476600000.0,67700000.0,65700000.0,59200000.0,707800000.0,,5195600000.0,152300000.0,,116300000.0,2401900000.0,7082200000.0,3874000000.0,306400000.0,886800000.0,,2399600000.0,116200000.0,,227100000.0,529900000.0,200800000.0,59000000.0,,234200000.0,465800000.0,111200000.0,9700000.0,,-285800000.0,21200000.0,12787300000.0,4958000000.0,2071000000.0,904800000.0,4958000000.0,4958000000.0,7829300000.0,12787300000.0,9829500000.0,6924500000.0,0.0,-17500000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2014.0,Q3,,2014-06-27,2014-08-07 17:01:42+00:00,125300000.0,437800000.0,21600000.0,110500000.0,60900000.0,327900000.0,,1153200000.0,357700000.0,,76400000.0,854200000.0,1663400000.0,2201300000.0,398300000.0,1000000000.0,,772600000.0,97700000.0,,,400900000.0,,,0.0,255500000.0,323900000.0,,,128600000.0,66600000.0,14400000.0,5423400000.0,1332200000.0,1650300000.0,638600000.0,1328400000.0,1328400000.0,4095000000.0,5423400000.0,2773100000.0,3456400000.0,0.0,1900000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2014.0,Q2,,2014-03-28,2014-05-08 17:06:40+00:00,119900000.0,334200000.0,33600000.0,106400000.0,63700000.0,334900000.0,,1143100000.0,371700000.0,,58000000.0,853900000.0,1715000000.0,2204700000.0,444700000.0,997500000.0,,794800000.0,104000000.0,,,403100000.0,,,0.0,255800000.0,323900000.0,,,147600000.0,90700000.0,11200000.0,5455300000.0,1342000000.0,1633100000.0,625800000.0,1338400000.0,1338400000.0,4116900000.0,5455300000.0,2824700000.0,3491100000.0,0.0,1800000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2014.0,Q1,,2013-12-27,2014-02-07 08:38:43+00:00,144500000.0,396800000.0,37500000.0,108700000.0,38700000.0,287800000.0,,1122400000.0,163500000.0,,32700000.0,532000000.0,413300000.0,918000000.0,428900000.0,997300000.0,,317300000.0,105900000.0,,,337900000.0,,,,218000000.0,326200000.0,,,131800000.0,79100000.0,1400000.0,3569400000.0,1311100000.0,1408800000.0,554000000.0,1309300000.0,1309300000.0,2260100000.0,3569400000.0,1163300000.0,1706100000.0,0.0,900000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2015.0,FY,,2015-09-25,2016-11-29 17:13:17+00:00,116800000.0,489600000.0,80200000.0,900000.0,73300000.0,365900000.0,,5381100000.0,139200000.0,,95000000.0,3649400000.0,9666300000.0,6474300000.0,262100000.0,793000000.0,121300000.0,3117500000.0,114200000.0,,194400000.0,486100000.0,394900000.0,129300000.0,,225700000.0,209000000.0,223600000.0,53900000.0,,38900000.0,22000000.0,16404100000.0,5311200000.0,1846100000.0,929400000.0,5311200000.0,5311200000.0,11092900000.0,16404100000.0,13765000000.0,10163500000.0,0.0,-109700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2015.0,Q3,,2015-06-26,2015-08-04 16:30:02+00:00,142500000.0,624600000.0,26100000.0,17700000.0,74000000.0,225300000.0,,5349600000.0,143500000.0,,91500000.0,3234000000.0,8680500000.0,5333100000.0,377800000.0,1015500000.0,,2923600000.0,112200000.0,,,476800000.0,,,0.0,408000000.0,378700000.0,,,170000000.0,-36300000.0,22600000.0,14879200000.0,5298100000.0,1541200000.0,759500000.0,5298100000.0,5298100000.0,9581100000.0,14879200000.0,12322500000.0,8821600000.0,0.0,-32900000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2015.0,Q2,,2015-03-27,2015-05-05 16:57:12+00:00,141900000.0,556100000.0,28000000.0,7900000.0,79000000.0,1053500000.0,,5302300000.0,136200000.0,,75100000.0,2426100000.0,6858700000.0,3966300000.0,348700000.0,940900000.0,,2297000000.0,116600000.0,,,508300000.0,,,,369600000.0,393600000.0,,,124500000.0,-94300000.0,22400000.0,12814300000.0,5186100000.0,2219000000.0,775700000.0,5186100000.0,5186100000.0,7628200000.0,12814300000.0,9654400000.0,6852500000.0,0.0,-29800000.0
