company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2011.0,FY,2010-09-25,2011-09-30,2013-12-13 08:59:54+00:00,0.0,11600000.0,600000.0,119800000.0,,0.0,94500000.0,0.0,-257600000.0,-112600000.0,370200000.0,-257600000.0,-112600000.0,370200000.0,0.0,150700000.0,157000000.0,-6300000.0,-1100000.0,1800000.0,7800000.0,-258100000.0,-120400000.0,-1300000.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,Q4,2012-06-30,2012-09-28,,-13200000.0,4900000.0,600000.0,33500000.0,,,-6900000.0,,-1000000.0,-50600000.0,51600000.0,-1000000.0,-50600000.0,51600000.0,,26200000.0,27300000.0,-1100000.0,-2300000.0,-300000.0,4500000.0,-400000.0,-41900000.0,-300000.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,FY,2011-10-01,2012-09-28,2014-11-24 21:43:09+00:00,-13200000.0,4900000.0,600000.0,130900000.0,,0.0,-16400000.0,0.0,-103600000.0,-152200000.0,255800000.0,-103600000.0,-152200000.0,255800000.0,0.0,134600000.0,141300000.0,-6700000.0,0.0,1700000.0,5200000.0,-104000000.0,-144200000.0,-1300000.0,0.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,Q3YTD,2011-10-01,2012-06-29,2013-08-12 16:14:04+00:00,0.0,,,97400000.0,,0.0,-9500000.0,0.0,-102600000.0,-101600000.0,204200000.0,-102600000.0,-101600000.0,204200000.0,0.0,108400000.0,114000000.0,-5600000.0,2300000.0,2000000.0,700000.0,-103600000.0,-102300000.0,-1000000.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,FY,2012-09-29,2013-09-27,2015-11-24 17:09:10+00:00,-88100000.0,15000000.0,800000.0,139600000.0,,1300000.0,-88000000.0,898200000.0,373000000.0,-234700000.0,135900000.0,373000000.0,-234700000.0,135900000.0,275500000.0,58800000.0,58800000.0,,25500000.0,4000000.0,1300000.0,-515900000.0,-147900000.0,-13300000.0,0.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q4,2013-06-29,2013-09-27,,,15000000.0,800000.0,37400000.0,,1300000.0,41700000.0,,300000.0,-36200000.0,129700000.0,300000.0,-36200000.0,129700000.0,95100000.0,33500000.0,32200000.0,1300000.0,18400000.0,,1200000.0,,-37400000.0,,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3TTM,2012-06-30,2013-06-28,,-101300000.0,4900000.0,600000.0,135700000.0,,,-136600000.0,898100000.0,371700000.0,-249100000.0,57800000.0,371700000.0,-249100000.0,57800000.0,180400000.0,51500000.0,53900000.0,-2400000.0,4800000.0,3100000.0,4600000.0,-516300000.0,-152400000.0,-13300000.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3,2013-03-30,2013-06-28,,,,,35300000.0,,,3100000.0,898100000.0,199900000.0,-33500000.0,14000000.0,199900000.0,-33500000.0,14000000.0,180400000.0,-27900000.0,-27700000.0,-200000.0,3300000.0,400000.0,300000.0,-688700000.0,-33800000.0,-10000000.0,
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3YTD,2012-09-29,2013-06-28,2014-08-07 17:01:42+00:00,-88100000.0,,,102200000.0,,0.0,-129700000.0,898100000.0,372700000.0,-198500000.0,6200000.0,372700000.0,-198500000.0,6200000.0,180400000.0,25300000.0,26600000.0,-1300000.0,7100000.0,3400000.0,100000.0,-515900000.0,-110500000.0,-13000000.0,0.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q2,2012-12-29,2013-03-29,,,,,33200000.0,,,-17900000.0,,-16400000.0,-34800000.0,51200000.0,-16400000.0,-34800000.0,51200000.0,,34000000.0,34500000.0,-500000.0,1400000.0,1100000.0,-900000.0,-14800000.0,-33900000.0,-2700000.0,
