company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2011.0,FY,2010-09-25,2011-09-30,2013-12-13 08:59:54+00:00,2.61,2.61,2.61,,86200000.0,150700000.0,157000000.0,-6300000.0,150700000.0,1106900000.0,2021800000.0,2900000.0,-8200000.0,141500000.0,8400000.0,532500000.0,1106900000.0,914900000.0,600000.0,200000.0,674200000.0,240700000.0,2500000.0,243200000.0,2021800000.0,57700000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,FY,2011-10-01,2012-09-28,2014-11-24 21:43:09+00:00,2.33,2.33,2.33,0.0,94800000.0,134600000.0,141300000.0,-6700000.0,134600000.0,1091400000.0,2056200000.0,1000000.0,22600000.0,144100000.0,11200000.0,551700000.0,1091400000.0,964800000.0,500000.0,400000.0,729600000.0,235200000.0,900000.0,236100000.0,2056200000.0,57800000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2012.0,Q3,2012-03-31,2012-06-29,2013-08-12 16:14:04+00:00,0.58,0.58,0.58,,24400000.0,33200000.0,35100000.0,-1900000.0,33200000.0,273100000.0,516300000.0,100000.0,6400000.0,35200000.0,5000000.0,137200000.0,273100000.0,243200000.0,100000.0,100000.0,183800000.0,59400000.0,100000.0,59500000.0,516300000.0,57200000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,FY,2012-09-29,2013-09-27,2015-11-24 17:09:10+00:00,1.02,1.02,1.02,0.0,47500000.0,58800000.0,8200000.0,50600000.0,58800000.0,890000000.0,1712300000.0,1400000.0,71300000.0,157900000.0,23700000.0,495900000.0,890000000.0,822300000.0,19500000.0,300000.0,748800000.0,73500000.0,-17800000.0,55700000.0,1712300000.0,57600000.0,57700000.0,57800000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q4,2013-06-29,2013-09-27,,0.58,0.58,0.58,,-8400000.0,33500000.0,-18400000.0,51900000.0,33500000.0,3500000.0,53000000.0,-900000.0,2900000.0,35500000.0,5800000.0,21500000.0,3500000.0,49500000.0,9900000.0,200000.0,65700000.0,-16200000.0,-10600000.0,-26800000.0,53000000.0,57600000.0,57700000.0,57800000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3YTD,2012-09-29,2013-06-28,,0.44,0.44,0.44,,55900000.0,25300000.0,26600000.0,-1300000.0,25300000.0,886500000.0,1659300000.0,2300000.0,68400000.0,122400000.0,17900000.0,474400000.0,886500000.0,772800000.0,9600000.0,100000.0,683100000.0,89700000.0,-7200000.0,82500000.0,1659300000.0,58100000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q3,2013-03-30,2013-06-28,2014-08-07 17:01:42+00:00,-0.48,-0.48,-0.48,,19800000.0,-27900000.0,-27700000.0,-200000.0,-27900000.0,304200000.0,570000000.0,2100000.0,43400000.0,44800000.0,11300000.0,166900000.0,304200000.0,265800000.0,9400000.0,0.0,266400000.0,-600000.0,-7300000.0,-7900000.0,570000000.0,58100000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q2YTD,2012-09-29,2013-03-29,,0.92,0.92,0.92,,36100000.0,53200000.0,54300000.0,-1100000.0,53200000.0,582300000.0,1089300000.0,200000.0,25000000.0,77600000.0,6600000.0,307500000.0,582300000.0,507000000.0,200000.0,100000.0,416700000.0,90300000.0,100000.0,90400000.0,1089300000.0,57600000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q2,2012-12-29,2013-03-29,2014-05-08 17:06:40+00:00,0.59,0.59,0.59,,19000000.0,34000000.0,34500000.0,-500000.0,34000000.0,311800000.0,585300000.0,0.0,13700000.0,39200000.0,6400000.0,160700000.0,311800000.0,273500000.0,100000.0,100000.0,220000000.0,53500000.0,,53500000.0,585300000.0,57600000.0,57700000.0,57700000.0
Mallinckrodt Plc,MNK,549300LMDE3RUP8Z3L60,1567892,2013.0,Q1,2012-09-29,2012-12-28,2014-02-07 08:38:43+00:00,0.33,0.33,0.33,,17100000.0,19200000.0,19800000.0,-600000.0,19200000.0,270500000.0,504000000.0,200000.0,11300000.0,38400000.0,200000.0,146800000.0,270500000.0,233500000.0,100000.0,0.0,196700000.0,36800000.0,100000.0,36900000.0,504000000.0,58200000.0,57700000.0,57700000.0
