company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2008.0,FY,2007-07-01,2008-06-30,2010-08-25 20:29:57+00:00,-913000000.0,299000000.0,153000000.0,205000000.0,,4000000.0,-35000000.0,,1937000000.0,380000000.0,-1082000000.0,730000000.0,,,,380000000.0,-1082000000.0,730000000.0,32000000.0,461000000.0,461000000.0,,99000000.0,39000000.0,1000000.0,-228000000.0,-170000000.0,-500000000.0,-868000000.0,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q4,2009-04-01,2009-06-30,,,275000000.0,161000000.0,46000000.0,,7000000.0,93000000.0,,11000000.0,-173000000.0,-59000000.0,241000000.0,,-1000000.0,74000000.0,-173000000.0,-60000000.0,315000000.0,89000000.0,170000000.0,105000000.0,65000000.0,-3000000.0,4000000.0,2000000.0,-65000000.0,-61000000.0,-123000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,FY,2008-07-01,2009-06-30,2011-08-25 18:40:13+00:00,,275000000.0,161000000.0,188000000.0,,-9000000.0,-62000000.0,,11000000.0,-540000000.0,-196000000.0,664000000.0,,-1000000.0,74000000.0,-540000000.0,-197000000.0,738000000.0,-8000000.0,537000000.0,472000000.0,65000000.0,66000000.0,41000000.0,,-258000000.0,-196000000.0,-334000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q3,2009-01-01,2009-03-31,,,,,49000000.0,,-2000000.0,20000000.0,,,-157000000.0,-53000000.0,232000000.0,,,,-157000000.0,-53000000.0,232000000.0,20000000.0,153000000.0,153000000.0,,10000000.0,2000000.0,-2000000.0,-64000000.0,-51000000.0,-95000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-05-04 16:17:37+00:00,,,,142000000.0,,-16000000.0,-155000000.0,,,-367000000.0,-137000000.0,423000000.0,,,,-367000000.0,-137000000.0,423000000.0,-97000000.0,367000000.0,367000000.0,,69000000.0,37000000.0,-2000000.0,-193000000.0,-135000000.0,-211000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q2,2008-10-01,2008-12-31,,,,,46000000.0,,-6000000.0,-71000000.0,,,-135000000.0,-44000000.0,98000000.0,,,,-135000000.0,-44000000.0,98000000.0,-87000000.0,86000000.0,86000000.0,,37000000.0,19000000.0,1000000.0,-65000000.0,-45000000.0,-89000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q2YTD,2008-07-01,2008-12-31,2010-02-05 16:40:01+00:00,,,,93000000.0,,-14000000.0,-175000000.0,,0.0,-210000000.0,-84000000.0,191000000.0,,,,-210000000.0,-84000000.0,191000000.0,-117000000.0,214000000.0,214000000.0,,59000000.0,35000000.0,0.0,-129000000.0,-84000000.0,-116000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,Q1,2008-07-01,2008-09-30,2009-11-03 17:13:33+00:00,,,,47000000.0,,-8000000.0,-104000000.0,,,-75000000.0,-40000000.0,93000000.0,,,,-75000000.0,-40000000.0,93000000.0,-30000000.0,128000000.0,128000000.0,,22000000.0,16000000.0,-1000000.0,-64000000.0,-39000000.0,-27000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q4,2010-04-01,2010-06-30,,,301000000.0,149000000.0,45000000.0,,-1000000.0,130000000.0,,-164000000.0,-426000000.0,-103000000.0,343000000.0,,,33000000.0,-426000000.0,-103000000.0,376000000.0,-154000000.0,171000000.0,150000000.0,21000000.0,18000000.0,19000000.0,-11000000.0,-71000000.0,-92000000.0,-60000000.0,-150000000.0,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,FY,2009-07-01,2010-06-30,2012-08-24 16:29:04+00:00,-19000000.0,301000000.0,149000000.0,183000000.0,,-1000000.0,10000000.0,,296000000.0,-706000000.0,-229000000.0,764000000.0,,-2000000.0,55000000.0,-706000000.0,-231000000.0,819000000.0,-119000000.0,603000000.0,526000000.0,77000000.0,45000000.0,80000000.0,-9000000.0,-282000000.0,-201000000.0,-650000000.0,-150000000.0,0.0,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3TTM,2009-04-01,2010-03-31,,-19000000.0,275000000.0,161000000.0,184000000.0,,7000000.0,-27000000.0,,471000000.0,-453000000.0,-185000000.0,662000000.0,,-3000000.0,96000000.0,-453000000.0,-188000000.0,758000000.0,124000000.0,602000000.0,481000000.0,121000000.0,24000000.0,65000000.0,4000000.0,-276000000.0,-170000000.0,-713000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3,2010-01-01,2010-03-31,,-19000000.0,,,44000000.0,,-2000000.0,6000000.0,,163000000.0,-55000000.0,-51000000.0,210000000.0,,-2000000.0,-13000000.0,-55000000.0,-53000000.0,197000000.0,87000000.0,165000000.0,143000000.0,22000000.0,17000000.0,30000000.0,1000000.0,-70000000.0,-33000000.0,-178000000.0,,,
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3YTD,2009-07-01,2010-03-31,2011-05-04 17:16:23+00:00,-19000000.0,,,138000000.0,,,-120000000.0,,460000000.0,-280000000.0,-126000000.0,421000000.0,,-2000000.0,22000000.0,-280000000.0,-128000000.0,443000000.0,35000000.0,432000000.0,376000000.0,56000000.0,27000000.0,61000000.0,2000000.0,-211000000.0,-109000000.0,-590000000.0,,,
