company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3YTD,2009-07-01,2010-03-31,,3.07,3.07,1.5,3.04,,187000000.0,367000000.0,432000000.0,376000000.0,56000000.0,432000000.0,2119000000.0,3805000000.0,-29000000.0,85000000.0,,535000000.0,2119000000.0,1686000000.0,107000000.0,987000000.0,699000000.0,-136000000.0,563000000.0,3805000000.0,141000000.0,140764000.0,142014000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3TTM,2009-04-01,2010-03-31,,4.28,4.28,1.96,4.24,,241000000.0,490000000.0,602000000.0,481000000.0,121000000.0,602000000.0,2782000000.0,5013000000.0,-48000000.0,117000000.0,3000000.0,708000000.0,2782000000.0,2231000000.0,143000000.0,1318000000.0,913000000.0,-191000000.0,722000000.0,5013000000.0,141000000.0,140764000.0,142014000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3,2010-01-01,2010-03-31,2011-05-04 17:16:23+00:00,1.17,1.17,0.5,1.16,,66000000.0,122000000.0,165000000.0,143000000.0,22000000.0,165000000.0,713000000.0,1287000000.0,-1000000.0,30000000.0,,178000000.0,713000000.0,574000000.0,34000000.0,330000000.0,244000000.0,-35000000.0,209000000.0,1287000000.0,141000000.0,140764000.0,142014000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q2YTD,2009-07-01,2009-12-31,,1.9,1.9,1.0,1.88,,121000000.0,245000000.0,267000000.0,233000000.0,34000000.0,267000000.0,1406000000.0,2518000000.0,-28000000.0,55000000.0,,357000000.0,1406000000.0,1112000000.0,73000000.0,657000000.0,455000000.0,-101000000.0,354000000.0,2518000000.0,141000000.0,140303000.0,141528000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q2TTM,2009-01-01,2009-12-31,,4.19,4.19,1.92,4.16,,255000000.0,493000000.0,590000000.0,491000000.0,99000000.0,590000000.0,2808000000.0,5076000000.0,-46000000.0,114000000.0,17000000.0,704000000.0,2808000000.0,2268000000.0,148000000.0,1328000000.0,940000000.0,-194000000.0,746000000.0,5076000000.0,141000000.0,140303000.0,141528000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q2,2009-10-01,2009-12-31,2011-02-07 16:55:14+00:00,0.78,0.78,0.5,0.77,,44000000.0,123000000.0,110000000.0,93000000.0,17000000.0,110000000.0,686000000.0,1215000000.0,-18000000.0,29000000.0,,185000000.0,686000000.0,529000000.0,37000000.0,337000000.0,192000000.0,-55000000.0,137000000.0,1215000000.0,141000000.0,140303000.0,141528000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q1TTM,2008-10-01,2009-09-30,,4.03,4.03,1.88,4.0,,256000000.0,477000000.0,566000000.0,484000000.0,82000000.0,566000000.0,2852000000.0,5077000000.0,-32000000.0,112000000.0,18000000.0,691000000.0,2852000000.0,2225000000.0,155000000.0,1298000000.0,927000000.0,-187000000.0,740000000.0,5077000000.0,140200000.0,139743000.0,140861000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q1,2009-07-01,2009-09-30,2010-11-03 17:13:25+00:00,1.12,1.12,0.5,1.11,,77000000.0,122000000.0,157000000.0,140000000.0,17000000.0,157000000.0,720000000.0,1303000000.0,-10000000.0,26000000.0,,172000000.0,720000000.0,583000000.0,36000000.0,320000000.0,263000000.0,-46000000.0,217000000.0,1303000000.0,140200000.0,139743000.0,140861000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,FY,2010-07-01,2011-06-30,2013-08-23 17:05:34+00:00,4.06,4.06,2.2,4.02,258000000.0,276000000.0,502000000.0,557000000.0,287000000.0,270000000.0,557000000.0,2958000000.0,5231000000.0,23000000.0,115000000.0,,735000000.0,2958000000.0,2273000000.0,123000000.0,1610000000.0,663000000.0,-100000000.0,563000000.0,5231000000.0,137200000.0,136699000.0,138101000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q4,2011-04-01,2011-06-30,,1.27,1.27,0.55,1.26,,85000000.0,142000000.0,169000000.0,169000000.0,,169000000.0,837000000.0,1482000000.0,1000000.0,29000000.0,,192000000.0,837000000.0,645000000.0,29000000.0,363000000.0,282000000.0,-28000000.0,254000000.0,1482000000.0,137200000.0,136699000.0,138101000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q3YTD,2010-07-01,2011-03-31,,2.79,2.79,1.65,2.76,258000000.0,191000000.0,360000000.0,388000000.0,118000000.0,270000000.0,388000000.0,2121000000.0,3749000000.0,22000000.0,86000000.0,,543000000.0,2121000000.0,1628000000.0,94000000.0,1247000000.0,381000000.0,-72000000.0,309000000.0,3749000000.0,137300000.0,136364000.0,137689000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q3TTM,2010-04-01,2011-03-31,,4.0,4.0,2.15,3.96,258000000.0,283000000.0,487000000.0,559000000.0,268000000.0,291000000.0,559000000.0,2917000000.0,5178000000.0,22000000.0,119000000.0,,742000000.0,2917000000.0,2261000000.0,126000000.0,1606000000.0,655000000.0,-104000000.0,551000000.0,5178000000.0,137300000.0,136364000.0,137689000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q3,2011-01-01,2011-03-31,2012-05-03 16:43:00+00:00,1.1,1.1,0.55,1.09,,78000000.0,125000000.0,151000000.0,141000000.0,10000000.0,151000000.0,729000000.0,1304000000.0,9000000.0,29000000.0,,182000000.0,729000000.0,575000000.0,29000000.0,336000000.0,239000000.0,-20000000.0,219000000.0,1304000000.0,137300000.0,136364000.0,137689000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q2YTD,2010-07-01,2010-12-31,,1.69,1.69,1.1,1.67,258000000.0,113000000.0,235000000.0,237000000.0,-23000000.0,260000000.0,237000000.0,1392000000.0,2445000000.0,13000000.0,57000000.0,,361000000.0,1392000000.0,1053000000.0,65000000.0,911000000.0,142000000.0,-52000000.0,90000000.0,2445000000.0,140000000.0,138678000.0,138678000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q2TTM,2010-01-01,2010-12-31,,4.07,4.07,2.1,4.03,258000000.0,271000000.0,484000000.0,573000000.0,270000000.0,303000000.0,573000000.0,2901000000.0,5161000000.0,12000000.0,120000000.0,,738000000.0,2901000000.0,2260000000.0,131000000.0,1600000000.0,660000000.0,-119000000.0,541000000.0,5161000000.0,140000000.0,138678000.0,138678000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q2,2010-10-01,2010-12-31,2012-02-06 16:55:41+00:00,0.15,0.15,0.55,0.15,258000000.0,51000000.0,117000000.0,21000000.0,-163000000.0,184000000.0,21000000.0,687000000.0,1179000000.0,12000000.0,28000000.0,,180000000.0,687000000.0,492000000.0,33000000.0,583000000.0,-91000000.0,-21000000.0,-112000000.0,1179000000.0,140000000.0,138678000.0,138678000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q1TTM,2009-10-01,2010-09-30,,4.7,4.7,2.05,4.65,,264000000.0,490000000.0,662000000.0,526000000.0,136000000.0,662000000.0,2900000000.0,5197000000.0,-18000000.0,121000000.0,,743000000.0,2900000000.0,2297000000.0,135000000.0,1354000000.0,943000000.0,-153000000.0,790000000.0,5197000000.0,140300000.0,139475000.0,140932000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q1,2010-07-01,2010-09-30,2011-11-03 16:09:25+00:00,1.54,1.54,0.55,1.52,,62000000.0,118000000.0,216000000.0,140000000.0,76000000.0,216000000.0,705000000.0,1266000000.0,1000000.0,29000000.0,,181000000.0,705000000.0,561000000.0,32000000.0,328000000.0,233000000.0,-31000000.0,202000000.0,1266000000.0,140300000.0,139475000.0,140932000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q4,2012-04-01,2012-06-30,,1.34,1.34,0.6,1.31,,77000000.0,123000000.0,174000000.0,174000000.0,,174000000.0,883000000.0,1541000000.0,-4000000.0,34000000.0,,213000000.0,883000000.0,658000000.0,33000000.0,370000000.0,288000000.0,-37000000.0,251000000.0,1541000000.0,130700000.0,130852000.0,132310000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,FY,2011-07-01,2012-06-30,2014-08-25 17:22:06+00:00,4.14,4.14,2.4,4.09,,248000000.0,482000000.0,541000000.0,543000000.0,-2000000.0,541000000.0,3164000000.0,5468000000.0,13000000.0,121000000.0,,798000000.0,3164000000.0,2304000000.0,125000000.0,1401000000.0,903000000.0,-112000000.0,791000000.0,5468000000.0,130700000.0,130852000.0,132310000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q3YTD,2011-07-01,2012-03-31,,2.8,2.8,1.8,2.78,,171000000.0,359000000.0,367000000.0,369000000.0,-2000000.0,367000000.0,2281000000.0,3927000000.0,17000000.0,87000000.0,,585000000.0,2281000000.0,1646000000.0,92000000.0,1031000000.0,615000000.0,-75000000.0,540000000.0,3927000000.0,129400000.0,130266000.0,131607000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q3TTM,2011-04-01,2012-03-31,,4.07,4.07,2.35,4.04,,256000000.0,501000000.0,536000000.0,538000000.0,-2000000.0,536000000.0,3118000000.0,5409000000.0,18000000.0,116000000.0,,777000000.0,3118000000.0,2291000000.0,121000000.0,1394000000.0,897000000.0,-103000000.0,794000000.0,5409000000.0,129400000.0,130266000.0,131607000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q3,2012-01-01,2012-03-31,2013-05-02 17:06:47+00:00,1.02,1.02,0.6,1.01,,64000000.0,126000000.0,132000000.0,134000000.0,-2000000.0,132000000.0,808000000.0,1401000000.0,5000000.0,30000000.0,,211000000.0,808000000.0,593000000.0,33000000.0,367000000.0,226000000.0,-28000000.0,198000000.0,1401000000.0,129400000.0,130266000.0,131607000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q2,2011-10-01,2011-12-31,2013-02-05 16:57:36+00:00,0.79,0.79,0.6,0.79,,50000000.0,115000000.0,105000000.0,105000000.0,,105000000.0,714000000.0,1221000000.0,6000000.0,29000000.0,,184000000.0,714000000.0,507000000.0,30000000.0,328000000.0,179000000.0,-24000000.0,155000000.0,1221000000.0,132900000.0,131112000.0,132358000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q2YTD,2011-07-01,2011-12-31,,1.78,1.78,1.2,1.77,,107000000.0,233000000.0,235000000.0,235000000.0,,235000000.0,1473000000.0,2526000000.0,12000000.0,57000000.0,,374000000.0,1473000000.0,1053000000.0,59000000.0,664000000.0,389000000.0,-47000000.0,342000000.0,2526000000.0,132900000.0,131112000.0,132358000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q2TTM,2011-01-01,2011-12-31,,4.15,4.15,2.3,4.12,,270000000.0,500000000.0,555000000.0,545000000.0,10000000.0,555000000.0,3039000000.0,5312000000.0,22000000.0,115000000.0,,748000000.0,3039000000.0,2273000000.0,117000000.0,1363000000.0,910000000.0,-95000000.0,815000000.0,5312000000.0,132900000.0,131112000.0,132358000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q1,2011-07-01,2011-09-30,2012-11-02 17:00:34+00:00,0.99,0.99,0.6,0.98,,57000000.0,118000000.0,130000000.0,130000000.0,,130000000.0,759000000.0,1305000000.0,6000000.0,28000000.0,,190000000.0,759000000.0,546000000.0,29000000.0,336000000.0,210000000.0,-23000000.0,187000000.0,1305000000.0,131300000.0,131968000.0,133611000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,Q1TTM,2010-10-01,2011-09-30,,3.51,3.51,2.25,3.48,258000000.0,271000000.0,502000000.0,471000000.0,277000000.0,194000000.0,471000000.0,3012000000.0,5270000000.0,28000000.0,114000000.0,,744000000.0,3012000000.0,2258000000.0,120000000.0,1618000000.0,640000000.0,-92000000.0,548000000.0,5270000000.0,131300000.0,131968000.0,133611000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,FY,2012-07-01,2013-06-30,2015-08-21 16:49:06+00:00,4.37,4.37,2.56,4.3,,279000000.0,498000000.0,572000000.0,573000000.0,-1000000.0,572000000.0,3142000000.0,5533000000.0,4000000.0,130000000.0,,793000000.0,3142000000.0,2391000000.0,122000000.0,1421000000.0,970000000.0,-118000000.0,852000000.0,5533000000.0,130900000.0,131075000.0,132969000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q4,2013-04-01,2013-06-30,,1.4,1.4,0.64,1.36,,85000000.0,128000000.0,183000000.0,183000000.0,,183000000.0,798000000.0,1457000000.0,-4000000.0,35000000.0,,198000000.0,798000000.0,659000000.0,26000000.0,361000000.0,298000000.0,-30000000.0,268000000.0,1457000000.0,130900000.0,131075000.0,132969000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q3YTD,2012-07-01,2013-03-31,,2.97,2.97,1.92,2.94,,194000000.0,370000000.0,389000000.0,390000000.0,-1000000.0,389000000.0,2344000000.0,4076000000.0,8000000.0,95000000.0,,595000000.0,2344000000.0,1732000000.0,96000000.0,1060000000.0,672000000.0,-88000000.0,584000000.0,4076000000.0,131700000.0,131619000.0,133475000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q3TTM,2012-04-01,2013-03-31,,4.31,4.31,2.52,4.25,,271000000.0,493000000.0,563000000.0,564000000.0,-1000000.0,563000000.0,3227000000.0,5617000000.0,4000000.0,129000000.0,,808000000.0,3227000000.0,2390000000.0,129000000.0,1430000000.0,960000000.0,-125000000.0,835000000.0,5617000000.0,131700000.0,131619000.0,133475000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q3,2013-01-01,2013-03-31,2014-05-02 16:45:31+00:00,1.01,1.01,0.64,1.0,,68000000.0,132000000.0,133000000.0,134000000.0,-1000000.0,133000000.0,818000000.0,1413000000.0,-1000000.0,34000000.0,,196000000.0,818000000.0,595000000.0,30000000.0,362000000.0,233000000.0,-31000000.0,202000000.0,1413000000.0,131700000.0,131619000.0,133475000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q2YTD,2012-07-01,2012-12-31,,1.96,1.96,1.28,1.94,,126000000.0,238000000.0,256000000.0,256000000.0,,256000000.0,1526000000.0,2663000000.0,9000000.0,61000000.0,,399000000.0,1526000000.0,1137000000.0,66000000.0,698000000.0,439000000.0,-57000000.0,382000000.0,2663000000.0,130900000.0,130991000.0,132444000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q2TTM,2012-01-01,2012-12-31,,4.32,4.32,2.48,4.26,,267000000.0,487000000.0,562000000.0,564000000.0,-2000000.0,562000000.0,3217000000.0,5605000000.0,10000000.0,125000000.0,,823000000.0,3217000000.0,2388000000.0,132000000.0,1435000000.0,953000000.0,-122000000.0,831000000.0,5605000000.0,130900000.0,130991000.0,132444000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q2,2012-10-01,2012-12-31,2014-02-05 17:01:13+00:00,0.94,0.94,0.64,0.93,,65000000.0,116000000.0,123000000.0,123000000.0,0.0,123000000.0,762000000.0,1325000000.0,9000000.0,31000000.0,,204000000.0,762000000.0,563000000.0,33000000.0,351000000.0,212000000.0,-24000000.0,188000000.0,1325000000.0,130900000.0,130991000.0,132444000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q1TTM,2011-10-01,2012-09-30,,4.17,4.17,2.44,4.12,,252000000.0,486000000.0,544000000.0,546000000.0,-2000000.0,544000000.0,3169000000.0,5501000000.0,7000000.0,123000000.0,,803000000.0,3169000000.0,2332000000.0,129000000.0,1412000000.0,920000000.0,-122000000.0,798000000.0,5501000000.0,130400000.0,130268000.0,131702000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2013.0,Q1,2012-07-01,2012-09-30,2013-11-01 17:03:26+00:00,1.02,1.02,0.64,1.01,,61000000.0,122000000.0,133000000.0,133000000.0,0.0,133000000.0,764000000.0,1338000000.0,0.0,30000000.0,,195000000.0,764000000.0,574000000.0,33000000.0,347000000.0,227000000.0,-33000000.0,194000000.0,1338000000.0,130400000.0,130268000.0,131702000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,FY,2013-07-01,2014-06-30,2016-08-16 16:41:09+00:00,4.31,4.31,2.84,4.23,,305000000.0,503000000.0,558000000.0,579000000.0,-21000000.0,558000000.0,3158000000.0,5514000000.0,10000000.0,125000000.0,,751000000.0,3158000000.0,2356000000.0,103000000.0,1379000000.0,977000000.0,-93000000.0,884000000.0,5514000000.0,129500000.0,129558000.0,131742000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q4,2014-04-01,2014-06-30,,1.33,1.33,0.71,1.29,,92000000.0,141000000.0,170000000.0,171000000.0,-1000000.0,170000000.0,855000000.0,1497000000.0,6000000.0,35000000.0,,183000000.0,855000000.0,642000000.0,26000000.0,359000000.0,283000000.0,-20000000.0,263000000.0,1497000000.0,129500000.0,129558000.0,131742000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q3,2014-01-01,2014-03-31,2015-05-04 17:01:48+00:00,1.05,1.05,0.71,1.04,,75000000.0,120000000.0,137000000.0,151000000.0,-14000000.0,137000000.0,791000000.0,1366000000.0,2000000.0,28000000.0,,178000000.0,791000000.0,575000000.0,25000000.0,326000000.0,249000000.0,-23000000.0,226000000.0,1366000000.0,130500000.0,129318000.0,131555000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q3YTD,2013-07-01,2014-03-31,,2.98,2.98,2.13,2.94,,213000000.0,362000000.0,388000000.0,408000000.0,-20000000.0,388000000.0,2303000000.0,4017000000.0,4000000.0,90000000.0,,568000000.0,2303000000.0,1714000000.0,77000000.0,1020000000.0,694000000.0,-73000000.0,621000000.0,4017000000.0,130500000.0,129318000.0,131555000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q3TTM,2013-04-01,2014-03-31,,4.38,4.38,2.77,4.3,,298000000.0,490000000.0,571000000.0,591000000.0,-20000000.0,571000000.0,3101000000.0,5474000000.0,,125000000.0,,766000000.0,3101000000.0,2373000000.0,103000000.0,1381000000.0,992000000.0,-103000000.0,889000000.0,5474000000.0,130500000.0,129318000.0,131555000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q2YTD,2013-07-01,2013-12-31,,1.93,1.93,1.42,1.9,,138000000.0,242000000.0,251000000.0,257000000.0,-6000000.0,251000000.0,1512000000.0,2651000000.0,2000000.0,62000000.0,,390000000.0,1512000000.0,1139000000.0,52000000.0,694000000.0,445000000.0,-50000000.0,395000000.0,2651000000.0,129200000.0,129836000.0,132278000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q2TTM,2013-01-01,2013-12-31,,4.34,4.34,2.7,4.26,,291000000.0,502000000.0,567000000.0,574000000.0,-7000000.0,567000000.0,3128000000.0,5521000000.0,-3000000.0,131000000.0,,784000000.0,3128000000.0,2393000000.0,108000000.0,1417000000.0,976000000.0,-111000000.0,865000000.0,5521000000.0,129200000.0,129836000.0,132278000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q2,2013-10-01,2013-12-31,2015-02-05 17:01:01+00:00,0.89,0.89,0.71,0.87,,66000000.0,122000000.0,115000000.0,118000000.0,-3000000.0,115000000.0,753000000.0,1308000000.0,4000000.0,31000000.0,,196000000.0,753000000.0,555000000.0,26000000.0,349000000.0,206000000.0,-22000000.0,184000000.0,1308000000.0,129200000.0,129836000.0,132278000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q1TTM,2012-10-01,2013-09-30,,4.39,4.39,2.63,4.32,,290000000.0,496000000.0,575000000.0,579000000.0,-4000000.0,575000000.0,3137000000.0,5538000000.0,2000000.0,131000000.0,,792000000.0,3137000000.0,2401000000.0,115000000.0,1419000000.0,982000000.0,-113000000.0,869000000.0,5538000000.0,130800000.0,130074000.0,132237000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2014.0,Q1,2013-07-01,2013-09-30,2014-11-03 17:19:35+00:00,1.04,1.04,0.71,1.03,,72000000.0,120000000.0,136000000.0,139000000.0,-3000000.0,136000000.0,759000000.0,1343000000.0,-2000000.0,31000000.0,,194000000.0,759000000.0,584000000.0,26000000.0,345000000.0,239000000.0,-28000000.0,211000000.0,1343000000.0,130800000.0,130074000.0,132237000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2015.0,FY,2014-07-01,2015-06-30,2017-08-15 16:17:59+00:00,4.45,4.45,2.96,4.37,,315000000.0,523000000.0,580000000.0,606000000.0,-26000000.0,580000000.0,3190000000.0,5655000000.0,13000000.0,136000000.0,,798000000.0,3190000000.0,2465000000.0,100000000.0,1457000000.0,1008000000.0,-87000000.0,921000000.0,5655000000.0,130300000.0,130310000.0,132776000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2015.0,Q4,2015-04-01,2015-06-30,,1.48,1.48,0.74,1.44,,100000000.0,151000000.0,191000000.0,189000000.0,2000000.0,191000000.0,847000000.0,1557000000.0,13000000.0,39000000.0,,221000000.0,847000000.0,710000000.0,23000000.0,411000000.0,299000000.0,-10000000.0,289000000.0,1557000000.0,130300000.0,130310000.0,132776000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2015.0,Q3,2015-01-01,2015-03-31,2016-05-03 16:15:48+00:00,1.31,1.31,0.74,1.3,,73000000.0,124000000.0,174000000.0,144000000.0,30000000.0,174000000.0,796000000.0,1401000000.0,1000000.0,34000000.0,,206000000.0,796000000.0,605000000.0,25000000.0,364000000.0,241000000.0,-24000000.0,217000000.0,1401000000.0,132800000.0,131833000.0,134115000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2015.0,Q3YTD,2014-07-01,2015-03-31,,2.97,2.97,2.22,2.93,,215000000.0,372000000.0,389000000.0,417000000.0,-28000000.0,389000000.0,2343000000.0,4098000000.0,,97000000.0,,577000000.0,2343000000.0,1755000000.0,77000000.0,1046000000.0,709000000.0,-77000000.0,632000000.0,4098000000.0,132800000.0,131833000.0,134115000.0
