company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2009.0,FY,,2009-06-30,2010-08-25 20:29:57+00:00,381000000.0,486000000.0,472000000.0,-347000000.0,206000000.0,,738000000.0,86000000.0,1630000000.0,662000000.0,2151000000.0,366000000.0,955000000.0,23000000.0,122000000.0,,,149000000.0,640000000.0,,640000000.0,998000000.0,4576000000.0,-175000000.0,1180000000.0,1937000000.0,-175000000.0,-175000000.0,4751000000.0,4576000000.0,2441000000.0,2814000000.0,,-1206000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,FY,,2010-06-30,2011-08-25 18:40:13+00:00,409000000.0,540000000.0,491000000.0,-371000000.0,87000000.0,0.0,776000000.0,74000000.0,1303000000.0,646000000.0,2124000000.0,332000000.0,966000000.0,19000000.0,125000000.0,,405000000.0,144000000.0,677000000.0,,920000000.0,671000000.0,4548000000.0,83000000.0,1489000000.0,1645000000.0,83000000.0,83000000.0,4465000000.0,4548000000.0,2093000000.0,2820000000.0,0.0,-1242000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q3,,2010-03-31,2010-05-04 16:17:37+00:00,342000000.0,556000000.0,478000000.0,-307000000.0,241000000.0,,758000000.0,66000000.0,1658000000.0,665000000.0,2132000000.0,423000000.0,935000000.0,49000000.0,118000000.0,,,147000000.0,610000000.0,,838000000.0,886000000.0,4743000000.0,180000000.0,1338000000.0,1772000000.0,180000000.0,180000000.0,4563000000.0,4743000000.0,2470000000.0,2791000000.0,,-1109000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q2,,2009-12-31,2010-02-05 16:40:01+00:00,301000000.0,423000000.0,436000000.0,-317000000.0,154000000.0,,735000000.0,35000000.0,1646000000.0,657000000.0,2435000000.0,409000000.0,937000000.0,29000000.0,117000000.0,,,146000000.0,626000000.0,,753000000.0,600000000.0,4489000000.0,27000000.0,1103000000.0,1372000000.0,27000000.0,27000000.0,4462000000.0,4489000000.0,2449000000.0,3090000000.0,,-1144000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2010.0,Q1,,2009-09-30,2009-11-03 17:13:33+00:00,330000000.0,458000000.0,405000000.0,-321000000.0,237000000.0,,723000000.0,99000000.0,1640000000.0,659000000.0,2137000000.0,392000000.0,947000000.0,25000000.0,114000000.0,,,151000000.0,617000000.0,,720000000.0,1032000000.0,4598000000.0,-47000000.0,1201000000.0,1866000000.0,-47000000.0,-47000000.0,4645000000.0,4598000000.0,2450000000.0,2779000000.0,,-1169000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,FY,,2011-06-30,2012-08-24 16:29:04+00:00,423000000.0,525000000.0,442000000.0,-250000000.0,259000000.0,0.0,791000000.0,41000000.0,1070000000.0,633000000.0,2125000000.0,382000000.0,1039000000.0,140000000.0,113000000.0,,,142000000.0,619000000.0,,1143000000.0,459000000.0,4163000000.0,-86000000.0,1279000000.0,1365000000.0,-86000000.0,-86000000.0,4249000000.0,4163000000.0,1845000000.0,2884000000.0,0.0,-1770000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q3,,2011-03-31,2011-05-04 17:16:23+00:00,360000000.0,499000000.0,452000000.0,-307000000.0,153000000.0,,782000000.0,77000000.0,1066000000.0,636000000.0,2125000000.0,435000000.0,1006000000.0,61000000.0,117000000.0,,,139000000.0,715000000.0,,1059000000.0,343000000.0,4051000000.0,-82000000.0,1204000000.0,1232000000.0,-82000000.0,-82000000.0,4133000000.0,4051000000.0,1841000000.0,2901000000.0,,-1616000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q2,,2010-12-31,2011-02-07 16:55:14+00:00,326000000.0,440000000.0,443000000.0,-318000000.0,379000000.0,,769000000.0,104000000.0,1063000000.0,641000000.0,2125000000.0,412000000.0,973000000.0,29000000.0,113000000.0,,,137000000.0,704000000.0,,994000000.0,303000000.0,4158000000.0,124000000.0,1344000000.0,1176000000.0,124000000.0,124000000.0,4034000000.0,4158000000.0,1841000000.0,2858000000.0,,-1321000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2011.0,Q1,,2010-09-30,2010-11-03 17:13:25+00:00,379000000.0,480000000.0,425000000.0,-337000000.0,286000000.0,,767000000.0,87000000.0,1317000000.0,645000000.0,2124000000.0,370000000.0,965000000.0,24000000.0,113000000.0,,472000000.0,145000000.0,669000000.0,,1053000000.0,806000000.0,4793000000.0,279000000.0,1721000000.0,1697000000.0,279000000.0,279000000.0,4514000000.0,4793000000.0,2107000000.0,2817000000.0,,-1204000000.0
Clorox Co,CLX,54930044KVSC06Z79I06,21076,2012.0,FY,,2012-06-30,2013-08-23 17:05:34+00:00,412000000.0,576000000.0,494000000.0,-396000000.0,267000000.0,0.0,792000000.0,5000000.0,1112000000.0,642000000.0,1571000000.0,384000000.0,1081000000.0,119000000.0,149000000.0,,,144000000.0,739000000.0,,1350000000.0,1150000000.0,4355000000.0,-135000000.0,1376000000.0,2061000000.0,-135000000.0,-135000000.0,4490000000.0,4355000000.0,1898000000.0,2429000000.0,0.0,-1881000000.0
