company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:26:00+00:00,,,295332000.0,0.0,,92702000.0,,1758750000.0,,849667000.0,-1513497000.0,622735000.0,849667000.0,-1513497000.0,622735000.0,-41095000.0,221519000.0,221519000.0,13182000.0,10667000.0,145000.0,,-1519433000.0,-919750000.0,,5791000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,FY,2008-01-01,2008-12-31,2010-02-25 17:26:00+00:00,,,416151000.0,213721000.0,,231647000.0,,1601400000.0,,-174286000.0,-792078000.0,1160809000.0,-174286000.0,-792078000.0,1160809000.0,194445000.0,568533000.0,568533000.0,-55522000.0,78009000.0,-221000.0,,-1755888000.0,-1853695000.0,,750310000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q4,2008-10-01,2008-12-31,,,,114350000.0,,,2682000.0,,,,26570000.0,-450583000.0,194102000.0,26570000.0,-450583000.0,194102000.0,-229911000.0,104239000.0,104239000.0,-27169000.0,27170000.0,595000.0,,-468564000.0,-600000.0,,17386000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q3,2008-07-01,2008-09-30,,,,105390000.0,213721000.0,,99301000.0,,,,-10203000.0,-119291000.0,378455000.0,-10203000.0,-119291000.0,378455000.0,248961000.0,218365000.0,218365000.0,-44601000.0,-10203000.0,-520000.0,,-474903000.0,,,142411000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 18:04:57+00:00,,,301801000.0,213721000.0,,228965000.0,,1601400000.0,,-200856000.0,-341495000.0,966707000.0,-200856000.0,-341495000.0,966707000.0,424356000.0,464294000.0,464294000.0,-28353000.0,50839000.0,-816000.0,,-1287324000.0,-1853095000.0,,732924000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-20 16:04:30+00:00,,,196411000.0,,,129664000.0,,1601400000.0,,-190653000.0,-222204000.0,588252000.0,-190653000.0,-222204000.0,588252000.0,175395000.0,245929000.0,245929000.0,16248000.0,61042000.0,-296000.0,,-812421000.0,-1853095000.0,,590513000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q4,2009-10-01,2009-12-31,,,,138073000.0,,,87324000.0,,532100000.0,,35647000.0,-401972000.0,369850000.0,35647000.0,-401972000.0,369850000.0,3525000.0,157792000.0,157792000.0,-13339000.0,-3553000.0,3328000.0,,-406118000.0,-492900000.0,,818000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 18:06:56+00:00,,,495291000.0,,0.0,-9540000.0,,1696200000.0,,238135000.0,-1780604000.0,1359376000.0,238135000.0,-1780604000.0,1359376000.0,-183093000.0,-35792000.0,-35792000.0,909417000.0,-25165000.0,-1257000.0,,-1780165000.0,-1432900000.0,,818000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 17:22:33+00:00,,,357218000.0,,,-96864000.0,,1164100000.0,,202488000.0,-1378632000.0,989526000.0,202488000.0,-1378632000.0,989526000.0,-186618000.0,-193584000.0,-193584000.0,922756000.0,-21612000.0,-4585000.0,,-1374047000.0,-940000000.0,,0.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,471568000.0,,,-94182000.0,,1164100000.0,,229058000.0,-1829215000.0,1183628000.0,229058000.0,-1829215000.0,1183628000.0,-416529000.0,-89345000.0,-89345000.0,895587000.0,5558000.0,-3990000.0,,-1842611000.0,-940600000.0,,17386000.0
