company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:26:00+00:00,0.65,0.65,293914000.0,0.64,0.0,135855000.0,,221519000.0,221519000.0,221174000.0,345000.0,306336000.0,1241020000.0,,-219000.0,107320000.0,14111000.0,,,,166095000.0,306336000.0,948795000.0,23873000.0,,567329000.0,381466000.0,-24092000.0,357374000.0,1255131000.0,340300000.0,338953446.0,347442660.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,FY,2008-01-01,2008-12-31,2010-02-25 17:26:00+00:00,1.66,1.66,414408000.0,1.64,0.0,350999000.0,,568533000.0,568533000.0,567946000.0,587000.0,710129000.0,2303305000.0,,61668000.0,90711000.0,8247000.0,,,,209536000.0,710129000.0,1601423000.0,28904000.0,,714655000.0,886768000.0,32764000.0,919532000.0,2311552000.0,342100000.0,341621814.0,346245938.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 18:04:57+00:00,0.64,0.64,105230000.0,0.63,0.0,133715000.0,,218365000.0,218365000.0,218168000.0,197000.0,225149000.0,682814000.0,,59618000.0,8648000.0,185000.0,,,,44932000.0,225149000.0,457850000.0,6578000.0,,158810000.0,299040000.0,53040000.0,352080000.0,682999000.0,340900000.0,342312845.0,346712565.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,Q2,2008-04-01,2008-06-30,2009-08-20 16:04:30+00:00,0.4,0.4,98151000.0,0.39,0.0,83693000.0,,136765000.0,136765000.0,136550000.0,215000.0,202889000.0,601674000.0,,169000.0,18273000.0,2696000.0,,,,55771000.0,202889000.0,401481000.0,8997000.0,,172195000.0,229286000.0,-8828000.0,220458000.0,604370000.0,341400000.0,341402888.0,346551198.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q4,2009-10-01,2009-12-31,,0.46,0.46,137670000.0,0.46,,102219000.0,,157792000.0,157792000.0,157826000.0,-34000.0,129513000.0,625789000.0,,361000.0,13317000.0,-1296000.0,,,,77732000.0,129513000.0,494980000.0,6611000.0,,228719000.0,266261000.0,-6250000.0,260011000.0,624493000.0,356500000.0,343420568.0,343420568.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 18:06:56+00:00,-0.1,-0.1,493658000.0,-0.1,907812000.0,-16363000.0,,-35792000.0,-35792000.0,-35650000.0,-142000.0,482836000.0,2148043000.0,,1449000.0,37280000.0,-2264000.0,,,,259159000.0,482836000.0,1662943000.0,18638000.0,,1697909000.0,-34966000.0,-17189000.0,-52155000.0,2145779000.0,356500000.0,343420568.0,343420568.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q3,2009-07-01,2009-09-30,2009-10-29 18:04:57+00:00,0.34,0.34,113833000.0,0.34,0.0,74105000.0,,118210000.0,118210000.0,118254000.0,-44000.0,112956000.0,502853000.0,,554000.0,8282000.0,96000.0,,,,70840000.0,112956000.0,389993000.0,5277000.0,,192955000.0,197038000.0,-4723000.0,192315000.0,502949000.0,347800000.0,343717232.0,349000241.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q3YTD,2009-01-01,2009-09-30,,-0.56,-0.56,355988000.0,-0.56,907812000.0,-118582000.0,,-193584000.0,-193584000.0,-193476000.0,-108000.0,353323000.0,1522254000.0,,1088000.0,23963000.0,-968000.0,,,,181427000.0,353323000.0,1167963000.0,12027000.0,,1469190000.0,-301227000.0,-10939000.0,-312166000.0,1521286000.0,347800000.0,343717232.0,349000241.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q2,2009-04-01,2009-06-30,2009-08-20 16:04:30+00:00,0.35,0.35,117927000.0,0.35,0.0,78272000.0,,121058000.0,121058000.0,121100000.0,-42000.0,91187000.0,477426000.0,,169000.0,6473000.0,94000.0,,,,59706000.0,91187000.0,386333000.0,3066000.0,,184106000.0,202227000.0,-2897000.0,199330000.0,477520000.0,346000000.0,342960373.0,348806860.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.91,-0.91,242155000.0,-0.91,907812000.0,-192687000.0,,-311794000.0,-311794000.0,-311730000.0,-64000.0,240367000.0,1019401000.0,,534000.0,15681000.0,-1064000.0,,,,110587000.0,240367000.0,777970000.0,6750000.0,,1276235000.0,-498265000.0,-6216000.0,-504481000.0,1018337000.0,346000000.0,342960373.0,348806860.0
