company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,dividendspayable,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2008.0,FY,,2008-12-31,2010-02-25 17:26:00+00:00,451597000.0,254557000.0,1615307000.0,247665000.0,,196277000.0,0.0,814928000.0,154399000.0,20857000.0,5328914000.0,674200000.0,50377000.0,3713607000.0,10133000.0,,721707000.0,15352000.0,38732000.0,92344000.0,,,163288000.0,50539000.0,,,,1449977000.0,61200000.0,343320000.0,4760158000.0,2517310000.0,883263000.0,780397000.0,2507830000.0,2517963000.0,2242195000.0,4760158000.0,163288000.0,1461798000.0,,4740000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,FY,,2009-12-31,2011-03-02 19:57:21+00:00,404695000.0,263076000.0,3054531000.0,84276000.0,,13184000.0,,836955000.0,25500000.0,19775000.0,7181784000.0,997500000.0,30009000.0,4127253000.0,9756000.0,,811902000.0,12630000.0,95163000.0,85246000.0,,,78496000.0,70821000.0,,,,1414327000.0,1200000.0,163069000.0,4770250000.0,2339891000.0,564501000.0,536416000.0,2331225000.0,2340981000.0,2429269000.0,4770250000.0,78496000.0,1892853000.0,,4333000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q3,,2009-09-30,2009-10-29 18:04:57+00:00,348518000.0,199011000.0,2882350000.0,136999000.0,,9659000.0,0.0,830493000.0,102239000.0,9914000.0,6709592000.0,958300000.0,30309000.0,3827242000.0,9888000.0,,632890000.0,12560000.0,64579000.0,99645000.0,,,97065000.0,63312000.0,,,,1256501000.0,1200000.0,230278000.0,4458143000.0,2228309000.0,533836000.0,561516000.0,2219677000.0,2229565000.0,2228578000.0,4458143000.0,97065000.0,1667062000.0,,4316000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2009.0,Q2,,2009-06-30,2009-08-20 16:04:30+00:00,364003000.0,213404000.0,2767225000.0,238550000.0,,2245000.0,0.0,825873000.0,153681000.0,20116000.0,6298500000.0,869600000.0,32215000.0,3531275000.0,9974000.0,,554434000.0,13452000.0,67594000.0,105224000.0,,,142231000.0,48228000.0,,,,1138247000.0,1200000.0,349318000.0,4338282000.0,2206970000.0,664776000.0,644224000.0,2198370000.0,2208344000.0,2129938000.0,4338282000.0,142231000.0,1485714000.0,,4300000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2010.0,FY,,2010-12-31,2012-02-27 18:06:56+00:00,473890000.0,351573000.0,3682688000.0,83975000.0,,16055000.0,0.0,865900000.0,94140000.0,19954000.0,8980885000.0,1093000000.0,35098000.0,5298197000.0,,,1130292000.0,15777000.0,47755000.0,104799000.0,,,138373000.0,119535000.0,,,,2018445000.0,1200000.0,130412000.0,6017463000.0,2971764000.0,580893000.0,693983000.0,2971764000.0,2964876000.0,3052587000.0,6017463000.0,138373000.0,2358604000.0,,3444000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2010.0,Q3,,2010-09-30,2010-10-28 17:22:33+00:00,435320000.0,297389000.0,3515411000.0,155006000.0,,14197000.0,0.0,851676000.0,97112000.0,9967000.0,8382654000.0,1289400000.0,30856000.0,4867243000.0,9395000.0,,1061579000.0,11260000.0,61939000.0,102543000.0,,,164285000.0,103842000.0,,,354176000.0,1868934000.0,1200000.0,202639000.0,5992724000.0,2880126000.0,961196000.0,646142000.0,2871106000.0,2880501000.0,3112223000.0,5992724000.0,164285000.0,2466081000.0,,4510000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2010.0,Q2,,2010-06-30,2010-08-05 16:37:37+00:00,445261000.0,294232000.0,3353633000.0,106506000.0,,13948000.0,0.0,846091000.0,86971000.0,19953000.0,7877441000.0,1178000000.0,29730000.0,4523808000.0,9561000.0,,937331000.0,13135000.0,49307000.0,110898000.0,,,155247000.0,131735000.0,,,355773000.0,1708193000.0,1200000.0,168306000.0,5590351000.0,2665274000.0,911296000.0,664283000.0,2656306000.0,2665867000.0,2924484000.0,5590351000.0,155247000.0,2260201000.0,,4484000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2010.0,Q1,,2010-03-31,2010-04-29 17:28:19+00:00,430463000.0,269534000.0,3166714000.0,119778000.0,,13900000.0,0.0,841213000.0,96066000.0,9847000.0,7629222000.0,1017800000.0,24220000.0,4462508000.0,9727000.0,,859171000.0,14607000.0,69385000.0,80481000.0,,,97966000.0,70214000.0,,,,1586124000.0,1200000.0,194721000.0,5132234000.0,2551572000.0,571760000.0,618057000.0,2542658000.0,2552385000.0,2579849000.0,5132234000.0,97966000.0,1961792000.0,,4457000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2011.0,FY,,2011-12-31,2013-02-20 20:05:39+00:00,514071000.0,341915000.0,4415339000.0,408428000.0,,15627000.0,,906890000.0,234854000.0,20565000.0,11060819000.0,1342100000.0,46234000.0,6645480000.0,,,1586798000.0,20338000.0,60037000.0,115423000.0,,,279139000.0,99444000.0,,,,2656214000.0,,514465000.0,7902897000.0,3973760000.0,978278000.0,884913000.0,3973760000.0,3969304000.0,3933593000.0,7902897000.0,279139000.0,3048680000.0,,2228000.0
Southwestern Energy Co,SWN,EFWMP121W54QV9MGOP87,7332,2011.0,Q3,,2011-09-30,2011-10-27 17:25:24+00:00,487186000.0,346896000.0,4230121000.0,229750000.0,,13293000.0,0.0,883908000.0,144756000.0,10589000.0,10444393000.0,1271000000.0,46532000.0,6214272000.0,,,1461205000.0,13629000.0,44592000.0,122519000.0,,,163715000.0,93470000.0,,,69261000.0,2497681000.0,1200000.0,315546000.0,7214107000.0,3614125000.0,836120000.0,766250000.0,3614125000.0,3608553000.0,3605554000.0,7214107000.0,163715000.0,2839304000.0,,2786000.0
