company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2008.0,FY,,2008-12-27,2010-02-22 16:19:59+00:00,8273000000.0,,-4694000000.0,2064000000.0,,381000000.0,145000000.0,5124000000.0,,1860000000.0,7858000000.0,3883000000.0,2522000000.0,11663000000.0,476000000.0,,226000000.0,4683000000.0,,2658000000.0,6541000000.0,1324000000.0,,30638000000.0,369000000.0,213000000.0,35994000000.0,12203000000.0,10806000000.0,8787000000.0,12106000000.0,12582000000.0,23412000000.0,35994000000.0,13525000000.0,14625000000.0,-97000000.0,-14122000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2009.0,FY,,2009-12-26,2011-02-18 16:57:00+00:00,8127000000.0,,-3794000000.0,3943000000.0,,280000000.0,165000000.0,6534000000.0,,2623000000.0,7400000000.0,4484000000.0,2618000000.0,12671000000.0,638000000.0,,659000000.0,4624000000.0,,965000000.0,5591000000.0,1194000000.0,,33805000000.0,464000000.0,192000000.0,39848000000.0,16908000000.0,12571000000.0,8756000000.0,16804000000.0,17442000000.0,22406000000.0,39848000000.0,14606000000.0,13650000000.0,-104000000.0,-13383000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2009.0,Q3,,2009-09-05,2009-10-08 16:10:28+00:00,8141000000.0,11815000000.0,-4262000000.0,3254000000.0,,309000000.0,643000000.0,6351000000.0,23848000000.0,2545000000.0,7434000000.0,4339000000.0,2716000000.0,12033000000.0,537000000.0,,347000000.0,5216000000.0,,936000000.0,5713000000.0,1024000000.0,,33077000000.0,511000000.0,206000000.0,38620000000.0,15395000000.0,12416000000.0,9295000000.0,15294000000.0,15831000000.0,22789000000.0,38620000000.0,14171000000.0,13494000000.0,-101000000.0,-13729000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2010.0,FY,,2010-12-25,2012-02-27 16:50:56+00:00,10923000000.0,,-3630000000.0,5943000000.0,0.0,4558000000.0,71000000.0,14661000000.0,,13808000000.0,19999000000.0,1368000000.0,3372000000.0,19058000000.0,312000000.0,,4057000000.0,6323000000.0,,1689000000.0,6729000000.0,1505000000.0,,37090000000.0,4898000000.0,426000000.0,68153000000.0,21273000000.0,17569000000.0,15892000000.0,21164000000.0,21476000000.0,46677000000.0,68153000000.0,31526000000.0,30785000000.0,-109000000.0,-16745000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2010.0,Q3,,2010-09-04,2010-10-07 16:25:50+00:00,10699000000.0,13245000000.0,-4358000000.0,5577000000.0,,4566000000.0,662000000.0,13905000000.0,31779000000.0,13762000000.0,18445000000.0,1401000000.0,3359000000.0,18534000000.0,298000000.0,,3865000000.0,7245000000.0,,1199000000.0,7039000000.0,1488000000.0,,36487000000.0,5756000000.0,232000000.0,66702000000.0,20045000000.0,17901000000.0,17117000000.0,19938000000.0,20236000000.0,46466000000.0,66702000000.0,30267000000.0,29349000000.0,-107000000.0,-16650000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2010.0,Q2,,2010-06-12,2010-07-20 17:05:46+00:00,9843000000.0,12720000000.0,-4226000000.0,4529000000.0,,4570000000.0,236000000.0,13605000000.0,31116000000.0,13876000000.0,19586000000.0,1373000000.0,3530000000.0,18396000000.0,288000000.0,,4159000000.0,6880000000.0,,1081000000.0,6843000000.0,1579000000.0,,35328000000.0,4493000000.0,225000000.0,65074000000.0,19732000000.0,16743000000.0,14572000000.0,19626000000.0,19914000000.0,45160000000.0,65074000000.0,29935000000.0,30588000000.0,-106000000.0,-15940000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2010.0,Q1,,2010-03-20,2010-04-23 07:46:09+00:00,9553000000.0,12427000000.0,-3569000000.0,3949000000.0,,4541000000.0,127000000.0,13156000000.0,31277000000.0,14350000000.0,19884000000.0,1381000000.0,3283000000.0,18850000000.0,275000000.0,,4143000000.0,6204000000.0,,1142000000.0,6607000000.0,1631000000.0,,34496000000.0,1974000000.0,198000000.0,64144000000.0,21686000000.0,15265000000.0,11654000000.0,21581000000.0,21856000000.0,42288000000.0,64144000000.0,30029000000.0,30634000000.0,-105000000.0,-13782000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2011.0,FY,,2011-12-31,2013-02-21 16:46:15+00:00,11757000000.0,,-6229000000.0,4067000000.0,0.0,4487000000.0,192000000.0,16800000000.0,,16445000000.0,20568000000.0,1477000000.0,3827000000.0,19698000000.0,154000000.0,,4995000000.0,6912000000.0,,1021000000.0,8266000000.0,2277000000.0,,40316000000.0,6205000000.0,358000000.0,72882000000.0,20704000000.0,17441000000.0,18154000000.0,20745000000.0,20899000000.0,51983000000.0,72882000000.0,35743000000.0,33829000000.0,41000000.0,-17870000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2011.0,Q3,,2011-09-03,2011-10-12 16:19:47+00:00,11524000000.0,15525000000.0,-2800000000.0,3083000000.0,0.0,4437000000.0,971000000.0,16272000000.0,36262000000.0,17859000000.0,21781000000.0,1500000000.0,4205000000.0,20737000000.0,426000000.0,,5170000000.0,8330000000.0,,1176000000.0,6859000000.0,1764000000.0,,39714000000.0,5070000000.0,452000000.0,75378000000.0,23691000000.0,17834000000.0,17565000000.0,23577000000.0,24003000000.0,51375000000.0,75378000000.0,36807000000.0,33810000000.0,-114000000.0,-17660000000.0
PepsiCo Inc,PEP,FJSUNZKFNQ5YPJ5OT455,77476,2011.0,Q2,,2011-06-11,2011-07-21 09:15:36+00:00,11433000000.0,15125000000.0,-2254000000.0,2913000000.0,,4389000000.0,909000000.0,16299000000.0,35979000000.0,18028000000.0,21607000000.0,1449000000.0,4539000000.0,20854000000.0,418000000.0,,4977000000.0,8283000000.0,,1133000000.0,6669000000.0,1751000000.0,,38527000000.0,5715000000.0,431000000.0,75680000000.0,24065000000.0,17917000000.0,18057000000.0,23952000000.0,24370000000.0,51310000000.0,75680000000.0,36909000000.0,33253000000.0,-113000000.0,-16597000000.0
