company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2007.0,FY,2006-10-01,2007-09-30,2009-11-25 13:58:55+00:00,-539100000.0,,,,789800000.0,0.0,7600000.0,-343500000.0,1034400000.0,-14900000.0,-1483100000.0,1499900000.0,-14900000.0,-1483100000.0,1499900000.0,9500000.0,1035600000.0,1035600000.0,,18000000.0,267300000.0,-27800000.0,,-312000000.0,-200000.0,-1013200000.0,-429400000.0,-575200000.0,97200000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2008.0,Q4,2008-07-01,2008-09-30,,-70000000.0,,237200000.0,159500000.0,221200000.0,3500000.0,-3400000.0,168800000.0,120300000.0,-139500000.0,-409100000.0,529300000.0,-139500000.0,-409100000.0,529300000.0,-22700000.0,261600000.0,261600000.0,,-122300000.0,8500000.0,-49700000.0,,-93200000.0,-400000.0,-293700000.0,58100000.0,-233200000.0,1200000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2008.0,FY,2007-10-01,2008-09-30,2010-11-23 06:04:42+00:00,-72000000.0,,237200000.0,159500000.0,869000000.0,423000000.0,1700000.0,-102200000.0,600100000.0,-677700000.0,-919800000.0,1658800000.0,-677700000.0,-919800000.0,1658800000.0,63000000.0,909700000.0,909700000.0,,-17700000.0,139500000.0,-203100000.0,,-349300000.0,-2200000.0,-1085100000.0,-274600000.0,-793400000.0,19600000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2008.0,Q3YTD,2007-10-01,2008-06-30,2009-07-24 11:15:36+00:00,-2000000.0,,,,647800000.0,419500000.0,5100000.0,-271000000.0,479800000.0,-538200000.0,-510700000.0,1129500000.0,-538200000.0,-510700000.0,1129500000.0,85700000.0,648100000.0,648100000.0,,104600000.0,131000000.0,-153400000.0,,-256100000.0,-1800000.0,-791400000.0,-332700000.0,-560200000.0,18400000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q4,2009-07-01,2009-09-30,,-27400000.0,,,,225500000.0,12000000.0,2500000.0,-107000000.0,390400000.0,212500000.0,-261500000.0,464400000.0,212500000.0,-261500000.0,464400000.0,417900000.0,243900000.0,243900000.0,,102000000.0,50900000.0,4800000.0,,-94500000.0,1100000.0,-279800000.0,-134300000.0,,27800000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,FY,2008-10-01,2009-09-30,2011-11-22 16:13:06+00:00,-57200000.0,,,,840300000.0,51000000.0,700000.0,-285700000.0,610500000.0,95000000.0,-1040400000.0,1329400000.0,95000000.0,-1040400000.0,1329400000.0,384700000.0,631300000.0,631300000.0,,143500000.0,69900000.0,87000000.0,,-373300000.0,,-1179100000.0,-212100000.0,,57900000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q3TTM,2008-07-01,2009-06-30,,-99800000.0,,237200000.0,159500000.0,836000000.0,42500000.0,-5200000.0,-9900000.0,340400000.0,-257000000.0,-1188000000.0,1394300000.0,-257000000.0,-1188000000.0,1394300000.0,-55900000.0,649000000.0,649000000.0,,-80800000.0,27500000.0,32500000.0,,-372000000.0,-1500000.0,-1193000000.0,-19700000.0,-233200000.0,31300000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q3,2009-04-01,2009-06-30,,-28200000.0,,,,217100000.0,38100000.0,2800000.0,36000000.0,-77400000.0,-189900000.0,-228000000.0,405700000.0,-189900000.0,-228000000.0,405700000.0,-9400000.0,113200000.0,113200000.0,,39400000.0,10000000.0,41500000.0,,-94500000.0,-1000000.0,-283500000.0,-28000000.0,,5100000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-07-26 15:45:44+00:00,-29800000.0,,,,614800000.0,39000000.0,-1800000.0,-178700000.0,220100000.0,-117500000.0,-778900000.0,865000000.0,-117500000.0,-778900000.0,865000000.0,-33200000.0,387400000.0,387400000.0,,41500000.0,19000000.0,82200000.0,,-278800000.0,-1100000.0,-899300000.0,-77800000.0,,30100000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q2,2009-01-01,2009-03-31,,,,,,197100000.0,,-2800000.0,-98000000.0,42800000.0,-50500000.0,-245600000.0,260100000.0,-50500000.0,-245600000.0,260100000.0,-38800000.0,205600000.0,205600000.0,,-44600000.0,7300000.0,72400000.0,,-92200000.0,,-324100000.0,-8400000.0,,6100000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q2YTD,2008-10-01,2009-03-31,2010-04-26 09:39:29+00:00,-1600000.0,,,,397700000.0,900000.0,-4600000.0,-214700000.0,297500000.0,72400000.0,-550900000.0,459300000.0,72400000.0,-550900000.0,459300000.0,-23800000.0,274200000.0,274200000.0,,2100000.0,9000000.0,40700000.0,,-184300000.0,-100000.0,-615800000.0,-49800000.0,,25000000.0,
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q1,2008-10-01,2008-12-31,2010-01-26 11:00:40+00:00,-1600000.0,,,,200600000.0,900000.0,-1800000.0,-116700000.0,254700000.0,122900000.0,-305300000.0,199200000.0,122900000.0,-305300000.0,199200000.0,15000000.0,68600000.0,68600000.0,,46700000.0,1700000.0,-31700000.0,,-92100000.0,-100000.0,-291700000.0,-41400000.0,,18900000.0,
