company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2014.0,Q2TTM,2013-04-01,2014-03-31,,4.72,4.72,2.9,4.66,,306500000.0,1036300000.0,1045700000.0,-9400000.0,999200000.0,37100000.0,7541900000.0,10261200000.0,,,-67900000.0,12400000.0,134800000.0,231600000.0,1075800000.0,7541900000.0,2719300000.0,135600000.0,155200000.0,1386700000.0,1332600000.0,19600000.0,1352200000.0,10261200000.0,213200000.0,212400000.0,214900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2014.0,Q2,2014-01-01,2014-03-31,2015-04-30 12:10:31+00:00,1.33,1.33,0.77,1.32,,92100000.0,291500000.0,291500000.0,0.0,283500000.0,8000000.0,1917600000.0,2581900000.0,,,-17000000.0,0.0,33200000.0,0.0,263400000.0,1917600000.0,664300000.0,31500000.0,30400000.0,279600000.0,384700000.0,-1100000.0,383600000.0,2581900000.0,213200000.0,212400000.0,214900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2014.0,Q1TTM,2013-01-01,2013-12-31,,4.78,4.78,2.84,4.72,,310200000.0,1044400000.0,1052700000.0,-8300000.0,1006100000.0,38300000.0,7437900000.0,10163500000.0,,,-68900000.0,12400000.0,133900000.0,231600000.0,1079000000.0,7437900000.0,2725600000.0,139300000.0,164600000.0,1388000000.0,1337600000.0,25300000.0,1362900000.0,10163500000.0,211800000.0,211800000.0,214300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2014.0,Q1,2013-10-01,2013-12-31,2015-01-30 09:13:37+00:00,1.37,1.37,0.71,1.35,,94500000.0,299100000.0,296000000.0,3100000.0,290200000.0,8900000.0,1865900000.0,2545500000.0,,,-20400000.0,0.0,33500000.0,0.0,280900000.0,1865900000.0,679600000.0,33300000.0,38200000.0,294000000.0,385600000.0,4900000.0,390500000.0,2545500000.0,211800000.0,211800000.0,214300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,FY,2014-10-01,2015-09-30,2017-11-16 08:20:11+00:00,5.95,5.95,3.2,5.88,0.0,300200000.0,1317600000.0,965900000.0,351700000.0,1277900000.0,39700000.0,5598200000.0,7824300000.0,,0.0,-38000000.0,1400000.0,76400000.0,180100000.0,773000000.0,5598200000.0,2226100000.0,119400000.0,152300000.0,992900000.0,1233200000.0,32900000.0,1266100000.0,7824300000.0,214800000.0,214900000.0,217300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q4,2015-07-01,2015-09-30,,1.6,1.6,0.81,1.58,,1900000.0,350000000.0,-5300000.0,355300000.0,344500000.0,5500000.0,353800000.0,378800000.0,,,-20500000.0,5100000.0,-28200000.0,34100000.0,33000000.0,353800000.0,25000000.0,38700000.0,33800000.0,23500000.0,1500000.0,-4900000.0,-3400000.0,378800000.0,214800000.0,214900000.0,217300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q3,2015-04-01,2015-06-30,2016-07-28 18:53:24+00:00,1.48,1.48,0.81,1.47,,104100000.0,333200000.0,334900000.0,-1700000.0,318800000.0,14400000.0,1715200000.0,2470200000.0,,,-4500000.0,1600000.0,33400000.0,58200000.0,241500000.0,1715200000.0,755000000.0,28200000.0,42400000.0,330200000.0,424800000.0,14200000.0,439000000.0,2470200000.0,215400000.0,215200000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q3YTD,2014-10-01,2015-06-30,,4.35,4.35,2.39,4.3,,298300000.0,967600000.0,971200000.0,-3600000.0,933400000.0,34200000.0,5244400000.0,7445500000.0,,,-17500000.0,-3700000.0,104600000.0,146000000.0,740000000.0,5244400000.0,2201100000.0,80700000.0,118500000.0,969400000.0,1231700000.0,37800000.0,1269500000.0,7445500000.0,215400000.0,215200000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q3TTM,2014-07-01,2015-06-30,,4.84,4.84,3.16,4.78,310100000.0,379000000.0,1046600000.0,1056200000.0,-9600000.0,1037400000.0,9200000.0,7172100000.0,10122500000.0,,,-29200000.0,1800000.0,143900000.0,158700000.0,978400000.0,7172100000.0,2950400000.0,109700000.0,158200000.0,1563700000.0,1386700000.0,48500000.0,1435200000.0,10122500000.0,215400000.0,215200000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q2,2015-01-01,2015-03-31,2016-04-28 14:24:04+00:00,1.35,1.35,0.81,1.33,,87700000.0,296900000.0,298800000.0,-1900000.0,290000000.0,6900000.0,1698200000.0,2414500000.0,,,-4700000.0,12600000.0,35800000.0,55400000.0,240300000.0,1698200000.0,716300000.0,23400000.0,33000000.0,339400000.0,376900000.0,9600000.0,386500000.0,2414500000.0,214800000.0,214900000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q2YTD,2014-10-01,2015-03-31,,2.87,2.87,1.58,2.83,,194200000.0,634400000.0,636300000.0,-1900000.0,614600000.0,19800000.0,3529200000.0,4975300000.0,,,-13000000.0,-5300000.0,71200000.0,87800000.0,498500000.0,3529200000.0,1446100000.0,52500000.0,76100000.0,639200000.0,806900000.0,23600000.0,830500000.0,4975300000.0,214800000.0,214900000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q2TTM,2014-04-01,2015-03-31,,4.83,4.83,3.12,4.77,310100000.0,377000000.0,1036900000.0,1044800000.0,-7900000.0,1032600000.0,4300000.0,7375600000.0,10286900000.0,,,-28400000.0,200000.0,144300000.0,100500000.0,1008900000.0,7375600000.0,2911300000.0,112800000.0,158900000.0,1535600000.0,1375700000.0,46100000.0,1421800000.0,10286900000.0,214800000.0,214900000.0,217400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q1,2014-10-01,2014-12-31,2016-01-29 12:02:28+00:00,1.52,1.52,0.77,1.5,,106500000.0,337500000.0,337500000.0,0.0,324600000.0,12900000.0,1831000000.0,2560800000.0,,,-8300000.0,-17900000.0,35400000.0,32400000.0,258200000.0,1831000000.0,729800000.0,29100000.0,43100000.0,299800000.0,430000000.0,14000000.0,444000000.0,2560800000.0,213600000.0,214200000.0,216600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2015.0,Q1TTM,2014-01-01,2014-12-31,,4.81,4.81,3.08,4.76,310100000.0,381400000.0,1031500000.0,1037500000.0,-6000000.0,1026100000.0,5400000.0,7595000000.0,10454300000.0,,,-40700000.0,-12400000.0,141700000.0,45100000.0,1032000000.0,7595000000.0,2859300000.0,120900000.0,156300000.0,1475800000.0,1383500000.0,35400000.0,1418900000.0,10454300000.0,213600000.0,214200000.0,216600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,FY,2015-10-01,2016-09-30,2018-11-20 14:47:42+00:00,2.92,2.92,3.39,2.89,0.0,432600000.0,661500000.0,1122000000.0,-460500000.0,631100000.0,30400000.0,5177300000.0,7503700000.0,,-5400000.0,1200000.0,,71800000.0,34500000.0,683800000.0,5177300000.0,2326400000.0,122100000.0,147000000.0,791300000.0,1535100000.0,19500000.0,1554600000.0,7503700000.0,216100000.0,216400000.0,218300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q4,2016-07-01,2016-09-30,,1.83,1.83,-2.53,1.8,,96800000.0,400900000.0,294400000.0,106500000.0,394000000.0,6900000.0,1348200000.0,1945500000.0,,-5400000.0,1600000.0,-3000000.0,18000000.0,10600000.0,173700000.0,1348200000.0,597300000.0,39100000.0,39300000.0,200900000.0,396400000.0,-5200000.0,391200000.0,1945500000.0,216100000.0,216400000.0,218300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q3,2016-04-01,2016-06-30,2017-08-01 13:34:14+00:00,1.6,1.6,0.86,1.59,0.0,145900000.0,354100000.0,255700000.0,98400000.0,346800000.0,7300000.0,1320200000.0,1914500000.0,,0.0,-1600000.0,1000000.0,18700000.0,13200000.0,168400000.0,1320200000.0,594300000.0,35100000.0,42100000.0,199700000.0,394600000.0,7000000.0,401600000.0,1914500000.0,216800000.0,216600000.0,218500000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q3YTD,2015-10-01,2016-06-30,,1.09,1.09,2.53,1.09,,335800000.0,260600000.0,827600000.0,-567000000.0,237100000.0,23500000.0,3829100000.0,5558200000.0,,,-400000.0,3000000.0,53800000.0,23900000.0,510100000.0,3829100000.0,1729100000.0,83000000.0,107700000.0,590400000.0,1138700000.0,24700000.0,1163400000.0,5558200000.0,216800000.0,216600000.0,218500000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q3TTM,2015-07-01,2016-06-30,,2.69,2.69,3.34,2.67,,337700000.0,610600000.0,822300000.0,-211700000.0,581600000.0,29000000.0,4182900000.0,5937000000.0,,,-20900000.0,8100000.0,25600000.0,58000000.0,543100000.0,4182900000.0,1754100000.0,121700000.0,141500000.0,613900000.0,1140200000.0,19800000.0,1160000000.0,5937000000.0,216800000.0,216600000.0,218500000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q2,2016-01-01,2016-03-31,2017-04-27 14:07:47+00:00,-2.19,-2.19,0.86,-2.17,,93500000.0,-465500000.0,284700000.0,-750200000.0,-473300000.0,7800000.0,1213000000.0,1777400000.0,,0.0,-5900000.0,2000000.0,18200000.0,10700000.0,167800000.0,1213000000.0,564400000.0,25700000.0,32300000.0,192800000.0,371600000.0,6600000.0,378200000.0,1777400000.0,216100000.0,216100000.0,217900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q2YTD,2015-10-01,2016-03-31,,-0.51,-0.51,1.67,-0.5,,189900000.0,-93500000.0,571900000.0,-665400000.0,-109700000.0,16200000.0,2508900000.0,3643700000.0,,,1200000.0,2000000.0,35100000.0,10700000.0,341700000.0,2508900000.0,1134800000.0,47900000.0,65600000.0,390700000.0,744100000.0,17700000.0,761800000.0,3643700000.0,216100000.0,216100000.0,217900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q2TTM,2015-04-01,2016-03-31,,2.57,2.57,3.29,2.55,,295900000.0,589700000.0,901500000.0,-311800000.0,553600000.0,36100000.0,4577900000.0,6492700000.0,,,-23800000.0,8700000.0,40300000.0,103000000.0,616200000.0,4577900000.0,1914800000.0,114800000.0,141800000.0,744400000.0,1170400000.0,27000000.0,1197400000.0,6492700000.0,216100000.0,216100000.0,217900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q1,2015-10-01,2015-12-31,2017-01-27 14:01:39+00:00,1.68,1.68,0.81,1.67,,96400000.0,372000000.0,287200000.0,84800000.0,363600000.0,8400000.0,1295900000.0,1866300000.0,,,7100000.0,,16900000.0,0.0,173900000.0,1295900000.0,570400000.0,22200000.0,33300000.0,197900000.0,372500000.0,11100000.0,383600000.0,1866300000.0,216400000.0,215800000.0,217600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2016.0,Q1TTM,2015-01-01,2015-12-31,,6.11,6.11,3.24,6.05,,290100000.0,1352100000.0,915600000.0,436500000.0,1316900000.0,35200000.0,5063100000.0,7129800000.0,,,-22600000.0,19300000.0,57900000.0,147700000.0,688700000.0,5063100000.0,2066700000.0,112500000.0,142500000.0,891000000.0,1175700000.0,30000000.0,1205700000.0,7129800000.0,216400000.0,215800000.0,217600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,FY,2016-10-01,2017-09-30,2019-11-26 13:55:27+00:00,13.76,13.76,3.71,13.65,162100000.0,260900000.0,3021200000.0,1155200000.0,1866000000.0,3000400000.0,20800000.0,5751500000.0,8187600000.0,,16600000.0,-88500000.0,0.0,57600000.0,151400000.0,713500000.0,5751500000.0,2436100000.0,120600000.0,80100000.0,996100000.0,1440000000.0,-23900000.0,1416100000.0,8187600000.0,218100000.0,218000000.0,219800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q4,2017-07-01,2017-09-30,,2.13,2.13,0.95,2.12,,-1300000.0,475000000.0,480500000.0,-5500000.0,468700000.0,6300000.0,1545000000.0,2203100000.0,,7800000.0,-48000000.0,,13200000.0,48400000.0,187100000.0,1545000000.0,658100000.0,30800000.0,44800000.0,200700000.0,457400000.0,21800000.0,479200000.0,2203100000.0,218100000.0,218000000.0,219800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q3,2017-04-01,2017-06-30,2018-07-26 15:24:52+00:00,0.47,0.47,0.95,0.46,162100000.0,89300000.0,104100000.0,106400000.0,-2300000.0,101900000.0,2200000.0,1486000000.0,2121900000.0,,3700000.0,-26300000.0,,14600000.0,42700000.0,184100000.0,1486000000.0,635900000.0,29800000.0,-36900000.0,377200000.0,258700000.0,-63000000.0,195700000.0,2121900000.0,216800000.0,218100000.0,219800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q3YTD,2016-10-01,2017-06-30,,11.63,11.63,2.76,11.53,162100000.0,262200000.0,2546200000.0,674700000.0,1871500000.0,2531700000.0,14500000.0,4206500000.0,5984500000.0,,8800000.0,-40500000.0,,44400000.0,103000000.0,526400000.0,4206500000.0,1778000000.0,89800000.0,35300000.0,795400000.0,982600000.0,-45700000.0,936900000.0,5984500000.0,216800000.0,218100000.0,219800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q3TTM,2016-07-01,2017-06-30,,13.46,13.46,0.23,13.33,162100000.0,359000000.0,2947100000.0,969100000.0,1978000000.0,2925700000.0,21400000.0,5554700000.0,7930000000.0,,3400000.0,-38900000.0,-3000000.0,62400000.0,113600000.0,700100000.0,5554700000.0,2375300000.0,128900000.0,74600000.0,996300000.0,1379000000.0,-50900000.0,1328100000.0,7930000000.0,216800000.0,218100000.0,219800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q2,2017-01-01,2017-03-31,2018-04-26 13:44:13+00:00,9.78,9.78,0.95,9.7,,94500000.0,2135700000.0,310100000.0,1825600000.0,2130000000.0,5700000.0,1403800000.0,1980100000.0,,5300000.0,-22000000.0,,14800000.0,10300000.0,177600000.0,1403800000.0,576300000.0,30500000.0,34200000.0,180700000.0,395600000.0,9000000.0,404600000.0,1980100000.0,217800000.0,217900000.0,219700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q2YTD,2016-10-01,2017-03-31,,11.16,11.16,1.81,11.07,,172900000.0,2442100000.0,568300000.0,1873800000.0,2429800000.0,12300000.0,2720500000.0,3862600000.0,,5100000.0,-14200000.0,,29800000.0,60300000.0,342300000.0,2720500000.0,1142100000.0,60000000.0,72200000.0,418200000.0,723900000.0,17300000.0,741200000.0,3862600000.0,217800000.0,217900000.0,219700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q2TTM,2016-04-01,2017-03-31,,14.59,14.59,0.14,14.46,,415600000.0,3197100000.0,1118400000.0,2078700000.0,3170600000.0,26500000.0,5388900000.0,7722600000.0,,-300000.0,-14200000.0,-2000000.0,66500000.0,84100000.0,684400000.0,5388900000.0,2333700000.0,134200000.0,153600000.0,818800000.0,1514900000.0,19100000.0,1534000000.0,7722600000.0,217800000.0,217900000.0,219700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q1,2016-10-01,2016-12-31,2018-01-26 12:35:42+00:00,1.38,1.38,0.86,1.37,,78400000.0,306400000.0,258200000.0,48200000.0,299800000.0,6600000.0,1316700000.0,1882500000.0,,-200000.0,7800000.0,,15000000.0,50000000.0,164700000.0,1316700000.0,565800000.0,29500000.0,38000000.0,237500000.0,328300000.0,8300000.0,336600000.0,1882500000.0,217200000.0,217700000.0,219700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2017.0,Q1TTM,2016-01-01,2016-12-31,,2.62,2.62,0.05,2.59,,414600000.0,595900000.0,1093000000.0,-497100000.0,567300000.0,28600000.0,5198100000.0,7519900000.0,,-5600000.0,1900000.0,,69900000.0,84500000.0,674600000.0,5198100000.0,2321800000.0,129400000.0,151700000.0,830900000.0,1490900000.0,16700000.0,1507600000.0,7519900000.0,217200000.0,217700000.0,219700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,FY,2017-10-01,2018-09-30,2019-11-26 13:55:27+00:00,6.83,6.83,4.25,6.78,0.0,524300000.0,1532900000.0,1490700000.0,42200000.0,1497800000.0,35100000.0,6189500000.0,8930200000.0,,5100000.0,-50200000.0,0.0,64500000.0,0.0,760800000.0,6189500000.0,2740700000.0,130500000.0,174800000.0,775100000.0,1965600000.0,49400000.0,2015000000.0,8930200000.0,219300000.0,219300000.0,220800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q4,2018-07-01,2018-09-30,,2.06,2.06,4.25,2.04,,69200000.0,459700000.0,459700000.0,,452900000.0,6800000.0,1565800000.0,2298900000.0,,-28600000.0,-7000000.0,,20400000.0,,186000000.0,1565800000.0,733100000.0,35400000.0,59200000.0,199400000.0,533700000.0,-4800000.0,528900000.0,2298900000.0,219300000.0,219300000.0,220800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q3,2018-04-01,2018-06-30,2019-07-25 13:01:31+00:00,2.16,2.16,,2.15,0.0,107100000.0,487900000.0,444700000.0,43200000.0,473900000.0,14000000.0,1545400000.0,2259000000.0,,12800000.0,-5800000.0,0.0,15000000.0,0.0,188600000.0,1545400000.0,713600000.0,34900000.0,58100000.0,197800000.0,515800000.0,36000000.0,551800000.0,2259000000.0,219400000.0,219500000.0,220900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q3YTD,2017-10-01,2018-06-30,,4.77,4.77,,4.74,,455100000.0,1073200000.0,1031000000.0,42200000.0,1044900000.0,28300000.0,4623700000.0,6631300000.0,,33700000.0,-43200000.0,,44100000.0,,574800000.0,4623700000.0,2007600000.0,95100000.0,115600000.0,575700000.0,1431900000.0,54200000.0,1486100000.0,6631300000.0,219400000.0,219500000.0,220900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q3TTM,2017-07-01,2018-06-30,,6.9,6.9,0.95,6.86,,453800000.0,1548200000.0,1511500000.0,36700000.0,1513600000.0,34600000.0,6168700000.0,8834400000.0,,41500000.0,-91200000.0,,57300000.0,48400000.0,761900000.0,6168700000.0,2665700000.0,125900000.0,160400000.0,776400000.0,1889300000.0,76000000.0,1965300000.0,8834400000.0,219400000.0,219500000.0,220900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q2,2018-01-01,2018-03-31,2019-04-24 13:03:37+00:00,1.9,1.9,,1.89,0.0,56200000.0,423600000.0,423600000.0,0.0,416400000.0,7200000.0,1506500000.0,2155700000.0,,11100000.0,-15300000.0,,14500000.0,,194600000.0,1506500000.0,649200000.0,30400000.0,43700000.0,193800000.0,455400000.0,24400000.0,479800000.0,2155700000.0,219200000.0,219400000.0,220800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q2YTD,2017-10-01,2018-03-31,,2.61,2.61,,2.59,,348000000.0,585300000.0,586300000.0,-1000000.0,571000000.0,14300000.0,3078300000.0,4372300000.0,,20900000.0,-37400000.0,,29100000.0,,386200000.0,3078300000.0,1294000000.0,60200000.0,57500000.0,377900000.0,916100000.0,18200000.0,934300000.0,4372300000.0,219200000.0,219400000.0,220800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q2TTM,2017-04-01,2018-03-31,,5.21,5.21,1.9,5.17,162100000.0,436000000.0,1164400000.0,1173200000.0,-8800000.0,1141600000.0,22800000.0,6109300000.0,8697300000.0,,32400000.0,-111700000.0,,56900000.0,91100000.0,757400000.0,6109300000.0,2588000000.0,120800000.0,65400000.0,955800000.0,1632200000.0,-23000000.0,1609200000.0,8697300000.0,219200000.0,219400000.0,220800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q1,2017-10-01,2017-12-31,2019-01-25 13:51:25+00:00,0.71,0.71,0.95,0.7,,291800000.0,161700000.0,162700000.0,-1000000.0,154600000.0,7100000.0,1571800000.0,2216600000.0,,9800000.0,-22100000.0,,14600000.0,,191600000.0,1571800000.0,644800000.0,29800000.0,13800000.0,184100000.0,460700000.0,-6200000.0,454500000.0,2216600000.0,217700000.0,218900000.0,220400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2018.0,Q1TTM,2017-01-01,2017-12-31,,13.09,13.09,2.85,12.98,162100000.0,474300000.0,2876500000.0,1059700000.0,1816800000.0,2855200000.0,21300000.0,6006600000.0,8521700000.0,,26600000.0,-118400000.0,,57200000.0,101400000.0,740400000.0,6006600000.0,2515100000.0,120900000.0,55900000.0,942700000.0,1572400000.0,-38400000.0,1534000000.0,8521700000.0,217700000.0,218900000.0,220400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q4,2019-07-01,2019-09-30,,2.29,2.29,2.32,2.27,,131200000.0,518700000.0,518700000.0,,503200000.0,15500000.0,1490800000.0,2283200000.0,,16900000.0,-15600000.0,,22900000.0,,181900000.0,1490800000.0,792400000.0,30100000.0,59900000.0,189200000.0,603200000.0,46700000.0,649900000.0,2283200000.0,220300000.0,220300000.0,221600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,FY,2018-10-01,2019-09-30,2019-11-26 13:55:27+00:00,7.99,7.99,4.58,7.94,29000000.0,480100000.0,1809400000.0,1809400000.0,0.0,1760000000.0,49400000.0,5975500000.0,8918900000.0,,66700000.0,-49300000.0,-29100000.0,72900000.0,25500000.0,750000000.0,5975500000.0,2943400000.0,137000000.0,215400000.0,799000000.0,2144400000.0,145100000.0,2289500000.0,8918900000.0,220300000.0,220300000.0,221600000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q3,2019-04-01,2019-06-30,2019-07-25 13:01:31+00:00,2.21,2.21,,2.2,0.0,109300000.0,500200000.0,500200000.0,0.0,488000000.0,12200000.0,1466000000.0,2224000000.0,,17600000.0,-14700000.0,-29100000.0,18100000.0,25500000.0,188500000.0,1466000000.0,758000000.0,34200000.0,56400000.0,188300000.0,569700000.0,39800000.0,609500000.0,2224000000.0,220800000.0,220600000.0,221900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q3YTD,2018-10-01,2019-06-30,,5.7,5.7,2.26,5.67,29000000.0,348900000.0,1290700000.0,1290700000.0,,1256800000.0,33900000.0,4484700000.0,6635700000.0,,49800000.0,-33700000.0,-29100000.0,50000000.0,25500000.0,568100000.0,4484700000.0,2151000000.0,106900000.0,155500000.0,609800000.0,1541200000.0,98400000.0,1639600000.0,6635700000.0,220800000.0,220600000.0,221900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q3TTM,2018-07-01,2019-06-30,,7.76,7.76,6.51,7.71,29000000.0,418100000.0,1750400000.0,1750400000.0,,1709700000.0,40700000.0,6050500000.0,8934600000.0,,21200000.0,-40700000.0,-29100000.0,70400000.0,25500000.0,754100000.0,6050500000.0,2884100000.0,142300000.0,214700000.0,809200000.0,2074900000.0,93600000.0,2168500000.0,8934600000.0,220800000.0,220600000.0,221900000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q2,2019-01-01,2019-03-31,2020-04-23 12:19:50+00:00,1.91,1.91,1.16,1.9,0.0,107500000.0,433500000.0,433500000.0,0.0,421300000.0,12200000.0,1474700000.0,2187700000.0,,13700000.0,-10400000.0,0.0,16900000.0,,190000000.0,1474700000.0,713000000.0,35400000.0,46200000.0,196500000.0,516500000.0,24500000.0,541000000.0,2187700000.0,220600000.0,220200000.0,221400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q2YTD,2018-10-01,2019-03-31,,3.49,3.49,2.26,3.47,29000000.0,239600000.0,790500000.0,790500000.0,,768800000.0,21700000.0,3018700000.0,4411700000.0,,32200000.0,-19000000.0,,31900000.0,,379600000.0,3018700000.0,1393000000.0,72700000.0,99100000.0,421500000.0,971500000.0,58600000.0,1030100000.0,4411700000.0,220600000.0,220200000.0,221400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q2TTM,2018-04-01,2019-03-31,,7.71,7.71,6.51,7.66,29000000.0,415900000.0,1738100000.0,1694900000.0,43200000.0,1695600000.0,42500000.0,6129900000.0,8969600000.0,,16400000.0,-31800000.0,,67300000.0,,754200000.0,6129900000.0,2839700000.0,143000000.0,216400000.0,818700000.0,2021000000.0,89800000.0,2110800000.0,8969600000.0,220600000.0,220200000.0,221400000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q1,2018-10-01,2018-12-31,2020-01-24 12:25:43+00:00,1.58,1.58,1.1,1.57,29000000.0,132100000.0,357000000.0,357000000.0,,347500000.0,9500000.0,1544000000.0,2224000000.0,,18500000.0,-8600000.0,,15000000.0,,189600000.0,1544000000.0,680000000.0,37300000.0,52900000.0,225000000.0,455000000.0,34100000.0,489100000.0,2224000000.0,219900000.0,219900000.0,221000000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2019.0,Q1TTM,2018-01-01,2018-12-31,,7.7,7.7,5.35,7.65,29000000.0,364600000.0,1728200000.0,1685000000.0,43200000.0,1690700000.0,37500000.0,6161700000.0,8937600000.0,,13800000.0,-36700000.0,,64900000.0,,758800000.0,6161700000.0,2775900000.0,138000000.0,213900000.0,816000000.0,1959900000.0,89700000.0,2049600000.0,8937600000.0,219900000.0,219900000.0,221000000.0
