company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2008.0,FY,,2008-09-30,2009-11-25 13:58:55+00:00,1665600000.0,2076600000.0,8373800000.0,-549300000.0,103500000.0,,1061100000.0,87000000.0,928100000.0,14988600000.0,289600000.0,3515400000.0,822600000.0,503700000.0,6614800000.0,136200000.0,1675800000.0,505300000.0,,56600000.0,8000000.0,504100000.0,,58700000.0,1200000.0,107700000.0,,6990200000.0,451400000.0,,12571300000.0,5030700000.0,2848100000.0,2212000000.0,5030700000.0,5166900000.0,7404400000.0,12571300000.0,3108400000.0,5192400000.0,-2471300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,FY,,2009-09-30,2010-11-23 06:04:42+00:00,1674800000.0,1900300000.0,8891700000.0,-1161800000.0,488200000.0,,1072300000.0,42900000.0,916000000.0,15751300000.0,262600000.0,3715600000.0,868100000.0,509600000.0,6859600000.0,138100000.0,357900000.0,687000000.0,,,,438000000.0,1522000000.0,,,99700000.0,,7234600000.0,785900000.0,,13029100000.0,4791900000.0,2997800000.0,2503600000.0,4791900000.0,4930000000.0,8099100000.0,13029100000.0,3171700000.0,5595500000.0,-2353200000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2009.0,Q3,,2009-06-30,2009-07-24 11:15:36+00:00,1299700000.0,1893500000.0,8579700000.0,-803600000.0,70300000.0,,1071000000.0,84700000.0,872700000.0,15254700000.0,251400000.0,3755800000.0,820600000.0,495800000.0,6675000000.0,134600000.0,1631700000.0,569400000.0,,15500000.0,19000000.0,478900000.0,,4400000.0,300000.0,96000000.0,,7086600000.0,389400000.0,,12243500000.0,4928300000.0,2571100000.0,1792800000.0,4928300000.0,5062900000.0,7180600000.0,12243500000.0,2997400000.0,5387800000.0,-2425700000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2010.0,FY,,2010-09-30,2011-11-22 16:13:06+00:00,1702000000.0,2017600000.0,,-1159400000.0,374300000.0,0.0,1051600000.0,73600000.0,914600000.0,,285700000.0,3659800000.0,912800000.0,571600000.0,7051300000.0,150700000.0,335100000.0,770400000.0,,,,537300000.0,1569300000.0,,,70300000.0,,7852200000.0,468500000.0,,13505900000.0,5546900000.0,3033800000.0,2244100000.0,5546900000.0,5697600000.0,7808300000.0,13505900000.0,3420800000.0,5564200000.0,-2197500000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2010.0,Q3,,2010-06-30,2010-07-26 15:45:44+00:00,1415300000.0,1968100000.0,8876100000.0,-1230500000.0,405300000.0,,1052400000.0,75900000.0,842500000.0,15646900000.0,263900000.0,3366400000.0,856900000.0,499200000.0,6770800000.0,140500000.0,1948300000.0,738100000.0,,,,581800000.0,,,,72800000.0,,7685500000.0,821600000.0,,12999400000.0,5231400000.0,2945400000.0,2312800000.0,5231400000.0,5371900000.0,7627500000.0,12999400000.0,3283200000.0,5314700000.0,-2276000000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2010.0,Q2,,2010-03-31,2010-04-26 09:39:29+00:00,1426900000.0,1976600000.0,9053700000.0,-1054400000.0,230900000.0,,1070100000.0,43900000.0,913900000.0,15995200000.0,293700000.0,3468500000.0,893600000.0,504700000.0,6941500000.0,152700000.0,1920100000.0,747500000.0,,,,540400000.0,,,,109800000.0,,7537000000.0,874900000.0,,13152600000.0,5265600000.0,2822000000.0,2345700000.0,5265600000.0,5418300000.0,7734300000.0,13152600000.0,3389100000.0,5388600000.0,-2287100000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2010.0,Q1,,2009-12-31,2010-01-26 11:00:40+00:00,1378500000.0,1796600000.0,9012000000.0,-1115200000.0,323000000.0,,1059100000.0,43900000.0,912200000.0,15957200000.0,259500000.0,3705100000.0,878200000.0,522600000.0,6945200000.0,150200000.0,1880400000.0,717700000.0,,4200000.0,8900000.0,418500000.0,,,,136800000.0,,7389800000.0,713600000.0,,12914500000.0,5033900000.0,2783200000.0,2144900000.0,5033900000.0,5184100000.0,7730400000.0,12914500000.0,3186100000.0,5585500000.0,-2299800000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2011.0,FY,,2011-09-30,2012-11-20 11:53:42+00:00,1599700000.0,1777500000.0,,-1253400000.0,421400000.0,0.0,1055000000.0,65000000.0,796200000.0,,260500000.0,3927500000.0,1011600000.0,670200000.0,7222700000.0,142900000.0,558200000.0,1042800000.0,,243200000.0,43300000.0,478200000.0,1500000000.0,288900000.0,24300000.0,77500000.0,0.0,8599500000.0,634000000.0,,14290700000.0,5795800000.0,3189800000.0,2342000000.0,5795800000.0,5938700000.0,8352000000.0,14290700000.0,3878200000.0,6010000000.0,-2605300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2011.0,Q3,,2011-06-30,2011-07-27 16:10:28+00:00,1582700000.0,2105600000.0,10011800000.0,-865400000.0,430100000.0,0.0,1049500000.0,77700000.0,969100000.0,17536000000.0,295000000.0,4054300000.0,1035600000.0,639600000.0,7524200000.0,164800000.0,470800000.0,948100000.0,,,,403000000.0,1425600000.0,,,101200000.0,,8397400000.0,443400000.0,,14451500000.0,6232200000.0,3276500000.0,2103800000.0,6232200000.0,6397000000.0,8054500000.0,14451500000.0,3650800000.0,5950700000.0,-2349300000.0
Air Products and Chemicals Inc,APD,7QEON6Y1RL5XR3R1W237,2969,2011.0,Q2,,2011-03-31,2011-04-26 15:38:32+00:00,1460800000.0,1996400000.0,9758000000.0,-982200000.0,270300000.0,,1043100000.0,66400000.0,945600000.0,17119800000.0,288700000.0,3711800000.0,979300000.0,597200000.0,7361800000.0,174000000.0,406200000.0,882400000.0,,,,386400000.0,1492200000.0,,,112600000.0,,8195200000.0,684100000.0,,13820700000.0,5825200000.0,2976500000.0,2211300000.0,5825200000.0,5999200000.0,7821500000.0,13820700000.0,3482400000.0,5610200000.0,-2430900000.0
