company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:25:32+00:00,4.65,4.65,1.84,4.54,0.0,204416000.0,450910000.0,463086000.0,-12176000.0,450910000.0,2376884000.0,3327787000.0,-5322000.0,5541000.0,-58659000.0,,289604000.0,2376884000.0,950903000.0,48218000.0,6625000.0,236486000.0,714417000.0,-46915000.0,667502000.0,3327787000.0,97000000.0,97036000.0,99403000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:32:28+00:00,0.01,0.01,1.96,0.01,252664000.0,71691000.0,918000.0,3367000.0,-2449000.0,918000.0,2901726000.0,3651438000.0,-4357000.0,-411000.0,-94227000.0,,342584000.0,2901726000.0,749712000.0,172813000.0,3126000.0,500610000.0,249102000.0,-174044000.0,75058000.0,3651438000.0,91800000.0,109774000.0,110954000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 20:52:56+00:00,0.54,0.54,0.49,0.53,,21038000.0,59050000.0,59816000.0,-766000.0,59050000.0,812503000.0,1013349000.0,-3825000.0,-1574000.0,-2247000.0,,76364000.0,812503000.0,200846000.0,44579000.0,955000.0,72543000.0,128303000.0,-47449000.0,80854000.0,1013349000.0,109400000.0,110114000.0,111270000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 17:01:59+00:00,1.28,1.28,0.49,1.27,,63492000.0,140755000.0,141225000.0,-470000.0,140755000.0,776325000.0,1021551000.0,3444000.0,2474000.0,-80498000.0,,84781000.0,776325000.0,245226000.0,38193000.0,997000.0,6757000.0,238469000.0,-33752000.0,204717000.0,1021551000.0,110000000.0,109922000.0,111117000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q4,2009-10-01,2009-12-31,,-0.08,-0.08,0.25,-0.08,,-28248000.0,-13350000.0,-12582000.0,-768000.0,-13350000.0,522104000.0,590145000.0,731000.0,-2884000.0,-16451000.0,,85986000.0,522104000.0,68041000.0,43751000.0,800000.0,66651000.0,1390000.0,-42220000.0,-40830000.0,590145000.0,121300000.0,118891000.0,119430000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:58:37+00:00,0.25,0.25,1.48,0.25,,-37869000.0,30314000.0,18648000.0,11666000.0,30314000.0,2244528000.0,2690490000.0,5307000.0,0.0,-27104000.0,0.0,324614000.0,2244528000.0,445962000.0,175262000.0,2282000.0,297510000.0,148452000.0,-167673000.0,-19221000.0,2690490000.0,121300000.0,118891000.0,119430000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.33,0.33,1.23,0.33,,-9621000.0,43664000.0,31230000.0,12434000.0,43664000.0,1722424000.0,2100345000.0,4576000.0,2884000.0,-10653000.0,,238628000.0,1722424000.0,377921000.0,131511000.0,1482000.0,230859000.0,147062000.0,-125453000.0,21609000.0,2100345000.0,126100000.0,125361000.0,125859000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 14:54:16+00:00,0.43,0.43,0.25,0.43,,-5983000.0,54232000.0,47924000.0,6308000.0,54232000.0,623712000.0,778192000.0,2756000.0,-286000.0,-7496000.0,,79558000.0,623712000.0,154480000.0,43519000.0,,71776000.0,82704000.0,-40763000.0,41941000.0,778192000.0,126100000.0,125361000.0,125859000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.1,-0.1,0.98,-0.1,,-3638000.0,-10568000.0,-16694000.0,6126000.0,-10568000.0,1098712000.0,1322153000.0,1820000.0,3170000.0,-3157000.0,,159070000.0,1098712000.0,223441000.0,87992000.0,1482000.0,159083000.0,64358000.0,-84690000.0,-20332000.0,1322153000.0,111100000.0,113477000.0,113829000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 16:01:41+00:00,0.2,0.2,0.49,0.2,,9632000.0,22212000.0,15561000.0,6651000.0,22212000.0,576025000.0,721859000.0,2895000.0,1451000.0,-654000.0,,79353000.0,576025000.0,145834000.0,44073000.0,687000.0,80150000.0,65684000.0,-40491000.0,25193000.0,721859000.0,111100000.0,113477000.0,113829000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 08:08:53+00:00,-0.3,-0.3,0.49,-0.3,,-13270000.0,-32780000.0,-32255000.0,-525000.0,-32780000.0,522687000.0,600294000.0,-1075000.0,1719000.0,-2503000.0,,79717000.0,522687000.0,77607000.0,43919000.0,795000.0,78933000.0,-1326000.0,-44199000.0,-45525000.0,600294000.0,109300000.0,110598000.0,110598000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q4,2010-10-01,2010-12-31,,-0.35,-0.35,0.25,-0.35,,-28172000.0,-46997000.0,-46145000.0,-852000.0,-46997000.0,535492000.0,586242000.0,1292000.0,2118000.0,-9093000.0,,87137000.0,535492000.0,50750000.0,47060000.0,863000.0,80162000.0,-29412000.0,-44905000.0,-74317000.0,586242000.0,128700000.0,128050000.0,128050000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:07:38+00:00,-0.75,-0.75,1.0,-0.75,,-89663000.0,-96490000.0,-102543000.0,6053000.0,-96490000.0,2258136000.0,2558862000.0,3074000.0,0.0,-19302000.0,0.0,334568000.0,2258136000.0,300726000.0,181603000.0,863000.0,315266000.0,-14540000.0,-177666000.0,-192206000.0,2558862000.0,128700000.0,128050000.0,128050000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.4,-0.4,0.75,-0.4,,-61491000.0,-49493000.0,-56398000.0,6905000.0,-49493000.0,1722644000.0,1972620000.0,1782000.0,-2118000.0,-10209000.0,,247431000.0,1722644000.0,249976000.0,134543000.0,,235104000.0,14872000.0,-132761000.0,-117889000.0,1972620000.0,132500000.0,128602000.0,128910000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q3TTM,2009-10-01,2010-09-30,,-0.48,-0.48,1.0,-0.48,,-89739000.0,-62843000.0,-68980000.0,6137000.0,-62843000.0,2244748000.0,2562765000.0,2513000.0,-5002000.0,-26660000.0,,333417000.0,2244748000.0,318017000.0,178294000.0,800000.0,301755000.0,16262000.0,-174981000.0,-158719000.0,2562765000.0,132500000.0,128602000.0,128910000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 10:43:46+00:00,0.1,0.1,0.25,0.1,,-6048000.0,13246000.0,10591000.0,2655000.0,13246000.0,616457000.0,743204000.0,1637000.0,-769000.0,-476000.0,,77560000.0,616457000.0,126747000.0,47526000.0,,76315000.0,50432000.0,-45889000.0,4543000.0,743204000.0,132500000.0,128602000.0,128910000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.5,-0.5,0.5,-0.5,,-55443000.0,-62739000.0,-66989000.0,4250000.0,-62739000.0,1106187000.0,1229416000.0,145000.0,-1349000.0,-9733000.0,,169871000.0,1106187000.0,123229000.0,87017000.0,,158789000.0,-35560000.0,-86872000.0,-122432000.0,1229416000.0,126300000.0,128168000.0,128168000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q2TTM,2009-07-01,2010-06-30,,-0.15,-0.15,1.0,-0.15,,-89674000.0,-21857000.0,-31647000.0,9790000.0,-21857000.0,2252003000.0,2597753000.0,3632000.0,-4519000.0,-33680000.0,,335415000.0,2252003000.0,345750000.0,174287000.0,800000.0,297216000.0,48534000.0,-169855000.0,-121321000.0,2597753000.0,126300000.0,128168000.0,128168000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 12:34:50+00:00,-0.19,-0.19,0.25,-0.19,,-21231000.0,-23992000.0,-22515000.0,-1477000.0,-23992000.0,613817000.0,736152000.0,-1233000.0,-889000.0,38638000.0,,83376000.0,613817000.0,122335000.0,43723000.0,,121125000.0,1210000.0,-44956000.0,-43746000.0,736152000.0,126300000.0,128168000.0,128168000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.24,0.24,1.24,0.24,,-58811000.0,24347000.0,6429000.0,17918000.0,24347000.0,2214211000.0,2583460000.0,7760000.0,-2179000.0,-72972000.0,,331392000.0,2214211000.0,369249000.0,174637000.0,1487000.0,256241000.0,113008000.0,-165390000.0,-52382000.0,2583460000.0,125000000.0,126692000.0,126692000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 10:52:13+00:00,-0.31,-0.31,0.25,-0.31,,-34212000.0,-38747000.0,-44474000.0,5727000.0,-38747000.0,492370000.0,493264000.0,1378000.0,-460000.0,-48371000.0,,86495000.0,492370000.0,894000.0,43294000.0,,37664000.0,-36770000.0,-41916000.0,-78686000.0,493264000.0,125000000.0,126692000.0,126692000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q4,2011-10-01,2011-12-31,,-0.22,-0.22,0.01,-0.22,,-30545000.0,-27865000.0,-25943000.0,-1922000.0,-27865000.0,540272000.0,614627000.0,2385000.0,2227000.0,-2923000.0,10301000.0,70278000.0,540272000.0,74355000.0,56789000.0,3444000.0,79883000.0,-5528000.0,-50960000.0,-56488000.0,614627000.0,128700000.0,129381000.0,129381000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:10:58+00:00,-0.55,-0.55,0.76,-0.55,,-78483000.0,-70778000.0,-75255000.0,4477000.0,-70778000.0,2280681000.0,2564550000.0,2000.0,2227000.0,-94156000.0,12971000.0,299383000.0,2280681000.0,283869000.0,220628000.0,3444000.0,220425000.0,63444000.0,-217182000.0,-153738000.0,2564550000.0,128700000.0,129381000.0,129381000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.33,-0.33,0.75,-0.33,,-47938000.0,-42913000.0,-49312000.0,6399000.0,-42913000.0,1740409000.0,1949923000.0,-2383000.0,,-91233000.0,2670000.0,229105000.0,1740409000.0,209514000.0,163839000.0,,140542000.0,68972000.0,-166222000.0,-97250000.0,1949923000.0,133100000.0,129493000.0,129768000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q3TTM,2010-10-01,2011-09-30,,-0.68,-0.68,1.0,-0.68,,-76110000.0,-89910000.0,-95457000.0,5547000.0,-89910000.0,2275901000.0,2536165000.0,-1091000.0,2118000.0,-100326000.0,2670000.0,316242000.0,2275901000.0,260264000.0,210899000.0,863000.0,220704000.0,39560000.0,-211127000.0,-171567000.0,2536165000.0,133100000.0,129493000.0,129768000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:00:00+00:00,0.15,0.15,0.25,0.15,,29833000.0,19959000.0,22412000.0,-2453000.0,19959000.0,644972000.0,760752000.0,-3745000.0,0.0,-62314000.0,839000.0,70587000.0,644972000.0,115780000.0,50678000.0,,9112000.0,106668000.0,-54423000.0,52245000.0,760752000.0,133100000.0,129493000.0,129768000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q2YTD,2011-01-01,2011-06-30,,-0.48,-0.48,0.5,-0.48,,-77771000.0,-62872000.0,-71724000.0,8852000.0,-62872000.0,1095437000.0,1189171000.0,1362000.0,,-28919000.0,1831000.0,158518000.0,1095437000.0,93734000.0,113161000.0,,131430000.0,-37696000.0,-111799000.0,-149495000.0,1189171000.0,135700000.0,129446000.0,129446000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q2TTM,2010-07-01,2011-06-30,,-0.73,-0.73,1.0,-0.73,,-111991000.0,-96623000.0,-107278000.0,10655000.0,-96623000.0,2247386000.0,2518617000.0,4291000.0,1349000.0,-38488000.0,1831000.0,323215000.0,2247386000.0,271231000.0,207747000.0,863000.0,287907000.0,-16676000.0,-202593000.0,-219269000.0,2518617000.0,135700000.0,129446000.0,129446000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 14:46:05+00:00,-0.06,-0.06,0.25,-0.06,,-40341000.0,-8139000.0,-7102000.0,-1037000.0,-8139000.0,601131000.0,701971000.0,-20000.0,0.0,-2919000.0,1831000.0,78440000.0,601131000.0,100840000.0,70911000.0,,77352000.0,23488000.0,-70931000.0,-47443000.0,701971000.0,135700000.0,129446000.0,129446000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q1TTM,2010-04-01,2011-03-31,,-0.86,-0.86,1.0,-0.86,,-92881000.0,-112476000.0,-122691000.0,10215000.0,-112476000.0,2260072000.0,2552798000.0,3078000.0,460000.0,3069000.0,,328151000.0,2260072000.0,292726000.0,180559000.0,863000.0,331680000.0,-38954000.0,-176618000.0,-215572000.0,2552798000.0,130300000.0,129078000.0,129078000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 13:16:10+00:00,-0.42,-0.42,0.25,-0.42,,-37430000.0,-54733000.0,-64622000.0,9889000.0,-54733000.0,494306000.0,487200000.0,1382000.0,0.0,-26000000.0,,80078000.0,494306000.0,-7106000.0,42250000.0,,54078000.0,-61184000.0,-40868000.0,-102052000.0,487200000.0,130300000.0,129078000.0,129078000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 17:33:54+00:00,-0.41,-0.41,0.04,-0.41,,-66492000.0,-52593000.0,-53926000.0,1333000.0,-52593000.0,2233284000.0,2567310000.0,6727000.0,43380000.0,-68455000.0,9557000.0,264763000.0,2233284000.0,334026000.0,213067000.0,1141000.0,249245000.0,84781000.0,-205199000.0,-120418000.0,2567310000.0,128300000.0,129745000.0,129745000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q4,2012-10-01,2012-12-31,,0.02,0.02,0.01,0.02,,646000.0,3483000.0,4488000.0,-1005000.0,3483000.0,529225000.0,608431000.0,2532000.0,49000.0,-46768000.0,539000.0,69854000.0,529225000.0,79206000.0,213067000.0,160137000.0,23674000.0,55532000.0,-50398000.0,5134000.0,608431000.0,128300000.0,129745000.0,129745000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q3YTD,2012-01-01,2012-09-30,,-0.43,-0.43,0.03,-0.43,,-67138000.0,-56076000.0,-58414000.0,2338000.0,-56076000.0,1704059000.0,1958879000.0,4195000.0,43331000.0,-21687000.0,9018000.0,194909000.0,1704059000.0,254820000.0,,-158996000.0,225571000.0,29249000.0,-154801000.0,-125552000.0,1958879000.0,129600000.0,129753000.0,130215000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.65,-0.65,0.04,-0.65,,-97683000.0,-83941000.0,-84357000.0,416000.0,-83941000.0,2244331000.0,2573506000.0,6580000.0,45558000.0,-24610000.0,19319000.0,265187000.0,2244331000.0,329175000.0,56789000.0,-155552000.0,305454000.0,23721000.0,-205761000.0,-182040000.0,2573506000.0,129600000.0,129753000.0,130215000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 14:35:18+00:00,0.11,0.11,0.01,0.11,,-10992000.0,14260000.0,15621000.0,-1361000.0,14260000.0,601938000.0,728861000.0,1806000.0,1206000.0,-2009000.0,3056000.0,68804000.0,601938000.0,126923000.0,,-53043000.0,71057000.0,55866000.0,-51237000.0,4629000.0,728861000.0,129600000.0,129753000.0,130215000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.54,-0.54,0.02,-0.54,,-56146000.0,-70336000.0,-74035000.0,3699000.0,-70336000.0,1102121000.0,1230018000.0,2389000.0,42125000.0,-19678000.0,5962000.0,126105000.0,1102121000.0,127897000.0,,-105953000.0,154514000.0,-26617000.0,-103564000.0,-130181000.0,1230018000.0,130600000.0,129676000.0,129676000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.61,-0.61,0.28,-0.61,,-56858000.0,-78242000.0,-77566000.0,-676000.0,-78242000.0,2287365000.0,2605397000.0,1029000.0,44352000.0,-84915000.0,17102000.0,266970000.0,2287365000.0,318032000.0,107467000.0,-102509000.0,243509000.0,74523000.0,-208947000.0,-134424000.0,2605397000.0,130600000.0,129676000.0,129676000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 10:59:00+00:00,-0.14,-0.14,0.01,-0.14,,-17749000.0,-18283000.0,-16985000.0,-1298000.0,-18283000.0,588197000.0,694136000.0,-709000.0,32060000.0,-13152000.0,4551000.0,62818000.0,588197000.0,105939000.0,,-53687000.0,86277000.0,19662000.0,-54396000.0,-34734000.0,694136000.0,130600000.0,129676000.0,129676000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q1TTM,2011-04-01,2012-03-31,,-0.53,-0.53,0.52,-0.53,,-79450000.0,-68098000.0,-67683000.0,-415000.0,-68098000.0,2300299000.0,2613232000.0,1718000.0,12292000.0,-74682000.0,14382000.0,282592000.0,2300299000.0,312933000.0,178378000.0,-48822000.0,234584000.0,78349000.0,-225482000.0,-147133000.0,2613232000.0,130100000.0,129593000.0,129593000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 10:53:39+00:00,-0.4,-0.4,0.01,-0.4,,-38397000.0,-52053000.0,-57050000.0,4997000.0,-52053000.0,513924000.0,535882000.0,3098000.0,10065000.0,-6526000.0,1411000.0,63287000.0,513924000.0,21958000.0,,-52266000.0,68237000.0,-46279000.0,-49168000.0,-95447000.0,535882000.0,130100000.0,129593000.0,129593000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 10:19:57+00:00,0.19,0.19,0.04,0.19,,-24459000.0,24382000.0,20756000.0,3626000.0,24382000.0,2343829000.0,2770709000.0,7538000.0,,-39250000.0,1509000.0,274217000.0,2343829000.0,426880000.0,202588000.0,943000.0,236476000.0,190404000.0,-194107000.0,-3703000.0,2770709000.0,128300000.0,130272000.0,131467000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q4,2013-10-01,2013-12-31,,0.07,0.07,0.01,0.08,,-2585000.0,9083000.0,10097000.0,-1014000.0,9083000.0,562899000.0,680246000.0,2569000.0,,-2380000.0,,65898000.0,562899000.0,117347000.0,202588000.0,153702000.0,63518000.0,53829000.0,-46317000.0,7512000.0,680246000.0,128300000.0,130272000.0,131467000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.12,0.12,0.03,0.11,,-21874000.0,15299000.0,10659000.0,4640000.0,15299000.0,1780930000.0,2090463000.0,4969000.0,,-36870000.0,1509000.0,208319000.0,1780930000.0,309533000.0,,-152759000.0,172958000.0,136575000.0,-147790000.0,-11215000.0,2090463000.0,129300000.0,130266000.0,131320000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.14,0.14,0.04,0.13,,-21228000.0,18782000.0,15147000.0,3635000.0,18782000.0,2310155000.0,2698894000.0,7501000.0,49000.0,-83638000.0,2048000.0,278173000.0,2310155000.0,388739000.0,213067000.0,7378000.0,196632000.0,192107000.0,-198188000.0,-6081000.0,2698894000.0,129300000.0,130266000.0,131320000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 12:52:37+00:00,0.32,0.32,0.01,0.31,,10793000.0,41363000.0,42150000.0,-787000.0,41363000.0,654585000.0,813568000.0,2310000.0,,-9350000.0,0.0,68566000.0,654585000.0,158983000.0,,-49134000.0,59216000.0,99767000.0,-46824000.0,52943000.0,813568000.0,129300000.0,130266000.0,131320000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.2,-0.2,0.02,-0.2,,-32667000.0,-26064000.0,-31491000.0,5427000.0,-26064000.0,1126345000.0,1276895000.0,2659000.0,,-27520000.0,1509000.0,139753000.0,1126345000.0,150550000.0,,-103625000.0,113742000.0,36808000.0,-100966000.0,-64158000.0,1276895000.0,130800000.0,130250000.0,131332000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q2TTM,2012-07-01,2013-06-30,,-0.07,-0.07,0.04,-0.07,,-43013000.0,-8321000.0,-11382000.0,3061000.0,-8321000.0,2257508000.0,2614187000.0,6997000.0,1255000.0,-76297000.0,5104000.0,278411000.0,2257508000.0,356679000.0,213067000.0,3469000.0,208473000.0,148206000.0,-202601000.0,-54395000.0,2614187000.0,130800000.0,130250000.0,131332000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 10:59:27+00:00,0.22,0.22,0.01,0.22,,6151000.0,28772000.0,30128000.0,-1356000.0,28772000.0,605838000.0,738733000.0,286000.0,,-23410000.0,0.0,69439000.0,605838000.0,132895000.0,,-50873000.0,46029000.0,86866000.0,-50587000.0,36279000.0,738733000.0,130800000.0,130250000.0,131332000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q1TTM,2012-04-01,2013-03-31,,-0.43,-0.43,0.04,-0.43,,-66913000.0,-55376000.0,-58495000.0,3119000.0,-55376000.0,2239867000.0,2569590000.0,6002000.0,33315000.0,-66039000.0,9655000.0,271790000.0,2239867000.0,329723000.0,213067000.0,655000.0,248721000.0,81002000.0,-206410000.0,-125408000.0,2569590000.0,130600000.0,130186000.0,130186000.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q1,2013-01-01,2013-03-31,2014-05-12 15:14:50+00:00,-0.42,-0.42,0.01,-0.42,,-38818000.0,-54836000.0,-61619000.0,6783000.0,-54836000.0,520507000.0,538162000.0,2373000.0,,-4110000.0,1509000.0,70314000.0,520507000.0,17655000.0,,-52752000.0,67713000.0,-50058000.0,-50379000.0,-100437000.0,538162000.0,130600000.0,130186000.0,130186000.0
