company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,FY,,2011-12-31,2013-02-28 16:07:38+00:00,103931000.0,314893000.0,95383000.0,,-216844000.0,153979000.0,155839000.0,0.0,2673985000.0,43032000.0,60132000.0,3086716000.0,,697502000.0,2680677000.0,29004000.0,327657000.0,3418179000.0,0.0,732528000.0,380081000.0,,,,0.0,12045000.0,134813000.0,84179000.0,21598000.0,81000.0,1334476000.0,134762000.0,,8229314000.0,3791617000.0,863100000.0,406253000.0,3791617000.0,3791617000.0,4437697000.0,8229314000.0,3948035000.0,4031444000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q3,,2011-09-30,2012-11-08 16:00:00+00:00,134853000.0,430039000.0,,3222469000.0,-164943000.0,,152379000.0,0.0,2668220000.0,48743000.0,,3086716000.0,6665937000.0,698703000.0,2816223000.0,28917000.0,317777000.0,3443468000.0,,794921000.0,,,,239438000.0,26883000.0,1474000.0,122011000.0,524485000.0,27809000.0,81000.0,1363640000.0,5215000.0,,8383526000.0,3866917000.0,1003711000.0,380980000.0,3866917000.0,3866917000.0,4516609000.0,8383526000.0,3936347000.0,4135629000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q2,,2011-06-30,2012-08-08 14:46:05+00:00,153729000.0,389782000.0,,3197163000.0,-167729000.0,,106744000.0,0.0,2663786000.0,45704000.0,,3097016000.0,6739908000.0,694509000.0,2785843000.0,37251000.0,329265000.0,3542745000.0,,756557000.0,,,,178677000.0,,,121736000.0,535136000.0,22394000.0,109000.0,1376026000.0,105230000.0,,8387255000.0,3872083000.0,893998000.0,437636000.0,3872083000.0,3872083000.0,4515172000.0,8387255000.0,3950512000.0,4077536000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2011.0,Q1,,2011-03-31,2012-05-02 13:16:10+00:00,119702000.0,278126000.0,,3136390000.0,-173672000.0,,63164000.0,0.0,2653621000.0,57993000.0,,3097016000.0,6729220000.0,701046000.0,2427596000.0,37271000.0,329187000.0,3592830000.0,,807029000.0,,,,209662000.0,13281000.0,356000.0,105378000.0,534418000.0,25035000.0,109000.0,1416486000.0,305238000.0,,8300436000.0,3896435000.0,766895000.0,634958000.0,3896435000.0,3896435000.0,4404001000.0,8300436000.0,3940711000.0,3769043000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,FY,,2012-12-31,2014-02-26 17:10:58+00:00,113337000.0,296980000.0,,,-225517000.0,150072000.0,275478000.0,0.0,2709930000.0,40696000.0,62695000.0,3086716000.0,,692532000.0,2526401000.0,42081000.0,335022000.0,3159185000.0,73583000.0,657367000.0,427926000.0,,,97552000.0,15083000.0,12225000.0,161113000.0,93777000.0,21713000.0,,1276649000.0,150602000.0,,8126599000.0,3761062000.0,984972000.0,436411000.0,3761062000.0,3761062000.0,4365537000.0,8126599000.0,3982442000.0,3929126000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q3,,2012-09-30,2013-11-05 14:35:18+00:00,133209000.0,397414000.0,,3477496000.0,-204723000.0,,243126000.0,0.0,2697455000.0,45353000.0,,3086716000.0,6690448000.0,693308000.0,2527450000.0,42226000.0,336978000.0,3212952000.0,0.0,680880000.0,,,,213735000.0,0.0,0.0,141459000.0,618292000.0,26384000.0,,1274465000.0,285153000.0,,8225916000.0,3767197000.0,1049255000.0,632097000.0,3767197000.0,3767197000.0,4458719000.0,8225916000.0,3963709000.0,3826622000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q2,,2012-06-30,2013-08-06 10:59:00+00:00,171834000.0,390131000.0,,3419174000.0,-208782000.0,,158301000.0,0.0,2690217000.0,43357000.0,,3086716000.0,6697685000.0,694972000.0,2528387000.0,28506000.0,334606000.0,3278511000.0,0.0,687337000.0,,,,159481000.0,0.0,0.0,140135000.0,604948000.0,24840000.0,,1261501000.0,285152000.0,,8180075000.0,3742936000.0,951235000.0,616467000.0,3742936000.0,3742936000.0,4437139000.0,8180075000.0,3950329000.0,3820672000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2012.0,Q1,,2012-03-31,2013-05-07 10:53:39+00:00,125101000.0,318176000.0,,3349258000.0,-212821000.0,,191172000.0,0.0,2677348000.0,43394000.0,,3086716000.0,6698952000.0,695852000.0,2669752000.0,29172000.0,341333000.0,3349694000.0,0.0,704166000.0,,,,211286000.0,0.0,0.0,135956000.0,615421000.0,24574000.0,,1281080000.0,144706000.0,,8216039000.0,3745607000.0,918649000.0,481093000.0,3745607000.0,3745607000.0,4470432000.0,8216039000.0,3947696000.0,3989339000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,FY,,2013-12-31,2015-02-26 17:33:54+00:00,139345000.0,339621000.0,,,-99631000.0,228234000.0,193738000.0,0.0,2741903000.0,40423000.0,72675000.0,3081521000.0,,697578000.0,2522243000.0,42387000.0,344606000.0,3312017000.0,219743000.0,701075000.0,253848000.0,,,75991000.0,10559000.0,10954000.0,174144000.0,96759000.0,22549000.0,,1295834000.0,170000.0,,8259143000.0,3938106000.0,951496000.0,299135000.0,3938106000.0,3938106000.0,4321037000.0,8259143000.0,3995630000.0,4021902000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q3,,2013-09-30,2014-11-05 12:52:37+00:00,154451000.0,445230000.0,,3578010000.0,-153876000.0,,245813000.0,0.0,2728733000.0,39326000.0,,3081521000.0,6792470000.0,697655000.0,2523389000.0,43275000.0,328179000.0,3214460000.0,225863000.0,673135000.0,,,,204029000.0,10559000.0,,172184000.0,666115000.0,31854000.0,,1288054000.0,163000.0,,8310056000.0,3862911000.0,1100961000.0,358643000.0,3862911000.0,3862911000.0,4447145000.0,8310056000.0,3994635000.0,4088502000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q2,,2013-06-30,2014-08-06 10:59:27+00:00,128142000.0,404682000.0,,3519862000.0,-156666000.0,,86979000.0,0.0,2722202000.0,39275000.0,,3081521000.0,6735203000.0,698471000.0,2524420000.0,43194000.0,340487000.0,3215341000.0,73068000.0,664967000.0,,,,163466000.0,12926000.0,,170048000.0,652480000.0,27300000.0,0.0,1247984000.0,100161000.0,,8120224000.0,3813520000.0,911649000.0,391769000.0,3813520000.0,3813520000.0,4306704000.0,8120224000.0,3993234000.0,3914935000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2013.0,Q1,,2013-03-31,2014-05-12 15:14:50+00:00,116677000.0,322172000.0,,3507394000.0,-221231000.0,,188081000.0,0.0,2715648000.0,38844000.0,,3086043000.0,6675569000.0,694659000.0,2525420000.0,41707000.0,340574000.0,3168175000.0,73392000.0,614405000.0,,,,212572000.0,12929000.0,,160529000.0,680476000.0,24762000.0,0.0,1220512000.0,140604000.0,,8078475000.0,3714929000.0,927362000.0,469853000.0,3714929000.0,3714929000.0,4363546000.0,8078475000.0,3982938000.0,3893693000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2014.0,FY,,2014-12-31,2016-02-25 10:19:57+00:00,145148000.0,373842000.0,63139000.0,,-161714000.0,226565000.0,141273000.0,0.0,2866568000.0,39726000.0,84722000.0,3094824000.0,,758243000.0,1834642000.0,41650000.0,321804000.0,3071630000.0,213968000.0,691137000.0,351324000.0,,,,15184000.0,8732000.0,154281000.0,94884000.0,28640000.0,0.0,1471845000.0,150137000.0,,8041097000.0,4176699000.0,920469000.0,451878000.0,4176699000.0,4176699000.0,3864398000.0,8041097000.0,4048998000.0,3412520000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2014.0,Q3,,2014-09-30,2015-11-04 10:13:32+00:00,167837000.0,479748000.0,,3539772000.0,-91515000.0,,91868000.0,0.0,2850872000.0,41745000.0,,3095317000.0,6608342000.0,758863000.0,1984075000.0,42117000.0,306584000.0,3068570000.0,216205000.0,733613000.0,,,,196830000.0,0.0,0.0,150160000.0,569841000.0,34673000.0,,1441742000.0,145000.0,,8069645000.0,4201099000.0,954618000.0,364812000.0,4201099000.0,4201099000.0,3868546000.0,8069645000.0,4046457000.0,3503734000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2014.0,Q2,,2014-06-30,2015-08-05 10:31:34+00:00,178239000.0,434332000.0,,3494896000.0,-93227000.0,,227684000.0,0.0,2796703000.0,40858000.0,,3081521000.0,6396658000.0,633442000.0,1983319000.0,42128000.0,309714000.0,2901762000.0,217589000.0,704544000.0,,,,171008000.0,0.0,0.0,150001000.0,569794000.0,27309000.0,62087000.0,1382711000.0,158000.0,,7910838000.0,4086187000.0,1101984000.0,349405000.0,4086187000.0,4086187000.0,3824651000.0,7910838000.0,3907092000.0,3475246000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2014.0,Q1,,2014-03-31,2015-05-06 11:44:07+00:00,150628000.0,348337000.0,,3446744000.0,-94926000.0,,268773000.0,0.0,2782751000.0,39591000.0,,3081521000.0,6340034000.0,633870000.0,2006782000.0,42137000.0,305833000.0,2893290000.0,218946000.0,693234000.0,,,,190069000.0,0.0,0.0,167675000.0,581286000.0,28184000.0,63024000.0,1343294000.0,171000.0,,7872235000.0,4031119000.0,1053742000.0,340868000.0,4031119000.0,4031119000.0,3841116000.0,7872235000.0,3925203000.0,3500248000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2015.0,FY,,2015-12-31,2017-02-24 11:20:42+00:00,175729000.0,418024000.0,,,-120069000.0,226594000.0,284060000.0,0.0,2955750000.0,,91440000.0,3094824000.0,,766579000.0,1980334000.0,40558000.0,347073000.0,3156290000.0,207660000.0,681096000.0,291959000.0,,,76428000.0,,9752000.0,158790000.0,106322000.0,34284000.0,1150000.0,1618507000.0,130000.0,,8301632000.0,4454188000.0,1084591000.0,353479000.0,4454188000.0,4454188000.0,3847444000.0,8301632000.0,4060751000.0,3493965000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2015.0,Q3,,2015-09-30,2016-11-02 14:54:08+00:00,195536000.0,552985000.0,,3683961000.0,-146846000.0,,168681000.0,0.0,2945908000.0,39301000.0,,3094824000.0,6803588000.0,766695000.0,1979493000.0,40516000.0,326706000.0,3119627000.0,209651000.0,692643000.0,,,,216411000.0,,,151514000.0,659725000.0,56017000.0,0.0,1564215000.0,130000.0,,8316866000.0,4363277000.0,1143690000.0,412077000.0,4363277000.0,4363277000.0,3953589000.0,8316866000.0,4053549000.0,3541512000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2015.0,Q2,,2015-06-30,2016-08-03 10:06:24+00:00,190904000.0,490411000.0,,3637392000.0,-151011000.0,,74736000.0,0.0,2924216000.0,39562000.0,,3094824000.0,6752916000.0,767995000.0,1893737000.0,41603000.0,341828000.0,3115524000.0,211429000.0,686171000.0,,,,163112000.0,,,153737000.0,670949000.0,75663000.0,0.0,1453752000.0,152624000.0,,8195883000.0,4226957000.0,1022200000.0,506640000.0,4226957000.0,4226957000.0,3968926000.0,8195883000.0,4058159000.0,3462286000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2015.0,Q1,,2015-03-31,2016-05-04 10:13:41+00:00,157829000.0,369952000.0,,3587444000.0,-156785000.0,,392657000.0,0.0,2898051000.0,39881000.0,,3094824000.0,6671537000.0,764072000.0,1888365000.0,41613000.0,333692000.0,3084093000.0,212987000.0,682849000.0,,,,180066000.0,,,147258000.0,678821000.0,58483000.0,0.0,1418901000.0,365441000.0,,8326525000.0,4160167000.0,1194665000.0,703336000.0,4160167000.0,4160167000.0,4166358000.0,8326525000.0,4047767000.0,3463022000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2016.0,FY,,2016-12-31,2018-02-27 10:53:25+00:00,145042000.0,491821000.0,,,-139376000.0,223872000.0,258986000.0,0.0,2940334000.0,,91455000.0,3094824000.0,,769052000.0,1982751000.0,39226000.0,345616000.0,3261438000.0,198388000.0,702854000.0,307015000.0,,,125858000.0,,9751000.0,169753000.0,111875000.0,31726000.0,9033000.0,1771518000.0,138000.0,,8471475000.0,4572476000.0,1137182000.0,372244000.0,4572476000.0,4572476000.0,3898999000.0,8471475000.0,4072855000.0,3526755000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2016.0,Q3,,2016-09-30,2016-11-02 14:54:08+00:00,163139000.0,531982000.0,,3876743000.0,-119106000.0,,135365000.0,0.0,2962115000.0,0.0,,3094824000.0,7105036000.0,753314000.0,1983639000.0,38914000.0,338042000.0,3228293000.0,201732000.0,706715000.0,,,,197642000.0,,,165981000.0,601117000.0,71370000.0,0.0,1660961000.0,131000.0,,8358085000.0,4503970000.0,1076759000.0,360912000.0,4503970000.0,4503970000.0,3854115000.0,8358085000.0,4053033000.0,3493203000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2016.0,Q2,,2016-06-30,2016-08-03 10:06:24+00:00,176476000.0,532795000.0,,3834680000.0,-119434000.0,,91902000.0,0.0,2959498000.0,0.0,,3094824000.0,7052051000.0,754341000.0,1982527000.0,38924000.0,347866000.0,3217371000.0,203800000.0,683999000.0,,,,156071000.0,,,161246000.0,607778000.0,50844000.0,0.0,1639267000.0,131000.0,,8290113000.0,4479331000.0,1023407000.0,332678000.0,4479331000.0,4479331000.0,3810782000.0,8290113000.0,4049335000.0,3478104000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2016.0,Q1,,2016-03-31,2016-05-04 10:13:41+00:00,185653000.0,443763000.0,,3786590000.0,-119755000.0,,191886000.0,0.0,2956464000.0,0.0,,3094824000.0,6984417000.0,753372000.0,1981425000.0,38895000.0,337758000.0,3197827000.0,205892000.0,663364000.0,,,,170701000.0,,,154604000.0,618806000.0,34096000.0,0.0,1584344000.0,131000.0,,8247025000.0,4421053000.0,1007503000.0,356485000.0,4421053000.0,4421053000.0,3825972000.0,8247025000.0,4041695000.0,3469487000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2017.0,FY,,2017-12-31,2019-02-26 10:27:58+00:00,197335000.0,588337000.0,,,-149466000.0,218117000.0,141646000.0,0.0,2937911000.0,,87208000.0,3122321000.0,,1063630000.0,2813482000.0,35115000.0,384338000.0,3918931000.0,191476000.0,464081000.0,303161000.0,,60780000.0,105282000.0,,11664000.0,184793000.0,102809000.0,,5000000.0,2180448000.0,41383000.0,,9504891000.0,4968893000.0,1180101000.0,442872000.0,4968893000.0,4968893000.0,4535998000.0,9504891000.0,4405859000.0,4093126000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2017.0,Q3,,2017-09-30,2017-11-03 10:39:03+00:00,181207000.0,579202000.0,,4002227000.0,-136259000.0,,701163000.0,0.0,2935387000.0,,,3101337000.0,7539928000.0,835269000.0,2809966000.0,35999000.0,365826000.0,3537701000.0,193117000.0,716165000.0,,,,227665000.0,,,182056000.0,621253000.0,100781000.0,0.0,1886006000.0,4827000.0,,9439334000.0,4685134000.0,1746972000.0,413699000.0,4685134000.0,4685134000.0,4754200000.0,9439334000.0,4154661000.0,4340501000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2017.0,Q2,,2017-06-30,2017-08-04 10:15:51+00:00,202753000.0,570086000.0,,3992728000.0,-137874000.0,,1129799000.0,0.0,2929450000.0,,,3101439000.0,7531536000.0,834971000.0,2809293000.0,38888000.0,374929000.0,3538808000.0,195020000.0,706726000.0,,,,197264000.0,,,171025000.0,631007000.0,109998000.0,0.0,1810528000.0,525776000.0,,9869943000.0,4602104000.0,2184812000.0,925793000.0,4602104000.0,4602104000.0,5267839000.0,9869943000.0,4146323000.0,4342046000.0,0.0
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2017.0,Q1,,2017-03-31,2017-05-10 12:52:16+00:00,175906000.0,468833000.0,,3980567000.0,-138629000.0,,286957000.0,0.0,2924942000.0,,,3101241000.0,7432388000.0,829114000.0,2329248000.0,34311000.0,363399000.0,3451821000.0,196739000.0,703491000.0,,,,184853000.0,,,170075000.0,633187000.0,38573000.0,0.0,1734448000.0,139000.0,,8744324000.0,4520761000.0,1157762000.0,360898000.0,4520761000.0,4520761000.0,4223563000.0,8744324000.0,4134741000.0,3862665000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2018.0,FY,,2018-12-31,2020-02-26 10:00:36+00:00,216473000.0,540778000.0,,,-172215000.0,225726000.0,40037000.0,0.0,2930248000.0,,91960000.0,3165396000.0,,1095378000.0,2779357000.0,44615000.0,429330000.0,4237307000.0,186397000.0,567283000.0,171465000.0,,64633000.0,141463000.0,,19631000.0,210289000.0,96449000.0,,4367000.0,2444870000.0,133023000.0,,9832130000.0,5202903000.0,1079145000.0,602550000.0,5202903000.0,5202903000.0,4629227000.0,9832130000.0,4515678000.0,4026677000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2018.0,Q3,,2018-09-30,2018-10-31 10:06:58+00:00,233885000.0,645715000.0,,4197592000.0,-143525000.0,,38026000.0,0.0,2927411000.0,,,3169615000.0,8386315000.0,1099354000.0,2778129000.0,42944000.0,408652000.0,4188723000.0,186829000.0,581026000.0,,,78476000.0,256507000.0,,,199087000.0,493447000.0,,5043000.0,2361903000.0,200023000.0,,9875635000.0,5145789000.0,1175912000.0,690415000.0,5145789000.0,5145789000.0,4729846000.0,9875635000.0,4511000000.0,4039431000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2018.0,Q2,,2018-06-30,2018-08-01 09:47:25+00:00,231913000.0,638114000.0,,4134750000.0,-144669000.0,,55059000.0,0.0,2920754000.0,,,3163954000.0,8241164000.0,1156898000.0,2776906000.0,41989000.0,403764000.0,4106414000.0,188826000.0,545756000.0,,,80209000.0,219860000.0,,,192327000.0,500870000.0,,6056000.0,2244545000.0,360023000.0,,9844784000.0,5020630000.0,1183202000.0,811796000.0,5020630000.0,5020630000.0,4824154000.0,9844784000.0,4555168000.0,4012358000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2018.0,Q1,,2018-03-31,2018-05-04 10:18:38+00:00,188163000.0,489436000.0,,4090574000.0,-145813000.0,,38141000.0,0.0,2920138000.0,,,3130161000.0,8116439000.0,1060831000.0,2775687000.0,35056000.0,399754000.0,4025865000.0,190731000.0,479430000.0,,,,195122000.0,,,190099000.0,510846000.0,75495000.0,8373000.0,2138885000.0,200022000.0,,9453211000.0,4913210000.0,1011199000.0,583307000.0,4913210000.0,4913210000.0,4540001000.0,9453211000.0,4416147000.0,3956694000.0,
Vulcan Materials Co,VMC,549300Q8LSNHAVWBNI21,1396009,2019.0,FY,,2019-12-31,2020-05-06 15:00:33+00:00,265159000.0,570116000.0,,4433179000.0,-197738000.0,,271589000.0,0.0,2923724000.0,,,3167061000.0,8749217000.0,1091475000.0,2784315000.0,60709000.0,458308000.0,4316038000.0,179880000.0,633039000.0,,,76396000.0,270379000.0,,,634184000.0,894139000.0,,2917000.0,2895871000.0,25000.0,,10648793000.0,5621857000.0,1379326000.0,535563000.0,5621857000.0,5621857000.0,5026936000.0,10648793000.0,4953429000.0,4491373000.0,
