company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2009.0,FY,2008-04-26,2009-04-24,2011-06-23 16:08:45+00:00,0.0,41000000.0,170500000.0,-24800000.0,405800000.0,249000000.0,1238400000.0,696600000.0,-1003300000.0,889200000.0,696600000.0,-1003300000.0,889200000.0,557700000.0,64600000.0,64600000.0,207300000.0,-218200000.0,-596900000.0,,-1152500000.0,-289600000.0,-172600000.0,-400000000.0,1035700000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,FY,2009-04-25,2010-04-30,2012-06-19 17:18:25+00:00,0.0,50800000.0,166000000.0,3600000.0,197800000.0,197100000.0,14200000.0,219900000.0,-987700000.0,975000000.0,219900000.0,-987700000.0,975000000.0,210800000.0,400400000.0,400400000.0,160000000.0,8600000.0,8200000.0,,-2632600000.0,-135600000.0,0.0,0.0,1772300000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q4,2010-01-30,2010-04-30,,,13000000.0,40000000.0,-4400000.0,139200000.0,40400000.0,14200000.0,62200000.0,-803200000.0,474600000.0,62200000.0,-803200000.0,474600000.0,-270800000.0,145200000.0,145200000.0,137200000.0,7600000.0,4100000.0,,-1297700000.0,-38400000.0,,,528800000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q2YTD,2009-04-25,2009-10-30,2010-12-06 16:03:40+00:00,0.0,-25300000.0,85200000.0,13900000.0,11500000.0,60100000.0,,61500000.0,-146300000.0,305500000.0,61500000.0,-146300000.0,305500000.0,234600000.0,147300000.0,147300000.0,86800000.0,1400000.0,3600000.0,,-883200000.0,-47500000.0,0.0,,780800000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q2,2009-08-01,2009-10-30,,,-38400000.0,42200000.0,3700000.0,152400000.0,26800000.0,,28200000.0,-354800000.0,267300000.0,28200000.0,-354800000.0,267300000.0,-55600000.0,95600000.0,95600000.0,15500000.0,1400000.0,4000000.0,,-722300000.0,-22800000.0,,,386300000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,FY,2010-05-01,2011-04-29,2013-06-17 16:34:38+00:00,-136500000.0,53100000.0,165600000.0,32300000.0,263700000.0,324200000.0,,450900000.0,-777200000.0,1346300000.0,450900000.0,-777200000.0,1346300000.0,1052300000.0,673100000.0,673100000.0,190800000.0,127700000.0,500000.0,,-2190900000.0,-222700000.0,-1000000.0,0.0,1772400000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q4,2011-01-29,2011-04-29,,-61600000.0,13900000.0,42300000.0,21700000.0,204000000.0,12200000.0,-400000.0,75200000.0,282200000.0,458800000.0,75200000.0,282200000.0,458800000.0,837900000.0,160600000.0,160600000.0,38000000.0,64400000.0,-300000.0,,-500000.0,-72900000.0,-1000000.0,,417500000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q3YTD,2010-05-01,2011-01-28,2012-03-05 16:36:57+00:00,-74900000.0,39200000.0,123300000.0,10600000.0,59700000.0,312000000.0,400000.0,375700000.0,-1059400000.0,887500000.0,375700000.0,-1059400000.0,887500000.0,214400000.0,512500000.0,512500000.0,152800000.0,63300000.0,800000.0,,-2190400000.0,-149800000.0,,0.0,1354900000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q3TTM,2010-01-30,2011-01-28,,-74900000.0,52200000.0,163300000.0,6200000.0,198900000.0,352400000.0,14600000.0,437900000.0,-1862600000.0,1362100000.0,437900000.0,-1862600000.0,1362100000.0,-56400000.0,657700000.0,657700000.0,290000000.0,70900000.0,4900000.0,,-3488100000.0,-188200000.0,,,1883700000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q3,2010-10-30,2011-01-28,,,13300000.0,41000000.0,100000.0,61300000.0,75900000.0,400000.0,100000000.0,-306200000.0,354400000.0,100000000.0,-306200000.0,354400000.0,148300000.0,186400000.0,186400000.0,52400000.0,21700000.0,800000.0,,-540300000.0,-66300000.0,2000000.0,,299600000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q2YTD,2010-05-01,2010-10-29,2011-12-05 16:22:15+00:00,-74900000.0,25900000.0,82300000.0,10500000.0,-1600000.0,236100000.0,,275700000.0,-753200000.0,533100000.0,275700000.0,-753200000.0,533100000.0,66100000.0,326100000.0,326100000.0,100400000.0,41600000.0,0.0,,-1650100000.0,-83500000.0,-2000000.0,0.0,1055300000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q2TTM,2009-10-31,2010-10-29,,-74900000.0,102000000.0,163100000.0,200000.0,184700000.0,373100000.0,14200000.0,434100000.0,-1594600000.0,1202600000.0,434100000.0,-1594600000.0,1202600000.0,42300000.0,579200000.0,579200000.0,173600000.0,48800000.0,4600000.0,,-3399500000.0,-171600000.0,-2000000.0,,2046800000.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q2,2010-07-31,2010-10-29,,,13000000.0,41600000.0,11800000.0,63300000.0,96200000.0,,135800000.0,-344300000.0,355800000.0,135800000.0,-344300000.0,355800000.0,159100000.0,184300000.0,184300000.0,53600000.0,41600000.0,-100000.0,,-924000000.0,-43300000.0,-2000000.0,,623100000.0,
