company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2009.0,FY,2008-04-26,2009-04-24,2011-06-23 16:08:45+00:00,0.2,0.2,,0.19,-56300000.0,1186100000.0,64600000.0,64600000.0,64600000.0,1416500000.0,3406400000.0,-33100000.0,,0.0,498500000.0,54400000.0,203700000.0,1416500000.0,1989900000.0,63400000.0,57600000.0,1942700000.0,47200000.0,-38900000.0,8300000.0,3406400000.0,323000000.0,330300000.0,334600000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,FY,2009-04-25,2010-04-30,2012-06-19 17:18:25+00:00,1.18,1.18,,1.13,46600000.0,1293700000.0,400400000.0,400400000.0,400400000.0,1412200000.0,3931400000.0,1500000.0,-39900000.0,,535700000.0,2500000.0,238800000.0,1412200000.0,2519200000.0,74100000.0,31200000.0,2030800000.0,488400000.0,-41400000.0,447000000.0,3931400000.0,339300000.0,339600000.0,353200000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q4,2010-01-30,2010-04-30,,0.43,0.43,,0.41,18800000.0,366700000.0,145100000.0,145100000.0,145100000.0,423300000.0,1171800000.0,1700000.0,-39900000.0,41100000.0,143700000.0,-200000.0,64200000.0,423300000.0,748500000.0,18800000.0,8100000.0,575600000.0,172900000.0,-9000000.0,163900000.0,1171800000.0,339300000.0,339600000.0,353200000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q3,2009-10-31,2010-01-29,2011-03-04 16:02:29+00:00,0.32,0.32,,0.3,10000000.0,324800000.0,107900000.0,107900000.0,107900000.0,370200000.0,1011700000.0,-700000.0,,0.0,129300000.0,0.0,58100000.0,370200000.0,641500000.0,18200000.0,7500000.0,512200000.0,129300000.0,-11400000.0,117900000.0,1011700000.0,337200000.0,341400000.0,360300000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q3YTD,2009-04-25,2010-01-29,,0.75,0.75,,0.72,27800000.0,927000000.0,255300000.0,255300000.0,255300000.0,988900000.0,2759600000.0,-200000.0,,-41100000.0,392000000.0,2700000.0,174600000.0,988900000.0,1770700000.0,55300000.0,23100000.0,1455200000.0,315500000.0,-32400000.0,283100000.0,2759600000.0,337200000.0,341400000.0,360300000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q2,2009-08-01,2009-10-30,2010-12-06 16:03:40+00:00,0.28,0.28,,0.27,10300000.0,300800000.0,95700000.0,95700000.0,95700000.0,303300000.0,910000000.0,1500000.0,,0.0,132400000.0,1200000.0,56900000.0,303300000.0,606700000.0,17900000.0,7000000.0,491300000.0,115400000.0,-9400000.0,106000000.0,910000000.0,341800000.0,336700000.0,349800000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q2YTD,2009-04-25,2009-10-30,,0.43,0.43,,0.42,17800000.0,602200000.0,147400000.0,147400000.0,147400000.0,618700000.0,1747900000.0,500000.0,,-41100000.0,262700000.0,2700000.0,116500000.0,618700000.0,1129200000.0,37100000.0,15600000.0,943000000.0,186200000.0,-21000000.0,165200000.0,1747900000.0,341800000.0,336700000.0,349800000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2010.0,Q1,2009-04-25,2009-07-31,2010-09-13 17:32:54+00:00,0.15,0.15,,0.15,7500000.0,301400000.0,51700000.0,51700000.0,51700000.0,315400000.0,837900000.0,-1000000.0,,-41100000.0,130300000.0,1500000.0,59600000.0,315400000.0,522500000.0,19200000.0,8600000.0,451700000.0,70800000.0,-11600000.0,59200000.0,837900000.0,344700000.0,334500000.0,338900000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,Q4,2011-01-29,2011-04-29,,0.47,0.47,,0.42,52000000.0,462600000.0,169500000.0,169500000.0,169500000.0,502600000.0,1444200000.0,4600000.0,,-300000.0,176500000.0,7500000.0,69000000.0,502600000.0,941600000.0,19700000.0,10300000.0,715300000.0,226300000.0,-4800000.0,221500000.0,1444200000.0,359900000.0,360900000.0,393700000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2011.0,FY,2010-05-01,2011-04-29,2013-06-17 16:34:38+00:00,1.87,1.87,,1.71,121000000.0,1597000000.0,673100000.0,673100000.0,673100000.0,1793900000.0,5122600000.0,5800000.0,,,648600000.0,7500000.0,251300000.0,1793900000.0,3328700000.0,75900000.0,39900000.0,2504400000.0,824300000.0,-30200000.0,794100000.0,5122600000.0,359900000.0,360900000.0,393700000.0
