company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2013.0,Q1,,2012-07-27,2012-08-30 17:03:37+00:00,275600000.0,584200000.0,,5200000.0,1529400000.0,0.0,4532200000.0,1404400000.0,217200000.0,905200000.0,,214600000.0,0.0,,203700000.0,1139100000.0,1363100000.0,511800000.0,346900000.0,406300000.0,207300000.0,,2765700000.0,1215800000.0,3911700000.0,9406000000.0,4375700000.0,6740800000.0,3459900000.0,4375700000.0,4375700000.0,5030300000.0,9406000000.0,1526100000.0,1570400000.0,,-2927400000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2014.0,FY,,2014-04-25,2015-06-12 16:06:31+00:00,247000000.0,855900000.0,793800000.0,9100000.0,2291000000.0,0.0,3776300000.0,1653800000.0,,988100000.0,,121500000.0,990100000.0,,122400000.0,1108800000.0,1446400000.0,489700000.0,,524100000.0,296200000.0,,1100000.0,,2712300000.0,9213800000.0,3786500000.0,6471300000.0,2694600000.0,3786500000.0,3786500000.0,5427300000.0,9213800000.0,1633700000.0,2732700000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2014.0,Q3,,2014-01-24,2014-02-26 16:05:11+00:00,186600000.0,584300000.0,,6700000.0,2152700000.0,0.0,3909200000.0,1566300000.0,296900000.0,988100000.0,,136100000.0,995200000.0,,118200000.0,1128600000.0,1393000000.0,457600000.0,374000000.0,518400000.0,272700000.0,,0.0,0.0,2916600000.0,9000600000.0,3915900000.0,6229400000.0,2423800000.0,3915900000.0,3915900000.0,5084700000.0,9000600000.0,1642600000.0,2660900000.0,,0.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2014.0,Q2,,2013-10-25,2013-11-26 16:10:29+00:00,223800000.0,590400000.0,,6300000.0,2260500000.0,0.0,3998600000.0,1525800000.0,306700000.0,988100000.0,,150900000.0,995000000.0,,115900000.0,1142900000.0,1406100000.0,441000000.0,352400000.0,495500000.0,267200000.0,,115500000.0,0.0,3012200000.0,9197400000.0,4120400000.0,6420000000.0,2408700000.0,4120400000.0,4120400000.0,5077000000.0,9197400000.0,1634500000.0,2668300000.0,,0.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2014.0,Q1,,2013-07-26,2013-08-29 16:04:39+00:00,218700000.0,533300000.0,,-1300000.0,1796800000.0,0.0,4633400000.0,1529100000.0,240400000.0,988100000.0,,165700000.0,994800000.0,,116500000.0,1163400000.0,1412200000.0,467800000.0,341900000.0,499100000.0,262800000.0,,2313300000.0,0.0,3287200000.0,9017900000.0,4018000000.0,6201600000.0,2330100000.0,4018000000.0,4018000000.0,4999900000.0,9017900000.0,1652900000.0,2669800000.0,,-2927400000.0
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2015.0,FY,,2015-04-24,2015-12-02 16:06:00+00:00,284000000.0,779000000.0,701000000.0,-24000000.0,1922000000.0,0.0,3385000000.0,1724000000.0,,1027000000.0,,90000000.0,1487000000.0,,146000000.0,1030000000.0,1473000000.0,522000000.0,,481000000.0,318000000.0,,53000000.0,,3404000000.0,9401000000.0,3414000000.0,6773000000.0,2709000000.0,3414000000.0,3414000000.0,5987000000.0,9401000000.0,1598000000.0,3278000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2015.0,Q3,,2015-01-23,2015-02-25 16:06:20+00:00,194200000.0,666300000.0,,-14300000.0,2539700000.0,0.0,3452500000.0,1679400000.0,282600000.0,1031300000.0,,105000000.0,1494700000.0,,117800000.0,1050700000.0,1430300000.0,518000000.0,335100000.0,493100000.0,310400000.0,,69800000.0,,2712800000.0,9234700000.0,3508000000.0,6554600000.0,2491300000.0,3508000000.0,3508000000.0,5726700000.0,9234700000.0,1629400000.0,3235400000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2015.0,Q2,,2014-10-24,2014-11-25 16:09:39+00:00,210300000.0,632700000.0,,600000.0,2905200000.0,0.0,3460700000.0,1632100000.0,315300000.0,988100000.0,,92500000.0,1494400000.0,,107600000.0,1081700000.0,1414900000.0,479400000.0,333300000.0,526100000.0,315900000.0,,0.0,,2364200000.0,9177500000.0,3461300000.0,6489100000.0,2491000000.0,3461300000.0,3461300000.0,5716200000.0,9177500000.0,1606700000.0,3225200000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2015.0,Q1,,2014-07-25,2014-08-28 16:54:35+00:00,183100000.0,585400000.0,,9100000.0,3031600000.0,0.0,3791500000.0,1656400000.0,243000000.0,988100000.0,,107000000.0,1494100000.0,,104200000.0,1098000000.0,1419900000.0,494300000.0,318400000.0,531200000.0,320800000.0,,36100000.0,,2532600000.0,9472400000.0,3836700000.0,6748100000.0,2400900000.0,3836700000.0,3836700000.0,5635700000.0,9472400000.0,1626300000.0,3234800000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2016.0,FY,,2016-04-29,2017-06-20 16:07:09+00:00,254000000.0,813000000.0,765000000.0,-31000000.0,2868000000.0,0.0,2912000000.0,1794000000.0,,1676000000.0,,180000000.0,1490000000.0,,98000000.0,937000000.0,1591000000.0,234000000.0,,796000000.0,413000000.0,,0.0,849000000.0,2435000000.0,10037000000.0,2881000000.0,6448000000.0,3662000000.0,2881000000.0,2881000000.0,7156000000.0,10037000000.0,2652000000.0,3494000000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2016.0,Q3,,2016-01-29,2016-03-07 16:07:16+00:00,175000000.0,585000000.0,617000000.0,-41000000.0,2495000000.0,0.0,3099000000.0,1684000000.0,,1027000000.0,,37000000.0,1490000000.0,,102000000.0,873000000.0,1441000000.0,354000000.0,,784000000.0,269000000.0,,51000000.0,,2528000000.0,8785000000.0,3109000000.0,6064000000.0,2476000000.0,3109000000.0,3109000000.0,5676000000.0,8785000000.0,1848000000.0,3200000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2016.0,Q2,,2015-10-30,2015-12-02 16:06:00+00:00,226000000.0,587000000.0,618000000.0,-35000000.0,2198000000.0,0.0,3022000000.0,1609000000.0,,1027000000.0,,51000000.0,1489000000.0,,125000000.0,1004000000.0,1437000000.0,555000000.0,,472000000.0,269000000.0,,0.0,,2616000000.0,8635000000.0,2987000000.0,6081000000.0,2453000000.0,2987000000.0,2987000000.0,5648000000.0,8635000000.0,1550000000.0,3195000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2016.0,Q1,,2015-07-31,2015-09-08 16:45:57+00:00,249000000.0,415000000.0,592000000.0,-34000000.0,2324000000.0,0.0,3065000000.0,1639000000.0,,1027000000.0,,64000000.0,1488000000.0,,193000000.0,1011000000.0,1427000000.0,561000000.0,,476000000.0,302000000.0,,-31000000.0,,2626000000.0,8697000000.0,3000000000.0,6119000000.0,2480000000.0,3000000000.0,3000000000.0,5697000000.0,8697000000.0,1567000000.0,3217000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2017.0,FY,,2017-04-28,2018-06-19 16:30:25+00:00,347000000.0,731000000.0,782000000.0,-29000000.0,2444000000.0,0.0,2769000000.0,1744000000.0,,1684000000.0,,131000000.0,744000000.0,,163000000.0,799000000.0,1598000000.0,383000000.0,,681000000.0,249000000.0,,40000000.0,1249000000.0,2477000000.0,9493000000.0,2780000000.0,6198000000.0,4122000000.0,2780000000.0,2780000000.0,6713000000.0,9493000000.0,2496000000.0,2591000000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2017.0,Q3,,2017-01-27,2017-02-28 16:06:36+00:00,258000000.0,605000000.0,747000000.0,-37000000.0,2213000000.0,0.0,2731000000.0,1699000000.0,,1676000000.0,,145000000.0,744000000.0,,125000000.0,892000000.0,1535000000.0,277000000.0,,696000000.0,238000000.0,,0.0,1140000000.0,2426000000.0,9055000000.0,2694000000.0,5646000000.0,3844000000.0,2694000000.0,2694000000.0,6361000000.0,9055000000.0,2517000000.0,2517000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2017.0,Q2,,2016-10-28,2016-12-02 16:06:26+00:00,253000000.0,547000000.0,620000000.0,-41000000.0,2113000000.0,0.0,2830000000.0,1655000000.0,,1676000000.0,,158000000.0,1492000000.0,,97000000.0,949000000.0,1546000000.0,219000000.0,,759000000.0,407000000.0,,0.0,0.0,2244000000.0,8762000000.0,2789000000.0,5220000000.0,2528000000.0,2789000000.0,2789000000.0,5973000000.0,8762000000.0,2593000000.0,3445000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2017.0,Q1,,2016-07-29,2016-09-02 16:07:29+00:00,239000000.0,501000000.0,561000000.0,-31000000.0,2294000000.0,0.0,2823000000.0,1724000000.0,,1676000000.0,,169000000.0,1491000000.0,,81000000.0,942000000.0,1576000000.0,220000000.0,,777000000.0,404000000.0,,0.0,0.0,2127000000.0,8787000000.0,2792000000.0,5223000000.0,2524000000.0,2792000000.0,2792000000.0,5995000000.0,8787000000.0,2622000000.0,3471000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2018.0,FY,,2018-04-27,2019-06-18 16:43:53+00:00,609000000.0,1047000000.0,825000000.0,-70000000.0,2941000000.0,0.0,2355000000.0,1712000000.0,,1739000000.0,,94000000.0,1541000000.0,,122000000.0,756000000.0,1651000000.0,392000000.0,,450000000.0,992000000.0,,-9000000.0,385000000.0,2450000000.0,9991000000.0,2276000000.0,6952000000.0,3531000000.0,2276000000.0,2276000000.0,7715000000.0,9991000000.0,2283000000.0,4184000000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2018.0,Q3,,2018-01-26,2018-02-22 16:16:47+00:00,458000000.0,754000000.0,739000000.0,-42000000.0,2974000000.0,0.0,2707000000.0,1719000000.0,,1739000000.0,,106000000.0,1540000000.0,,98000000.0,741000000.0,1550000000.0,295000000.0,,435000000.0,973000000.0,,-489000000.0,632000000.0,2645000000.0,9787000000.0,2176000000.0,6766000000.0,3548000000.0,2176000000.0,2176000000.0,7611000000.0,9787000000.0,2280000000.0,4063000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2018.0,Q2,,2017-10-27,2017-11-29 16:31:32+00:00,379000000.0,584000000.0,722000000.0,-19000000.0,3535000000.0,0.0,2779000000.0,1645000000.0,,1739000000.0,,120000000.0,1540000000.0,,108000000.0,795000000.0,1522000000.0,363000000.0,,634000000.0,255000000.0,,17000000.0,1468000000.0,2430000000.0,10308000000.0,2777000000.0,7020000000.0,4214000000.0,2777000000.0,2777000000.0,7531000000.0,10308000000.0,2493000000.0,3317000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2018.0,Q1,,2017-07-28,2017-08-29 16:06:30+00:00,289000000.0,518000000.0,653000000.0,-13000000.0,2951000000.0,0.0,2771000000.0,1702000000.0,,1701000000.0,,124000000.0,745000000.0,,143000000.0,799000000.0,1549000000.0,316000000.0,,677000000.0,250000000.0,,10000000.0,1643000000.0,2370000000.0,9599000000.0,2768000000.0,6298000000.0,4287000000.0,2768000000.0,2768000000.0,6831000000.0,9599000000.0,2502000000.0,2544000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2019.0,FY,,2019-04-26,2020-06-15 16:08:13+00:00,542000000.0,1216000000.0,851000000.0,-43000000.0,2325000000.0,0.0,1133000000.0,1825000000.0,,1735000000.0,759000000.0,47000000.0,1144000000.0,,131000000.0,759000000.0,1843000000.0,364000000.0,,590000000.0,797000000.0,,0.0,649000000.0,1574000000.0,8741000000.0,1090000000.0,5610000000.0,3867000000.0,1090000000.0,1090000000.0,7651000000.0,8741000000.0,2372000000.0,3784000000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2019.0,Q3,,2019-01-25,2019-02-19 16:06:58+00:00,497000000.0,872000000.0,730000000.0,-68000000.0,2271000000.0,0.0,1298000000.0,1641000000.0,,1742000000.0,,56000000.0,1144000000.0,,100000000.0,763000000.0,1716000000.0,340000000.0,,496000000.0,898000000.0,,0.0,562000000.0,1778000000.0,8418000000.0,1230000000.0,5361000000.0,3430000000.0,1230000000.0,1230000000.0,7188000000.0,8418000000.0,2294000000.0,3758000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2019.0,Q2,,2018-10-26,2018-11-19 16:09:10+00:00,472000000.0,765000000.0,652000000.0,-75000000.0,2359000000.0,0.0,1605000000.0,1538000000.0,,1742000000.0,,69000000.0,1144000000.0,,86000000.0,770000000.0,1668000000.0,321000000.0,,499000000.0,899000000.0,,0.0,648000000.0,1940000000.0,8551000000.0,1530000000.0,5471000000.0,3310000000.0,1530000000.0,1530000000.0,7021000000.0,8551000000.0,2310000000.0,3711000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2019.0,Q1,,2018-07-27,2018-08-21 16:06:57+00:00,425000000.0,616000000.0,592000000.0,-70000000.0,2627000000.0,0.0,1992000000.0,1623000000.0,,1739000000.0,,81000000.0,1542000000.0,,97000000.0,768000000.0,1637000000.0,329000000.0,,464000000.0,964000000.0,,0.0,200000000.0,2184000000.0,8905000000.0,1922000000.0,5853000000.0,2840000000.0,1922000000.0,1922000000.0,6983000000.0,8905000000.0,2284000000.0,4143000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2020.0,FY,,2020-04-24,2020-06-15 16:08:13+00:00,426000000.0,973000000.0,774000000.0,-42000000.0,2658000000.0,0.0,284000000.0,1894000000.0,,1778000000.0,727000000.0,44000000.0,1146000000.0,,145000000.0,727000000.0,1804000000.0,274000000.0,,699000000.0,714000000.0,,0.0,522000000.0,224000000.0,7522000000.0,242000000.0,4274000000.0,3616000000.0,242000000.0,242000000.0,7280000000.0,7522000000.0,2521000000.0,3664000000.0,0.0,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2020.0,Q3,,2020-01-24,2020-02-18 16:07:15+00:00,381000000.0,821000000.0,660000000.0,-39000000.0,2705000000.0,0.0,321000000.0,1795000000.0,,1770000000.0,,43000000.0,1146000000.0,,113000000.0,740000000.0,1778000000.0,276000000.0,,712000000.0,748000000.0,,0.0,693000000.0,303000000.0,7483000000.0,282000000.0,4218000000.0,3529000000.0,282000000.0,282000000.0,7201000000.0,7483000000.0,2525000000.0,3672000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2020.0,Q2,,2019-10-25,2019-11-18 16:07:06+00:00,382000000.0,780000000.0,606000000.0,-36000000.0,2545000000.0,0.0,572000000.0,1718000000.0,,1770000000.0,,51000000.0,1145000000.0,,111000000.0,746000000.0,1750000000.0,313000000.0,,714000000.0,837000000.0,,0.0,498000000.0,442000000.0,7472000000.0,536000000.0,4191000000.0,3204000000.0,536000000.0,536000000.0,6936000000.0,7472000000.0,2535000000.0,3732000000.0,,
NetApp Inc,NTAP,QTX3D84DZDD5JYOCYH15,1002047,2020.0,Q1,,2019-07-26,2019-08-19 16:31:53+00:00,348000000.0,542000000.0,633000000.0,-39000000.0,2967000000.0,0.0,902000000.0,1764000000.0,,1770000000.0,,62000000.0,1145000000.0,,116000000.0,754000000.0,1746000000.0,326000000.0,,709000000.0,882000000.0,,0.0,430000000.0,565000000.0,7811000000.0,863000000.0,4516000000.0,3175000000.0,863000000.0,863000000.0,6948000000.0,7811000000.0,2541000000.0,3773000000.0,,
