company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2008.0,FY,,2008-12-31,2010-02-25 20:48:03+00:00,-1606000000.0,13993000000.0,0.0,10728000000.0,,6554000000.0,,,60041000000.0,,2948000000.0,15486000000.0,90053000000.0,14852000000.0,14861000000.0,2719000000.0,8993000000.0,126074000000.0,11841000000.0,11841000000.0,11841000000.0,114233000000.0,126074000000.0,,12526000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q3,,2009-09-30,2009-10-30 16:27:04+00:00,-556000000.0,12292000000.0,0.0,11252000000.0,3267000000.0,6356000000.0,28116000000.0,,52850000000.0,28116000000.0,2759000000.0,23863000000.0,43857000000.0,13061000000.0,14526000000.0,3247000000.0,2202000000.0,120445000000.0,13943000000.0,13943000000.0,13943000000.0,106502000000.0,120445000000.0,,23798000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q2,,2009-06-30,2009-09-02 15:59:58+00:00,-905000000.0,9486000000.0,0.0,11394000000.0,3913000000.0,6129000000.0,29238000000.0,,53516000000.0,29238000000.0,2763000000.0,20128000000.0,43187000000.0,13519000000.0,5968000000.0,2931000000.0,10484000000.0,117035000000.0,13420000000.0,13420000000.0,13420000000.0,103615000000.0,117035000000.0,,22319000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,FY,,2010-12-31,2012-02-24 12:34:57+00:00,-917000000.0,2799000000.0,0.0,12175000000.0,40434000000.0,13557000000.0,57204000000.0,,66416000000.0,57204000000.0,2905000000.0,29727000000.0,15780000000.0,15593000000.0,15309000000.0,4972000000.0,3414000000.0,146689000000.0,16230000000.0,16230000000.0,16230000000.0,130459000000.0,146689000000.0,,14010000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3,,2010-09-30,2010-11-03 17:22:14+00:00,-617000000.0,2557000000.0,0.0,11955000000.0,0.0,18784000000.0,,,68828000000.0,,2799000000.0,28365000000.0,104746000000.0,15104000000.0,15920000000.0,4582000000.0,1919000000.0,146056000000.0,15920000000.0,15920000000.0,15920000000.0,130136000000.0,146056000000.0,,17170000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2,,2010-06-30,2010-08-04 21:45:58+00:00,-1036000000.0,2264000000.0,0.0,11825000000.0,0.0,18423000000.0,,,69345000000.0,,2714000000.0,28352000000.0,103034000000.0,14030000000.0,14914000000.0,3724000000.0,2609000000.0,143763000000.0,14513000000.0,14513000000.0,14513000000.0,129250000000.0,143763000000.0,,17328000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q1,,2010-03-31,2010-05-05 17:06:53+00:00,-1040000000.0,2205000000.0,0.0,11540000000.0,,18893000000.0,,,72293000000.0,,2731000000.0,28120000000.0,101144000000.0,12821000000.0,14724000000.0,2925000000.0,1931000000.0,143314000000.0,13425000000.0,13425000000.0,13425000000.0,129889000000.0,143314000000.0,,18341000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,FY,,2011-12-31,2013-02-22 09:45:18+00:00,-876000000.0,4321000000.0,0.0,12449000000.0,44109000000.0,20572000000.0,60747000000.0,,59570000000.0,60747000000.0,3367000000.0,37898000000.0,13074000000.0,17157000000.0,15581000000.0,7221000000.0,4337000000.0,153337000000.0,18794000000.0,18794000000.0,18794000000.0,134543000000.0,153337000000.0,,7147000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q2,,2011-06-30,2011-08-03 16:38:45+00:00,-751000000.0,2721000000.0,0.0,12519000000.0,43383000000.0,20361000000.0,56189000000.0,,61395000000.0,56189000000.0,3062000000.0,32291000000.0,12651000000.0,16039000000.0,16164000000.0,6437000000.0,3702000000.0,147796000000.0,18205000000.0,18205000000.0,18205000000.0,129591000000.0,147796000000.0,,9429000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,FY,,2012-12-31,2014-02-25 12:48:41+00:00,-927000000.0,2358000000.0,,12288000000.0,45914000000.0,19892000000.0,63758000000.0,,58973000000.0,63758000000.0,3635000000.0,39803000000.0,11969000000.0,17557000000.0,14607000000.0,7525000000.0,3314000000.0,153140000000.0,18886000000.0,18886000000.0,18886000000.0,134254000000.0,153140000000.0,,5614000000.0
