company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depositsinterestincome,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 17:23:28+00:00,0.91,1.82,0.18,141000000.0,16000000.0,0.9,547000000.0,103000000.0,1675000000.0,469000000.0,2275000000.0,1093000000.0,1093000000.0,0.0,1093000000.0,1184000000.0,,,,3761000000.0,1331000000.0,2028000000.0,373000000.0,1354000000.0,0.0,610000000.0,1794000000.0,4960000000.0,5789000000.0,1640000000.0,6973000000.0,1201100000.0,1193000000.0,1199000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.49,4.24,0.54,406000000.0,45000000.0,2.47,1492000000.0,345000000.0,5107000000.0,1410000000.0,6405000000.0,2995000000.0,2995000000.0,,2995000000.0,3679000000.0,,,,10863000000.0,3482000000.0,5796000000.0,1968000000.0,3996000000.0,2000000.0,1818000000.0,5497000000.0,13883000000.0,16659000000.0,4487000000.0,20338000000.0,1201100000.0,1193000000.0,1199000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3TTM,2009-10-01,2010-09-30,,3.09,5.44,,532000000.0,56000000.0,2.22,1743000000.0,570000000.0,6143000000.0,1845000000.0,8535000000.0,3711000000.0,3705000000.0,6000000.0,3711000000.0,4389000000.0,,,,14511000000.0,4749000000.0,7740000000.0,2716000000.0,5192000000.0,3000000.0,2380000000.0,6769000000.0,18476000000.0,22251000000.0,5448000000.0,26640000000.0,1201100000.0,1193000000.0,1199000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 16:38:45+00:00,0.84,1.68,0.18,137000000.0,16000000.0,0.84,578000000.0,125000000.0,1657000000.0,472000000.0,2143000000.0,1017000000.0,1017000000.0,0.0,1017000000.0,1188000000.0,,,,3680000000.0,1100000000.0,1937000000.0,652000000.0,1315000000.0,1000000.0,610000000.0,1798000000.0,4558000000.0,5617000000.0,1595000000.0,6805000000.0,1210700000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.58,2.42,0.36,265000000.0,29000000.0,1.57,945000000.0,242000000.0,3432000000.0,941000000.0,4130000000.0,1902000000.0,1902000000.0,,1902000000.0,2495000000.0,,,,7102000000.0,2151000000.0,3768000000.0,1595000000.0,2642000000.0,2000000.0,1208000000.0,3703000000.0,8923000000.0,10870000000.0,2847000000.0,13365000000.0,1210700000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.72,4.7,,500000000.0,49000000.0,2.39,1472000000.0,696000000.0,5527000000.0,1808000000.0,7879000000.0,3258000000.0,3254000000.0,4000000.0,3258000000.0,3959000000.0,,,,14194000000.0,4458000000.0,7530000000.0,3521000000.0,5099000000.0,5000000.0,2313000000.0,6272000000.0,17436000000.0,21724000000.0,4726000000.0,25683000000.0,1210700000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 13:35:09+00:00,0.74,0.74,0.18,128000000.0,13000000.0,0.73,367000000.0,117000000.0,1775000000.0,469000000.0,1987000000.0,885000000.0,885000000.0,,885000000.0,1307000000.0,,,,3422000000.0,1051000000.0,1831000000.0,943000000.0,1327000000.0,1000000.0,598000000.0,1905000000.0,4365000000.0,5253000000.0,1252000000.0,6560000000.0,1195900000.0,1185000000.0,1191000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.97,3.2,,468000000.0,44000000.0,1.64,970000000.0,767000000.0,4951000000.0,1771000000.0,7248000000.0,2578000000.0,2579000000.0,-1000000.0,2578000000.0,3512000000.0,,,,13817000000.0,4566000000.0,7641000000.0,4453000000.0,5154000000.0,11000000.0,2250000000.0,5762000000.0,16968000000.0,21458000000.0,3549000000.0,24970000000.0,1195900000.0,1185000000.0,1191000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q4,2011-10-01,2011-12-31,,1.01,1.01,-0.54,133000000.0,26000000.0,1.02,556000000.0,72000000.0,1587000000.0,443000000.0,2388000000.0,1192000000.0,1192000000.0,,1192000000.0,1110000000.0,,,,4336000000.0,1660000000.0,2296000000.0,409000000.0,1537000000.0,-1000000.0,575000000.0,1685000000.0,5585000000.0,6632000000.0,1748000000.0,7742000000.0,1192000000.0,1178000000.0,1184000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 12:48:41+00:00,4.14,4.14,,528000000.0,97000000.0,4.12,2057000000.0,327000000.0,6272000000.0,1792000000.0,9930000000.0,4935000000.0,4899000000.0,36000000.0,4935000000.0,4376000000.0,,,,16734000000.0,5712000000.0,8852000000.0,1112000000.0,6252000000.0,,2320000000.0,6696000000.0,21894000000.0,25586000000.0,6956000000.0,29962000000.0,1192000000.0,1178000000.0,1184000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q3,2011-07-01,2011-09-30,2012-10-31 16:13:30+00:00,1.04,1.04,0.18,127000000.0,33000000.0,1.03,476000000.0,68000000.0,1587000000.0,448000000.0,2511000000.0,1235000000.0,1235000000.0,0.0,1235000000.0,1113000000.0,,,,4218000000.0,1502000000.0,2240000000.0,249000000.0,1598000000.0,0.0,575000000.0,1688000000.0,5611000000.0,6458000000.0,1711000000.0,7571000000.0,1187500000.0,1175000000.0,1181000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.13,3.13,0.54,395000000.0,71000000.0,3.1,1501000000.0,255000000.0,4685000000.0,1349000000.0,7542000000.0,3743000000.0,3707000000.0,36000000.0,3743000000.0,3266000000.0,,,,12398000000.0,4052000000.0,6556000000.0,703000000.0,4715000000.0,1000000.0,1745000000.0,5011000000.0,16309000000.0,18954000000.0,5208000000.0,22220000000.0,1187500000.0,1175000000.0,1181000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.01,5.63,,535000000.0,92000000.0,3.98,1916000000.0,353000000.0,6361000000.0,1813000000.0,9875000000.0,4805000000.0,4769000000.0,36000000.0,4805000000.0,4456000000.0,,,,16415000000.0,5677000000.0,8593000000.0,942000000.0,6285000000.0,2000000.0,2350000000.0,6806000000.0,21837000000.0,25008000000.0,6685000000.0,29464000000.0,1187500000.0,1175000000.0,1181000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q2,2011-01-01,2011-06-30,2012-08-02 17:08:51+00:00,1.11,1.11,0.18,131000000.0,18000000.0,1.1,470000000.0,99000000.0,1543000000.0,445000000.0,2581000000.0,1331000000.0,1295000000.0,36000000.0,1331000000.0,1083000000.0,,,,4278000000.0,1320000000.0,2257000000.0,357000000.0,1595000000.0,1000000.0,577000000.0,1660000000.0,5496000000.0,6535000000.0,1765000000.0,7618000000.0,1199100000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.09,2.09,0.36,268000000.0,38000000.0,2.07,1025000000.0,187000000.0,3098000000.0,901000000.0,5031000000.0,2508000000.0,2472000000.0,36000000.0,2508000000.0,2153000000.0,,,,8180000000.0,2550000000.0,4316000000.0,454000000.0,3117000000.0,1000000.0,1170000000.0,3323000000.0,10698000000.0,12496000000.0,3497000000.0,14649000000.0,1199100000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.88,6.41,,549000000.0,75000000.0,3.85,1987000000.0,388000000.0,6449000000.0,1834000000.0,9639000000.0,4663000000.0,4627000000.0,36000000.0,4663000000.0,4527000000.0,,,,15958000000.0,5506000000.0,8381000000.0,1066000000.0,6041000000.0,2000000.0,2385000000.0,6912000000.0,21186000000.0,24339000000.0,6614000000.0,28866000000.0,1199100000.0,1190000000.0,1197000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q1,2011-01-01,2011-03-31,2012-05-01 14:57:54+00:00,0.98,0.98,0.18,137000000.0,20000000.0,0.97,555000000.0,88000000.0,1555000000.0,456000000.0,2450000000.0,1177000000.0,1177000000.0,,1177000000.0,1070000000.0,,,,3902000000.0,1230000000.0,2059000000.0,97000000.0,1522000000.0,0.0,593000000.0,1663000000.0,5202000000.0,5961000000.0,1732000000.0,7031000000.0,1201000000.0,1192000000.0,1198000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.61,6.98,,555000000.0,73000000.0,3.59,2095000000.0,414000000.0,6563000000.0,1861000000.0,9201000000.0,4349000000.0,4349000000.0,,4349000000.0,4632000000.0,,,,15360000000.0,5286000000.0,8061000000.0,1361000000.0,5761000000.0,2000000.0,2418000000.0,7050000000.0,20248000000.0,23421000000.0,6444000000.0,28053000000.0,1201000000.0,1192000000.0,1198000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 15:38:15+00:00,,3.91,,480000000.0,97000000.0,3.89,1969000000.0,246000000.0,6511000000.0,1746000000.0,9944000000.0,4482000000.0,4482000000.0,,4482000000.0,4628000000.0,,,,,6851000000.0,26927000000.0,1712000000.0,6597000000.0,,2226000000.0,6854000000.0,23392000000.0,26927000000.0,6451000000.0,31555000000.0,,1135000000.0,1141000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q4,2012-10-01,2012-12-31,,-1.07,0.58,-0.6,118000000.0,24000000.0,0.58,292000000.0,53000000.0,1660000000.0,426000000.0,2776000000.0,4482000000.0,3226000000.0,,4482000000.0,1193000000.0,1256000000.0,2589000000.0,,-13164000000.0,2166000000.0,20112000000.0,360000000.0,1910000000.0,,544000000.0,1737000000.0,6852000000.0,6948000000.0,929000000.0,8141000000.0,,1135000000.0,1141000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q3,2012-07-01,2012-09-30,2013-10-29 15:59:17+00:00,0.0,1.1,0.2,118000000.0,21000000.0,1.09,620000000.0,60000000.0,1658000000.0,440000000.0,2461000000.0,,0.0,0.0,,1181000000.0,,-1250000000.0,,4425000000.0,1536000000.0,2256000000.0,479000000.0,1516000000.0,0.0,558000000.0,1739000000.0,5513000000.0,6681000000.0,1870000000.0,7862000000.0,,1126000000.0,1132000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.07,3.33,0.6,362000000.0,73000000.0,3.31,1677000000.0,193000000.0,4851000000.0,1320000000.0,7168000000.0,,1256000000.0,,,3435000000.0,-1256000000.0,-2589000000.0,,13164000000.0,4685000000.0,6815000000.0,1352000000.0,4687000000.0,,1682000000.0,5117000000.0,16540000000.0,19979000000.0,5522000000.0,23414000000.0,,1126000000.0,1132000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.08,4.34,0.06,495000000.0,99000000.0,4.33,2233000000.0,265000000.0,6438000000.0,1763000000.0,9556000000.0,1192000000.0,2448000000.0,,1192000000.0,4545000000.0,-1256000000.0,-2589000000.0,,17500000000.0,6345000000.0,9111000000.0,1761000000.0,6224000000.0,-1000000.0,2257000000.0,6802000000.0,22125000000.0,26611000000.0,7270000000.0,31156000000.0,,1126000000.0,1132000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q2,2012-04-01,2012-06-30,2013-07-29 17:18:14+00:00,0.0,1.16,0.2,115000000.0,22000000.0,1.15,540000000.0,67000000.0,1582000000.0,435000000.0,2415000000.0,,0.0,0.0,,1121000000.0,,-1339000000.0,,4482000000.0,1674000000.0,2362000000.0,461000000.0,1536000000.0,0.0,550000000.0,1671000000.0,5625000000.0,6844000000.0,1879000000.0,7965000000.0,,1145000000.0,1152000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.07,2.23,0.4,244000000.0,52000000.0,2.22,1057000000.0,133000000.0,3193000000.0,880000000.0,4707000000.0,,1256000000.0,,,2254000000.0,-1256000000.0,-1339000000.0,,8739000000.0,3149000000.0,4559000000.0,873000000.0,3171000000.0,,1124000000.0,3378000000.0,11027000000.0,13298000000.0,3652000000.0,15552000000.0,,1145000000.0,1152000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.12,4.28,0.04,504000000.0,111000000.0,4.27,2089000000.0,273000000.0,6367000000.0,1771000000.0,9606000000.0,2427000000.0,3683000000.0,,2427000000.0,4477000000.0,-1256000000.0,-1339000000.0,,17293000000.0,6311000000.0,9095000000.0,1531000000.0,6306000000.0,-1000000.0,2274000000.0,6751000000.0,22223000000.0,26388000000.0,7111000000.0,30865000000.0,,1145000000.0,1152000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q1,2012-01-01,2012-03-31,2013-04-29 11:38:19+00:00,1.07,1.07,0.2,129000000.0,30000000.0,1.07,517000000.0,66000000.0,1611000000.0,445000000.0,2292000000.0,0.0,1256000000.0,0.0,,1133000000.0,-1256000000.0,,,4257000000.0,1475000000.0,2197000000.0,412000000.0,1635000000.0,0.0,574000000.0,1707000000.0,5402000000.0,6454000000.0,1773000000.0,7587000000.0,,1160000000.0,1166000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2012.0,Q1TTM,2011-01-01,2012-03-31,,4.23,4.23,0.02,520000000.0,107000000.0,4.22,2019000000.0,305000000.0,6328000000.0,1781000000.0,9772000000.0,3758000000.0,4978000000.0,36000000.0,3758000000.0,4439000000.0,-1256000000.0,,,17089000000.0,5957000000.0,8990000000.0,1427000000.0,6365000000.0,,2301000000.0,6740000000.0,22094000000.0,26079000000.0,6997000000.0,30518000000.0,,1160000000.0,1166000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 14:36:25+00:00,,4.91,,442000000.0,86000000.0,4.88,2529000000.0,201000000.0,6718000000.0,1516000000.0,2939000000.0,5359000000.0,5359000000.0,,5359000000.0,5047000000.0,,,,,14020000000.0,27823000000.0,1832000000.0,6191000000.0,,1958000000.0,7005000000.0,23150000000.0,27823000000.0,7888000000.0,32870000000.0,,1082000000.0,1089000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q4,2013-10-01,2013-12-31,,,1.22,-0.66,110000000.0,19000000.0,1.21,672000000.0,48000000.0,1715000000.0,353000000.0,-4614000000.0,3993000000.0,3993000000.0,,3993000000.0,1319000000.0,,2685000000.0,,-13826000000.0,9109000000.0,20950000000.0,479000000.0,1489000000.0,,463000000.0,1782000000.0,5984000000.0,7124000000.0,1980000000.0,8443000000.0,,1082000000.0,1089000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q3YTD,2013-01-01,2013-09-30,,,3.69,0.66,332000000.0,67000000.0,3.67,1857000000.0,153000000.0,5003000000.0,1163000000.0,7553000000.0,1366000000.0,1366000000.0,,1366000000.0,3728000000.0,,-2685000000.0,,13826000000.0,4911000000.0,6873000000.0,1353000000.0,4702000000.0,,1495000000.0,5223000000.0,17166000000.0,20699000000.0,5908000000.0,24427000000.0,,1074000000.0,1081000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q3TTM,2012-10-01,2013-09-30,,-1.07,4.27,0.06,450000000.0,91000000.0,4.25,2149000000.0,206000000.0,6663000000.0,1589000000.0,10329000000.0,5848000000.0,4592000000.0,,5848000000.0,4921000000.0,1256000000.0,-96000000.0,,662000000.0,7077000000.0,26985000000.0,1713000000.0,6612000000.0,,2039000000.0,6960000000.0,24018000000.0,27647000000.0,6837000000.0,32568000000.0,,1074000000.0,1081000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q3,2013-07-01,2013-09-30,2014-10-28 15:58:38+00:00,,1.26,0.23,111000000.0,21000000.0,1.25,638000000.0,48000000.0,1698000000.0,373000000.0,2643000000.0,1366000000.0,1366000000.0,,1366000000.0,1283000000.0,,,,4659000000.0,1691000000.0,2359000000.0,419000000.0,1544000000.0,,484000000.0,1767000000.0,5878000000.0,7018000000.0,2004000000.0,8301000000.0,,1074000000.0,1081000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 16:22:40+00:00,0.0,1.28,0.23,107000000.0,20000000.0,1.27,590000000.0,52000000.0,1622000000.0,385000000.0,2580000000.0,,0.0,0.0,,1202000000.0,,-1405000000.0,,4729000000.0,1609000000.0,2314000000.0,518000000.0,1543000000.0,0.0,492000000.0,1694000000.0,5732000000.0,7043000000.0,1995000000.0,8245000000.0,,1090000000.0,1097000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q2YTD,2013-01-01,2013-06-30,,,2.43,0.43,221000000.0,46000000.0,2.42,1219000000.0,105000000.0,3305000000.0,790000000.0,4910000000.0,,,,,2445000000.0,,-2685000000.0,,9167000000.0,3220000000.0,4514000000.0,934000000.0,3158000000.0,,1011000000.0,3456000000.0,11288000000.0,13681000000.0,3904000000.0,16126000000.0,,1090000000.0,1097000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q2TTM,2012-07-01,2013-06-30,,-1.07,4.11,0.03,457000000.0,91000000.0,4.09,2131000000.0,218000000.0,6623000000.0,1656000000.0,10147000000.0,4482000000.0,3226000000.0,,4482000000.0,4819000000.0,1256000000.0,-1346000000.0,,428000000.0,6922000000.0,26882000000.0,1773000000.0,6584000000.0,,2113000000.0,6932000000.0,23653000000.0,27310000000.0,6703000000.0,32129000000.0,,1090000000.0,1097000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 16:03:15+00:00,0.0,1.15,0.2,114000000.0,26000000.0,1.15,629000000.0,53000000.0,1683000000.0,405000000.0,2330000000.0,,0.0,0.0,,1243000000.0,,-1280000000.0,,4438000000.0,1611000000.0,2200000000.0,416000000.0,1615000000.0,0.0,519000000.0,1762000000.0,5556000000.0,6638000000.0,1909000000.0,7881000000.0,,1099000000.0,1106000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2013.0,Q1TTM,2012-04-01,2013-03-31,,-1.07,3.99,,465000000.0,93000000.0,3.97,2081000000.0,233000000.0,6583000000.0,1706000000.0,9982000000.0,4482000000.0,3226000000.0,,4482000000.0,4738000000.0,1256000000.0,-1280000000.0,,181000000.0,6987000000.0,26930000000.0,1716000000.0,6577000000.0,,2171000000.0,6909000000.0,23546000000.0,27111000000.0,6587000000.0,31849000000.0,,1099000000.0,1106000000.0
