company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 20:48:03+00:00,648000000.0,166000000.0,-162000000.0,852000000.0,23515000000.0,0.0,14230000000.0,-17407000000.0,8140000000.0,1236000000.0,786000000.0,-129000000.0,15466000000.0,-16621000000.0,8011000000.0,7022000000.0,3361000000.0,4012000000.0,4126000000.0,114000000.0,-575000000.0,,56000000.0,-712000000.0,4103000000.0,-33593000000.0,-938000000.0,-9214000000.0,-3572000000.0,0.0,17013000000.0,55000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2008.0,Q4,2008-10-01,2008-12-31,,174000000.0,-44000000.0,-4224000000.0,-4000000.0,5905000000.0,,699000000.0,5153000000.0,-1187000000.0,-574000000.0,20000000.0,217000000.0,125000000.0,5173000000.0,-970000000.0,4284000000.0,3588000000.0,240000000.0,306000000.0,66000000.0,1587000000.0,,4982000000.0,-209000000.0,970000000.0,-435000000.0,-344000000.0,-8582000000.0,1000000.0,,938000000.0,12000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 16:27:04+00:00,538000000.0,64000000.0,1789000000.0,180000000.0,13308000000.0,0.0,-4486000000.0,-217000000.0,8831000000.0,-6079000000.0,2605000000.0,-88000000.0,-10565000000.0,2388000000.0,8743000000.0,630000000.0,-3230000000.0,2459000000.0,2565000000.0,106000000.0,-889000000.0,,,-627000000.0,4828000000.0,-18878000000.0,-633000000.0,-13898000000.0,-219000000.0,0.0,19279000000.0,15000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2008.0,Q3,2008-07-01,2008-09-30,,179000000.0,31000000.0,-1685000000.0,20000000.0,3235000000.0,,-4785000000.0,3205000000.0,770000000.0,-3633000000.0,213000000.0,6000000.0,-8418000000.0,3418000000.0,776000000.0,-4193000000.0,-2782000000.0,815000000.0,861000000.0,46000000.0,-98000000.0,,,-209000000.0,1513000000.0,-3206000000.0,-228000000.0,-5049000000.0,,,6646000000.0,-7000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-09-02 15:59:58+00:00,359000000.0,33000000.0,3474000000.0,160000000.0,10073000000.0,0.0,299000000.0,-3422000000.0,8061000000.0,-2446000000.0,2392000000.0,-94000000.0,-2147000000.0,-1030000000.0,7967000000.0,4823000000.0,-448000000.0,1644000000.0,1704000000.0,60000000.0,-791000000.0,,,-418000000.0,3315000000.0,-15672000000.0,-405000000.0,-8849000000.0,-219000000.0,0.0,12633000000.0,22000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q4,2009-10-01,2009-12-31,,293000000.0,3000000.0,-398000000.0,83000000.0,2197000000.0,,1949000000.0,-6468000000.0,1419000000.0,,,6000000.0,1949000000.0,-6468000000.0,1425000000.0,-3091000000.0,2492000000.0,716000000.0,736000000.0,20000000.0,40000000.0,,-6684000000.0,-215000000.0,748000000.0,3574000000.0,-231000000.0,-2608000000.0,,,-3088000000.0,-39000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q3TTM,2008-10-01,2009-09-30,,951000000.0,-40000000.0,-4577000000.0,527000000.0,10405000000.0,3389000000.0,-5937000000.0,4673000000.0,3964000000.0,-534000000.0,216000000.0,-22000000.0,-6471000000.0,4889000000.0,3942000000.0,2320000000.0,12133000000.0,1654000000.0,1707000000.0,53000000.0,348000000.0,,7175000000.0,-918000000.0,5535000000.0,-17728000000.0,-835000000.0,-27745000000.0,-339000000.0,-3389000000.0,16010000000.0,51000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q3,2009-07-01,2009-09-30,,209000000.0,-16000000.0,355000000.0,,1520000000.0,,1982000000.0,-1107000000.0,2385000000.0,59000000.0,13000000.0,-74000000.0,2041000000.0,-1094000000.0,2311000000.0,3242000000.0,3779000000.0,640000000.0,638000000.0,-2000000.0,5000000.0,,-16425000000.0,-215000000.0,1178000000.0,3668000000.0,-157000000.0,-2762000000.0,-340000000.0,,11804000000.0,3000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q2TTM,2008-07-01,2009-06-30,,921000000.0,7000000.0,-6617000000.0,547000000.0,12120000000.0,3389000000.0,-12704000000.0,8985000000.0,2349000000.0,-4226000000.0,416000000.0,58000000.0,-16930000000.0,9401000000.0,2407000000.0,-5115000000.0,5572000000.0,1829000000.0,1930000000.0,101000000.0,245000000.0,,23600000000.0,-912000000.0,5870000000.0,-24602000000.0,-906000000.0,-30032000000.0,1000000.0,-3389000000.0,10852000000.0,41000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2009.0,Q2,2009-04-01,2009-06-30,,376000000.0,47000000.0,415000000.0,531000000.0,2980000000.0,,-6116000000.0,-1159000000.0,1773000000.0,-16000000.0,171000000.0,-166000000.0,-6132000000.0,-988000000.0,1607000000.0,-5466000000.0,2119000000.0,337000000.0,332000000.0,-5000000.0,-934000000.0,,18598000000.0,-268000000.0,1584000000.0,-13422000000.0,-246000000.0,-8089000000.0,,-3389000000.0,-6116000000.0,27000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,FY,2010-01-01,2010-12-31,2012-02-24 12:34:57+00:00,917000000.0,135000000.0,332000000.0,663000000.0,6974000000.0,0.0,-8084000000.0,-1229000000.0,8935000000.0,0.0,0.0,0.0,-8084000000.0,-1229000000.0,8935000000.0,-243000000.0,3406000000.0,4057000000.0,4057000000.0,0.0,1422000000.0,,-20000000.0,-867000000.0,2207000000.0,-14593000000.0,-878000000.0,-17670000000.0,-590000000.0,0.0,14262000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q4,2010-10-01,2010-12-31,,228000000.0,33000000.0,-855000000.0,288000000.0,3551000000.0,,-199000000.0,-6527000000.0,1708000000.0,,,,-199000000.0,-6527000000.0,1708000000.0,-4985000000.0,1351000000.0,1062000000.0,1062000000.0,,1034000000.0,,-2389000000.0,-217000000.0,239000000.0,-7285000000.0,-292000000.0,-4582000000.0,-590000000.0,,3439000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 17:23:28+00:00,689000000.0,102000000.0,1187000000.0,375000000.0,3423000000.0,,-7885000000.0,5298000000.0,7227000000.0,0.0,0.0,0.0,-7885000000.0,5298000000.0,7227000000.0,4742000000.0,2055000000.0,2995000000.0,2995000000.0,0.0,388000000.0,,2369000000.0,-650000000.0,1968000000.0,-7308000000.0,-586000000.0,-13088000000.0,0.0,,10823000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3TTM,2009-10-01,2010-09-30,,982000000.0,105000000.0,789000000.0,458000000.0,5620000000.0,,-5936000000.0,-1170000000.0,8646000000.0,,,6000000.0,-5936000000.0,-1170000000.0,8652000000.0,1651000000.0,4547000000.0,3711000000.0,3731000000.0,20000000.0,428000000.0,,-4315000000.0,-865000000.0,2716000000.0,-3734000000.0,-817000000.0,-15696000000.0,,,7735000000.0,-39000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q3,2010-07-01,2010-09-30,,248000000.0,112000000.0,946000000.0,80000000.0,1681000000.0,,-2048000000.0,-187000000.0,2777000000.0,,,,-2048000000.0,-187000000.0,2777000000.0,654000000.0,-13000000.0,1093000000.0,1093000000.0,,117000000.0,,42000000.0,-217000000.0,373000000.0,-2143000000.0,-264000000.0,-3579000000.0,,,2178000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 16:38:45+00:00,441000000.0,-10000000.0,241000000.0,295000000.0,1742000000.0,,-5837000000.0,5485000000.0,4450000000.0,0.0,0.0,0.0,-5837000000.0,5485000000.0,4450000000.0,4088000000.0,2068000000.0,1902000000.0,1902000000.0,0.0,271000000.0,,2327000000.0,-433000000.0,1595000000.0,-5165000000.0,-322000000.0,-9509000000.0,0.0,,8645000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2TTM,2009-07-01,2010-06-30,,943000000.0,-23000000.0,198000000.0,378000000.0,5459000000.0,,-1906000000.0,-2090000000.0,8254000000.0,59000000.0,13000000.0,-68000000.0,-1847000000.0,-2077000000.0,8186000000.0,4239000000.0,8339000000.0,3258000000.0,3276000000.0,18000000.0,316000000.0,,-20782000000.0,-863000000.0,3521000000.0,2077000000.0,-710000000.0,-14879000000.0,-340000000.0,,17361000000.0,-36000000.0
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q2,2010-04-01,2010-06-30,,220000000.0,-38000000.0,-214000000.0,174000000.0,1625000000.0,,-2176000000.0,-2195000000.0,2188000000.0,,,,-2176000000.0,-2195000000.0,2188000000.0,-2221000000.0,245000000.0,1017000000.0,1017000000.0,,513000000.0,,-774000000.0,-217000000.0,652000000.0,-2618000000.0,-175000000.0,-4003000000.0,,,1372000000.0,
American Express Co,AXP,R4PP93JZOLY261QX3811,4962,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 13:35:09+00:00,221000000.0,28000000.0,455000000.0,121000000.0,117000000.0,,-3661000000.0,7680000000.0,2262000000.0,,,,-3661000000.0,7680000000.0,2262000000.0,6309000000.0,1823000000.0,885000000.0,885000000.0,,-242000000.0,,3101000000.0,-216000000.0,943000000.0,-2547000000.0,-147000000.0,-5506000000.0,,,7273000000.0,
