company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 09:23:19+00:00,3381000.0,1.12,1.12,1.1,13306000.0,37868000.0,37868000.0,37868000.0,198725000.0,416651000.0,-254000.0,22465000.0,384000.0,135014000.0,198725000.0,217926000.0,5254000.0,161244000.0,56682000.0,-5508000.0,51174000.0,416651000.0,33800000.0,33757175.0,34533067.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q4,2011-10-01,2011-12-31,,5066000.0,4.42,2.97,2.89,23222000.0,94282000.0,94282000.0,94282000.0,302201000.0,648360000.0,-95000.0,30115000.0,3081000.0,184368000.0,302201000.0,346159000.0,5930000.0,222630000.0,123529000.0,-6025000.0,117504000.0,648360000.0,31900000.0,31897779.0,32839365.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,FY,2011-01-01,2011-12-31,2014-02-07 11:21:18+00:00,17808000.0,8.45,8.45,8.21,79684000.0,269493000.0,269493000.0,269493000.0,1091054000.0,2309328000.0,-2380000.0,116139000.0,5912000.0,703632000.0,1091054000.0,1218274000.0,23226000.0,843491000.0,374783000.0,-25606000.0,349177000.0,2309328000.0,31900000.0,31897779.0,32839365.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q3YTD,2011-01-01,2011-09-30,,12742000.0,4.03,5.48,5.32,56462000.0,175211000.0,175211000.0,175211000.0,788853000.0,1660968000.0,-2285000.0,86024000.0,2831000.0,519264000.0,788853000.0,872115000.0,17296000.0,620861000.0,251254000.0,-19581000.0,231673000.0,1660968000.0,31700000.0,31760270.0,32664482.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q3TTM,2010-10-01,2011-09-30,,16971000.0,6.49,7.94,7.71,85701000.0,256063000.0,256063000.0,256063000.0,1065028000.0,2253733000.0,-5592000.0,112490000.0,5221000.0,684071000.0,1065028000.0,1188705000.0,22596000.0,818753000.0,369952000.0,-28188000.0,341764000.0,2253733000.0,31700000.0,31760270.0,32664482.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 14:44:40+00:00,4795000.0,2.15,2.15,2.09,18862000.0,68196000.0,68196000.0,68196000.0,286697000.0,601114000.0,-409000.0,30068000.0,362000.0,185832000.0,286697000.0,314417000.0,5893000.0,221057000.0,93360000.0,-6302000.0,87058000.0,601114000.0,31700000.0,31760270.0,32664482.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q2YTD,2011-01-01,2011-06-30,,7947000.0,1.88,3.33,3.23,37600000.0,107015000.0,107015000.0,107015000.0,502156000.0,1059854000.0,-1876000.0,55956000.0,2469000.0,333432000.0,502156000.0,557698000.0,11403000.0,399804000.0,157894000.0,-13279000.0,144615000.0,1059854000.0,32000000.0,31997850.0,33013887.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q2TTM,2010-07-01,2011-06-30,,15843000.0,6.21,7.66,7.44,81620000.0,249948000.0,249948000.0,249948000.0,1012489000.0,2142832000.0,-5056000.0,107414000.0,5425000.0,643542000.0,1012489000.0,1130343000.0,21495000.0,772224000.0,358119000.0,-26551000.0,331568000.0,2142832000.0,32000000.0,31997850.0,33013887.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 10:28:40+00:00,4325000.0,1.88,1.88,1.82,21149000.0,60188000.0,60188000.0,60188000.0,264897000.0,561088000.0,-1207000.0,29605000.0,1971000.0,172054000.0,264897000.0,296191000.0,5692000.0,207955000.0,88236000.0,-6899000.0,81337000.0,561088000.0,32000000.0,31997850.0,33013887.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q1TTM,2010-04-01,2011-03-31,,15083000.0,5.86,7.31,7.11,78510000.0,241107000.0,241107000.0,241107000.0,969516000.0,2050293000.0,-4579000.0,100914000.0,4980000.0,615090000.0,969516000.0,1080777000.0,20514000.0,736067000.0,344710000.0,-25093000.0,319617000.0,2050293000.0,,32290595.0,33291632.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 10:30:25+00:00,3622000.0,,1.45,1.41,16451000.0,46827000.0,46827000.0,46827000.0,237259000.0,498766000.0,-669000.0,26351000.0,498000.0,161378000.0,237259000.0,261507000.0,5711000.0,191849000.0,69658000.0,-6380000.0,63278000.0,498766000.0,,32290595.0,33291632.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q4,2012-10-01,2012-12-31,,5586000.0,3.4,3.4,3.31,31329000.0,104633000.0,104633000.0,104633000.0,300504000.0,657292000.0,-767000.0,28001000.0,5426000.0,175379000.0,300504000.0,356788000.0,5667000.0,214392000.0,142396000.0,-6434000.0,135962000.0,657292000.0,31000000.0,31044532.0,31824077.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,FY,2012-01-01,2012-12-31,2015-02-06 09:02:46+00:00,21357000.0,9.37,9.37,9.14,91754000.0,290847000.0,290847000.0,290847000.0,1100473000.0,2341528000.0,-1090000.0,112530000.0,16687000.0,684026000.0,1100473000.0,1241055000.0,22764000.0,834600000.0,406455000.0,-23854000.0,382601000.0,2341528000.0,31000000.0,31044532.0,31824077.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q3YTD,2012-01-01,2012-09-30,,15771000.0,5.97,5.97,5.83,60425000.0,186214000.0,186214000.0,186214000.0,799969000.0,1684236000.0,-323000.0,84529000.0,11261000.0,508647000.0,799969000.0,884267000.0,17097000.0,620208000.0,264059000.0,-17420000.0,246639000.0,1684236000.0,30800000.0,30846062.0,31599081.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q3TTM,2011-10-01,2012-09-30,,20837000.0,10.39,8.94,8.72,83647000.0,280496000.0,280496000.0,280496000.0,1102170000.0,2332596000.0,-418000.0,114644000.0,14342000.0,693015000.0,1102170000.0,1230426000.0,23027000.0,842838000.0,387588000.0,-23445000.0,364143000.0,2332596000.0,30800000.0,30846062.0,31599081.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q3,2012-07-01,2012-09-30,2013-11-08 09:31:15+00:00,5215000.0,2.34,2.34,2.28,23422000.0,72183000.0,72183000.0,72183000.0,270396000.0,578553000.0,266000.0,27896000.0,3118000.0,171021000.0,270396000.0,308157000.0,5568000.0,207250000.0,100907000.0,-5302000.0,95605000.0,578553000.0,30800000.0,30846062.0,31599081.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q2YTD,2012-01-01,2012-06-30,,10556000.0,3.63,3.63,3.55,37003000.0,114031000.0,114031000.0,114031000.0,529573000.0,1105683000.0,-589000.0,56633000.0,8143000.0,337626000.0,529573000.0,576110000.0,11529000.0,412958000.0,163152000.0,-12118000.0,151034000.0,1105683000.0,31300000.0,31267660.0,32038928.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q2TTM,2011-07-01,2012-06-30,,20417000.0,10.2,8.75,8.53,79087000.0,276509000.0,276509000.0,276509000.0,1118471000.0,2355157000.0,-1093000.0,116816000.0,11586000.0,707826000.0,1118471000.0,1236686000.0,23352000.0,856645000.0,380041000.0,-24445000.0,355596000.0,2355157000.0,31300000.0,31267660.0,32038928.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q2,2012-04-01,2012-06-30,2013-07-26 10:11:23+00:00,5357000.0,1.97,1.97,1.93,20022000.0,61704000.0,61704000.0,61704000.0,271275000.0,570283000.0,-433000.0,27966000.0,7835000.0,169985000.0,271275000.0,299008000.0,5706000.0,211143000.0,87865000.0,-6139000.0,81726000.0,570283000.0,31300000.0,31267660.0,32038928.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q1TTM,2011-04-01,2012-03-31,,19385000.0,10.11,8.66,8.42,80214000.0,274993000.0,274993000.0,274993000.0,1112093000.0,2345962000.0,-1867000.0,118455000.0,5722000.0,709895000.0,1112093000.0,1233869000.0,23338000.0,853457000.0,380412000.0,-25205000.0,355207000.0,2345962000.0,31500000.0,31531915.0,32386924.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 09:47:37+00:00,5199000.0,1.66,1.66,1.62,16981000.0,52327000.0,52327000.0,52327000.0,258298000.0,535400000.0,-156000.0,28667000.0,308000.0,167641000.0,258298000.0,277102000.0,5823000.0,201815000.0,75287000.0,-5979000.0,69308000.0,535400000.0,31500000.0,31531915.0,32386924.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q4,2013-10-01,2013-12-31,,6935000.0,3.71,3.71,3.6,34742000.0,110162000.0,110162000.0,110162000.0,308893000.0,684250000.0,-822000.0,30597000.0,6100000.0,179788000.0,308893000.0,375357000.0,6211000.0,223420000.0,151937000.0,-7033000.0,144904000.0,684250000.0,30000000.0,29945954.0,30728482.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,FY,2013-01-01,2013-12-31,2015-02-06 09:02:46+00:00,24539000.0,10.22,10.22,9.96,96615000.0,306094000.0,306094000.0,306094000.0,1097041000.0,2378972000.0,-3103000.0,116346000.0,19830000.0,692693000.0,1097041000.0,1281931000.0,22711000.0,853408000.0,428523000.0,-25814000.0,402709000.0,2378972000.0,30000000.0,29945954.0,30728482.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q3YTD,2013-01-01,2013-09-30,,17604000.0,6.51,6.51,6.36,61873000.0,195932000.0,195932000.0,195932000.0,788148000.0,1694722000.0,-2281000.0,85749000.0,13730000.0,512905000.0,788148000.0,906574000.0,16500000.0,629988000.0,276586000.0,-18781000.0,257805000.0,1694722000.0,29800000.0,29818218.0,30579954.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q3TTM,2012-10-01,2013-09-30,,23190000.0,9.91,9.91,9.67,93202000.0,300565000.0,300565000.0,300565000.0,1088652000.0,2352014000.0,-3048000.0,113750000.0,19156000.0,688284000.0,1088652000.0,1263362000.0,22167000.0,844380000.0,418982000.0,-25215000.0,393767000.0,2352014000.0,29800000.0,29818218.0,30579954.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 10:01:13+00:00,6675000.0,2.49,2.49,2.43,23470000.0,74326000.0,74326000.0,74326000.0,273114000.0,591687000.0,-521000.0,29046000.0,5532000.0,173446000.0,273114000.0,318573000.0,5557000.0,214699000.0,103874000.0,-6078000.0,97796000.0,591687000.0,29800000.0,29818218.0,30579954.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q2YTD,2013-01-01,2013-06-30,,10929000.0,4.02,4.02,3.93,38403000.0,121606000.0,121606000.0,121606000.0,515034000.0,1103035000.0,-1760000.0,56703000.0,8198000.0,339459000.0,515034000.0,588001000.0,10943000.0,415289000.0,172712000.0,-12703000.0,160009000.0,1103035000.0,30200000.0,30119889.0,30849934.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q2TTM,2012-07-01,2013-06-30,,21730000.0,9.76,9.76,9.52,93154000.0,298422000.0,298422000.0,298422000.0,1085934000.0,2338880000.0,-2261000.0,112600000.0,16742000.0,685859000.0,1085934000.0,1252946000.0,22178000.0,836931000.0,416015000.0,-24439000.0,391576000.0,2338880000.0,30200000.0,30119889.0,30849934.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 09:00:59+00:00,5807000.0,2.29,2.29,2.24,21811000.0,69062000.0,69062000.0,69062000.0,269837000.0,578680000.0,-987000.0,29003000.0,3196000.0,173434000.0,269837000.0,308843000.0,5543000.0,211440000.0,97403000.0,-6530000.0,90873000.0,578680000.0,30200000.0,30119889.0,30849934.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q1TTM,2012-04-01,2013-03-31,,21280000.0,9.44,9.44,9.21,91365000.0,291064000.0,291064000.0,291064000.0,1087372000.0,2330483000.0,-1707000.0,111563000.0,21381000.0,682410000.0,1087372000.0,1243111000.0,22341000.0,836634000.0,406477000.0,-24048000.0,382429000.0,2330483000.0,30400000.0,30299569.0,31101979.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 09:51:47+00:00,5122000.0,1.73,1.73,1.69,16592000.0,52544000.0,52544000.0,52544000.0,245197000.0,524355000.0,-773000.0,27700000.0,5002000.0,166025000.0,245197000.0,279158000.0,5400000.0,203849000.0,75309000.0,-6173000.0,69136000.0,524355000.0,30400000.0,30299569.0,31101979.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,FY,2014-01-01,2014-12-31,2017-02-02 17:24:53+00:00,29185000.0,11.71,11.71,11.44,106763000.0,338241000.0,338241000.0,338241000.0,1127233000.0,2485983000.0,-2230000.0,123297000.0,5915000.0,728582000.0,1127233000.0,1358750000.0,24537000.0,886979000.0,471771000.0,-26767000.0,445004000.0,2485983000.0,28900000.0,28890771.0,29571308.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q4,2014-10-01,2014-12-31,,7610000.0,4.22,4.22,4.13,38214000.0,121172000.0,121172000.0,121172000.0,303046000.0,697428000.0,-882000.0,31323000.0,1468000.0,186789000.0,303046000.0,394382000.0,6924000.0,227190000.0,167192000.0,-7806000.0,159386000.0,697428000.0,28900000.0,28890771.0,29571308.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 09:03:28+00:00,7198000.0,2.96,2.96,2.89,26840000.0,84996000.0,84996000.0,84996000.0,285549000.0,629100000.0,-625000.0,30352000.0,1050000.0,186499000.0,285549000.0,343551000.0,5991000.0,225099000.0,118452000.0,-6616000.0,111836000.0,629100000.0,28700000.0,28732152.0,29408614.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q3YTD,2014-01-01,2014-09-30,,21575000.0,7.49,7.49,7.31,68549000.0,217069000.0,217069000.0,217069000.0,824187000.0,1788555000.0,-1348000.0,91974000.0,4447000.0,541793000.0,824187000.0,964368000.0,17613000.0,659789000.0,304579000.0,-18961000.0,285618000.0,1788555000.0,28700000.0,28732152.0,29408614.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q3TTM,2013-10-01,2014-09-30,,28510000.0,11.2,11.2,10.91,103291000.0,327231000.0,327231000.0,327231000.0,1133080000.0,2472805000.0,-2170000.0,122571000.0,10547000.0,721581000.0,1133080000.0,1339725000.0,23824000.0,883209000.0,456516000.0,-25994000.0,430522000.0,2472805000.0,28700000.0,28732152.0,29408614.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q2YTD,2014-01-01,2014-06-30,,14377000.0,4.53,4.53,4.42,41709000.0,132073000.0,132073000.0,132073000.0,538638000.0,1159455000.0,-723000.0,61622000.0,3397000.0,355294000.0,538638000.0,620817000.0,11622000.0,434690000.0,186127000.0,-12345000.0,173782000.0,1159455000.0,29000000.0,29074695.0,29750815.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q2TTM,2013-07-01,2014-06-30,,27987000.0,10.73,10.73,10.45,99921000.0,316561000.0,316561000.0,316561000.0,1120645000.0,2435392000.0,-2066000.0,121265000.0,15029000.0,708528000.0,1120645000.0,1314747000.0,23390000.0,872809000.0,441938000.0,-25456000.0,416482000.0,2435392000.0,29000000.0,29074695.0,29750815.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q2,2014-04-01,2014-06-30,2015-07-31 09:08:15+00:00,7283000.0,2.55,2.55,2.49,23376000.0,74022000.0,74022000.0,74022000.0,280658000.0,608834000.0,-406000.0,32125000.0,1905000.0,183103000.0,280658000.0,328176000.0,5956000.0,224416000.0,103760000.0,-6362000.0,97398000.0,608834000.0,29000000.0,29074695.0,29750815.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q1TTM,2013-04-01,2014-03-31,,26511000.0,10.47,10.47,10.2,98356000.0,311601000.0,311601000.0,311601000.0,1109824000.0,2405238000.0,-2647000.0,118143000.0,16320000.0,698859000.0,1109824000.0,1295414000.0,22977000.0,859833000.0,435581000.0,-25624000.0,409957000.0,2405238000.0,29300000.0,29370232.0,30088245.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 09:04:29+00:00,7094000.0,1.98,1.98,1.93,18333000.0,58051000.0,58051000.0,58051000.0,257980000.0,550621000.0,-317000.0,29497000.0,1492000.0,172191000.0,257980000.0,292641000.0,5666000.0,210274000.0,82367000.0,-5983000.0,76384000.0,550621000.0,29300000.0,29370232.0,30088245.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,FY,2015-01-01,2015-12-31,2018-02-08 17:34:21+00:00,30951000.0,12.75,12.75,12.48,110604000.0,352820000.0,352820000.0,352820000.0,1043454000.0,2395447000.0,867000.0,119076000.0,11148000.0,700810000.0,1043454000.0,1351993000.0,27451000.0,861985000.0,490008000.0,-26584000.0,463424000.0,2395447000.0,27700000.0,27680918.0,28269615.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q4,2015-10-01,2015-12-31,,8022000.0,6.73,4.49,4.4,38140000.0,123351000.0,123351000.0,123351000.0,282788000.0,673535000.0,9000.0,31110000.0,5960000.0,177418000.0,282788000.0,390747000.0,6755000.0,222510000.0,168237000.0,-6746000.0,161491000.0,673535000.0,27700000.0,27680918.0,28269615.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 10:15:00+00:00,7767000.0,3.23,3.23,3.16,28062000.0,88861000.0,88861000.0,88861000.0,264625000.0,604154000.0,8000.0,29711000.0,2561000.0,175546000.0,264625000.0,339529000.0,7029000.0,215585000.0,123944000.0,-7021000.0,116923000.0,604154000.0,27500000.0,27547734.0,28113287.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q3YTD,2015-01-01,2015-09-30,,22929000.0,6.02,8.26,8.08,72464000.0,229469000.0,229469000.0,229469000.0,760666000.0,1721912000.0,858000.0,87966000.0,5188000.0,523392000.0,760666000.0,961246000.0,20696000.0,639475000.0,321771000.0,-19838000.0,301933000.0,1721912000.0,27500000.0,27547734.0,28113287.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q3TTM,2014-10-01,2015-09-30,,30539000.0,10.24,12.48,12.21,110678000.0,350641000.0,350641000.0,350641000.0,1063712000.0,2419340000.0,-24000.0,119289000.0,6656000.0,710181000.0,1063712000.0,1355628000.0,27620000.0,866665000.0,488963000.0,-27644000.0,461319000.0,2419340000.0,27500000.0,27547734.0,28113287.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q2,2015-04-01,2015-06-30,2016-07-29 09:33:18+00:00,7634000.0,2.79,2.79,2.73,24490000.0,77557000.0,77557000.0,77557000.0,259145000.0,582057000.0,33000.0,29794000.0,1720000.0,174808000.0,259145000.0,322912000.0,6942000.0,213956000.0,108956000.0,-6909000.0,102047000.0,582057000.0,27800000.0,27843905.0,28460336.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q2YTD,2015-01-01,2015-06-30,,15162000.0,2.79,5.03,4.92,44402000.0,140608000.0,140608000.0,140608000.0,496041000.0,1117758000.0,850000.0,58255000.0,2627000.0,347846000.0,496041000.0,621717000.0,13667000.0,423890000.0,197827000.0,-12817000.0,185010000.0,1117758000.0,27800000.0,27843905.0,28460336.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q2TTM,2014-07-01,2015-06-30,,29970000.0,9.97,12.21,11.94,109456000.0,346776000.0,346776000.0,346776000.0,1084636000.0,2444286000.0,-657000.0,119930000.0,5145000.0,721134000.0,1084636000.0,1359650000.0,26582000.0,876179000.0,483471000.0,-27239000.0,456232000.0,2444286000.0,27800000.0,27843905.0,28460336.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 09:32:57+00:00,7528000.0,,2.24,2.19,19912000.0,63051000.0,63051000.0,63051000.0,236896000.0,535701000.0,817000.0,28461000.0,907000.0,173038000.0,236896000.0,298805000.0,6725000.0,209934000.0,88871000.0,-5908000.0,82963000.0,535701000.0,,28115220.0,28762935.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q1TTM,2014-04-01,2015-03-31,,29619000.0,9.73,11.97,11.7,108342000.0,343241000.0,343241000.0,343241000.0,1106149000.0,2471063000.0,-1096000.0,122261000.0,5330000.0,729429000.0,1106149000.0,1364914000.0,25596000.0,886639000.0,478275000.0,-26692000.0,451583000.0,2471063000.0,,28115220.0,28762935.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q3,2016-07-01,2016-09-30,2017-11-03 09:35:54+00:00,9087000.0,3.84,3.84,3.77,31992000.0,101332000.0,101332000.0,101332000.0,281104000.0,650598000.0,-603000.0,30139000.0,1494000.0,187680000.0,281104000.0,369494000.0,7167000.0,228400000.0,141094000.0,-7770000.0,133324000.0,650598000.0,26400000.0,26375468.0,26888810.0
