company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q2,,2012-06-30,2012-07-27 10:28:40+00:00,129988000.0,397238000.0,98419000.0,-90882000.0,134766000.0,0.0,622902000.0,95691000.0,51491000.0,76506000.0,95323000.0,446280000.0,118439000.0,431730000.0,217231000.0,427666000.0,114651000.0,120664000.0,87614000.0,205256000.0,60250000.0,1584074000.0,27075000.0,2055626000.0,774974000.0,860976000.0,523002000.0,774974000.0,774974000.0,1280652000.0,2055626000.0,766984000.0,757650000.0,0.0,-1341120000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2012.0,Q1,,2012-03-31,2012-05-04 10:30:25+00:00,131984000.0,389118000.0,98631000.0,-66147000.0,156192000.0,0.0,620251000.0,99706000.0,52362000.0,74589000.0,91692000.0,451678000.0,120454000.0,444858000.0,238176000.0,425746000.0,116082000.0,122983000.0,93901000.0,213210000.0,69734000.0,1523075000.0,28817000.0,2113443000.0,806973000.0,905582000.0,525419000.0,806973000.0,806973000.0,1306470000.0,2113443000.0,782115000.0,781051000.0,0.0,-1270206000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,FY,,2013-12-31,2015-02-06 09:02:46+00:00,145993000.0,466703000.0,116831000.0,-35036000.0,111874000.0,0.0,653698000.0,83083000.0,57934000.0,77721000.0,123493000.0,455842000.0,114418000.0,395960000.0,210414000.0,514438000.0,24121000.0,64449000.0,130013000.0,193170000.0,67062000.0,2037420000.0,17067000.0,2152819000.0,935052000.0,913987000.0,564188000.0,935052000.0,935052000.0,1217767000.0,2152819000.0,724394000.0,653579000.0,0.0,-1721030000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q3,,2013-09-30,2013-11-08 09:31:15+00:00,120665000.0,402708000.0,113217000.0,-80535000.0,92222000.0,0.0,648141000.0,81896000.0,60358000.0,86333000.0,120845000.0,452099000.0,114012000.0,384871000.0,219178000.0,497277000.0,126061000.0,139549000.0,105692000.0,232979000.0,74409000.0,1935087000.0,16019000.0,2144016000.0,847642000.0,848875000.0,538975000.0,847642000.0,847642000.0,1296374000.0,2144016000.0,797864000.0,757399000.0,0.0,-1655051000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q2,,2013-06-30,2013-07-26 10:11:23+00:00,122755000.0,418031000.0,107806000.0,-108741000.0,120217000.0,0.0,645005000.0,85142000.0,59144000.0,75683000.0,99709000.0,447166000.0,114496000.0,443727000.0,203288000.0,474050000.0,125090000.0,138233000.0,97259000.0,231349000.0,74696000.0,1863514000.0,17931000.0,2133437000.0,811102000.0,875376000.0,509026000.0,811102000.0,811102000.0,1322335000.0,2133437000.0,784011000.0,813309000.0,0.0,-1588676000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2013.0,Q1,,2013-03-31,2013-05-03 09:47:37+00:00,116678000.0,410650000.0,109463000.0,-114576000.0,93209000.0,0.0,641958000.0,82418000.0,58636000.0,66538000.0,85239000.0,445709000.0,115489000.0,421913000.0,199574000.0,466165000.0,125723000.0,137846000.0,88582000.0,232330000.0,66869000.0,1798295000.0,17959000.0,2070606000.0,800222000.0,828938000.0,478295000.0,800222000.0,800222000.0,1270384000.0,2070606000.0,775503000.0,792089000.0,0.0,-1525455000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,FY,,2014-12-31,2015-11-06 09:03:28+00:00,145896000.0,435648000.0,120530000.0,-212949000.0,85263000.0,,670866000.0,82219000.0,62341000.0,77974000.0,136107000.0,444085000.0,112784000.0,335790000.0,204531000.0,511462000.0,30273000.0,56727000.0,61076000.0,218108000.0,61647000.0,2357334000.0,116164000.0,2009110000.0,719595000.0,849430000.0,678890000.0,719595000.0,719595000.0,1289515000.0,2009110000.0,648218000.0,610625000.0,0.0,-2095656000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q3,,2014-09-30,2014-11-07 10:01:13+00:00,129172000.0,410900000.0,119641000.0,-76029000.0,126311000.0,0.0,673941000.0,93014000.0,59414000.0,65695000.0,123337000.0,449539000.0,111214000.0,365007000.0,219714000.0,512091000.0,21241000.0,64751000.0,140458000.0,177873000.0,56573000.0,2243022000.0,120025000.0,2107455000.0,848940000.0,872912000.0,650884000.0,848940000.0,848940000.0,1258515000.0,2107455000.0,722452000.0,607631000.0,0.0,-1991994000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q2,,2014-06-30,2014-07-25 09:00:59+00:00,140105000.0,427495000.0,117763000.0,-35573000.0,111012000.0,0.0,669770000.0,97782000.0,59027000.0,58456000.0,104969000.0,457759000.0,114257000.0,345364000.0,224448000.0,521884000.0,22093000.0,61740000.0,141039000.0,188221000.0,64406000.0,2162428000.0,121306000.0,2143420000.0,907714000.0,886388000.0,640381000.0,907714000.0,907714000.0,1235706000.0,2143420000.0,735148000.0,595325000.0,0.0,-1888911000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2014.0,Q1,,2014-03-31,2014-05-09 09:51:47+00:00,119128000.0,425161000.0,117913000.0,-33183000.0,115804000.0,0.0,661394000.0,98564000.0,58705000.0,67777000.0,89558000.0,456942000.0,112919000.0,449582000.0,224420000.0,517686000.0,22204000.0,63122000.0,135281000.0,189634000.0,66015000.0,2091943000.0,16255000.0,2135137000.0,923604000.0,890105000.0,509195000.0,923604000.0,923604000.0,1211533000.0,2135137000.0,727346000.0,702338000.0,0.0,-1796550000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,FY,,2015-12-31,2017-02-02 17:24:53+00:00,142075000.0,411420000.0,127647000.0,-266649000.0,98887000.0,0.0,698018000.0,88829000.0,,48759000.0,136414000.0,446284000.0,115252000.0,575138000.0,214383000.0,517229000.0,33051000.0,50976000.0,52187000.0,194552000.0,70642000.0,2692317000.0,14488000.0,1959335000.0,580457000.0,795332000.0,558212000.0,580457000.0,580457000.0,1378878000.0,1959335000.0,646774000.0,820666000.0,0.0,-2543229000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q3,,2015-09-30,2015-11-06 09:03:28+00:00,136565000.0,390540000.0,126684000.0,-238038000.0,123299000.0,0.0,682632000.0,88547000.0,62754000.0,99715000.0,120843000.0,448342000.0,114355000.0,601731000.0,225542000.0,513568000.0,27206000.0,63883000.0,81760000.0,208165000.0,66180000.0,2576218000.0,21061000.0,2053546000.0,586352000.0,868315000.0,593415000.0,586352000.0,586352000.0,1467194000.0,2053546000.0,671663000.0,873779000.0,0.0,-2434460000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q2,,2015-06-30,2015-07-31 09:08:15+00:00,138589000.0,402404000.0,122057000.0,-197425000.0,149309000.0,0.0,679125000.0,98113000.0,63038000.0,92725000.0,104703000.0,442482000.0,109656000.0,605141000.0,223275000.0,522195000.0,27237000.0,55198000.0,82715000.0,202819000.0,74638000.0,2488992000.0,23353000.0,2096949000.0,654251000.0,912664000.0,579540000.0,654251000.0,654251000.0,1442698000.0,2096949000.0,662090000.0,863158000.0,0.0,-2316441000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2015.0,Q1,,2015-03-31,2015-05-08 09:04:29+00:00,131667000.0,382385000.0,123341000.0,-219205000.0,75359000.0,0.0,674803000.0,98369000.0,62802000.0,80359000.0,89274000.0,437704000.0,110476000.0,409179000.0,218663000.0,510518000.0,26625000.0,60636000.0,75492000.0,202019000.0,75641000.0,2415802000.0,114693000.0,1975665000.0,666128000.0,814850000.0,637703000.0,666128000.0,666128000.0,1309537000.0,1975665000.0,650297000.0,671834000.0,0.0,-2205272000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,FY,,2016-12-31,2018-02-08 17:34:21+00:00,146593000.0,454988000.0,133167000.0,-354998000.0,158674000.0,0.0,731004000.0,100330000.0,,47990000.0,140461000.0,476378000.0,167055000.0,875056000.0,222047000.0,563707000.0,33951000.0,64306000.0,28902000.0,204957000.0,61075000.0,3065708000.0,18974000.0,2166777000.0,434943000.0,896784000.0,587515000.0,434943000.0,434943000.0,1731834000.0,2166777000.0,706286000.0,1144319000.0,0.0,-3006771000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q3,,2016-09-30,2016-11-04 10:15:00+00:00,129650000.0,414607000.0,126599000.0,-266403000.0,146133000.0,0.0,726045000.0,113340000.0,71629000.0,93913000.0,135568000.0,482144000.0,169117000.0,826022000.0,239985000.0,527477000.0,22734000.0,65341000.0,73406000.0,208251000.0,73748000.0,2934167000.0,21779000.0,2220980000.0,500517000.0,946102000.0,620849000.0,500517000.0,500517000.0,1720463000.0,2220980000.0,747401000.0,1099614000.0,0.0,-2893292000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q2,,2016-06-30,2016-07-29 09:33:18+00:00,131888000.0,407972000.0,120278000.0,-282775000.0,114646000.0,0.0,716419000.0,117906000.0,70940000.0,92090000.0,108001000.0,444278000.0,114002000.0,693263000.0,234006000.0,514312000.0,22958000.0,78034000.0,65937000.0,207380000.0,72696000.0,2834772000.0,20945000.0,2061747000.0,491962000.0,900260000.0,591108000.0,491962000.0,491962000.0,1569785000.0,2061747000.0,647175000.0,978677000.0,0.0,-2776454000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q1,,2016-03-31,2016-05-06 09:32:57+00:00,120536000.0,387296000.0,126139000.0,-259817000.0,110595000.0,0.0,707479000.0,102771000.0,70039000.0,87810000.0,90155000.0,448183000.0,115990000.0,681872000.0,227323000.0,521496000.0,23275000.0,64089000.0,59630000.0,201187000.0,71446000.0,2756453000.0,17381000.0,2035273000.0,543333000.0,866699000.0,544792000.0,543333000.0,543333000.0,1491940000.0,2035273000.0,647078000.0,947148000.0,0.0,-2660782000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,FY,,2017-12-31,2019-02-08 13:56:30+00:00,167627000.0,528615000.0,152834000.0,-265406000.0,148687000.0,0.0,747586000.0,107166000.0,,72210000.0,170159000.0,539838000.0,226718000.0,960170000.0,255390000.0,668271000.0,41425000.0,51230000.0,66830000.0,301452000.0,74031000.0,3433282000.0,19677000.0,2549805000.0,547280000.0,1006723000.0,689673000.0,547280000.0,547280000.0,2002525000.0,2549805000.0,874811000.0,1312852000.0,0.0,-3368182000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,Q3,,2017-09-30,2017-11-03 09:35:54+00:00,148521000.0,483167000.0,137672000.0,-277637000.0,169086000.0,0.0,742827000.0,123730000.0,,72082000.0,151820000.0,538418000.0,229975000.0,1050681000.0,263527000.0,641709000.0,43103000.0,31090000.0,57430000.0,250091000.0,70784000.0,3360315000.0,18533000.0,2497199000.0,512979000.0,986564000.0,652358000.0,512979000.0,512979000.0,1984220000.0,2497199000.0,868926000.0,1331862000.0,0.0,-3312526000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,Q2,,2017-06-30,2017-07-28 09:54:28+00:00,143607000.0,448098000.0,124879000.0,-298386000.0,146334000.0,0.0,738797000.0,126190000.0,,53820000.0,118705000.0,483757000.0,164134000.0,947781000.0,253734000.0,600900000.0,39326000.0,37106000.0,46080000.0,212335000.0,65587000.0,3256684000.0,21608000.0,2247950000.0,461919000.0,913753000.0,588809000.0,461919000.0,461919000.0,1786031000.0,2247950000.0,733297000.0,1197222000.0,0.0,-3235176000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,Q1,,2017-03-31,2017-05-05 09:13:11+00:00,137827000.0,439413000.0,128671000.0,-331120000.0,164893000.0,0.0,734826000.0,132930000.0,,46310000.0,95948000.0,478652000.0,165476000.0,944211000.0,242375000.0,572058000.0,38027000.0,56852000.0,36686000.0,201687000.0,66184000.0,3157257000.0,19476000.0,2203764000.0,439852000.0,912865000.0,561162000.0,439852000.0,439852000.0,1763912000.0,2203764000.0,718841000.0,1202750000.0,0.0,-3121111000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,FY,,2018-12-31,2020-02-07 15:44:24+00:00,196641000.0,535528000.0,156449000.0,-302414000.0,178110000.0,0.0,765165000.0,105381000.0,,73777000.0,152516000.0,534780000.0,217308000.0,985021000.0,268821000.0,717526000.0,35066000.0,48818000.0,68307000.0,260511000.0,63401000.0,3941916000.0,49670000.0,2618847000.0,590063000.0,1045860000.0,734434000.0,590063000.0,590063000.0,2028784000.0,2618847000.0,855461000.0,1294350000.0,0.0,-3814604000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q3,,2018-09-30,2018-11-09 10:15:11+00:00,156447000.0,494887000.0,128760000.0,-283529000.0,137448000.0,0.0,760091000.0,123526000.0,,90483000.0,142500000.0,537862000.0,220904000.0,988894000.0,277266000.0,697689000.0,36423000.0,50216000.0,93287000.0,289470000.0,61898000.0,3763858000.0,55753000.0,2557664000.0,531615000.0,971499000.0,697469000.0,531615000.0,531615000.0,2026049000.0,2557664000.0,888476000.0,1328580000.0,0.0,-3708805000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q2,,2018-06-30,2018-07-27 09:03:12+00:00,170865000.0,486203000.0,145892000.0,-265721000.0,183190000.0,0.0,755822000.0,126835000.0,,76606000.0,116567000.0,536407000.0,219858000.0,1020420000.0,270047000.0,678706000.0,36880000.0,46138000.0,83058000.0,270407000.0,63867000.0,3637629000.0,52052000.0,2558216000.0,532434000.0,1003307000.0,688817000.0,532434000.0,532434000.0,2025782000.0,2558216000.0,876203000.0,1336965000.0,0.0,-3595296000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q1,,2018-03-31,2018-05-04 09:42:12+00:00,164639000.0,483919000.0,159846000.0,-236516000.0,98949000.0,0.0,751940000.0,130704000.0,,63017000.0,103793000.0,544784000.0,224727000.0,978715000.0,278318000.0,696890000.0,41717000.0,46689000.0,76417000.0,288874000.0,66186000.0,3526355000.0,14883000.0,2511907000.0,560747000.0,927372000.0,636882000.0,560747000.0,560747000.0,1951160000.0,2511907000.0,887645000.0,1314278000.0,0.0,-3481032000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,FY,,2019-12-31,2020-05-08 09:07:14+00:00,185592000.0,566256000.0,166118000.0,-323673000.0,207785000.0,,784319000.0,122489000.0,,69043000.0,155402000.0,535979000.0,206242000.0,1235350000.0,274285000.0,748657000.0,36978000.0,45267000.0,151818000.0,333412000.0,61321000.0,4499288000.0,55868000.0,2789321000.0,420780000.0,1109647000.0,754512000.0,420780000.0,420780000.0,2368541000.0,2789321000.0,931017000.0,1614029000.0,0.0,-4539154000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q3,,2019-09-30,2019-11-08 11:08:00+00:00,148220000.0,503247000.0,158009000.0,-314986000.0,120534000.0,0.0,779316000.0,126925000.0,,90225000.0,147299000.0,531224000.0,209371000.0,1124279000.0,280978000.0,722592000.0,34599000.0,39954000.0,174275000.0,314080000.0,59049000.0,4309718000.0,48577000.0,2635869000.0,438301000.0,963808000.0,719255000.0,438301000.0,438301000.0,2197568000.0,2635869000.0,949469000.0,1478313000.0,0.0,-4335747000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q1,,2019-03-31,2019-05-10 12:19:47+00:00,174639000.0,489281000.0,161438000.0,-289754000.0,126480000.0,0.0,770398000.0,128962000.0,,76713000.0,112414000.0,535517000.0,213977000.0,1008485000.0,282087000.0,722926000.0,34495000.0,39648000.0,160398000.0,318850000.0,71536000.0,4053703000.0,53798000.0,2636697000.0,561750000.0,969384000.0,707964000.0,561750000.0,561750000.0,2074947000.0,2636697000.0,944387000.0,1366983000.0,0.0,-3972597000.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2020.0,Q1,,2020-03-31,2020-05-08 09:07:14+00:00,168515000.0,518556000.0,158089000.0,-347701000.0,323585000.0,0.0,788714000.0,144836000.0,,54480000.0,97520000.0,536895000.0,205695000.0,1513020000.0,292110000.0,742651000.0,35538000.0,44901000.0,164136000.0,341624000.0,66614000.0,4595183000.0,56398000.0,2885780000.0,306397000.0,1200865000.0,679838000.0,306397000.0,306397000.0,2579383000.0,2885780000.0,942264000.0,1899545000.0,0.0,-4729799000.0
